Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Pass6,Para7,Pass7
2_40_0.75_50_4.csv,0.3035805625,0.13298984817044066,No,1_60_0.75_150_10.csv,0.30396536157032145,0.06580214630598119,No,2_20_1.5_50_4.csv,0.3148682032516859,0.07382894021111631,No,2_40_0.75_200_4.csv,0.307990364200777,0.25115532775537175,Yes,2_20_0.75_50_6.csv,0.4054921980566121,0.027441567893015197,No,2_100_1.5_150_4.csv,0.11135586747815736,-0.02603460445750557,No,No Plateau,No
2_60_1.25_50_8.csv,0.28489484375,0.10019543853099631,,1_60_0.75_150_12.csv,0.30396536157032145,0.06580214630598119,,2_20_1.75_50_6.csv,0.24906176449941597,0.029487919610893046,,2_40_0.75_125_4.csv,0.3063860652819491,0.25115529442484674,,2_20_0.75_50_10.csv,0.40549217260429016,0.021571544106536254,,,,,,,
2_60_1.25_75_8.csv,0.28489484375,0.10019543853099631,,1_60_0.75_150_14.csv,0.30396536157032145,0.06580214630598119,,2_20_1.5_50_6.csv,0.2321290147392322,0.0987551983954108,,2_40_0.75_225_4.csv,0.30340036316583996,0.25115529477195625,,2_20_0.75_50_12.csv,0.40549217260429016,0.021571544106536254,,,,,,,
2_40_1_50_6.csv,0.26710815625,0.07976879353273593,,1_60_0.75_150_16.csv,0.30396536157032145,0.06580214630598119,,2_20_1.5_50_10.csv,0.2055233991935569,0.042498989106939784,,2_40_0.75_75_4.csv,0.28804303152748767,0.1603106639264564,,2_20_0.75_50_14.csv,0.40549217260429016,0.021571544106536254,,,,,,,
2_40_1_50_8.csv,0.26663309375,0.08559755808326013,,1_60_0.75_150_18.csv,0.30396536157032145,0.06580214630598119,,2_20_1.5_50_12.csv,0.2055233991935569,0.042498989106939784,,2_40_0.75_200_6.csv,0.27561838078715556,0.2511552810502991,,2_20_0.75_50_16.csv,0.40549217260429016,0.021571544106536254,,,,,,,
2_40_1_50_10.csv,0.2589284845,0.0855975880241775,,1_60_0.75_150_20.csv,0.30396536157032145,0.06580214630598119,,2_20_1.5_50_14.csv,0.2055233991935569,0.042498989106939784,,2_40_0.75_200_8.csv,0.2756183256687316,0.2511553266318539,,2_20_0.75_50_18.csv,0.40549217260429016,0.021571544106536254,,,,,,,
2_40_1_50_12.csv,0.2589284845,0.0855975880241775,,1_60_0.75_150_4.csv,0.30396536157032145,0.06580214630598119,,2_20_1.5_50_16.csv,0.2055233991935569,0.042498989106939784,,2_40_0.75_200_10.csv,0.2756182919750908,0.251155336551612,,2_20_0.75_50_20.csv,0.40549217260429016,0.021571544106536254,,,,,,,
2_40_1_50_14.csv,0.2589284845,0.0855975880241775,,1_60_0.75_150_6.csv,0.30396536157032145,0.06580214630598119,,2_20_1.5_50_18.csv,0.2055233991935569,0.042498989106939784,,2_40_0.75_200_12.csv,0.2756182919750908,0.251155336551612,,2_20_0.75_50_8.csv,0.40549217260429016,0.021571544106536254,,,,,,,
2_40_1_50_16.csv,0.2589284845,0.0855975880241775,,1_60_0.75_150_8.csv,0.30396536157032145,0.06580214630598119,,2_20_1.5_50_20.csv,0.2055233991935569,0.042498989106939784,,2_40_0.75_200_14.csv,0.2756182919750908,0.251155336551612,,2_20_0.75_50_4.csv,0.4023044822760925,0.07300112459348128,,,,,,,
2_40_1_50_18.csv,0.2589284845,0.0855975880241775,,3_60_0.75_150_10.csv,0.30396536157032145,0.06580214630598119,,2_20_1.5_50_8.csv,0.2055233991935569,0.042498989106939784,,2_40_0.75_200_16.csv,0.2756182919750908,0.251155336551612,,2_80_0.75_150_4.csv,0.3878852509496321,0.06124299809912787,,,,,,,
