AllPara,isExist1,Pass1,Score_1,isExist2,Pass2,Score_2,isExist3,Pass3,Score_3,isExist4,Pass4,Score_4,isExist5,Pass5,Score_5,isExist6,Pass6,Score_6,isExist7,Pass7,Score_7,isExist8,Pass8,Score_8,isExist9,CountExist,CountPass,TotalExistPercent,ExistPassPercent
2_20_2_50_4.csv,Y,No,0.4475842649915029,Y,Yes,1.5324890627060608,Y,No,0.008509682059626392,N,,,N,,,N,,,N,,,N,,,N,3,1,0.3333333333333333,0.3333333333333333
2_20_2_75_4.csv,Y,No,0.45113993483342485,Y,Yes,0.6119017603105897,Y,No,-0.1823774502327223,N,,,N,,,N,,,N,,,N,,,N,3,1,0.3333333333333333,0.3333333333333333
2_20_1.75_50_4.csv,Y,Yes,0.7124588571092831,Y,No,0.16874056199808035,N,,,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
1_20_1.25_50_10.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_12.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_14.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_16.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_18.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_20.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_4.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_6.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_8.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
3_20_1.25_50_10.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
3_20_1.25_50_12.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
3_20_1.25_50_14.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
3_20_1.25_50_16.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
3_20_1.25_50_18.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
3_20_1.25_50_20.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
3_20_1.25_50_4.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
3_20_1.25_50_6.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
3_20_1.25_50_8.csv,Y,No,0.31647490049902577,N,,,Y,No,-0.2559451767108666,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
2_20_1.25_50_4.csv,Y,Yes,1.0982940746309686,Y,No,0.42901845111953335,Y,No,0.24666063253645468,N,,,N,,,N,,,N,,,Y,No,-0.005465351369857078,N,4,1,0.4444444444444444,0.25
2_20_1.75_50_8.csv,Y,Yes,1.1551396648221628,Y,No,0.17156230594334473,N,,,N,,,N,,,N,,,N,,,N,,,N,2,1,0.2222222222222222,0.5
2_20_1.25_50_10.csv,Y,Yes,0.9515386557369284,Y,No,0.16916031809467713,N,,,N,,,N,,,N,,,N,,,Y,No,0.05600165328536315,N,3,1,0.3333333333333333,0.3333333333333333
2_20_1.25_50_12.csv,Y,Yes,0.9515386557369284,Y,No,0.16916031809467713,N,,,N,,,N,,,N,,,N,,,Y,No,0.05600165328536315,N,3,1,0.3333333333333333,0.3333333333333333
2_20_1.25_50_14.csv,Y,Yes,0.9515386557369284,Y,No,0.16916031809467713,N,,,N,,,N,,,N,,,N,,,Y,No,0.05600165328536315,N,3,1,0.3333333333333333,0.3333333333333333
2_20_1.25_50_16.csv,Y,Yes,0.9515386557369284,Y,No,0.16916031809467713,N,,,N,,,N,,,N,,,N,,,Y,No,0.05600165328536315,N,3,1,0.3333333333333333,0.3333333333333333
2_20_1.25_50_18.csv,Y,Yes,0.9515386557369284,Y,No,0.16916031809467713,N,,,N,,,N,,,N,,,N,,,Y,No,0.05600165328536315,N,3,1,0.3333333333333333,0.3333333333333333
