Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Pass6,Para7,Pass7
2_40_1.25_50_8.csv,0.48743834374999995,0.04483043222215145,No,2_120_0.75_200_4.csv,0.20926968789002226,0.020167636267437762,Yes,2_20_1.25_50_4.csv,0.4980383483420838,0.0844775422821216,No,2_20_0.75_50_4.csv,0.19606152590830556,0.17243172395993828,No,2_100_1.75_225_4.csv,0.2805687282517158,0.03711685324370939,No,2_100_0.75_150_4.csv,0.2312210763506954,-0.039723447668359016,No,No Plateau,No
2_40_1.25_50_6.csv,0.47739353124999995,-0.04903287392617983,,2_120_0.75_225_4.csv,0.20926967347147424,0.031097919868876917,,2_20_1.5_150_4.csv,0.47472958898957474,0.017095722590893953,,1_80_0.75_150_4.csv,0.17064631874455022,0.09086508597171786,,2_100_1.75_125_4.csv,0.28056869064512796,0.04462800223517363,,2_100_0.75_50_4.csv,0.23122107625978955,-0.038514543819057286,,,
2_40_1.25_50_4.csv,0.47566106250000006,-0.08093243875821159,,2_120_0.75_200_6.csv,0.19805813859288635,0.01799931278220643,,2_20_1_50_4.csv,0.46587426436562995,0.02789399459395934,,3_80_0.75_150_4.csv,0.17064631874455022,0.09086508597171786,,2_100_1.75_150_4.csv,0.2805686758238189,0.04462801325781722,,2_100_0.75_100_4.csv,0.23122106279802396,-0.03851457150986506,,,
2_60_1.25_50_4.csv,0.45227534375,0.040814219903331186,,2_120_0.75_225_6.csv,0.19805810128657553,0.028841836465263143,,2_20_1.25_150_4.csv,0.47158466668734295,0.17278062365239105,,2_20_1.25_150_4.csv,0.17278062365239105,0.07041232051678117,,2_100_1.75_100_4.csv,0.2805686826556583,0.044627976313654144,,2_100_0.75_125_4.csv,0.23122106279802396,-0.03851457150986506,,,
2_40_1.25_50_10.csv,0.45199556249999995,0.03683930872426277,,2_120_1.25_225_14.csv,0.19657233228063759,0.16317834230035394,,2_20_1.5_50_4.csv,0.44825863144625044,-0.046068429152853675,,2_20_1_225_10.csv,0.160522423872714,0.09072261313824008,,2_100_1.75_50_4.csv,0.2805686826556583,0.044627976313654144,,2_100_0.75_75_4.csv,0.23122106279802396,-0.03851457150986506,,,
2_40_1.25_50_12.csv,0.40276471875,0.031371683451603516,,2_120_1.25_225_16.csv,0.19657233228063759,0.16317834230035394,,2_20_1.25_50_6.csv,0.44188266089262057,0.049430033015413426,,2_20_1_225_12.csv,0.160522423872714,0.09072261313824008,,2_100_1.75_75_4.csv,0.2805686826556583,0.044627976313654144,,2_100_0.75_200_4.csv,0.17698241523215413,-0.03874348185833841,,,
2_40_1.25_50_14.csv,0.40276471875,0.031371683451603516,,2_120_1.25_225_18.csv,0.19657233228063759,0.16317834230035394,,2_20_1_125_4.csv,0.4181689022444143,0.048623733227095386,,2_20_1_225_14.csv,0.160522423872714,0.09072261313824008,,2_100_1.75_200_4.csv,0.2805686603110101,0.058805040382526805,,2_100_0.75_225_4.csv,0.17698240838328128,-0.03874346192264467,,,
2_40_1.25_50_16.csv,0.40276471875,0.031371683451603516,,2_120_1.25_225_20.csv,0.19657233228063759,0.16317834230035394,,2_20_1.25_150_6.csv,0.41741510650034414,0.15600203825205822,,2_20_1_225_16.csv,0.160522423872714,0.09072261313824008,,2_100_1.75_175_4.csv,0.2805686273050053,0.04462800623158542,,2_100_0.75_175_4.csv,0.17698239868180526,-0.039723428134897355,,,
2_40_1.25_50_18.csv,0.40276471875,0.031371683451603516,,2_120_1_225_8.csv,0.1869955099604922,0.09053915939288947,,2_20_1.25_50_10.csv,0.3969385984111087,0.01409254443922154,,2_20_1_225_18.csv,0.160522423872714,0.09072261313824008,,2_120_1.75_225_4.csv,0.24766527369158692,-0.01368317345604787,,2_120_1_100_4.csv,0.17488030540516492,-0.06344579082852675,,,
2_40_1.25_50_20.csv,0.40276471875,0.031371683451603516,,2_120_1_225_10.csv,0.1869955094171794,0.11009779762828567,,2_20_1.25_50_12.csv,0.3969385984111087,0.01409254443922154,,2_20_1_225_20.csv,0.160522423872714,0.09072261313824008,,2_120_1.75_175_4.csv,0.24766527644294506,-0.013683205446625038,,2_120_1_125_4.csv,0.17488030540516492,-0.06344579082852675,,,
