Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,Pass2,Para3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5,Para6,InSample6_RateOfReturn,OutSample6_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample6_AvgTrade,OutSample6_AvgTrade,Score_6,Pass6,Para7,Pass7
2_20_0.75_75_14.csv,0.852760438,-0.044701644260821585,26.0,22.0,0.03279847838461539,-0.002031892920946436,-0.06195082885002145,No,,,,,,,,,,,,,,2_100_1.25_50_14.csv,2.080033815500713,0.14838942071609262,6,6,0.34667230258345216,0.024731570119348772,0.07133990784682114,No,2_120_1_150_6.csv,0.4481197956832196,0.08395651297938558,7.0,9.0,0.06401711366903137,0.009328501442153954,0.14571886965073633,No,,
2_20_0.75_75_16.csv,0.852760438,-0.044701644260821585,26.0,22.0,0.03279847838461539,-0.002031892920946436,-0.06195082885002145,No,,,,,,,,,,,,,,2_100_1.25_75_12.csv,2.080033815500713,0.11205620337586226,6,7,0.34667230258345216,0.016008029053694608,0.046176256177376904,No,2_120_1_50_6.csv,0.4481197283364814,0.08395651036489224,7.0,9.0,0.06401710404806878,0.009328501151654693,0.14571888701260471,No,,
2_20_0.75_75_18.csv,0.852760438,-0.044701644260821585,26.0,22.0,0.03279847838461539,-0.002031892920946436,-0.06195082885002145,No,,,,,,,,,,,,,,2_100_1.25_75_14.csv,2.080033815500713,0.14838942071609262,6,6,0.34667230258345216,0.024731570119348772,0.07133990784682114,No,2_40_2_150_4.csv,0.4427065847943733,-0.1597217978208465,11.0,11.0,0.040246053163124844,-0.014520163438258772,-0.3607847800480164,No,,
2_20_0.75_75_20.csv,0.852760438,-0.044701644260821585,26.0,22.0,0.03279847838461539,-0.002031892920946436,-0.06195082885002145,No,,,,,,,,,,,,,,2_100_0.75_125_12.csv,1.9999348000716641,0.28109953245434116,6,7,0.3333224666786107,0.04015707606490588,0.12047515568047594,No,2_100_0.75_125_4.csv,0.4416648554494318,0.08512360645587368,10.0,14.0,0.04416648554494318,0.0060802576039909765,0.13766677445511924,No,,
2_20_0.75_75_8.csv,0.852760438,-0.044701644260821585,26.0,22.0,0.03279847838461539,-0.002031892920946436,-0.06195082885002145,No,,,,,,,,,,,,,,2_100_0.75_125_14.csv,1.9999348000716641,0.28109953245434116,6,7,0.3333224666786107,0.04015707606490588,0.12047515568047594,No,2_100_0.75_50_4.csv,0.44166483357737896,0.08512351540572638,10.0,14.0,0.044166483357737894,0.0060802511004090275,0.13766663402110726,No,,
2_20_1_75_10.csv,0.843750125,-0.12343534729251883,24.0,26.0,0.035156255208333334,-0.00474751335740457,-0.13504035993797298,No,,,,,,,,,,,,,,2_100_0.75_125_16.csv,1.9999348000716641,0.28109953245434116,6,7,0.3333224666786107,0.04015707606490588,0.12047515568047594,No,2_100_0.75_100_4.csv,0.4416647599193545,0.08512358709898804,10.0,14.0,0.04416647599193545,0.006080256221356288,0.13766677292674448,No,,
2_20_1_75_12.csv,0.843750125,-0.12343534729251883,24.0,26.0,0.035156255208333334,-0.00474751335740457,-0.13504035993797298,No,,,,,,,,,,,,,,2_100_0.75_125_18.csv,1.9999348000716641,0.28109953245434116,6,7,0.3333224666786107,0.04015707606490588,0.12047515568047594,No,2_100_0.75_75_4.csv,0.4416647599193545,0.08512358709898804,10.0,14.0,0.04416647599193545,0.006080256221356288,0.13766677292674448,No,,
2_20_1_75_14.csv,0.843750125,-0.12343534729251883,24.0,26.0,0.035156255208333334,-0.00474751335740457,-0.13504035993797298,No,,,,,,,,,,,,,,2_100_0.75_125_20.csv,1.9999348000716641,0.28109953245434116,6,7,0.3333224666786107,0.04015707606490588,0.12047515568047594,No,2_20_1.75_125_6.csv,0.43982894740586165,-0.24782316424050366,16.0,22.0,0.027489309212866353,-0.011264689283659257,-0.4097843709505376,No,,
2_20_1_75_16.csv,0.843750125,-0.12343534729251883,24.0,26.0,0.035156255208333334,-0.00474751335740457,-0.13504035993797298,No,,,,,,,,,,,,,,2_100_0.75_125_8.csv,1.999934423901082,0.2810995707523952,6,7,0.33332240398351365,0.04015708153605646,0.1204751947548136,No,2_40_0.75_125_4.csv,0.4371731178107689,-0.09699364538518682,15.0,23.0,0.029144874520717925,-0.0042171150167472525,-0.14469491072090476,No,,
2_20_1_75_18.csv,0.843750125,-0.12343534729251883,24.0,26.0,0.035156255208333334,-0.00474751335740457,-0.13504035993797298,No,,,,,,,,,,,,,,2_100_0.75_125_10.csv,1.9999346811643917,0.2810995457526076,6,7,0.3333224468607319,0.04015707796465823,0.12047516854283916,No,2_40_2_50_4.csv,0.42924331650089603,-0.1550011623839801,13.0,12.0,0.03301871665391508,-0.01291676353199834,-0.3911952020239036,No,,
2_20_1_75_20.csv,0.843750125,-0.12343534729251883,24.0,26.0,0.035156255208333334,-0.00474751335740457,-0.13504035993797298,No,,,,,,,,,,,,,,2_100_0.75_100_10.csv,1.9999340623191046,0.28109938125869893,6,7,0.33332234371985076,0.04015705446552842,0.12047513532209961,No,2_40_2_125_4.csv,0.4269747696821937,-0.15500117468017316,12.0,12.0,0.035581230806849475,-0.012916764556681096,-0.36302185910315915,No,,
2_20_1_75_8.csv,0.843750125,-0.12343534729251883,24.0,26.0,0.035156255208333334,-0.00474751335740457,-0.13504035993797298,No,,,,,,,,,,,,,,2_100_0.75_50_10.csv,1.9999340623191046,0.28109938125869893,6,7,0.33332234371985076,0.04015705446552842,0.12047513532209961,No,2_60_1.25_150_6.csv,0.40449310685216244,-0.06936047701566121,13.0,15.0,0.031114854373243264,-0.004624031801044081,-0.14861171277151936,No,,
2_20_0.75_125_10.csv,0.84177625,-0.05970389228827135,27.0,23.0,0.031176898148148148,-0.002595821403837885,-0.08326105411458555,No,,,,,,,,,,,,,,2_100_0.75_75_10.csv,1.9999340623191046,0.28109938125869893,6,7,0.33332234371985076,0.04015705446552842,0.12047513532209961,No,,,,,,,,,,,
2_20_0.75_125_12.csv,0.84177625,-0.05970389228827135,27.0,23.0,0.031176898148148148,-0.002595821403837885,-0.08326105411458555,No,,,,,,,,,,,,,,2_100_0.75_175_8.csv,1.9999338102496373,-0.0835596750117867,6,6,0.3333223017082729,-0.013926612501964449,-0.041781220250162454,No,,,,,,,,,,,
2_20_0.75_125_14.csv,0.84177625,-0.05970389228827135,27.0,23.0,0.031176898148148148,-0.002595821403837885,-0.08326105411458555,No,,,,,,,,,,,,,,2_100_0.75_100_8.csv,1.9999340550778035,0.2810995538376717,6,7,0.3333223425129673,0.040157079119667385,0.12047520972316805,No,,,,,,,,,,,
2_20_0.75_125_16.csv,0.84177625,-0.05970389228827135,27.0,23.0,0.031176898148148148,-0.002595821403837885,-0.08326105411458555,No,,,,,,,,,,,,,,2_100_0.75_75_8.csv,1.9999340550778035,0.2810995538376717,6,7,0.3333223425129673,0.040157079119667385,0.12047520972316805,No,,,,,,,,,,,
2_20_0.75_125_18.csv,0.84177625,-0.05970389228827135,27.0,23.0,0.031176898148148148,-0.002595821403837885,-0.08326105411458555,No,,,,,,,,,,,,,,2_100_0.75_175_10.csv,1.9999338947175116,-0.08355969150806965,6,6,0.33332231578625193,-0.013926615251344941,-0.0417812267339328,No,,,,,,,,,,,
2_20_0.75_125_20.csv,0.84177625,-0.05970389228827135,27.0,23.0,0.031176898148148148,-0.002595821403837885,-0.08326105411458555,No,,,,,,,,,,,,,,2_100_0.75_175_12.csv,1.9999338947175116,-0.08355969150806965,6,6,0.33332231578625193,-0.013926615251344941,-0.0417812267339328,No,,,,,,,,,,,
2_20_0.75_125_4.csv,0.84177625,0.017346139647576943,27.0,23.0,0.031176898148148148,0.0007541799846772585,0.024190347002883462,No,,,,,,,,,,,,,,2_100_0.75_175_14.csv,1.9999338947175116,-0.08355969150806965,6,6,0.33332231578625193,-0.013926615251344941,-0.0417812267339328,No,,,,,,,,,,,
2_20_0.75_125_6.csv,0.84177625,-0.05970389228827135,27.0,23.0,0.031176898148148148,-0.002595821403837885,-0.08326105411458555,No,,,,,,,,,,,,,,2_100_0.75_175_16.csv,1.9999338947175116,-0.08355969150806965,6,6,0.33332231578625193,-0.013926615251344941,-0.0417812267339328,No,,,,,,,,,,,
2_20_0.75_125_8.csv,0.84177625,-0.05970389228827135,27.0,23.0,0.031176898148148148,-0.002595821403837885,-0.08326105411458555,No,,,,,,,,,,,,,,2_100_0.75_175_18.csv,1.9999338947175116,-0.08355969150806965,6,6,0.33332231578625193,-0.013926615251344941,-0.0417812267339328,No,,,,,,,,,,,
1_80_1.75_150_10.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_175_20.csv,1.9999338947175116,-0.08355969150806965,6,6,0.33332231578625193,-0.013926615251344941,-0.0417812267339328,No,,,,,,,,,,,
1_80_1.75_150_12.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_100_12.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
1_80_1.75_150_14.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_100_14.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
1_80_1.75_150_16.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_100_16.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
1_80_1.75_150_18.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_100_18.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
1_80_1.75_150_20.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_100_20.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
1_80_1.75_150_4.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_50_12.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
1_80_1.75_150_6.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_50_14.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
1_80_1.75_150_8.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_50_16.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
3_80_1.75_150_10.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_50_18.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
3_80_1.75_150_12.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_50_20.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
3_80_1.75_150_14.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_75_12.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
3_80_1.75_150_16.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_75_14.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
3_80_1.75_150_18.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_75_16.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
3_80_1.75_150_20.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_75_18.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
3_80_1.75_150_4.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_75_20.csv,1.999933530324865,0.28109947267188606,6,7,0.3333222550541442,0.040157067524555154,0.12047520654758596,No,,,,,,,,,,,
3_80_1.75_150_6.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_150_8.csv,1.9999337350841084,-0.01607944799302615,6,7,0.33332228918068474,-0.002297063999003736,-0.006891420326705369,No,,,,,,,,,,,
3_80_1.75_150_8.csv,0.820739063,-0.06817870145294949,22.0,26.0,0.037306321045454546,-0.002622257748190365,-0.07028990462488567,No,,,,,,,,,,,,,,2_100_0.75_200_8.csv,1.9999336187253074,-0.08355967493197426,6,6,0.33332226978755125,-0.013926612488662378,-0.041781224211447816,No,,,,,,,,,,,
2_20_0.75_50_10.csv,0.801354125,-0.0993324258216024,28.0,25.0,0.02861979017857143,-0.003973297032864096,-0.13883040399922403,No,,,,,,,,,,,,,,2_100_0.75_200_10.csv,1.9999335632913025,-0.08355968235508988,6,6,0.3333222605485504,-0.013926613725848315,-0.04178122908121769,No,,,,,,,,,,,
2_20_0.75_50_12.csv,0.801354125,-0.0993324258216024,28.0,25.0,0.02861979017857143,-0.003973297032864096,-0.13883040399922403,No,,,,,,,,,,,,,,2_100_0.75_200_12.csv,1.9999335632913025,-0.08355968235508988,6,6,0.3333222605485504,-0.013926613725848315,-0.04178122908121769,No,,,,,,,,,,,
