Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window6_GrossProfit,Window6_GrossLoss,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Window7_GrossProfit,Window7_GrossLoss,Score_7,Pass7
2_20_1_50_4.csv,0.35311415625,0.05488721330348997,16902187.282,-14880562.157,1.135856770978844,No,2_60_0.75_100_8.csv,0.40402719946998594,0.06464771194092117,22563713.44,-19624432.628,1.149776600817812,No,2_120_1.25_100_4.csv,0.18343842365810345,-0.042468229798862854,25419243.25,-24149775.75,1.0525664301458368,No,2_40_1.25_75_4.csv,0.14241034960407853,0.18308751897885012,34814284.625,-29930970.25,1.1631525585108622,No,2_120_0.75_225_6.csv,0.5757725484566973,-0.024650323328641796,33879844.187,-30573663.937,1.108138175941644,No,2_40_1_50_4.csv,0.17120734919983818,-0.0307821948030724,70550519.5,-66320161.5,1.063786907394669,No,1_20_2_200_10.csv,0.1151165755329503,-0.006987321880181125,1048387.311,-547792.999,1.9138384625466893,Yes
2_20_1_75_4.csv,0.34523803125,0.040068553389900646,14620112.09,-12782891.09,1.1437249982859707,No,2_60_0.75_100_10.csv,0.40402708323668846,0.06464773939811674,21975092.468000002,-19112488.749,1.1497766071490703,No,2_120_1.25_125_4.csv,0.18343842365810345,-0.042468229798862854,25419243.25,-24149775.75,1.0525664301458368,No,2_60_1.5_225_6.csv,0.1294730536536872,0.3664317063845331,32456897.124,-27056341.562,1.1996040576891946,No,2_120_0.75_150_6.csv,0.5757724719929975,-0.010907964748495527,50011697.25,-44752764.125,1.1175108002337275,No,2_40_1_75_4.csv,0.12977821645871213,-0.025964272714236864,80883718.0,-76570816.0,1.0563256632918736,No,1_20_2_200_12.csv,0.1151165755329503,-0.006987321880181125,1048387.311,-547792.999,1.9138384625466893,Yes
2_20_1_150_4.csv,0.33773325,0.026360657357038866,13023017.39,-11353957.39,1.1470024893232402,No,2_60_0.75_100_12.csv,0.40402708323668846,0.06464773939811674,21975092.468000002,-19112488.749,1.1497766071490703,No,2_120_1.25_150_4.csv,0.18343842365810345,-0.042468229798862854,25419243.25,-24149775.75,1.0525664301458368,No,2_60_1.5_200_6.csv,0.12250827661140468,0.3300584654221151,27718159.936,-23179867.124,1.1957859718402413,No,2_120_0.75_200_6.csv,0.5757724217935412,-0.010907931841740695,34575430.935,-30939683.998000003,1.1175107973706202,No,2_40_1.25_50_4.csv,0.11028250960379452,-0.010172416637238646,37392913.0,-35220844.5,1.0616699721666243,No,1_20_2_200_14.csv,0.1151165755329503,-0.006987321880181125,1048387.311,-547792.999,1.9138384625466893,Yes
1_20_0.75_50_10.csv,0.3334655625,0.18707032775178892,15161637.355,-11971112.605,1.2665186482889992,No,2_60_0.75_100_14.csv,0.40402708323668846,0.06464773939811674,21975092.468000002,-19112488.749,1.1497766071490703,No,2_120_1.25_50_4.csv,0.18343842365810345,-0.042468229798862854,25419243.25,-24149775.75,1.0525664301458368,No,,,,,,,,2_120_0.75_100_6.csv,0.5757723316920439,-0.010907897055427954,49102399.0,-43939081.75,1.1175108137074348,No,2_80_1_175_4.csv,0.10328994558611793,0.04512814211674825,23713501.625,-21479908.125,1.10398524458307,No,1_20_2_200_16.csv,0.1151165755329503,-0.006987321880181125,1048387.311,-547792.999,1.9138384625466893,Yes
1_20_0.75_50_12.csv,0.3334655625,0.18707032775178892,15161637.355,-11971112.605,1.2665186482889992,No,2_60_0.75_100_16.csv,0.40402708323668846,0.06464773939811674,21975092.468000002,-19112488.749,1.1497766071490703,No,2_120_1.25_75_4.csv,0.18343842365810345,-0.042468229798862854,25419243.25,-24149775.75,1.0525664301458368,No,,,,,,,,2_120_0.75_125_6.csv,0.5757723316920439,-0.010907897055427954,49102399.0,-43939081.75,1.1175108137074348,No,2_40_1_50_10.csv,0.10304982442318458,-0.012311881264303885,60953999.0,-58194857.0,1.0474121278449056,No,1_20_2_200_18.csv,0.1151165755329503,-0.006987321880181125,1048387.311,-547792.999,1.9138384625466893,Yes
1_20_0.75_50_14.csv,0.3334655625,0.18707032775178892,15161637.355,-11971112.605,1.2665186482889992,No,2_60_0.75_100_18.csv,0.40402708323668846,0.06464773939811674,21975092.468000002,-19112488.749,1.1497766071490703,No,2_120_1.25_200_4.csv,0.1834384219539487,-0.042468255827158394,16166859.624000002,-15345895.062,1.0534973397565386,No,,,,,,,,2_120_0.75_75_6.csv,0.5757723316920439,-0.010907897055427954,49102399.0,-43939081.75,1.1175108137074348,No,2_40_1_50_12.csv,0.10304982442318458,-0.012311881264303885,60953999.0,-58194857.0,1.0474121278449056,No,1_20_2_200_20.csv,0.1151165755329503,-0.006987321880181125,1048387.311,-547792.999,1.9138384625466893,Yes
1_20_0.75_50_16.csv,0.3334655625,0.18707032775178892,15161637.355,-11971112.605,1.2665186482889992,No,2_60_0.75_100_20.csv,0.40402708323668846,0.06464773939811674,21975092.468000002,-19112488.749,1.1497766071490703,No,2_120_1.25_175_4.csv,0.18343839429238162,-0.04246820821493861,16043922.687,-15242669.875,1.0525664347893646,No,2_40_1_75_4.csv,0.10874926620213604,0.4197901665533027,44832135.5,-36000921.0,1.2453052381632126,No,2_120_0.75_175_6.csv,0.5757722409927889,-0.01090788759234488,20869000.105,-18674539.667999998,1.1175108182591698,No,2_40_1_50_14.csv,0.10304982442318458,-0.012311881264303885,60953999.0,-58194857.0,1.0474121278449056,No,1_20_2_200_4.csv,0.1151165755329503,-0.006987321880181125,1048387.311,-547792.999,1.9138384625466893,Yes
1_20_0.75_50_18.csv,0.3334655625,0.18707032775178892,15161637.355,-11971112.605,1.2665186482889992,No,2_60_1_100_10.csv,0.3897731011991079,0.06736646741974883,21555318.831,-18796459.534,1.146775476094827,No,2_120_1_50_4.csv,0.18059659120044527,-0.07168925745823611,36450750.0,-35593031.75,1.024097926134095,No,,,,,,,,2_120_0.75_100_4.csv,0.5220819538394276,0.03365169382501782,54876368.25,-47939806.125,1.144693161814492,No,2_40_1_50_16.csv,0.10304982442318458,-0.012311881264303885,60953999.0,-58194857.0,1.0474121278449056,No,1_20_2_200_6.csv,0.1151165755329503,-0.006987321880181125,1048387.311,-547792.999,1.9138384625466893,Yes
1_20_0.75_50_20.csv,0.3334655625,0.18707032775178892,15161637.355,-11971112.605,1.2665186482889992,No,2_60_1_100_12.csv,0.3897731011991079,0.06736646741974883,21555318.831,-18796459.534,1.146775476094827,No,2_120_1_150_4.csv,0.18059655852981893,-0.07168927443570118,35572040.5,-34735000.0,1.0240978983733986,No,,,,,,,,2_120_0.75_125_4.csv,0.5220819538394276,0.03365169382501782,54876368.25,-47939806.125,1.144693161814492,No,2_40_1_50_18.csv,0.10304982442318458,-0.012311881264303885,60953999.0,-58194857.0,1.0474121278449056,No,1_20_2_200_8.csv,0.1151165755329503,-0.006987321880181125,1048387.311,-547792.999,1.9138384625466893,Yes
1_20_0.75_50_4.csv,0.3334655625,0.18707032775178892,15161637.355,-11971112.605,1.2665186482889992,No,2_60_1_100_14.csv,0.3897731011991079,0.06736646741974883,21555318.831,-18796459.534,1.146775476094827,No,2_120_1_100_4.csv,0.18059653285403293,-0.07168925438738036,36683660.25,-35820462.0,1.0240979094574492,No,,,,,,,,2_120_0.75_75_4.csv,0.5220819538394276,0.03365169382501782,54876368.25,-47939806.125,1.144693161814492,No,2_40_1_50_20.csv,0.10304982442318458,-0.012311881264303885,60953999.0,-58194857.0,1.0474121278449056,No,3_20_2_200_10.csv,0.1151165755329503,-0.006987321880181125,1048387.311,-547792.999,1.9138384625466893,Yes
