Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window_1_NetProfit,Window_1_MDD,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window_2_NetProfit,Window_2_MDD,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window_3_NetProfit,Window_3_MDD,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window_4_NetProfit,Window_4_MDD,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window_5_NetProfit,Window_5_MDD,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window_6_NetProfit,Window_6_MDD,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Window_7_NetProfit,Window_7_MDD,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Window_8_NetProfit,Window_8_MDD,Score_8,Pass8,Para9,Pass9
2_40_1.25_50_4.csv,0.4554242083333333,0.0458448865333089,1691717.125,-1276050.0,1.3257451706437835,No,2_100_0.75_175_6.csv,0.4719198603044543,-0.006175992810470412,918286.969,-446856.93799999997,2.054990962230512,Yes,2_120_2_200_18.csv,0.3550944671397572,-0.04885007767894117,690765.3759999999,-641241.812,1.0772307155791019,No,2_20_1.25_50_4.csv,0.27276965034188244,0.04130922331931979,2733261.125,-1868240.0,1.4630139195178349,No,1_80_0.75_150_4.csv,0.14335309736741356,0.0005215053953889165,757366.562,-555554.125,1.3632633220030541,No,1_20_1_50_10.csv,0.14261824759881392,0.016226025806844444,1067391.125,-566485.0,1.8842354607800735,Yes,2_120_1.75_175_4.csv,0.3187907014324876,0.007120250006887416,1747021.625,-1129466.875,1.546766588440232,Yes,2_120_0.75_50_4.csv,0.3788148539365778,-0.03874981131075938,1594194.812,-864838.25,1.8433444774210668,Yes,No Plateau,No
2_40_1.25_50_6.csv,0.4055051666666667,0.12550823954686235,2051088.375,-1195278.75,1.7159916672157018,Yes,2_100_0.75_200_6.csv,0.4719198603044543,0.006645034428008897,980522.531,-446856.93799999997,2.194264981961632,Yes,2_120_2_200_20.csv,0.3550944671397572,-0.04885007767894117,690765.3759999999,-641241.812,1.0772307155791019,No,2_20_1.5_150_4.csv,0.25988038782003053,-0.02931767594325862,1203496.625,-1261864.875,0.9537444530263195,No,3_80_0.75_150_4.csv,0.14335309736741356,0.0005215053953889165,757366.562,-555554.125,1.3632633220030541,No,1_20_1_50_12.csv,0.14261824759881392,0.016226025806844444,1067391.125,-566485.0,1.8842354607800735,Yes,2_120_1.75_100_4.csv,0.3187906662311821,0.007120263476091815,2159512.875,-1396146.25,1.5467669486631503,Yes,2_120_0.75_100_4.csv,0.37881479615826535,-0.03874984973659405,2014257.625,-1092719.5,1.843343717211965,Yes,,
2_60_1.25_50_4.csv,0.3990995416666666,0.218453598525629,2637322.0,-1103584.375,2.3897783076169414,Yes,2_120_1_200_8.csv,0.46101108080769937,0.16280852362405804,1668864.156,-537900.25,3.102553226179017,Yes,2_120_2_225_18.csv,0.3550944671397572,-0.04885007767894117,690765.3759999999,-641241.812,1.0772307155791019,No,2_20_1.5_50_4.csv,0.2597417531911701,-0.10121284887783011,511842.875,-2144189.5,0.23871158542656795,No,2_20_0.75_50_4.csv,0.14668328486754836,0.05864974430493754,1820543.375,-1114619.0,1.6333324436421772,Yes,1_20_1_50_14.csv,0.14261824759881392,0.016226025806844444,1067391.125,-566485.0,1.8842354607800735,Yes,2_120_1.75_125_4.csv,0.3187906662311821,0.007120263476091815,2159512.875,-1396146.25,1.5467669486631503,Yes,2_120_0.75_125_4.csv,0.37881479615826535,-0.03874984973659405,2014257.625,-1092719.5,1.843343717211965,Yes,,
2_40_1.25_75_4.csv,0.38129783333333334,0.004781059942265478,1174643.75,-1083253.5,1.0843664479274704,No,2_120_1_225_8.csv,0.45957594583722705,0.19191373647903692,1718354.563,-436009.781,3.9410917779388073,Yes,2_120_2_225_20.csv,0.3550944671397572,-0.04885007767894117,690765.3759999999,-641241.812,1.0772307155791019,No,2_20_1.25_50_6.csv,0.2526895576214544,0.013007985477511958,2142730.0,-2324020.5,0.9219927276889339,No,2_20_1.25_150_4.csv,0.1402159489238825,0.04652354312045847,2271637.25,-1016343.0,2.23510886580613,Yes,1_20_1_50_16.csv,0.14261824759881392,0.016226025806844444,1067391.125,-566485.0,1.8842354607800735,Yes,2_120_1.75_50_4.csv,0.3187906662311821,0.007120263476091815,2159512.875,-1396146.25,1.5467669486631503,Yes,2_120_0.75_150_4.csv,0.37881479615826535,-0.040433676957151846,1989779.875,-1117128.5,1.7811557712474437,Yes,,
2_40_1.25_50_8.csv,0.3725075,0.3411917307450885,3284966.0,-1211785.375,2.710848032804489,Yes,2_100_0.75_175_10.csv,0.45616921438333063,0.11919195834783039,1230610.625,-391028.141,3.14711524815806,Yes,2_120_2_125_18.csv,0.35509446849499965,-0.04885008550980541,730804.7509999999,-678410.594,1.0772307470776317,No,2_20_1.5_150_6.csv,0.2462758741919352,-0.045235567007230214,633410.172,-960599.375,0.6593905726828106,No,2_40_1_225_4.csv,0.13917706392386572,-0.03196355340064964,585499.25,-806690.0,0.7258045221832427,No,1_20_1_50_18.csv,0.14261824759881392,0.016226025806844444,1067391.125,-566485.0,1.8842354607800735,Yes,2_120_1.75_75_4.csv,0.3187906662311821,0.007120263476091815,2159512.875,-1396146.25,1.5467669486631503,Yes,2_120_0.75_75_4.csv,0.37881479615826535,-0.03874984973659405,2014257.625,-1092719.5,1.843343717211965,Yes,,
2_40_1.75_50_6.csv,0.36535416666666665,0.066374054526841,1513435.0,-830244.359,1.8228789917017671,Yes,2_100_0.75_175_12.csv,0.45616921438333063,0.11919195834783039,1230610.625,-391028.141,3.14711524815806,Yes,2_120_2_125_20.csv,0.35509446849499965,-0.04885008550980541,730804.7509999999,-678410.594,1.0772307470776317,No,2_20_1.5_50_6.csv,0.24614042895737384,-0.10123047894468767,364404.06200000003,-1976039.25,0.18441134810454804,No,2_20_1.25_150_6.csv,0.13627646311919123,0.034508609523354064,1695945.0,-813063.5,2.0858702918037766,Yes,1_20_1_50_20.csv,0.14261824759881392,0.016226025806844444,1067391.125,-566485.0,1.8842354607800735,Yes,2_120_1.75_225_4.csv,0.3187906662119075,0.007120307464633343,1424163.219,-920735.375,1.546767135997137,Yes,2_120_0.75_175_4.csv,0.3680799897631246,-0.04043369973737854,2343461.375,-1339057.75,1.7500823806889583,Yes,,
2_40_1.25_50_10.csv,0.33858335433333336,0.3411917603067109,3079022.0,-1153544.375,2.6691838361224725,Yes,2_100_0.75_175_14.csv,0.45616921438333063,0.11919195834783039,1230610.625,-391028.141,3.14711524815806,Yes,2_120_2_150_18.csv,0.35509446849499965,-0.04885008550980541,730804.7509999999,-678410.594,1.0772307470776317,No,2_20_1_150_4.csv,0.23909748371374023,0.0376908075264448,1405792.625,-681273.875,2.0634764910073793,Yes,2_20_1_225_10.csv,0.13506757981612597,0.020430843523163076,993948.312,-666104.875,1.4921799093573667,No,1_20_1_50_4.csv,0.14261824759881392,0.016226025806844444,1067391.125,-566485.0,1.8842354607800735,Yes,2_120_1.75_200_4.csv,0.31879063678453223,0.007120266850543433,1595106.562,-1031252.625,1.5467660622924475,Yes,2_40_1.75_100_6.csv,0.3594143775477296,-0.029465216547290007,1681818.562,-831174.75,2.023423548417466,Yes,,
2_40_1.25_75_6.csv,0.33607004166666665,0.07581714089804223,1464980.375,-1000302.125,1.4645379014865134,No,2_100_0.75_175_16.csv,0.45616921438333063,0.11919195834783039,1230610.625,-391028.141,3.14711524815806,Yes,2_120_2_150_20.csv,0.35509446849499965,-0.04885008550980541,730804.7509999999,-678410.594,1.0772307470776317,No,2_20_1.25_150_4.csv,0.23011188177989583,0.1402159489238825,3042838.125,-765012.5,3.9775011846211665,Yes,2_20_1_225_12.csv,0.13506757981612597,0.020430843523163076,993948.312,-666104.875,1.4921799093573667,No,1_20_1_50_6.csv,0.14261824759881392,0.016226025806844444,1067391.125,-566485.0,1.8842354607800735,Yes,2_120_1.75_150_4.csv,0.3187905571079005,0.007120218791477954,1993395.75,-1288751.25,1.5467653280646672,Yes,2_40_1.75_75_6.csv,0.3594142757226615,-0.021109449230790958,2623294.875,-1258803.0,2.083959821354096,Yes,,
2_80_1.5_50_4.csv,0.3238805,0.2103304953427554,2215730.5,-757985.25,2.923184191249104,Yes,2_100_0.75_175_18.csv,0.45616921438333063,0.11919195834783039,1230610.625,-391028.141,3.14711524815806,Yes,2_120_2_100_18.csv,0.3550944569637787,-0.04885007658236546,896247.562,-831992.125,1.077230823548961,No,2_20_1_150_6.csv,0.2276077734168392,0.03660749703966484,1321068.25,-666337.625,1.982580902586733,Yes,2_20_1_225_14.csv,0.13506757981612597,0.020430843523163076,993948.312,-666104.875,1.4921799093573667,No,1_20_1_50_8.csv,0.14261824759881392,0.016226025806844444,1067391.125,-566485.0,1.8842354607800735,Yes,2_100_1.75_225_4.csv,0.31095643906867876,0.08030617830279246,951763.313,-392605.102,2.424225533880097,Yes,2_40_1.75_50_6.csv,0.3594142155527219,-0.033959879091761014,2794844.25,-1600050.0,1.7467230711540265,Yes,,
2_80_1.5_75_4.csv,0.3238805,0.2103304953427554,2215730.5,-757985.25,2.923184191249104,Yes,2_100_0.75_175_20.csv,0.45616921438333063,0.11919195834783039,1230610.625,-391028.141,3.14711524815806,Yes,2_120_2_100_20.csv,0.3550944569637787,-0.04885007658236546,896247.562,-831992.125,1.077230823548961,No,2_20_1.25_50_10.csv,0.22721873463692588,-0.027865797309630402,1332182.0,-2591964.625,0.5139661194257232,No,2_20_1_225_16.csv,0.13506757981612597,0.020430843523163076,993948.312,-666104.875,1.4921799093573667,No,3_20_1_50_10.csv,0.14261824759881392,0.016226025806844444,1067391.125,-566485.0,1.8842354607800735,Yes,2_100_1.75_125_4.csv,0.31095643126557193,0.0911272393876097,1606504.195,-587862.125,2.7327907798108275,Yes,2_100_0.75_50_4.csv,0.35515054315583305,-0.04557046647731058,1014776.312,-585072.625,1.7344450391949204,Yes,,
