Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5
2_40_1.5_50_4.csv,0.21946349999999998,0.11435061691899295,0.282895289726546,No,2_100_0.75_100_4.csv,0.39935570777831775,-0.07140176472070864,-0.34362710200933294,No,2_40_1.5_100_8.csv,0.20778851348818045,0.27612380752810395,0.588136214773961,Yes,2_80_1_125_6.csv,0.4694895512167288,0.06001107378671894,0.34958142255415364,No,2_60_0.75_50_4.csv,0.17166551170895644,0.011505729285773368,0.07081943416288447,No
2_40_1.5_75_4.csv,0.20862472499999998,0.12237606277985258,0.3027496717418257,No,2_100_0.75_75_4.csv,0.39935570777831775,-0.07140176472070864,-0.34362710200933294,No,2_40_1.5_100_10.csv,0.1768678599399136,0.2761238184443106,0.5881362380251849,Yes,2_80_1_150_6.csv,0.4694894727112727,0.0068184180507001625,0.03971920732836804,No,2_60_0.75_75_4.csv,0.1716655102361453,0.011505707508550114,0.07081930012091371,No
2_40_1.5_125_4.csv,0.18953204999999998,0.14257176014143125,0.3527123900049092,No,2_100_0.75_200_4.csv,0.3864470473189725,-0.02647669074470497,-0.12742133961237478,No,2_40_1.5_100_12.csv,0.1768678599399136,0.2761238184443106,0.5881362380251849,Yes,2_80_1_100_6.csv,0.4694894418057921,0.07289237849306357,0.42461865384252373,No,2_60_1_100_4.csv,0.1630307305789252,0.039637797361435786,0.24397639739976498,No
2_40_1.5_150_4.csv,0.1858951,0.07665307229866355,0.18963424667592316,No,2_100_0.75_175_4.csv,0.3864470444415943,-0.018548503619701624,-0.08926626072029153,No,2_40_1.5_100_14.csv,0.1768678560586482,0.276123802125569,0.5881362032667081,Yes,2_80_1_50_6.csv,0.4694894418057921,0.07289237849306357,0.42461865384252373,No,2_100_1.25_125_4.csv,0.16044647518362493,0.01650433224363343,0.10158656106880627,No
2_60_1_50_4.csv,0.18309706259999997,0.1399376103699731,0.34619569090124225,No,2_100_0.75_225_4.csv,0.38644702031347744,-0.026476705273225487,-0.12742140953212286,No,2_40_1.5_100_16.csv,0.1768678560586482,0.276123802125569,0.5881362032667081,Yes,2_80_1_75_6.csv,0.4694894418057921,0.07289237849306357,0.42461865384252373,No,2_100_1.25_100_4.csv,0.1604464667553176,0.016504313536620994,0.10158644592442882,No
2_120_1.75_100_10.csv,0.1652923626,0.16092170550733004,0.398108849163758,No,2_100_0.75_150_4.csv,0.37730975891926927,-0.0674469280806012,-0.32459411229435603,No,2_40_1.5_100_18.csv,0.1768678560586482,0.276123802125569,0.5881362032667081,Yes,2_80_1_200_6.csv,0.4694893580063555,0.045291556344103374,0.2638360838656962,No,2_100_1.25_50_4.csv,0.1604464667553176,0.016504313536620994,0.10158644592442882,No
2_120_1.75_50_10.csv,0.1652923626,0.16092170550733004,0.398108849163758,No,2_100_0.75_125_4.csv,0.3587367694204333,-0.07140177428511586,-0.343627148038861,No,2_40_1.5_100_20.csv,0.1768678560586482,0.276123802125569,0.5881362032667081,Yes,2_80_1_225_6.csv,0.4694893580063555,0.07040482022530727,0.4101279256642679,No,2_100_1.25_75_4.csv,0.1604464667553176,0.016504313536620994,0.10158644592442882,No
2_120_1.75_75_10.csv,0.1652923626,0.16092170550733004,0.398108849163758,No,2_100_0.75_50_4.csv,0.34484452206460486,-0.06851189521644181,-0.3297193577565029,No,2_40_1_100_8.csv,0.17658279178970473,0.3389485774076172,0.7219512692662157,Yes,2_80_1_175_6.csv,0.4694893320490468,0.024684859333505987,0.14379626453652905,No,2_100_1.25_150_4.csv,0.1604464638808331,0.016504311255228693,0.101586431882128,No
2_60_1.25_50_4.csv,0.163585025,0.08060994811323707,0.19942327589269354,No,2_80_2_150_6.csv,0.3479601359831636,0.0005972929988199986,0.0028745236625146403,No,2_40_1_100_14.csv,0.1765827879700656,0.338948671053009,0.7219514687283584,Yes,2_20_1.5_200_4.csv,0.4457103945208564,0.03658958032250179,0.21314462036222442,No,2_60_0.75_50_6.csv,0.14555129137194744,0.009436687457672498,0.05808418132614135,No
2_60_1.5_50_8.csv,0.15347215,0.1473994627299492,0.36465578269740234,No,2_80_2_125_6.csv,0.34796009959243795,-0.005803114143808166,-0.027927983344196265,No,2_40_1_100_16.csv,0.1765827879700656,0.338948671053009,0.7219514687283584,Yes,2_20_1.5_150_4.csv,0.4457103393216849,0.02688673958272146,0.1566228377211767,No,2_60_0.75_75_6.csv,0.14555124868497085,0.009436734875956504,0.05808447319256362,No
