Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,InSample2_RateOfReturn,OutSample2_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample2_AvgTrade,OutSample2_AvgTrade,Score_2,Pass2,Para3,InSample3_RateOfReturn,OutSample3_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample3_AvgTrade,OutSample3_AvgTrade,Score_3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5,Para6,InSample6_RateOfReturn,OutSample6_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample6_AvgTrade,OutSample6_AvgTrade,Score_6,Pass6,Para7,InSample7_RateOfReturn,OutSample7_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample7_AvgTrade,OutSample7_AvgTrade,Score_7,Pass7,Para8,InSample8_RateOfReturn,OutSample8_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample8_AvgTrade,OutSample8_AvgTrade,Score_8,Pass8,Para9,InSample9_RateOfReturn,OutSample9_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample9_AvgTrade,OutSample9_AvgTrade,Score_9,Pass9
2_40_1.75_50_6.csv,3.18402075,0.5590722154042854,13.0,13.0,0.2449246730769231,0.04300555503109888,0.17558686305806437,No,2_100_1_100_4.csv,1.211234181355839,-0.398659251993573,9.0,13.0,0.13458157570620433,-0.030666096307197924,-0.22786251495630386,No,2_20_1.75_200_4.csv,0.38567495584315314,-0.21387191613213863,13.0,14.0,0.029667304295627164,-0.015276565438009902,-0.5149293405893168,No,2_20_1_225_4.csv,0.4074077022132516,0.11625458733882732,14.0,18.0,0.029100550158089402,0.006458588185490406,0.22194041522940217,No,2_20_1.75_75_4.csv,0.8464341550214242,-0.19555620581452088,20.0,13.0,0.042321707751071205,-0.015042785062655451,-0.3554389901072625,No,2_60_1.5_225_6.csv,0.3619445432637737,1.2457681818372062,5.0,5.0,0.07238890865275474,0.24915363636744123,3.441875848171939,Yes,2_40_1_75_10.csv,1.871787406185717,1.4154416455441239,7.0,12.0,0.26739820088367383,0.11795347046201032,0.441115422886946,No,2_80_1.5_50_14.csv,2.2781231543683234,0.1076955782783686,3.0,7.0,0.7593743847894411,0.015385082611195516,0.02026020750681692,No,2_20_1_200_8.csv,0.34276264673922563,-0.04801484520401688,16.0,13.0,0.021422665421201602,-0.0036934496310782215,-0.1724085009245808,No
2_40_1_75_6.csv,3.1571655,-0.042617860655295055,9.0,15.0,0.3507961666666667,-0.002841190710353004,-0.008099263847009932,No,2_100_1_125_4.csv,1.211234181355839,-0.398659251993573,9.0,13.0,0.13458157570620433,-0.030666096307197924,-0.22786251495630386,No,2_20_1.75_225_4.csv,0.38567494352323883,-0.15327786017692363,13.0,13.0,0.02966730334794145,-0.011790604628994126,-0.39742758183015814,No,1_20_1.75_50_10.csv,0.4094149273734004,-0.03356685638171499,32.0,36.0,0.012794216480418763,-0.0009324126772698609,-0.07287766927321387,No,2_20_1.75_100_4.csv,0.7712404357465152,-0.17321043632168323,20.0,12.0,0.03856202178732576,-0.014434203026806936,-0.3743113653742877,No,2_60_1.5_200_6.csv,0.323031818578393,1.245767994432386,4.0,5.0,0.08075795464459826,0.2491535988864772,3.085189564086398,Yes,2_40_1_75_12.csv,1.871787406185717,1.4154416455441239,7.0,12.0,0.26739820088367383,0.11795347046201032,0.441115422886946,No,2_80_1.5_75_14.csv,2.2781231543683234,0.1076955782783686,3.0,7.0,0.7593743847894411,0.015385082611195516,0.02026020750681692,No,2_20_1_200_6.csv,0.34276263854289873,-0.04801462020113431,16.0,13.0,0.02142266490893117,-0.0036934323231641777,-0.1724076971219568,No
1_60_1_50_10.csv,3.00826625,0.3442503975378382,28.0,27.0,0.10743808035714286,0.012750014723623637,0.11867314346310331,No,2_100_1_50_4.csv,1.211234181355839,-0.398659251993573,9.0,13.0,0.13458157570620433,-0.030666096307197924,-0.22786251495630386,No,2_20_1.75_175_4.csv,0.3799077951452099,-0.12838959454524712,15.0,13.0,0.025327186343013994,-0.009876122657326701,-0.38994156411893877,No,1_20_1.75_50_12.csv,0.4094149273734004,-0.03356685638171499,32.0,36.0,0.012794216480418763,-0.0009324126772698609,-0.07287766927321387,No,2_120_1_200_6.csv,0.6633499155950985,-0.09491955777353295,9.0,6.0,0.07370554617723317,-0.015819926295588826,-0.21463685049627143,No,2_60_1.5_175_6.csv,0.31284896792004274,1.0778018106259604,6.0,5.0,0.052141494653340455,0.21556036212519208,4.134142367002173,Yes,2_40_1_75_14.csv,1.871787406185717,1.4154416455441239,7.0,12.0,0.26739820088367383,0.11795347046201032,0.441115422886946,No,2_80_1.5_100_10.csv,2.2781229151173736,0.10769575882220957,3.0,7.0,0.7593743050391245,0.015385108403172795,0.020260243599340807,No,2_20_1_200_10.csv,0.3427626104504403,-0.04801477542733022,16.0,13.0,0.02142266315315252,-0.0036934442636407864,-0.17240826862822917,No
1_60_1_50_12.csv,3.00826625,0.3442503975378382,28.0,27.0,0.10743808035714286,0.012750014723623637,0.11867314346310331,No,2_100_1_75_4.csv,1.211234181355839,-0.398659251993573,9.0,13.0,0.13458157570620433,-0.030666096307197924,-0.22786251495630386,No,2_20_0.75_150_4.csv,0.3372411727765015,-0.43128705137214246,16.0,14.0,0.021077573298531344,-0.030806217955153033,-1.4615637919427644,No,1_20_1.75_50_14.csv,0.4094149273734004,-0.03356685638171499,32.0,36.0,0.012794216480418763,-0.0009324126772698609,-0.07287766927321387,No,2_120_1_175_6.csv,0.6633498926950442,-0.0949195518883824,9.0,6.0,0.07370554363278269,-0.0158199253147304,-0.2146368445981318,No,,,,,,,,,,2_40_1_75_16.csv,1.871787406185717,1.4154416455441239,7.0,12.0,0.26739820088367383,0.11795347046201032,0.441115422886946,No,2_80_1.5_100_14.csv,2.2781228448296487,0.10769571357055509,3.0,7.0,0.7593742816098829,0.015385101938650727,0.020260235711478298,No,2_20_1_200_12.csv,0.3427626104504403,-0.04801477542733022,16.0,13.0,0.02142266315315252,-0.0036934442636407864,-0.17240826862822917,No
1_60_1_50_14.csv,3.00826625,0.3442503975378382,28.0,27.0,0.10743808035714286,0.012750014723623637,0.11867314346310331,No,2_120_1_100_10.csv,1.1239332206432922,-0.32602026369578374,4.0,9.0,0.28098330516082304,-0.03622447374397597,-0.1289203773983746,No,,,,,,,,,,1_20_1.75_50_16.csv,0.4094149273734004,-0.03356685638171499,32.0,36.0,0.012794216480418763,-0.0009324126772698609,-0.07287766927321387,No,2_120_1_100_6.csv,0.6633497779008051,-0.09491954095809851,9.0,6.0,0.07370553087786723,-0.01581992349301642,-0.21463685702543292,No,,,,,,,,,,2_40_1_75_18.csv,1.871787406185717,1.4154416455441239,7.0,12.0,0.26739820088367383,0.11795347046201032,0.441115422886946,No,2_80_1.5_125_14.csv,2.2781228323828833,0.10769564360755217,3.0,7.0,0.7593742774609611,0.015385091943936025,0.0202602226603955,No,2_20_1_200_14.csv,0.3427626104504403,-0.04801477542733022,16.0,13.0,0.02142266315315252,-0.0036934442636407864,-0.17240826862822917,No
1_60_1_50_16.csv,3.00826625,0.3442503975378382,28.0,27.0,0.10743808035714286,0.012750014723623637,0.11867314346310331,No,2_120_1_125_10.csv,1.1239332206432922,-0.32602026369578374,4.0,9.0,0.28098330516082304,-0.03622447374397597,-0.1289203773983746,No,,,,,,,,,,1_20_1.75_50_18.csv,0.4094149273734004,-0.03356685638171499,32.0,36.0,0.012794216480418763,-0.0009324126772698609,-0.07287766927321387,No,2_120_1_125_6.csv,0.6633497779008051,-0.09491954095809851,9.0,6.0,0.07370553087786723,-0.01581992349301642,-0.21463685702543292,No,,,,,,,,,,2_40_1_75_20.csv,1.871787406185717,1.4154416455441239,7.0,12.0,0.26739820088367383,0.11795347046201032,0.441115422886946,No,2_80_1.5_100_12.csv,2.2781227719734005,0.10769561918507145,3.0,7.0,0.7593742573244668,0.015385088455010206,0.020260218603165576,No,2_20_1_200_16.csv,0.3427626104504403,-0.04801477542733022,16.0,13.0,0.02142266315315252,-0.0036934442636407864,-0.17240826862822917,No
1_60_1_50_18.csv,3.00826625,0.3442503975378382,28.0,27.0,0.10743808035714286,0.012750014723623637,0.11867314346310331,No,2_120_1_150_10.csv,1.1239332206432922,-0.32602026369578374,4.0,9.0,0.28098330516082304,-0.03622447374397597,-0.1289203773983746,No,,,,,,,,,,1_20_1.75_50_20.csv,0.4094149273734004,-0.03356685638171499,32.0,36.0,0.012794216480418763,-0.0009324126772698609,-0.07287766927321387,No,2_120_1_150_6.csv,0.6633497779008051,-0.09491954095809851,9.0,6.0,0.07370553087786723,-0.01581992349301642,-0.21463685702543292,No,,,,,,,,,,2_40_1_75_8.csv,1.8717871804586454,1.2231477815942167,7.0,13.0,0.2673981686369494,0.09408829089186282,0.35186587616315335,No,2_80_1.5_50_16.csv,2.2781227711808416,0.10769565874136784,3.0,7.0,0.7593742570602805,0.015385094105909691,0.020260226051735112,No,2_20_1_200_18.csv,0.3427626104504403,-0.04801477542733022,16.0,13.0,0.02142266315315252,-0.0036934442636407864,-0.17240826862822917,No
1_60_1_50_20.csv,3.00826625,0.3442503975378382,28.0,27.0,0.10743808035714286,0.012750014723623637,0.11867314346310331,No,2_120_1_50_10.csv,1.1239332206432922,-0.32602026369578374,4.0,9.0,0.28098330516082304,-0.03622447374397597,-0.1289203773983746,No,,,,,,,,,,1_20_1.75_50_4.csv,0.4094149273734004,-0.03356685638171499,32.0,36.0,0.012794216480418763,-0.0009324126772698609,-0.07287766927321387,No,2_120_1_75_6.csv,0.6633497779008051,-0.09491954095809851,9.0,6.0,0.07370553087786723,-0.01581992349301642,-0.21463685702543292,No,,,,,,,,,,2_40_1_75_4.csv,1.7414006367112256,0.4783796384464625,11.0,16.0,0.1583091487919296,0.029898727402903905,0.18886291557413837,No,2_80_1.5_75_16.csv,2.2781227711808416,0.10769565874136784,3.0,7.0,0.7593742570602805,0.015385094105909691,0.020260226051735112,No,2_20_1_200_20.csv,0.3427626104504403,-0.04801477542733022,16.0,13.0,0.02142266315315252,-0.0036934442636407864,-0.17240826862822917,No
1_60_1_50_4.csv,3.00826625,0.3442503975378382,28.0,27.0,0.10743808035714286,0.012750014723623637,0.11867314346310331,No,2_120_1_75_10.csv,1.1239332206432922,-0.32602026369578374,4.0,9.0,0.28098330516082304,-0.03622447374397597,-0.1289203773983746,No,,,,,,,,,,1_20_1.75_50_6.csv,0.4094149273734004,-0.03356685638171499,32.0,36.0,0.012794216480418763,-0.0009324126772698609,-0.07287766927321387,No,2_120_1_50_6.csv,0.6633497140816978,-0.0949195517555324,9.0,6.0,0.07370552378685531,-0.015819925292588733,-0.21463690209077746,No,,,,,,,,,,2_40_0.75_75_10.csv,1.7259708989871543,1.4119167468054088,10.0,15.0,0.17259708989871542,0.09412778312036059,0.5453613567621406,Yes,2_80_1.5_125_10.csv,2.278122764676029,0.10769569998323955,3.0,7.0,0.7593742548920096,0.01538509999760565,0.0202602338682045,No,2_20_1_200_4.csv,0.3427623815277228,-0.04801491481351546,16.0,13.0,0.021422648845482676,-0.0036934549856550355,-0.1724088842745449,No
1_60_1_50_6.csv,3.00826625,0.3442503975378382,28.0,27.0,0.10743808035714286,0.012750014723623637,0.11867314346310331,No,2_120_0.75_100_6.csv,1.1087082326758215,-0.3261007142345366,5.0,11.0,0.22174164653516432,-0.029645519475866966,-0.13369396294784755,No,,,,,,,,,,1_20_1.75_50_8.csv,0.4094149273734004,-0.03356685638171499,32.0,36.0,0.012794216480418763,-0.0009324126772698609,-0.07287766927321387,No,2_120_1_200_12.csv,0.6021004307386373,-0.10099351617406595,6.0,4.0,0.10035007178977289,-0.025248379043516487,-0.25160299931234986,No,,,,,,,,,,2_40_0.75_75_12.csv,1.7259708989871543,1.4119167468054088,10.0,15.0,0.17259708989871542,0.09412778312036059,0.5453613567621406,Yes,2_80_1.5_50_18.csv,2.2781226812872384,0.1076956971395156,3.0,7.0,0.7593742270957461,0.015385099591359372,0.020260234074838485,No,2_20_1_175_8.csv,0.32584699915718446,-0.08258483511943215,17.0,13.0,0.01916747053865791,-0.006352679624571704,-0.33143025376036467,No
