Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,InSample2_RateOfReturn,OutSample2_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample2_AvgTrade,OutSample2_AvgTrade,Score_2,Pass2,Para3,Pass3,Para4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5,Para6,InSample6_RateOfReturn,OutSample6_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample6_AvgTrade,OutSample6_AvgTrade,Score_6,Pass6,Para7,InSample7_RateOfReturn,OutSample7_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample7_AvgTrade,OutSample7_AvgTrade,Score_7,Pass7,Para8,InSample8_RateOfReturn,OutSample8_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample8_AvgTrade,OutSample8_AvgTrade,Score_8,Pass8,Para9,Pass9
2_20_0.75_100_10.csv,1.270901,0.08795545248339756,17.0,17.0,0.07475888235294118,0.0051738501460822095,0.06920716285800198,No,2_20_1.25_100_4.csv,0.40126445155034524,-0.243707555483766,18.0,26.0,0.022292469530574736,-0.009373367518606384,-0.4204723709838675,No,No Plateau,No,No Plateau,No,2_40_1.75_200_6.csv,0.6880196781934618,0.12183382093357858,5.0,13.0,0.13760393563869236,0.009371832379506045,0.06810729893739183,No,2_20_1_75_4.csv,0.9398396919857808,0.316542757802822,22.0,24.0,0.04271998599935367,0.013189281575117583,0.3087379657689291,No,2_100_0.75_50_6.csv,1.6384796035443345,0.4570996003944317,5,6,0.3276959207088669,0.07618326673240529,0.23248158404781724,No,2_120_0.75_50_4.csv,0.697433574475936,0.09745565988453767,3.0,9.0,0.23247785815864533,0.010828406653837518,0.04657822787771943,No,No Plateau,No
2_20_0.75_100_12.csv,1.270901,0.08795545248339756,17.0,17.0,0.07475888235294118,0.0051738501460822095,0.06920716285800198,No,2_40_0.75_75_10.csv,0.3704581970457589,0.02640986268820601,10.0,15.0,0.03704581970457589,0.0017606575125470672,0.04752648278773519,No,,,,,2_40_1.75_225_6.csv,0.6880196266125453,0.18070551398299547,5.0,13.0,0.13760392532250906,0.013900424152538114,0.10101764262871868,No,2_20_1_50_4.csv,0.92116708576659,0.3889773778312301,23.0,26.0,0.040050742859416955,0.014960668378124235,0.37354284365306345,No,2_100_0.75_125_6.csv,1.638479460414448,0.4570995540776543,5,6,0.3276958920828896,0.07618325901294239,0.2324815807995301,No,2_120_1_150_8.csv,0.6590404409094258,0.12474107958991748,3.0,7.0,0.21968014696980862,0.01782015422713107,0.08111863758712867,No,,
2_20_0.75_100_14.csv,1.270901,0.08795545248339756,17.0,17.0,0.07475888235294118,0.0051738501460822095,0.06920716285800198,No,2_40_0.75_75_12.csv,0.3704581970457589,0.02640986268820601,10.0,15.0,0.03704581970457589,0.0017606575125470672,0.04752648278773519,No,,,,,2_120_0.75_225_4.csv,0.31679213418999697,0.5832882297828488,5.0,7.0,0.06335842683799939,0.0833268899689784,1.315166649923872,Yes,2_20_0.75_50_4.csv,0.7429245899321695,0.7378921485007084,24.0,24.0,0.03095519124717373,0.030745506187529515,0.9932261746351395,Yes,2_100_0.75_100_6.csv,1.6384793556746817,0.45709971918926845,5,6,0.32769587113493637,0.07618328653154474,0.2324816796369537,No,2_120_1_100_8.csv,0.6590403545674095,0.12474106527393443,3.0,7.0,0.2196801181891365,0.017820152181990633,0.08111863890499248,No,,
2_20_0.75_100_16.csv,1.270901,0.08795545248339756,17.0,17.0,0.07475888235294118,0.0051738501460822095,0.06920716285800198,No,2_40_0.75_75_14.csv,0.3704581970457589,0.02640986268820601,10.0,15.0,0.03704581970457589,0.0017606575125470672,0.04752648278773519,No,,,,,2_120_0.75_225_6.csv,0.30939437566815015,0.19607122327012994,5.0,7.0,0.06187887513363003,0.028010174752875705,0.45266134350998716,No,2_20_0.75_75_4.csv,0.7264630381719601,0.5008010245448209,23.0,24.0,0.03158534948573739,0.020866709356034203,0.6606451945531495,Yes,2_100_0.75_75_6.csv,1.6384793556746817,0.45709971918926845,5,6,0.32769587113493637,0.07618328653154474,0.2324816796369537,No,2_120_1_125_8.csv,0.6590403545674095,0.12474106527393443,3.0,7.0,0.2196801181891365,0.017820152181990633,0.08111863890499248,No,,
2_20_0.75_100_18.csv,1.270901,0.08795545248339756,17.0,17.0,0.07475888235294118,0.0051738501460822095,0.06920716285800198,No,2_40_0.75_75_16.csv,0.3704581970457589,0.02640986268820601,10.0,15.0,0.03704581970457589,0.0017606575125470672,0.04752648278773519,No,,,,,,,,,,,,,,2_100_0.75_125_6.csv,0.7512112583219345,1.638479460414448,5.0,5.0,0.1502422516643869,0.3276958920828896,2.1811167527953517,Yes,2_100_0.75_225_6.csv,1.638479259651774,0.04234278421702688,5,5,0.32769585193035483,0.008468556843405375,0.025842734332826394,No,2_120_1_50_8.csv,0.6590403545674095,0.12474106527393443,3.0,7.0,0.2196801181891365,0.017820152181990633,0.08111863890499248,No,,
2_20_0.75_100_20.csv,1.270901,0.08795545248339756,17.0,17.0,0.07475888235294118,0.0051738501460822095,0.06920716285800198,No,2_40_0.75_75_18.csv,0.3704581970457589,0.02640986268820601,10.0,15.0,0.03704581970457589,0.0017606575125470672,0.04752648278773519,No,,,,,,,,,,,,,,2_100_0.75_100_6.csv,0.7512110878408362,1.6384793556746817,5.0,5.0,0.15024221756816725,0.32769587113493637,2.181117108353753,Yes,2_100_0.75_200_6.csv,1.6384792246147715,0.04234277566632751,5,5,0.3276958449229543,0.008468555133265502,0.025842729666763316,No,2_120_1_75_8.csv,0.6590403545674095,0.12474106527393443,3.0,7.0,0.2196801181891365,0.017820152181990633,0.08111863890499248,No,,
2_20_0.75_100_4.csv,1.270901,0.1771049794773088,17.0,17.0,0.07475888235294118,0.010417939969253458,0.13935387530366944,No,2_40_0.75_75_20.csv,0.3704581970457589,0.02640986268820601,10.0,15.0,0.03704581970457589,0.0017606575125470672,0.04752648278773519,No,,,,,,,,,,,,,,2_100_0.75_75_6.csv,0.7512110878408362,1.6384793556746817,5.0,5.0,0.15024221756816725,0.32769587113493637,2.181117108353753,Yes,2_100_0.75_150_6.csv,1.6384791907759917,0.11909356604250677,5,6,0.3276958381551983,0.01984892767375113,0.06057119243714833,No,2_120_1_150_14.csv,0.659040174610285,0.12474103273241995,3.0,7.0,0.2196800582034283,0.017820147533202848,0.08111863989357204,No,,
2_20_0.75_100_6.csv,1.270901,0.08795545248339756,17.0,17.0,0.07475888235294118,0.0051738501460822095,0.06920716285800198,No,2_40_0.75_75_8.csv,0.3704581970457589,0.02640986268820601,10.0,15.0,0.03704581970457589,0.0017606575125470672,0.04752648278773519,No,,,,,,,,,,,,,,2_100_0.75_175_6.csv,0.7512109459704602,1.6384790526643573,5.0,5.0,0.15024218919409205,0.32769581053287145,2.181117116907382,Yes,2_100_0.75_175_6.csv,1.6384790526643573,0.04234270447536544,5,5,0.32769581053287145,0.008468540895073089,0.02584268892941371,No,2_120_1_150_16.csv,0.659040174610285,0.12474103273241995,3.0,7.0,0.2196800582034283,0.017820147533202848,0.08111863989357204,No,,
2_20_0.75_100_8.csv,1.270901,0.08795545248339756,17.0,17.0,0.07475888235294118,0.0051738501460822095,0.06920716285800198,No,2_40_0.75_75_6.csv,0.3704581944750131,0.02640980201819536,10.0,15.0,0.03704581944750131,0.0017606534678796908,0.04752637393740914,No,,,,,,,,,,,,,,2_100_0.75_150_6.csv,0.7512107046452698,1.6384791907759917,5.0,5.0,0.15024214092905397,0.3276958381551983,2.1811180014396894,Yes,2_120_0.75_50_6.csv,1.5256037554805502,0.6289160021755351,5,3,0.30512075109611003,0.20963866739184503,0.6870678793190664,Yes,2_120_1_150_18.csv,0.659040174610285,0.12474103273241995,3.0,7.0,0.2196800582034283,0.017820147533202848,0.08111863989357204,No,,
2_20_0.75_150_10.csv,1.2405145,0.0069045525034540055,15.0,17.0,0.08270096666666667,0.0004061501472620003,0.004911068922555927,No,2_80_2_100_20.csv,0.35189477475235253,-0.15987607900564493,6.0,6.0,0.05864912912539209,-0.02664601316760749,-0.4543292213365726,No,,,,,,,,,,,,,,2_100_0.75_225_6.csv,0.751210813283579,1.638479259651774,5.0,5.0,0.1502421626567158,0.32769585193035483,2.181117777697983,Yes,2_120_1_200_6.csv,1.4322442557628985,0.15472711637559808,5,4,0.2864488511525797,0.03868177909389952,0.13503904427703675,No,2_120_1_150_20.csv,0.659040174610285,0.12474103273241995,3.0,7.0,0.2196800582034283,0.017820147533202848,0.08111863989357204,No,,
