Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window6_GrossProfit,Window6_GrossLoss,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Window7_GrossProfit,Window7_GrossLoss,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Window8_GrossProfit,Window8_GrossLoss,Score_8,Pass8,Para9,Pass9
2_40_0.75_50_4.csv,0.276502625,0.24253919923684392,12680524.08,-10519834.08,1.2053920226848294,No,2_80_0.75_150_6.csv,0.5028667079173715,0.006714658223284715,7104967.262999999,-6025455.669,1.1791584990914319,No,2_20_2_50_6.csv,0.2948487909912948,0.05731679651943744,8326229.436000001,-6622955.874,1.2571772475016192,No,2_20_1.5_50_4.csv,0.20819663705991925,0.002681430147276538,6968221.467,-6039735.092,1.1537296521878646,No,2_60_1.25_200_6.csv,0.18215485139298193,0.22407991359524992,18162717.125,-14347855.875,1.2658837169285406,No,2_80_0.75_150_4.csv,0.41928139602223896,0.32249404730406805,25767001.562,-19687870.437,1.3087754536201797,No,2_20_0.75_50_4.csv,0.37058126943011427,0.04274968421148808,20361903.5,-16540223.0,1.2310537469778975,No,2_120_1_100_12.csv,0.11863432000971291,-0.008133967335758526,11272444.5,-10391806.625,1.084743481742762,No,No Plateau,No
2_40_2_100_4.csv,0.26172704166666666,0.15451310297715587,5543760.472,-3931077.722,1.4102393450464574,No,2_80_0.75_125_6.csv,0.4893795570254017,0.006714655239985315,5913304.947000001,-5035873.072,1.1742362967562898,No,2_20_2_125_4.csv,0.2788195744077748,-0.023273767100595165,5518365.594,-4489856.282,1.2290739942218933,No,2_20_1.5_150_4.csv,0.15530119016942892,-0.010446333296537515,4819546.56,-4206408.404,1.1457628687259536,No,2_60_1.25_225_6.csv,0.1678189568579706,0.22407989368977693,18243322.125,-14448960.125,1.2626045035195914,No,2_80_0.75_175_4.csv,0.4192813781122145,0.3224940596618559,21598683.375,-16502971.063,1.308775449738544,No,2_20_0.75_75_10.csv,0.33335889720652967,0.006283617302215701,10602461.31,-8927894.31,1.1875657284746688,No,2_120_1_100_14.csv,0.11863432000971291,-0.008133967335758526,11272444.5,-10391806.625,1.084743481742762,No,,
2_20_1.75_50_4.csv,0.23756170833333334,0.043740648669050204,5701674.007999999,-4764247.008,1.196762887907763,No,2_80_0.75_100_6.csv,0.47324801179916703,0.006714653875001619,6973922.143999999,-5955032.675,1.1710972087991103,No,2_20_2_225_6.csv,0.2744328877871693,-0.01954561813746137,4868958.81,-4004102.373,1.21599258870897,No,2_20_1.75_50_6.csv,0.1395349513057061,-0.06591245305141533,9913444.125,-9614477.875,1.031095422329421,No,2_60_1_100_6.csv,0.16348426039912772,0.0854217445775068,16076159.875,-13772211.0,1.1672896875454493,No,2_80_0.75_225_4.csv,0.41928130064193436,0.2662803242856635,15534723.687,-11798370.156,1.3166838708734612,No,2_20_0.75_75_12.csv,0.33335889720652967,0.006283617302215701,10602461.31,-8927894.31,1.1875657284746688,No,2_120_1_50_12.csv,0.11863432000971291,-0.008133967335758526,11272444.5,-10391806.625,1.084743481742762,No,,
2_60_1.25_50_8.csv,0.227666021,0.28974888507244423,10886390.877999999,-8740452.377999999,1.245518012935051,No,2_80_0.75_50_6.csv,0.47324801179916703,0.006714653875001619,6973922.143999999,-5955032.675,1.1710972087991103,No,2_20_2_150_6.csv,0.26493769441053955,-0.007516101928837912,7013606.124,-5857673.499,1.197336472440353,No,2_20_1.75_50_10.csv,0.136622002524771,-0.05749366654215286,8898079.247000001,-8582433.935,1.0367780648695435,No,2_60_1_125_6.csv,0.1477499490026621,0.21250662997751857,20054063.625,-16325540.25,1.2283859105367125,No,2_80_0.75_200_4.csv,0.4192812167526597,0.322494152131924,22192764.373000003,-16956892.436,1.3087754408280663,No,2_20_0.75_75_14.csv,0.33335889720652967,0.006283617302215701,10602461.31,-8927894.31,1.1875657284746688,No,2_120_1_50_14.csv,0.11863432000971291,-0.008133967335758526,11272444.5,-10391806.625,1.084743481742762,No,,
2_60_1.25_75_8.csv,0.227666021,0.28974888507244423,10886390.877999999,-8740452.377999999,1.245518012935051,No,2_80_0.75_75_6.csv,0.47324801179916703,0.006714653875001619,6973922.143999999,-5955032.675,1.1710972087991103,No,2_20_2_200_6.csv,0.2630015601576616,-0.04480169750416594,4547117.858,-3928177.7010000004,1.1575641949299889,No,2_20_1.75_50_12.csv,0.136622002524771,-0.05749366654215286,8898079.247000001,-8582433.935,1.0367780648695435,No,2_60_1.25_200_10.csv,0.1476451633031448,0.22349381950899855,17676926.75,-14512447.25,1.2180527822418097,No,2_20_0.75_225_10.csv,0.38079771835058007,0.18237075447662246,9777572.48,-7693994.768999999,1.270805709329954,No,2_20_0.75_75_16.csv,0.33335889720652967,0.006283617302215701,10602461.31,-8927894.31,1.1875657284746688,No,2_120_1_75_12.csv,0.11863432000971291,-0.008133967335758526,11272444.5,-10391806.625,1.084743481742762,No,,
2_20_2_50_4.csv,0.22203510433333332,0.14705096595935688,6107292.978999999,-4706180.478999999,1.2977175453113345,No,2_100_1.25_200_6.csv,0.45060593637005075,-0.007443334507635356,6558116.035,-5691677.909,1.152228945462627,No,2_20_2_175_6.csv,0.26300154299272605,-0.02048774546012727,6550523.467999999,-5525054.092999999,1.185603499574642,No,2_20_1.75_50_14.csv,0.136622002524771,-0.05749366654215286,8898079.247000001,-8582433.935,1.0367780648695435,No,2_60_1.25_200_12.csv,0.14764516194473293,0.22349378599395026,16877462.25,-13856101.875,1.2180526963684726,No,2_20_0.75_225_12.csv,0.38079771835058007,0.18237075447662246,9777572.48,-7693994.768999999,1.270805709329954,No,2_20_0.75_75_18.csv,0.33335889720652967,0.006283617302215701,10602461.31,-8927894.31,1.1875657284746688,No,2_120_1_75_14.csv,0.11863432000971291,-0.008133967335758526,11272444.5,-10391806.625,1.084743481742762,No,,
2_40_1_50_6.csv,0.21865329166666664,0.21498661513965328,12045649.420999998,-10321661.921,1.16702615462462,No,2_100_1.25_100_6.csv,0.4506059263280851,-0.007443316379995247,6781821.612000001,-5885828.08,1.1522289675847956,No,2_20_2_75_6.csv,0.26104878320113,-0.009179808643180232,6323514.999,-5343663.624,1.1833669639307371,No,2_20_1.75_50_16.csv,0.136622002524771,-0.05749366654215286,8898079.247000001,-8582433.935,1.0367780648695435,No,2_60_1.25_200_14.csv,0.14764514763269565,0.2234938385749054,17083284.375,-14025077.75,1.2180527394937257,No,2_20_0.75_225_14.csv,0.38079771835058007,0.18237075447662246,9777572.48,-7693994.768999999,1.270805709329954,No,2_20_0.75_75_20.csv,0.33335889720652967,0.006283617302215701,10602461.31,-8927894.31,1.1875657284746688,No,2_120_1_125_12.csv,0.1186342938072329,-0.00813397677445302,12588757.5,-11605285.375,1.0847434675857766,No,,
2_40_1_50_8.csv,0.21814618766666666,0.20516006855190788,12112192.497000001,-10439479.747000001,1.1602295124410476,No,2_100_1.25_125_6.csv,0.4506059263280851,-0.007443316379995247,6781821.612000001,-5885828.08,1.1522289675847956,No,2_20_2_125_6.csv,0.21644456338883855,-0.03372383695132305,5302422.53,-4650594.093,1.1401602513496334,No,2_20_1.75_50_18.csv,0.136622002524771,-0.05749366654215286,8898079.247000001,-8582433.935,1.0367780648695435,No,2_60_1.25_200_16.csv,0.14764514763269565,0.2234938385749054,17083284.375,-14025077.75,1.2180527394937257,No,2_20_0.75_225_16.csv,0.38079771835058007,0.18237075447662246,9777572.48,-7693994.768999999,1.270805709329954,No,2_20_0.75_75_8.csv,0.33335889720652967,0.006283617302215701,10602461.31,-8927894.31,1.1875657284746688,No,2_120_1_125_14.csv,0.1186342938072329,-0.00813397677445302,12588757.5,-11605285.375,1.0847434675857766,No,,
2_60_1.75_125_10.csv,0.21552820833333333,0.19832675873957384,8447000.626,-6820730.626,1.2384304686950702,No,2_100_1.25_150_6.csv,0.4506059263280851,-0.007443316379995247,6781821.612000001,-5885828.08,1.1522289675847956,No,1_40_1.25_225_10.csv,0.24384189037154025,-0.013908622462442583,4124567.9489999996,-3435444.12,1.2005923557272122,No,2_20_1.75_50_20.csv,0.136622002524771,-0.05749366654215286,8898079.247000001,-8582433.935,1.0367780648695435,No,2_60_1.25_200_18.csv,0.14764514763269565,0.2234938385749054,17083284.375,-14025077.75,1.2180527394937257,No,2_20_0.75_225_18.csv,0.38079771835058007,0.18237075447662246,9777572.48,-7693994.768999999,1.270805709329954,No,2_20_0.75_75_6.csv,0.3333588635240604,0.013624415418563462,10595685.188,-8794773.688,1.2047706471921213,No,2_120_1_100_8.csv,0.11863429290812638,-0.008133971389494272,11201781.0,-10326663.625,1.084743476381027,No,,
2_60_1.75_150_10.csv,0.21552820833333333,0.19832675873957384,8447000.626,-6820730.626,1.2384304686950702,No,2_100_1.25_175_6.csv,0.4506059263280851,-0.007443316379995247,6781821.612000001,-5885828.08,1.1522289675847956,No,1_40_1.25_225_12.csv,0.24384189037154025,-0.013908622462442583,4124567.9489999996,-3435444.12,1.2005923557272122,No,2_20_1.75_50_8.csv,0.136622002524771,-0.05749366654215286,8898079.247000001,-8582433.935,1.0367780648695435,No,2_60_1.25_200_20.csv,0.14764514763269565,0.2234938385749054,17083284.375,-14025077.75,1.2180527394937257,No,2_20_0.75_225_20.csv,0.38079771835058007,0.18237075447662246,9777572.48,-7693994.768999999,1.270805709329954,No,2_20_0.75_75_4.csv,0.33011669730250254,0.0136243814240518,11326515.747000001,-9388660.247000001,1.2064038370777355,No,2_120_1_50_8.csv,0.11863429290812638,-0.008133971389494272,11201781.0,-10326663.625,1.084743476381027,No,,
