AllPara,isExist1,Pass1,Score_1,isExist2,Pass2,Score_2,isExist3,Pass3,Score_3,isExist4,Pass4,Score_4,isExist5,Pass5,Score_5,isExist6,Pass6,Score_6,isExist7,Pass7,Score_7,isExist8,Pass8,Score_8,isExist9,CountExist,CountPass,TotalExistPercent,ExistPassPercent
2_40_0.75_50_4.csv,Y,Yes,0.8771677998964528,Y,No,0.41483310490829933,Y,No,0.46144186079706195,N,,,Y,Yes,3.6268107733721324,Y,Yes,0.653396291482539,Y,No,0.18848375680140958,N,,,N,6,3,0.6666666666666666,0.5
2_40_2_100_4.csv,Y,Yes,0.5903597197799012,Y,No,0.4513574479421533,N,,,N,,,N,,,Y,No,0.3648279696494996,N,,,N,,,N,3,1,0.3333333333333333,0.3333333333333333
2_20_1.75_50_4.csv,Y,No,0.18412331253181496,N,,,Y,Yes,0.9110892994356684,Y,No,-0.5411932497460341,N,,,Y,No,0.27410061325179386,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_60_1.25_50_8.csv,Y,Yes,1.2726927092578486,Y,No,0.11711883190678617,N,,,N,,,N,,,Y,Yes,0.5012886457323187,Y,No,0.13796693388085293,N,,,N,4,2,0.4444444444444444,0.5
2_60_1.25_75_8.csv,Y,Yes,1.2726927092578486,Y,No,0.11711883190678617,N,,,N,,,N,,,Y,Yes,0.5012886457323187,Y,No,0.13796693388085293,N,,,N,4,2,0.4444444444444444,0.5
2_20_2_50_4.csv,Y,Yes,0.6622870126815378,Y,No,0.43650731415805966,N,,,N,,,N,,,Y,No,-0.06465199368438213,N,,,N,,,N,3,1,0.3333333333333333,0.3333333333333333
2_40_1_50_6.csv,Y,Yes,0.9832306365064782,Y,No,0.4209078547926129,N,,,N,,,N,,,Y,Yes,0.5706251076888303,Y,No,0.2913526479632384,N,,,N,4,2,0.4444444444444444,0.5
2_40_1_50_8.csv,Y,Yes,0.9404705658454966,Y,No,0.4245744612314994,N,,,N,,,N,,,Y,No,0.4713577138479249,Y,No,0.4835763911243515,N,,,N,4,1,0.4444444444444444,0.25
2_60_1.75_125_10.csv,Y,Yes,0.9201893351836529,Y,No,0.1097011040417345,N,,,N,,,N,,,Y,Yes,0.8878742718546326,Y,No,0.4627225444950843,N,,,N,4,2,0.4444444444444444,0.5
2_60_1.75_150_10.csv,Y,Yes,0.9201893351836529,Y,No,0.1097011040417345,N,,,N,,,N,,,Y,Yes,0.8696291349571249,Y,Yes,0.5164231959616397,N,,,N,4,3,0.4444444444444444,0.75
2_60_1.75_175_10.csv,Y,Yes,0.9201893351836529,Y,No,0.1097011040417345,N,,,N,,,N,,,Y,Yes,0.8696292749812867,Y,No,0.45809287180991903,N,,,N,4,2,0.4444444444444444,0.5
2_40_2_75_4.csv,Y,Yes,0.7849664934674057,Y,Yes,0.7708987373702203,Y,No,0.27753725506829724,N,,,N,,,Y,No,0.2922238435478004,N,,,N,,,N,4,2,0.4444444444444444,0.5
2_40_1_50_10.csv,Y,Yes,0.9773162844475902,Y,No,0.42457431580470145,N,,,N,,,N,,,Y,No,0.4713576290866526,Y,No,0.48357599438129995,N,,,N,4,1,0.4444444444444444,0.25
2_40_1_50_12.csv,Y,Yes,0.9773162844475902,Y,No,0.42457431580470145,N,,,N,,,N,,,Y,No,0.4713576290866526,Y,No,0.48357599438129995,N,,,N,4,1,0.4444444444444444,0.25
2_40_1_50_14.csv,Y,Yes,0.9773162844475902,Y,No,0.42457431580470145,N,,,N,,,N,,,Y,No,0.4713576290866526,Y,No,0.48357599438129995,N,,,N,4,1,0.4444444444444444,0.25
2_40_1_50_16.csv,Y,Yes,0.9773162844475902,Y,No,0.42457431580470145,N,,,N,,,N,,,Y,No,0.4713576290866526,Y,No,0.48357599438129995,N,,,N,4,1,0.4444444444444444,0.25
2_40_1_50_18.csv,Y,Yes,0.9773162844475902,Y,No,0.42457431580470145,N,,,N,,,N,,,Y,No,0.4713576290866526,Y,No,0.48357599438129995,N,,,N,4,1,0.4444444444444444,0.25
2_40_1_50_20.csv,Y,Yes,0.9773162844475902,Y,No,0.42457431580470145,N,,,N,,,N,,,Y,No,0.4713576290866526,Y,No,0.48357599438129995,N,,,N,4,1,0.4444444444444444,0.25
2_60_1.75_100_8.csv,Y,Yes,1.057295499859576,Y,No,0.09640195789622641,N,,,N,,,N,,,Y,Yes,0.6168436386566171,Y,No,0.4148848224817152,N,,,N,4,2,0.4444444444444444,0.5
2_40_2_50_4.csv,Y,Yes,0.875916782729982,Y,Yes,0.7120734798435769,Y,No,0.3004651278365481,N,,,N,,,Y,No,0.35325648647452046,N,,,N,,,N,4,2,0.4444444444444444,0.5
2_60_1.5_50_8.csv,Y,Yes,1.6692091406750629,Y,No,0.09694730675280931,N,,,N,,,N,,,Y,Yes,0.7302111577581463,Y,No,0.3466892270857086,N,,,N,4,2,0.4444444444444444,0.5
