AllPara,isExist1,Pass1,Score_1,isExist2,Pass2,Score_2,isExist3,Pass3,Score_3,isExist4,Pass4,Score_4,isExist5,Pass5,Score_5,isExist6,Pass6,Score_6,isExist7,Pass7,Score_7,isExist8,Pass8,Score_8,isExist9,CountExist,CountPass,TotalExistPercent,ExistPassPercent
2_20_1.5_50_10.csv,Y,No,0.17779819456390017,Y,No,0.15590300189346099,N,,,N,,,N,,,Y,No,-0.17117950325593453,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_1.5_50_12.csv,Y,No,0.17779819456390017,Y,No,0.15590300189346099,N,,,N,,,N,,,Y,No,-0.17117950325593453,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_1.5_50_14.csv,Y,No,0.17779819456390017,Y,No,0.15590300189346099,N,,,N,,,N,,,Y,No,-0.17117950325593453,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_1.5_50_16.csv,Y,No,0.17779819456390017,Y,No,0.15590300189346099,N,,,N,,,N,,,Y,No,-0.17117950325593453,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_1.5_50_18.csv,Y,No,0.17779819456390017,Y,No,0.15590300189346099,N,,,N,,,N,,,Y,No,-0.17117950325593453,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_1.5_50_20.csv,Y,No,0.17779819456390017,Y,No,0.15590300189346099,N,,,N,,,N,,,Y,No,-0.17117950325593453,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_1.25_50_10.csv,Y,No,0.19273623431975073,Y,No,0.113882905218039,N,,,N,,,Y,Yes,1.2854073722251584,Y,No,0.04471869886863398,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1.25_50_12.csv,Y,No,0.19273623431975073,Y,No,0.113882905218039,N,,,N,,,Y,Yes,1.2854073722251584,Y,No,0.04471869886863398,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1.25_50_14.csv,Y,No,0.19273623431975073,Y,No,0.113882905218039,N,,,N,,,Y,Yes,1.2854073722251584,Y,No,0.04471869886863398,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1.25_50_16.csv,Y,No,0.19273623431975073,Y,No,0.113882905218039,N,,,N,,,Y,Yes,1.2854073722251584,Y,No,0.04471869886863398,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1.25_50_18.csv,Y,No,0.19273623431975073,Y,No,0.113882905218039,N,,,N,,,Y,Yes,1.2854073722251584,Y,No,0.04471869886863398,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1.25_50_20.csv,Y,No,0.19273623431975073,Y,No,0.113882905218039,N,,,N,,,Y,Yes,1.2854073722251584,Y,No,0.04471869886863398,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1.5_50_8.csv,Y,No,0.21289133347556988,Y,No,0.14360886441303825,N,,,N,,,N,,,Y,No,-0.17117992019344092,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_2_50_6.csv,Y,No,0.2400715722995387,Y,No,0.2744193056176233,N,,,N,,,N,,,Y,No,0.47794133623320534,Y,No,0.3019436929164725,N,,,N,4,0,0.4444444444444444,0.0
2_20_1.25_50_8.csv,Y,No,0.2132267240397317,Y,No,0.11388315696729719,N,,,N,,,Y,Yes,1.285406769723382,Y,No,0.044718660921590846,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1.5_50_4.csv,Y,No,0.05360558958477031,N,,,N,,,N,,,N,,,Y,No,0.21052329873760034,N,,,N,,,N,2,0,0.2222222222222222,0.0
2_20_1.25_50_6.csv,Y,No,0.2585815812889713,Y,No,0.24928150617256853,N,,,N,,,N,,,Y,No,0.1702105931259113,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_1_50_10.csv,Y,No,0.3574680808707622,Y,No,0.10292407789075027,N,,,N,,,Y,Yes,0.6604395610212317,Y,No,-0.04314887303211596,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1_50_12.csv,Y,No,0.3574680808707622,Y,No,0.10292407789075027,N,,,N,,,Y,Yes,0.6604395610212317,Y,No,-0.04314887303211596,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1_50_14.csv,Y,No,0.3574680808707622,Y,No,0.10292407789075027,N,,,N,,,Y,Yes,0.6604395610212317,Y,No,-0.04314887303211596,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1_50_16.csv,Y,No,0.3574680808707622,Y,No,0.10292407789075027,N,,,N,,,Y,Yes,0.6604395610212317,Y,No,-0.04314887303211596,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1_50_18.csv,Y,No,0.3574680808707622,Y,No,0.10292407789075027,N,,,N,,,Y,Yes,0.6604395610212317,Y,No,-0.04314887303211596,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1_50_20.csv,Y,No,0.3574680808707622,Y,No,0.10292407789075027,N,,,N,,,Y,Yes,0.6604395610212317,Y,No,-0.04314887303211596,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_1_50_8.csv,Y,No,0.3574680808707622,Y,No,0.10292407789075027,N,,,N,,,Y,Yes,0.6604395610212317,Y,No,-0.04314887303211596,N,,,N,,,N,4,1,0.4444444444444444,0.25
2_20_2_50_12.csv,Y,No,0.2812704281278579,Y,No,0.1966249026647828,N,,,N,,,N,,,Y,No,-0.0966867051427988,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_2_50_14.csv,Y,No,0.2812704281278579,Y,No,0.1966249026647828,N,,,N,,,N,,,Y,No,-0.09668669012542112,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_2_50_16.csv,Y,No,0.2812704281278579,Y,No,0.1966249026647828,N,,,N,,,N,,,Y,No,-0.09668669012542112,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_2_50_18.csv,Y,No,0.2812704281278579,Y,No,0.1966249026647828,N,,,N,,,N,,,Y,No,-0.09668669012542112,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_2_50_20.csv,Y,No,0.2812704281278579,Y,No,0.1966249026647828,N,,,N,,,N,,,Y,No,-0.09668669012542112,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_2_50_10.csv,Y,No,0.28678675776053425,Y,No,0.1672364469493265,N,,,N,,,N,,,Y,No,-0.09668642955641576,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_2_50_8.csv,Y,No,0.3119801778514362,Y,No,0.19425458425540648,N,,,N,,,N,,,Y,No,0.060803397853249994,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_2_50_4.csv,Y,No,0.11213928990416526,N,,,N,,,N,,,N,,,Y,No,0.40968982863925874,Y,Yes,0.6458708769373919,N,,,N,3,1,0.3333333333333333,0.3333333333333333
2_20_1.5_50_6.csv,Y,No,0.2833410491801151,Y,No,0.3411048364116691,N,,,N,,,N,,,Y,No,0.146928431672913,N,,,N,,,N,3,0,0.3333333333333333,0.0
2_20_1.25_50_4.csv,Y,No,0.10248725067544794,N,,,N,,,N,,,N,,,Y,Yes,0.5943603929541252,Y,No,0.14544589645088082,N,,,N,3,1,0.3333333333333333,0.3333333333333333
