Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Pass2,Para3,Pass3,Para4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Pass8,Para9,Pass9
2_20_1_125_12.csv,0.3444647916666667,6.055146090388885e-05,,2_40_0.75_100_14.csv,0.11674829582512217,0.008803274381935703,,,,,,,,,,2_100_0.75_75_18.csv,0.19971999625331066,0.3177941948207271,,2_120_2_75_16.csv,0.40150908025133536,0.10647153460071569,,2_120_0.75_150_12.csv,0.21890360571967665,0.039550949079436494,,,
2_20_1_125_14.csv,0.3444647916666667,6.055146090388885e-05,,2_40_0.75_100_16.csv,0.11674829582512217,0.008803274381935703,,,,,,,,,,2_100_0.75_75_20.csv,0.19971999625331066,0.3177941948207271,,2_120_2_200_16.csv,0.40150904799032394,0.10647155019515085,,2_120_0.75_150_14.csv,0.21890360571967665,0.039550949079436494,,,
2_20_1_125_16.csv,0.3444647916666667,6.055146090388885e-05,,2_40_0.75_100_18.csv,0.11674829582512217,0.008803274381935703,,,,,,,,,,2_100_0.75_175_10.csv,0.19971994456820513,0.31779426623544105,,2_120_2_150_16.csv,0.401509042739427,0.10647155755593767,,2_120_0.75_150_16.csv,0.21890360571967665,0.039550949079436494,,,
2_20_1_125_18.csv,0.3444647916666667,6.055146090388885e-05,,2_40_0.75_100_20.csv,0.11674829582512217,0.008803274381935703,,,,,,,,,,2_100_0.75_175_12.csv,0.19971994456820513,0.31779426623544105,,2_120_2_200_12.csv,0.3923731057839751,0.10647156260095472,,2_120_0.75_150_18.csv,0.21890360571967665,0.039550949079436494,,,
2_20_1_125_20.csv,0.3444647916666667,6.055146090388885e-05,,2_40_0.75_100_8.csv,0.11674829582512217,0.008803274381935703,,,,,,,,,,2_100_0.75_175_14.csv,0.19971994456820513,0.31779426623544105,,2_120_2_175_14.csv,0.3923731054110441,0.10647155763795116,,2_120_0.75_150_20.csv,0.21890360571967665,0.039550949079436494,,,
2_20_1_125_6.csv,0.3444647916666667,6.055146090388885e-05,,2_40_0.75_100_6.csv,0.11674826996000325,0.00880325303581077,,,,,,,,,,2_100_0.75_175_16.csv,0.19971994456820513,0.31779426623544105,,2_120_2_175_12.csv,0.39237311257645263,0.10647155316412008,,2_120_0.75_100_10.csv,0.2189036012325895,0.03955094782725431,,,
2_20_1_125_8.csv,0.3444647916666667,6.055146090388885e-05,,2_80_2_50_6.csv,0.11243711195657535,-0.0545604738089554,,,,,,,,,,2_100_0.75_175_18.csv,0.19971994456820513,0.31779426623544105,,2_120_2_100_14.csv,0.39237309251449054,0.10647155078182963,,2_120_0.75_125_10.csv,0.2189036012325895,0.03955094782725431,,,
2_20_1_125_4.csv,0.3307511043333333,0.02737958169144394,,2_80_2_75_6.csv,0.11243711195657535,-0.0545604738089554,,,,,,,,,,2_100_0.75_175_20.csv,0.19971994456820513,0.31779426623544105,,2_120_2_125_14.csv,0.39237309251449054,0.10647155078182963,,2_120_0.75_75_10.csv,0.2189036012325895,0.03955094782725431,,,
2_20_1_150_10.csv,0.3183633126666667,0.0352375199358561,,2_80_2_200_6.csv,0.11243710970520432,-0.05456047040000145,,,,,,,,,,2_100_0.75_50_6.csv,0.19971998768767518,0.5461598678481115,,2_120_2_50_14.csv,0.39237309251449054,0.10647155078182963,,2_120_0.75_150_10.csv,0.21890357529561844,0.039550944035498595,,,
2_20_1_150_12.csv,0.3183633126666667,0.0352375199358561,,2_80_2_175_6.csv,0.11243710914248738,-0.05456046998893638,,,,,,,,,,2_100_0.75_100_8.csv,0.19971991265910422,0.31779430016464955,,2_120_2_75_14.csv,0.39237309251449054,0.10647155078182963,,2_120_0.75_50_10.csv,0.21890353558802617,0.039550934366743846,,,
2_20_1_150_14.csv,0.3183633126666667,0.0352375199358561,,2_80_2_225_6.csv,0.11243710631416838,-0.054560460595658944,,,,,,,,,,2_100_0.75_50_8.csv,0.19971991265910422,0.25495814540633976,,2_120_2_200_14.csv,0.3923730667485946,0.10647154571014053,,2_120_0.75_50_12.csv,0.21890353558802617,0.039550934366743846,,,
2_20_1_150_16.csv,0.3183633126666667,0.0352375199358561,,2_80_2_100_6.csv,0.11243710263605713,-0.054560468394224224,,,,,,,,,,2_100_0.75_75_8.csv,0.19971991265910422,0.31779430016464955,,2_120_2_225_14.csv,0.3923730959441595,0.10647152849785574,,2_120_0.75_50_14.csv,0.21890353558802617,0.039550934366743846,,,
2_20_1_150_18.csv,0.3183633126666667,0.0352375199358561,,2_80_2_125_6.csv,0.11243710263605713,-0.054560468394224224,,,,,,,,,,2_100_0.75_150_10.csv,0.1997198554098779,0.3177942156453064,,2_120_2_150_14.csv,0.39237308610102306,0.10647154060574492,,2_120_0.75_50_16.csv,0.21890353558802617,0.039550934366743846,,,
2_20_1_150_20.csv,0.3183633126666667,0.0352375199358561,,2_80_2_150_6.csv,0.11243710070256219,-0.05456047037735204,,,,,,,,,,2_100_0.75_150_12.csv,0.19971989155677938,0.31779418375103025,,2_120_2_100_12.csv,0.3923730706975237,0.10647157575480179,,2_120_0.75_50_18.csv,0.21890353558802617,0.039550934366743846,,,
2_20_1_150_6.csv,0.3183633126666667,0.0352375199358561,,2_80_1.75_50_16.csv,0.11037864551494486,-0.04858606248168605,,,,,,,,,,2_100_0.75_150_14.csv,0.19971989155677938,0.31779418375103025,,2_120_2_125_12.csv,0.3923730706975237,0.10647157575480179,,2_120_0.75_50_20.csv,0.21890353558802617,0.039550934366743846,,,
2_20_1_150_8.csv,0.3183633126666667,0.0352375199358561,,2_80_1.75_50_18.csv,0.11037864551494486,-0.04858606248168605,,,,,,,,,,2_100_0.75_150_16.csv,0.19971989155677938,0.31779418375103025,,2_120_2_50_12.csv,0.3923730706975237,0.10647157575480179,,2_60_0.75_125_6.csv,0.21588631891509746,-0.0037855304078822606,,,
1_20_0.75_50_10.csv,0.3162824166666667,-0.019540728841968842,,2_80_1.75_50_20.csv,0.11037864551494486,-0.04858606248168605,,,,,,,,,,2_100_0.75_150_18.csv,0.19971989155677938,0.31779418375103025,,2_120_2_75_12.csv,0.3923730706975237,0.10647157575480179,,2_120_0.75_50_6.csv,0.20963866739184506,0.039550951867554224,,,
1_20_0.75_50_12.csv,0.3162824166666667,-0.019540728841968842,,2_80_1.75_75_16.csv,0.11037864551494486,-0.04858606248168605,,,,,,,,,,2_100_0.75_150_20.csv,0.19971989155677938,0.31779418375103025,,2_120_2_150_12.csv,0.3923730384812828,0.10647155511388334,,2_120_0.75_150_8.csv,0.20963866025575378,0.03955095411766933,,,
1_20_0.75_50_14.csv,0.3162824166666667,-0.019540728841968842,,2_80_1.75_75_18.csv,0.11037864551494486,-0.04858606248168605,,,,,,,,,,2_100_0.75_175_8.csv,0.19971995161951026,0.31779423195451606,,2_120_2_225_12.csv,0.39237301769745403,0.10647156007697497,,2_120_0.75_100_8.csv,0.20963865389399017,0.03955094416958775,,,
1_20_0.75_50_16.csv,0.3162824166666667,-0.019540728841968842,,2_80_1.75_75_20.csv,0.11037864551494486,-0.04858606248168605,,,,,,,,,,2_100_0.75_200_10.csv,0.19971992009259598,0.31779421401319785,,2_120_2_200_18.csv,0.38932778819366376,0.084930075929867,,2_120_0.75_125_8.csv,0.20963865389399017,0.03955094416958775,,,
