Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,Pass3,Para4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Score_8,Pass8,Para9,Pass9
2_20_0.75_100_10.csv,0.4236336666666667,0.029318484161132523,0.21919572527205983,No,2_20_1.25_100_4.csv,0.13375481718344842,-0.081235851827922,-5.2298839122150405,No,No Plateau,No,No Plateau,No,2_40_1.75_200_6.csv,0.22933989273115393,0.0406112736445262,0.12963255539476987,No,2_20_1_75_4.csv,0.31327989732859357,0.10551425260094066,0.19319298032085283,No,2_100_0.75_50_6.csv,0.5461598678481115,0.15236653346481055,0.6554023452883845,Yes,2_120_0.75_50_4.csv,0.23247785815864536,0.03248521996151255,0.46971762431286385,No,No Plateau,No
2_20_0.75_100_12.csv,0.4236336666666667,0.029318484161132523,0.21919572527205983,No,2_40_0.75_75_10.csv,0.12348606568191962,0.008803287562735337,0.5667469591686806,Yes,,,,,2_40_1.75_225_6.csv,0.22933987553751511,0.06023517132766516,0.19227269876327727,No,2_20_1_50_4.csv,0.30705569525553,0.12965912594374335,0.23740141591682254,No,2_100_0.75_125_6.csv,0.5461598201381492,0.15236651802588475,0.655402278878078,Yes,2_120_1_150_8.csv,0.2196801469698086,0.04158035986330583,0.601228123934691,Yes,,
2_20_0.75_100_14.csv,0.4236336666666667,0.029318484161132523,0.21919572527205983,No,2_40_0.75_75_12.csv,0.12348606568191962,0.008803287562735337,0.5667469591686806,Yes,,,,,2_120_0.75_225_4.csv,0.10559737806333233,0.19442940992761626,0.6206252350869402,Yes,2_20_0.75_50_4.csv,0.24764152997738983,0.24596404950023615,0.4503517449387,No,2_100_0.75_100_6.csv,0.546159785224894,0.15236657306308948,0.655402515619784,Yes,2_120_1_100_8.csv,0.21968011818913652,0.04158035509131148,0.6012280549343934,Yes,,
2_20_0.75_100_16.csv,0.4236336666666667,0.029318484161132523,0.21919572527205983,No,2_40_0.75_75_14.csv,0.12348606568191962,0.008803287562735337,0.5667469591686806,Yes,,,,,2_120_0.75_225_6.csv,0.10313145855605005,0.06535707442337664,0.2086219862195931,No,2_20_0.75_75_4.csv,0.24215434605732006,0.16693367484827362,0.30564983748520297,No,2_100_0.75_75_6.csv,0.546159785224894,0.15236657306308948,0.655402515619784,Yes,2_120_1_125_8.csv,0.21968011818913652,0.04158035509131148,0.6012280549343934,Yes,,
2_20_0.75_100_18.csv,0.4236336666666667,0.029318484161132523,0.21919572527205983,No,2_40_0.75_75_16.csv,0.12348606568191962,0.008803287562735337,0.5667469591686806,Yes,,,,,,,,,,2_100_0.75_125_6.csv,0.25040375277397814,0.5461598201381492,0.9999999126473396,Yes,2_100_0.75_225_6.csv,0.5461597532172581,0.014114261405675625,0.06071228252646154,No,2_120_1_50_8.csv,0.21968011818913652,0.04158035509131148,0.6012280549343934,Yes,,
2_20_0.75_100_20.csv,0.4236336666666667,0.029318484161132523,0.21919572527205983,No,2_40_0.75_75_18.csv,0.12348606568191962,0.008803287562735337,0.5667469591686806,Yes,,,,,,,,,,2_100_0.75_100_6.csv,0.2504036959469454,0.546159785224894,0.9999998487223657,Yes,2_100_0.75_200_6.csv,0.5461597415382572,0.014114258555442506,0.060712270266226775,No,2_120_1_75_8.csv,0.21968011818913652,0.04158035509131148,0.6012280549343934,Yes,,
2_20_0.75_100_4.csv,0.4236336666666667,0.05903499315910293,0.44136722999804634,No,2_40_0.75_75_20.csv,0.12348606568191962,0.008803287562735337,0.5667469591686806,Yes,,,,,,,,,,2_100_0.75_75_6.csv,0.2504036959469454,0.546159785224894,0.9999998487223657,Yes,2_100_0.75_150_6.csv,0.5461597302586639,0.03969785534750226,0.17075972594520542,No,2_120_1_150_14.csv,0.2196800582034283,0.041580344244139984,0.6012278980905231,Yes,,
2_20_0.75_100_6.csv,0.4236336666666667,0.029318484161132523,0.21919572527205983,No,2_40_0.75_75_8.csv,0.12348606568191962,0.008803287562735337,0.5667469591686806,Yes,,,,,,,,,,2_100_0.75_175_6.csv,0.2504036486568201,0.5461596842214524,0.9999996637885259,Yes,2_100_0.75_175_6.csv,0.5461596842214524,0.014114234825121814,0.06071216819061029,No,2_120_1_150_16.csv,0.2196800582034283,0.041580344244139984,0.6012278980905231,Yes,,
2_20_0.75_100_8.csv,0.4236336666666667,0.029318484161132523,0.21919572527205983,No,2_40_0.75_75_6.csv,0.12348606482500438,0.008803267339398454,0.5667456572102245,Yes,,,,,,,,,,2_100_0.75_150_6.csv,0.25040356821508997,0.5461597302586639,0.9999997480810824,Yes,2_120_0.75_50_6.csv,0.5085345851601834,0.20963866739184506,0.9017575654399146,Yes,2_120_1_150_18.csv,0.2196800582034283,0.041580344244139984,0.6012278980905231,Yes,,
2_20_0.75_150_10.csv,0.4135048333333333,0.002301517501151335,0.017206987752797873,No,2_80_2_100_20.csv,0.11729825825078417,-0.05329202633521497,-3.430888024295743,No,,,,,,,,,,2_100_0.75_225_6.csv,0.2504036044278597,0.5461597532172581,0.9999997901174814,Yes,2_120_1_200_6.csv,0.47741475192096616,0.0515757054585327,0.22185211902344762,No,2_120_1_150_20.csv,0.2196800582034283,0.041580344244139984,0.6012278980905231,Yes,,
