Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,Pass5
2_60_1.25_50_8.csv,0.22791587500000002,0.15318383549102965,0.6721069144087907,Yes,1_60_0.75_150_10.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_200_12.csv,0.11796059714081915,0.28775964302593293,2.4394556318022946,Yes,2_80_0.75_150_4.csv,0.6289575196385612,0.054330829894486156,0.08638235206363078,No,No Plateau,No
2_60_1.25_75_8.csv,0.22791587500000002,0.15318383549102965,0.6721069144087907,Yes,1_60_0.75_150_12.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_200_8.csv,0.11796058543980537,0.2877596826580958,2.4394562097603187,Yes,2_80_0.75_175_4.csv,0.6289575195325561,0.040008445685781706,0.063610727979715,No,,
2_60_1.25_150_8.csv,0.17872116259999998,0.15318382812759138,0.8571107411070041,Yes,1_60_0.75_150_14.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_200_10.csv,0.1179605842342072,0.28775968263023877,2.4394562344562534,Yes,2_80_0.75_200_4.csv,0.6289574050185518,0.028000579274197347,0.044519039049029784,No,,
2_60_1.25_175_8.csv,0.17872116259999998,0.15318382812759138,0.8571107411070041,Yes,1_60_0.75_150_16.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_200_14.csv,0.11796058267759746,0.2877596984684751,2.43945640091455,Yes,2_20_0.75_50_10.csv,0.5688274421916271,0.018001675838718034,0.031646989057629915,No,,
2_60_1.5_50_8.csv,0.17515308759999998,0.19922976766138706,1.137460780116942,Yes,1_60_0.75_150_18.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_200_16.csv,0.11796058267759746,0.2877596984684751,2.43945640091455,Yes,2_20_0.75_50_12.csv,0.5688274421916271,0.018001675838718034,0.031646989057629915,No,,
2_60_1.5_75_8.csv,0.17515308759999998,0.19922976766138706,1.137460780116942,Yes,1_60_0.75_150_20.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_200_18.csv,0.11796058267759746,0.2877596984684751,2.43945640091455,Yes,2_20_0.75_50_14.csv,0.5688274421916271,0.018001675838718034,0.031646989057629915,No,,
2_60_1.25_100_8.csv,0.17442970000000002,0.14060756932476243,0.8060987854978964,Yes,1_60_0.75_150_4.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_200_20.csv,0.11796058267759746,0.2877596984684751,2.43945640091455,Yes,2_20_0.75_50_16.csv,0.5688274421916271,0.018001675838718034,0.031646989057629915,No,,
2_60_1.25_125_8.csv,0.17442970000000002,0.15318386869417677,0.8781983153911103,Yes,1_60_0.75_150_6.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_225_12.csv,0.1114598249289179,0.27947915695174974,2.5074429923964447,Yes,2_20_0.75_50_18.csv,0.5688274421916271,0.018001675838718034,0.031646989057629915,No,,
2_60_1.25_50_6.csv,0.17223765,0.2215619510815201,1.2863735140459713,Yes,1_60_0.75_150_8.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_225_8.csv,0.1114597934702631,0.2794791860482641,2.507443961152034,Yes,2_20_0.75_50_20.csv,0.5688274421916271,0.018001675838718034,0.031646989057629915,No,,
2_60_1.25_75_6.csv,0.17223765,0.2215619510815201,1.2863735140459713,Yes,3_60_0.75_150_10.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_225_10.csv,0.11145977812201242,0.27947920740600124,2.507444498050784,Yes,2_20_0.75_50_8.csv,0.5688274421916271,0.018001675838718034,0.031646989057629915,No,,
2_60_1.5_175_10.csv,0.1700334,0.17931484022793617,1.0545859826830268,Yes,3_60_0.75_150_12.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_225_14.csv,0.11145977586135834,0.27947920324211334,2.507444511549616,Yes,2_20_0.75_50_6.csv,0.5688274071973115,0.022713720557822944,0.03993077736836991,No,,
2_40_0.75_50_4.csv,0.16710840000000002,0.29013332301848715,1.7361983180886607,Yes,3_60_0.75_150_14.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_225_16.csv,0.11145977586135834,0.27947920324211334,2.507444511549616,Yes,2_20_0.75_50_4.csv,0.5650885225971132,0.059286312279942854,0.10491508836078725,No,,
1_20_2_150_10.csv,0.16627675,0.024743025594717652,0.14880628587410838,No,3_60_0.75_150_16.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_225_18.csv,0.11145977586135834,0.27947920324211334,2.507444511549616,Yes,2_80_0.75_225_4.csv,0.5579039655195913,0.028396439083933384,0.05089843564292826,No,,
1_20_2_150_12.csv,0.16627675,0.024743025594717652,0.14880628587410838,No,3_60_0.75_150_18.csv,0.3715126933226539,0.01650825961993318,0.0444352505759365,No,2_60_1.25_225_20.csv,0.11145977586135834,0.27947920324211334,2.507444511549616,Yes,2_20_0.75_75_6.csv,0.5348272339040212,0.023897199573010175,0.04468209181976456,No,,
