"Filename","Begin","End","Start_NetProfit","End_NetProfit","NetProfit","NetProfit_Percent","Number_of_Transactions"
"2_100_1.5_175_14.csv","2008/1/2","2012/12/28","5003278.0","11227384.0","6224106.0","1.03678457003","4"
"2_100_1.5_125_14.csv","2008/1/2","2012/12/28","5100040.0","11424467.0","6324427.0","1.03678451289","4"
"2_100_1.5_150_14.csv","2008/1/2","2012/12/28","5100040.0","11424467.0","6324427.0","1.03678451289","4"
"2_100_1.5_125_18.csv","2008/1/2","2012/12/28","4951393.0","11121705.0","6170312.0","1.03678449734","4"
"2_100_1.5_125_20.csv","2008/1/2","2012/12/28","4951393.0","11121705.0","6170312.0","1.03678449734","4"
"2_100_1.5_150_18.csv","2008/1/2","2012/12/28","4951393.0","11121705.0","6170312.0","1.03678449734","4"
"2_100_1.5_150_20.csv","2008/1/2","2012/12/28","4951393.0","11121705.0","6170312.0","1.03678449734","4"
"2_100_1.5_125_16.csv","2008/1/2","2012/12/28","4828883.5","10872179.0","6043295.5","1.03678440305","4"
"2_100_1.5_150_16.csv","2008/1/2","2012/12/28","4828883.5","10872179.0","6043295.5","1.03678440305","4"
"2_100_1.5_100_16.csv","2008/1/2","2012/12/28","5956439.0","13168766.0","7212327.0","1.0367843375","4"
"2_100_1.5_50_16.csv","2008/1/2","2012/12/28","5956439.0","13168766.0","7212327.0","1.0367843375","4"
"2_100_1.5_75_16.csv","2008/1/2","2012/12/28","5956439.0","13168766.0","7212327.0","1.0367843375","4"
"2_100_1.5_100_18.csv","2008/1/2","2012/12/28","6102647.0","13466560.0","7363913.0","1.03678431435","4"
"2_100_1.5_100_20.csv","2008/1/2","2012/12/28","6102647.0","13466560.0","7363913.0","1.03678431435","4"
"2_100_1.5_50_18.csv","2008/1/2","2012/12/28","6102647.0","13466560.0","7363913.0","1.03678431435","4"
"2_100_1.5_50_20.csv","2008/1/2","2012/12/28","6102647.0","13466560.0","7363913.0","1.03678431435","4"
"2_100_1.5_75_18.csv","2008/1/2","2012/12/28","6102647.0","13466560.0","7363913.0","1.03678431435","4"
"2_100_1.5_75_20.csv","2008/1/2","2012/12/28","6102647.0","13466560.0","7363913.0","1.03678431435","4"
"2_100_1.5_175_18.csv","2008/1/2","2012/12/28","4856989.0","10929423.0","6072434.0","1.03678425894","4"
"2_100_1.5_175_20.csv","2008/1/2","2012/12/28","4856989.0","10929423.0","6072434.0","1.03678425894","4"
"2_100_1.5_175_16.csv","2008/1/2","2012/12/28","4736423.5","10683857.0","5947433.5","1.0367842437","4"
"2_100_1.5_100_14.csv","2008/1/2","2012/12/28","6280048.0","13827887.0","7547839.0","1.03678423549","4"
"2_100_1.5_50_14.csv","2008/1/2","2012/12/28","6280048.0","13827887.0","7547839.0","1.03678423549","4"
"2_100_1.5_75_14.csv","2008/1/2","2012/12/28","6280048.0","13827887.0","7547839.0","1.03678423549","4"
