Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,OutSamplePass1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,OutSamplePass2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,OutSamplePass3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,OutSamplePass4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,OutSamplePass5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,OutSamplePass6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,OutSamplePass7,Pass7
2_20_1_50_4.csv,0.35311415625,0.05488721330348997,No,Yes,2_60_0.75_100_8.csv,0.40402719946998594,0.06464771194092117,No,No,2_120_1.25_100_4.csv,0.18343842365810345,-0.042468229798862854,No,No,2_40_1.25_75_4.csv,0.14241034960407853,0.18308751897885012,Yes,No,2_120_0.75_225_6.csv,0.5757725484566973,-0.024650323328641796,No,No,2_40_1_50_4.csv,0.17120734919983818,-0.0307821948030724,No,No,1_20_2_200_10.csv,0.1151165755329503,-0.006987321880181125,No,No
2_20_1_75_4.csv,0.34523803125,0.040068553389900646,No,,2_60_0.75_100_10.csv,0.40402708323668846,0.06464773939811674,No,,2_120_1.25_125_4.csv,0.18343842365810345,-0.042468229798862854,No,,2_60_1.5_225_6.csv,0.1294730536536872,0.3664317063845331,Yes,,2_120_0.75_150_6.csv,0.5757724719929975,-0.010907964748495527,No,,2_40_1_75_4.csv,0.12977821645871213,-0.025964272714236864,No,,1_20_2_200_12.csv,0.1151165755329503,-0.006987321880181125,No,
2_20_1_150_4.csv,0.33773325,0.026360657357038866,No,,2_60_0.75_100_12.csv,0.40402708323668846,0.06464773939811674,No,,2_120_1.25_150_4.csv,0.18343842365810345,-0.042468229798862854,No,,2_60_1.5_200_6.csv,0.12250827661140468,0.3300584654221151,Yes,,2_120_0.75_200_6.csv,0.5757724217935412,-0.010907931841740695,No,,2_40_1.25_50_4.csv,0.11028250960379452,-0.010172416637238646,No,,1_20_2_200_14.csv,0.1151165755329503,-0.006987321880181125,No,
1_20_0.75_50_10.csv,0.3334655625,0.18707032775178892,Yes,,2_60_0.75_100_14.csv,0.40402708323668846,0.06464773939811674,No,,2_120_1.25_50_4.csv,0.18343842365810345,-0.042468229798862854,No,,,,,,,2_120_0.75_100_6.csv,0.5757723316920439,-0.010907897055427954,No,,2_80_1_175_4.csv,0.10328994558611793,0.04512814211674825,No,,1_20_2_200_16.csv,0.1151165755329503,-0.006987321880181125,No,
1_20_0.75_50_12.csv,0.3334655625,0.18707032775178892,Yes,,2_60_0.75_100_16.csv,0.40402708323668846,0.06464773939811674,No,,2_120_1.25_75_4.csv,0.18343842365810345,-0.042468229798862854,No,,,,,,,2_120_0.75_125_6.csv,0.5757723316920439,-0.010907897055427954,No,,2_40_1_50_10.csv,0.10304982442318458,-0.012311881264303885,No,,1_20_2_200_18.csv,0.1151165755329503,-0.006987321880181125,No,
1_20_0.75_50_14.csv,0.3334655625,0.18707032775178892,Yes,,2_60_0.75_100_18.csv,0.40402708323668846,0.06464773939811674,No,,2_120_1.25_200_4.csv,0.1834384219539487,-0.042468255827158394,No,,,,,,,2_120_0.75_75_6.csv,0.5757723316920439,-0.010907897055427954,No,,2_40_1_50_12.csv,0.10304982442318458,-0.012311881264303885,No,,1_20_2_200_20.csv,0.1151165755329503,-0.006987321880181125,No,
1_20_0.75_50_16.csv,0.3334655625,0.18707032775178892,Yes,,2_60_0.75_100_20.csv,0.40402708323668846,0.06464773939811674,No,,2_120_1.25_175_4.csv,0.18343839429238162,-0.04246820821493861,No,,2_40_1_75_4.csv,0.10874926620213604,0.4197901665533027,Yes,,2_120_0.75_175_6.csv,0.5757722409927889,-0.01090788759234488,No,,2_40_1_50_14.csv,0.10304982442318458,-0.012311881264303885,No,,1_20_2_200_4.csv,0.1151165755329503,-0.006987321880181125,No,
1_20_0.75_50_18.csv,0.3334655625,0.18707032775178892,Yes,,2_60_1_100_10.csv,0.3897731011991079,0.06736646741974883,No,,2_120_1_50_4.csv,0.18059659120044527,-0.07168925745823611,No,,,,,,,2_120_0.75_100_4.csv,0.5220819538394276,0.03365169382501782,No,,2_40_1_50_16.csv,0.10304982442318458,-0.012311881264303885,No,,1_20_2_200_6.csv,0.1151165755329503,-0.006987321880181125,No,
1_20_0.75_50_20.csv,0.3334655625,0.18707032775178892,Yes,,2_60_1_100_12.csv,0.3897731011991079,0.06736646741974883,No,,2_120_1_150_4.csv,0.18059655852981893,-0.07168927443570118,No,,,,,,,2_120_0.75_125_4.csv,0.5220819538394276,0.03365169382501782,No,,2_40_1_50_18.csv,0.10304982442318458,-0.012311881264303885,No,,1_20_2_200_8.csv,0.1151165755329503,-0.006987321880181125,No,
1_20_0.75_50_4.csv,0.3334655625,0.18707032775178892,Yes,,2_60_1_100_14.csv,0.3897731011991079,0.06736646741974883,No,,2_120_1_100_4.csv,0.18059653285403293,-0.07168925438738036,No,,,,,,,2_120_0.75_75_4.csv,0.5220819538394276,0.03365169382501782,No,,2_40_1_50_20.csv,0.10304982442318458,-0.012311881264303885,No,,3_20_2_200_10.csv,0.1151165755329503,-0.006987321880181125,No,
1_20_0.75_50_6.csv,0.3334655625,0.18707032775178892,Yes,,2_60_1_100_16.csv,0.3897731011991079,0.06736646741974883,No,,2_120_1_125_4.csv,0.18059653285403293,-0.07168925438738036,No,,,,,,,2_120_0.75_150_4.csv,0.5220819284337904,0.03365170481925706,No,,2_80_1_225_4.csv,0.10137146613630749,0.04512818470985644,No,,3_20_2_200_12.csv,0.1151165755329503,-0.006987321880181125,No,
1_20_0.75_50_8.csv,0.3334655625,0.18707032775178892,Yes,,2_60_1_100_18.csv,0.3897731011991079,0.06736646741974883,No,,2_120_1_75_4.csv,0.18059653285403293,-0.07168925438738036,No,,,,,,,2_120_0.75_200_4.csv,0.5160121730364517,0.033651686034627905,No,,2_80_1_200_4.csv,0.10137140499595995,0.04512817092360689,No,,3_20_2_200_14.csv,0.1151165755329503,-0.006987321880181125,No,
3_20_0.75_50_10.csv,0.3334655625,0.18707032775178892,Yes,,2_60_1_100_20.csv,0.3897731011991079,0.06736646741974883,No,,2_120_1_175_4.csv,0.1805964957399227,-0.0716892815679164,No,,,,,,,2_120_0.75_225_4.csv,0.5160120560644278,0.017348098940391698,No,,,,,,,3_20_2_200_16.csv,0.1151165755329503,-0.006987321880181125,No,
