Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,InSample2_RateOfReturn,OutSample2_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample2_AvgTrade,OutSample2_AvgTrade,Score_2,Pass2,Para3,InSample3_RateOfReturn,OutSample3_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample3_AvgTrade,OutSample3_AvgTrade,Score_3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5,Para6,InSample6_RateOfReturn,OutSample6_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample6_AvgTrade,OutSample6_AvgTrade,Score_6,Pass6,Para7,Pass7
2_40_0.75_50_4.csv,2.59119925,0.7617825292135466,21.0,18.0,0.12339044047619047,0.042321251622974815,0.3429864700996927,No,2_40_0.75_75_6.csv,1.0667675331041788,1.923456726527185,13.0,24.0,0.08205904100801376,0.08014403027196604,0.9766630134531953,Yes,2_40_0.75_50_4.csv,4.772716136069864,-0.3602959707504083,27,16,0.17676726429888384,-0.02251849817190052,-0.12739065833946217,No,2_80_0.75_125_6.csv,0.5826293623918705,0.7381599451530043,10.0,13.0,0.058262936239187046,0.056781534242538796,0.9745738527394733,Yes,2_100_0.75_50_4.csv,1.4241710411488604,0.9902544387514878,15.0,10.0,0.0949447360765907,0.09902544387514878,1.0429798213906902,Yes,2_100_0.75_150_6.csv,1.2341156158317845,-0.16917598053063834,7.0,10.0,0.17630223083311208,-0.016917598053063834,-0.0959579352633266,No,No Plateau,No
2_40_1_50_4.csv,2.275168,0.7488162654475244,20.0,18.0,0.1137584,0.04160090363597358,0.3656952245809855,No,2_40_0.75_75_4.csv,1.0667675274909514,3.3798071666965095,13.0,26.0,0.08205904057622702,0.12999258333448113,1.5841348183169075,Yes,2_40_0.75_75_4.csv,3.3798071666965095,-0.34943731836480896,26,13,0.12999258333448113,-0.02687979372036992,-0.20677944103323262,No,2_60_0.75_200_6.csv,0.48638850782007376,1.0044116568481976,7.0,18.0,0.06948407254572482,0.05580064760267764,0.8030710572693815,Yes,2_100_0.75_125_4.csv,1.4241708525707293,0.9902542237040362,15.0,10.0,0.09494472350471529,0.09902542237040361,1.042979732996807,Yes,2_100_0.75_150_8.csv,1.215419223141999,-0.16917596491290426,5.0,10.0,0.24308384462839977,-0.016917596491290425,-0.06959572536444046,No,,
2_40_1.5_50_10.csv,1.793474625,0.7744558188085559,11.0,12.0,0.1630431477272727,0.06453798490071298,0.395833776520726,No,2_40_1.75_75_6.csv,1.0564730625348375,1.5116858018901045,12.0,16.0,0.08803942187790313,0.09448036261813153,1.0731597346148067,Yes,2_40_0.75_50_6.csv,3.2837701271854587,-0.379071103381409,25,16,0.13135080508741834,-0.02369194396133806,-0.180371516912822,No,2_80_0.75_150_6.csv,0.4475803543860741,0.33558750526556635,9.0,13.0,0.049731150487341565,0.025814423481966643,0.5190795553490639,Yes,2_100_0.75_150_4.csv,1.424170842992974,1.1965829166412818,15.0,9.0,0.09494472286619828,0.13295365740458687,1.4003269838593666,Yes,2_100_0.75_150_12.csv,1.215419153551154,-0.16917587828051997,5.0,10.0,0.24308383071023082,-0.016917587828051996,-0.06959569371036728,No,,
2_40_1.5_75_10.csv,1.749748625,0.8613671962871462,10.0,10.0,0.1749748625,0.08613671962871462,0.4922805390329404,No,2_40_1.75_50_6.csv,1.056472884157073,1.3846503165390276,12.0,17.0,0.08803940701308942,0.0814500186199428,0.9251541029556579,Yes,2_40_1.25_75_4.csv,3.2355921950182367,-0.3722992029226873,22,16,0.14707237250082894,-0.023268700182667957,-0.15821258464118954,No,,,,,,,,,,2_100_0.75_100_4.csv,1.424170815847273,0.9902544465292025,15.0,10.0,0.09494472105648487,0.09902544465292025,1.0429799945802953,Yes,2_100_0.75_150_10.csv,1.2154191495003692,-0.1691759985875447,5.0,10.0,0.24308382990007385,-0.01691759985875447,-0.06959574343430784,No,,
2_40_1.5_75_12.csv,1.622915125,0.8613674267323803,10.0,10.0,0.1622915125,0.08613674267323804,0.5307532189844988,Yes,2_40_1.75_100_6.csv,1.0448476004794855,0.7850971358597556,11.0,15.0,0.09498614549813506,0.05233980905731704,0.5510257183595757,Yes,2_20_0.75_50_4.csv,3.1614951924899506,-0.09739927030810233,32,26,0.09879672476531096,-0.0037461257810808587,-0.037917509816035734,No,,,,,,,,,,2_100_0.75_75_4.csv,1.424170815847273,0.9902544465292025,15.0,10.0,0.09494472105648487,0.09902544465292025,1.0429799945802953,Yes,2_100_0.75_150_14.csv,1.2154190241856395,-0.16917601406029475,5.0,10.0,0.2430838048371279,-0.016917601406029475,-0.06959575697510857,No,,
2_40_1.5_75_14.csv,1.622915125,0.8613674267323803,10.0,10.0,0.1622915125,0.08613674267323804,0.5307532189844988,Yes,2_40_1.75_50_8.csv,0.9694744615165981,0.8407845238272752,8.0,15.0,0.12118430768957476,0.056052301588485016,0.4625376227099334,No,2_40_1_225_4.csv,3.1413312336343857,-0.27634735603987504,16,12,0.1963332021021491,-0.023028946336656253,-0.11729522103283709,No,,,,,,,,,,2_100_0.75_225_4.csv,1.424170463138394,0.10493346866020703,15.0,10.0,0.0949446975425596,0.010493346866020704,0.1105206202939031,No,2_100_0.75_150_16.csv,1.2154190241856395,-0.16917601406029475,5.0,10.0,0.2430838048371279,-0.016917601406029475,-0.06959575697510857,No,,
2_40_1.5_75_16.csv,1.622915125,0.8613674267323803,10.0,10.0,0.1622915125,0.08613674267323804,0.5307532189844988,Yes,2_40_1.75_75_8.csv,0.9694742670368792,0.9388472726488029,8.0,14.0,0.1211842833796099,0.0670605194749145,0.5533763752585584,Yes,2_80_1.75_150_4.csv,3.111778762465123,-0.2250483072050578,8,11,0.3889723453081404,-0.02045893701864162,-0.052597407670291405,No,,,,,,,,,,2_100_0.75_175_4.csv,1.424170290178771,0.6149738897184241,15.0,9.0,0.09494468601191806,0.06833043219093601,0.7196867466848934,Yes,2_100_0.75_150_18.csv,1.2154190241856395,-0.16917601406029475,5.0,10.0,0.2430838048371279,-0.016917601406029475,-0.06959575697510857,No,,
2_40_1.5_75_18.csv,1.622915125,0.8613674267323803,10.0,10.0,0.1622915125,0.08613674267323804,0.5307532189844988,Yes,2_40_1.75_100_8.csv,0.9583407739725502,0.4424272939560099,7.0,14.0,0.13690582485322147,0.03160194956828642,0.23082983943281657,No,2_80_1.75_175_4.csv,3.1117786568580175,-0.22504834229885715,8,11,0.3889723321072522,-0.020458940208987014,-0.052597417657320227,No,,,,,,,,,,2_100_0.75_200_4.csv,1.4241701196332894,0.21948123216396423,15.0,9.0,0.0949446746422193,0.024386803573773805,0.2568527794283436,No,2_100_0.75_150_20.csv,1.2154190241856395,-0.16917601406029475,5.0,10.0,0.2430838048371279,-0.016917601406029475,-0.06959575697510857,No,,
2_40_1.5_75_20.csv,1.622915125,0.8613674267323803,10.0,10.0,0.1622915125,0.08613674267323804,0.5307532189844988,Yes,2_40_1.75_75_10.csv,0.9539179491701147,1.0628374050783609,8.0,14.0,0.11923974364626434,0.07591695750559721,0.6366749473297414,Yes,2_80_1.75_100_4.csv,3.1117785396873363,-0.29295210164771945,8,12,0.38897231746091704,-0.024412675137309953,-0.06276198598570676,No,,,,,,,,,,2_20_2_100_6.csv,1.4101127861674096,0.21444580303307054,17.0,14.0,0.0829478109510241,0.015317557359505038,0.18466499819445714,No,2_100_1.5_100_8.csv,1.2081077941616776,-0.17216703962218052,6.0,7.0,0.20135129902694626,-0.024595291374597216,-0.12215114326779536,No,,
2_40_1.75_50_12.csv,1.575522625,0.9157717345052512,9.0,8.0,0.17505806944444446,0.1144714668131564,0.6539056849903425,Yes,2_40_1.75_50_10.csv,0.9539178164020121,0.9585034805827343,8.0,15.0,0.11923972705025151,0.06390023203884895,0.5358971679960263,Yes,2_80_1.75_50_4.csv,3.1117784521925023,-0.29295212809187715,8,12,0.3889723065240628,-0.02441267734098976,-0.06276199341579485,No,,,,,,,,,,2_80_0.75_125_4.csv,1.3259270159652086,0.5160273879630469,17.0,12.0,0.07799570682148285,0.04300228233025391,0.5513416581848262,Yes,2_100_1.5_125_8.csv,1.2081077941616776,-0.17216703962218052,6.0,7.0,0.20135129902694626,-0.024595291374597216,-0.12215114326779536,No,,
