Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window6_GrossProfit,Window6_GrossLoss,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Window7_GrossProfit,Window7_GrossLoss,Score_7,Pass7
2_40_1.5_50_4.csv,0.2744950625,0.009786436264116405,10678686.206,-9498578.956,1.1242404001131725,No,2_60_1.5_125_4.csv,0.17059572311373553,0.018515630100457238,6127822.859,-5615033.14,1.091324433216079,No,2_20_1.5_100_4.csv,0.4464203453676455,0.263667599562854,13420466.85,-9173343.483,1.4629853198968021,No,2_20_1.5_100_4.csv,0.263667599562854,0.19157206201575092,22020986.5,-15435896.75,1.4266088233584486,No,2_40_0.75_75_4.csv,0.34633835145800335,0.14944243617617764,20843802.367,-15776059.18,1.3212299807688728,No,2_100_1.25_150_4.csv,0.27626485152787716,-0.040685042756348225,18054736.0,-16111249.5,1.1206291603888328,No,2_20_1.75_125_4.csv,0.13301504456944216,0.05715446102687659,15698908.75,-11278461.75,1.3919370476208779,No
2_120_1.75_100_10.csv,0.26007703125,0.014178403813394606,13471295.35,-12315273.975,1.0938689124859684,No,2_60_1.5_100_4.csv,0.16947118620036367,0.05001105021058046,8137216.98,-7347321.23,1.1075079917255775,No,2_100_0.75_175_10.csv,0.43791425357782765,-0.030317012969598652,15307540.066,-13827489.589000002,1.1070368173104541,No,2_20_1.5_75_4.csv,0.23800428668331736,0.18665007996035113,17637264.499,-12551702.249000002,1.4051691275902571,No,2_40_0.75_75_6.csv,0.34633834816698267,0.1494425001561798,24946993.749,-19013890.499,1.3120404659063352,No,2_100_1.25_100_4.csv,0.27626484288196274,-0.04068505120298795,27403600.5,-24453764.0,1.120629139137844,No,2_20_1.5_50_4.csv,0.12612302054312088,0.09271330196038312,42737748.0,-31693280.0,1.3484798039205788,No
2_120_1.75_50_10.csv,0.26007703125,0.014178403813394606,13471295.35,-12315273.975,1.0938689124859684,No,2_60_1.5_50_4.csv,0.1694711586606559,0.034119614679017224,10431407.357,-9497510.419,1.098330709501694,No,2_100_0.75_175_12.csv,0.43791425357782765,-0.030317012969598652,15307540.066,-13827489.589000002,1.1070368173104541,No,2_20_1.5_225_4.csv,0.23335648182535146,0.2199021514444781,11961994.689000001,-8249143.22,1.4500893450362475,No,2_40_0.75_75_8.csv,0.34633833345173337,0.14647267878049475,28705103.75,-22074932.0,1.3003484563395258,No,2_100_1.25_50_4.csv,0.27626484288196274,-0.04068505120298795,27403600.5,-24453764.0,1.120629139137844,No,2_20_1.5_50_10.csv,0.11363862025922938,0.09271324297805782,28341463.5,-21404021.5,1.32411862415668,No
2_120_1.75_75_10.csv,0.26007703125,0.014178403813394606,13471295.35,-12315273.975,1.0938689124859684,No,2_60_1.5_75_4.csv,0.1694711586606559,0.034119614679017224,10431407.357,-9497510.419,1.098330709501694,No,2_100_0.75_175_14.csv,0.43791425357782765,-0.030317012969598652,15307540.066,-13827489.589000002,1.1070368173104541,No,2_20_1.5_200_4.csv,0.22182690065826977,0.21990222366247258,14185467.185,-9824521.748,1.4438837379425384,No,2_40_0.75_75_10.csv,0.34633830831392914,0.14647267340203396,29599900.125,-22763052.625,1.3003484467848256,No,2_100_1.25_75_4.csv,0.27626484288196274,-0.04068505120298795,27403600.5,-24453764.0,1.120629139137844,No,2_20_1.5_50_12.csv,0.11363862025922938,0.09271324297805782,28341463.5,-21404021.5,1.32411862415668,No
2_40_1.5_75_4.csv,0.25396220325,0.012931455514863553,9940190.043,-8820069.793,1.1269967558407505,No,2_60_1.5_150_4.csv,0.14731879013688057,-0.027227717427133896,5902053.552,-5621681.13,1.0498734125106808,No,2_100_0.75_175_16.csv,0.43791425357782765,-0.030317012969598652,15307540.066,-13827489.589000002,1.1070368173104541,No,2_20_1.5_125_4.csv,0.22062862627587804,0.21796306648748173,13494505.935,-9459006.06,1.4266304355237933,No,2_40_0.75_75_12.csv,0.34633830831392914,0.14647267340203396,29599900.125,-22763052.625,1.3003484467848256,No,2_100_1.25_125_4.csv,0.2762648412399019,-0.04068502825691367,24259898.5,-21648462.5,1.1206291670828818,No,2_20_1.5_50_14.csv,0.11363862025922938,0.09271324297805782,28341463.5,-21404021.5,1.32411862415668,No
2_40_1.5_125_4.csv,0.2463844375,0.004472536848015103,7877998.271000001,-6856938.958,1.1489089109957338,No,2_60_1.5_225_4.csv,0.1470773280853217,0.021301306255525895,5251529.808999999,-4814404.941000001,1.0907952017657252,No,2_100_0.75_175_18.csv,0.43791425357782765,-0.030317012969598652,15307540.066,-13827489.589000002,1.1070368173104541,No,2_20_1.5_150_4.csv,0.21037614362352677,0.2199021502800017,15222611.123,-10543733.686,1.4437590683092296,No,2_40_0.75_75_14.csv,0.34633830831392914,0.14647267340203396,29599900.125,-22763052.625,1.3003484467848256,No,2_80_1.25_100_6.csv,0.22019022663397753,-0.04966177086789607,41302875.5,-38235774.5,1.0802154798773593,No,2_20_1.5_50_16.csv,0.11363862025922938,0.09271324297805782,28341463.5,-21404021.5,1.32411862415668,No
2_40_1.5_150_4.csv,0.2346125,0.014234278676261963,7590897.86,-6542078.11,1.1603190503636467,No,2_60_1.5_175_4.csv,0.1470773267546793,-0.015287988574496897,4015850.78,-3780966.2180000003,1.0621228935825417,No,2_100_0.75_175_20.csv,0.43791425357782765,-0.030317012969598652,15307540.066,-13827489.589000002,1.1070368173104541,No,2_20_1.5_175_4.csv,0.20012798048133792,0.21990212407397136,12105799.465999998,-8404808.779,1.440342045169092,No,2_40_0.75_75_16.csv,0.34633830831392914,0.14647267340203396,29599900.125,-22763052.625,1.3003484467848256,No,2_80_1.25_50_6.csv,0.22019022663397753,-0.04966177086789607,41302875.5,-38235774.5,1.0802154798773593,No,2_20_1.5_50_18.csv,0.11363862025922938,0.09271324297805782,28341463.5,-21404021.5,1.32411862415668,No
2_120_1.75_100_4.csv,0.21831378125,0.03750264996605841,8557272.006000001,-7403008.756,1.15591812573023,No,2_60_1.5_200_4.csv,0.14707730636857624,0.021301311187443012,4300312.983,-3942365.139,1.0907952032293984,No,2_100_0.75_175_8.csv,0.4379142373631376,-0.03031702002552516,15390731.362,-13902637.252999999,1.1070368220014437,No,2_40_1.5_100_8.csv,0.18592300748035376,0.20201863461376773,35575343.25,-27895686.75,1.2752990657238434,No,2_40_0.75_75_18.csv,0.34633830831392914,0.14647267340203396,29599900.125,-22763052.625,1.3003484467848256,No,2_80_1.25_75_6.csv,0.22019022663397753,-0.04966177086789607,41302875.5,-38235774.5,1.0802154798773593,No,2_20_1.5_50_20.csv,0.11363862025922938,0.09271324297805782,28341463.5,-21404021.5,1.32411862415668,No
2_120_1.75_50_4.csv,0.21831378125,0.03750264996605841,8557272.006000001,-7403008.756,1.15591812573023,No,2_20_2_50_8.csv,0.13854658783172896,0.2063118140027254,8578637.013,-7169632.497,1.196523952460544,No,2_100_0.75_175_6.csv,0.4377131167470438,-0.030317002719936176,18288566.671,-16500354.093,1.108374194148877,No,2_40_1.5_100_10.csv,0.18592299885488925,0.20201866361178736,27146889.125,-21286684.875,1.2752990559315545,No,2_40_0.75_75_20.csv,0.34633830831392914,0.14647267340203396,29599900.125,-22763052.625,1.3003484467848256,No,2_80_1.25_125_6.csv,0.22019022232726904,-0.04966181002726565,32767172.25,-30333923.75,1.0802154221805875,No,2_20_1.5_50_8.csv,0.11363862025922938,0.09271324297805782,28341463.5,-21404021.5,1.32411862415668,No
2_120_1.75_75_4.csv,0.21831378125,0.03750264996605841,8557272.006000001,-7403008.756,1.15591812573023,No,2_80_1.5_200_4.csv,0.1285939991899423,0.05250307920432971,7454688.192000001,-6731436.004,1.1074439670183636,No,2_100_0.75_200_10.csv,0.4307560124496286,-0.03031700011192743,14820343.77,-13283726.675999999,1.1156766569712881,No,2_40_1.5_100_12.csv,0.18592299885488925,0.20201866361178736,27146889.125,-21286684.875,1.2752990559315545,No,2_40_0.75_100_4.csv,0.3442964167075833,0.09489329607183233,27839997.625,-21369990.5,1.302761347741357,No,2_80_1.25_150_4.csv,0.21991574452644144,-0.03388086486821403,17022035.875,-15294231.75,1.1129709653445,No,2_20_1.5_50_6.csv,0.11363852579066305,0.09271329344932962,25226029.5,-19051188.0,1.3241184486762716,No
