Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,InSample2_RateOfReturn,OutSample2_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample2_AvgTrade,OutSample2_AvgTrade,Score_2,Pass2,Para3,InSample3_RateOfReturn,OutSample3_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample3_AvgTrade,OutSample3_AvgTrade,Score_3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5
2_40_1.25_50_8.csv,1.624005875,1.0284638272770636,20.0,23.0,0.08120029375,0.04471581857726364,0.5506854287366866,Yes,2_120_1.25_150_16.csv,2.7180840726631916,-0.22154159968511616,6,10,0.45301401211053194,-0.022154159968511618,-0.04890391770730962,No,2_20_1.25_150_4.csv,1.138964022124895,0.5256602373552897,25.0,40.0,0.0455585608849958,0.013141505933882242,0.28845305204120814,No,2_80_1.5_125_6.csv,1.2084570155190597,0.047427600219087374,9.0,12.0,0.13427300172433998,0.003952300018257281,0.029434807947254213,No,2_100_0.75_50_4.csv,0.7564519492847948,0.0977251445730448,9.0,15.0,0.08405021658719941,0.006515009638202987,0.07751329981932734,No
2_40_1.25_50_6.csv,1.588263875,0.38267432257076184,24.0,24.0,0.06617766145833333,0.01594476344044841,0.2409387562068437,No,2_120_1.25_150_18.csv,2.7180840726631916,-0.22154159968511616,6,10,0.45301401211053194,-0.022154159968511618,-0.04890391770730962,No,2_20_1.25_150_6.csv,1.092904720096669,0.48113017993040785,22.0,38.0,0.04967748727712132,0.012661320524484418,0.2548703893547272,No,2_80_1.5_100_6.csv,1.2084569972566204,0.047427548392410104,9.0,12.0,0.13427299969518003,0.003952295699367509,0.02943477622708822,No,2_100_0.75_100_4.csv,0.7564517379563649,0.0977250141051038,9.0,15.0,0.08405019310626277,0.0065150009403402535,0.07751321798991567,No
2_40_1.25_50_4.csv,1.58209925,0.21888779062230082,27.0,27.0,0.05859626851851852,0.008106955208233364,0.1383527554433142,No,2_120_1.25_150_20.csv,2.7180840726631916,-0.22154159968511616,6,10,0.45301401211053194,-0.022154159968511618,-0.04890391770730962,No,2_20_1.25_225_4.csv,0.921770234077483,0.5256603478869132,25.0,40.0,0.03687080936309932,0.01314150869717283,0.35642040205184605,No,2_80_1.5_150_6.csv,1.2084569205610594,0.04742766558894744,9.0,12.0,0.13427299117345104,0.00395230546574562,0.029434850830425862,No,2_100_0.75_125_4.csv,0.7564517379563649,0.0977250141051038,9.0,15.0,0.08405019310626277,0.0065150009403402535,0.07751321798991567,No
2_60_1.25_50_4.csv,1.552757,0.7172721492880051,23.0,25.0,0.06751117391304348,0.028690885971520204,0.4249798116157033,No,2_120_1.25_175_16.csv,2.7180840726631916,-0.22154159968511616,6,10,0.45301401211053194,-0.022154159968511618,-0.04890391770730962,No,2_20_1_200_10.csv,0.7722546941623362,0.5926443847952204,21.0,41.0,0.03677403305534934,0.014454741092566352,0.39306923640412866,No,2_80_1.5_175_6.csv,1.2084568810807497,0.031638680232340045,9.0,12.0,0.13427298678674995,0.002636556686028337,0.01963579383406188,No,2_100_0.75_75_4.csv,0.7564517379563649,0.0977250141051038,9.0,15.0,0.08405019310626277,0.0065150009403402535,0.07751321798991567,No
2_40_1.25_50_10.csv,1.497890875,0.9734840298017422,20.0,23.0,0.07489454375,0.04232539260007575,0.5651331923639064,Yes,2_120_1.25_175_18.csv,2.7180840726631916,-0.22154159968511616,6,10,0.45301401211053194,-0.022154159968511618,-0.04890391770730962,No,2_20_1_200_12.csv,0.7722546941623362,0.5926443847952204,21.0,41.0,0.03677403305534934,0.014454741092566352,0.39306923640412866,No,2_80_1.5_200_6.csv,1.2084568848171342,-0.10573120919287278,9.0,11.0,0.1342729872019038,-0.00961192810844298,-0.07158497259012866,No,2_100_0.75_150_4.csv,0.7464118797043043,0.09772487183595185,9.0,15.0,0.08293465330047826,0.006514991455730123,0.07855572063617167,No
2_40_1.75_50_6.csv,1.3231745,0.4137668091656481,17.0,22.0,0.07783379411764706,0.018807582234802188,0.2416377416520929,No,2_120_1.25_175_20.csv,2.7180840726631916,-0.22154159968511616,6,10,0.45301401211053194,-0.022154159968511618,-0.04890391770730962,No,2_20_1_200_14.csv,0.7722546941623362,0.5926443847952204,21.0,41.0,0.03677403305534934,0.014454741092566352,0.39306923640412866,No,2_80_1.5_225_6.csv,1.2084568823425101,-0.10573121507525153,9.0,11.0,0.13427298692694556,-0.009611928643204684,-0.07158497671936266,No,2_40_1.75_75_6.csv,0.7127457750643466,-0.09731903972622992,10.0,16.0,0.07127457750643465,-0.00608243998288937,-0.0853381415321648,No
2_40_1.25_50_12.csv,1.32271425,0.9358660885642734,20.0,23.0,0.0661357125,0.0406898299375771,0.6152474721970691,Yes,2_120_1.25_150_14.csv,2.7180840175805154,-0.22154157173386346,6,10,0.4530140029300859,-0.022154157173386348,-0.048903912528296435,No,2_20_1_200_16.csv,0.7722546941623362,0.5926443847952204,21.0,41.0,0.03677403305534934,0.014454741092566352,0.39306923640412866,No,2_80_1.5_50_6.csv,1.2084567507425077,0.04742759917510329,9.0,12.0,0.13427297230472307,0.003952299931258607,0.029434813748586277,No,2_40_1.75_50_6.csv,0.7127456466511506,-0.1344713726258808,10.0,17.0,0.07127456466511506,-0.007910080742698871,-0.11098041468039181,No
2_40_1.25_50_14.csv,1.32271425,0.9358660885642734,20.0,23.0,0.0661357125,0.0406898299375771,0.6152474721970691,Yes,2_120_1.25_175_14.csv,2.7180840175805154,-0.22154157173386346,6,10,0.4530140029300859,-0.022154157173386348,-0.048903912528296435,No,2_20_1_200_18.csv,0.7722546941623362,0.5926443847952204,21.0,41.0,0.03677403305534934,0.014454741092566352,0.39306923640412866,No,2_80_1.5_75_6.csv,1.2084567507425077,0.04742759917510329,9.0,12.0,0.13427297230472307,0.003952299931258607,0.029434813748586277,No,2_40_1.75_100_6.csv,0.6669092786889224,-0.09731903548941442,10.0,16.0,0.06669092786889223,-0.0060824397180884015,-0.09120340520746505,No
2_40_1.25_50_16.csv,1.32271425,0.9358660885642734,20.0,23.0,0.0661357125,0.0406898299375771,0.6152474721970691,Yes,2_120_1.25_100_16.csv,2.7180839995947252,-0.22154150582662085,6,10,0.4530139999324542,-0.022154150582662086,-0.04890389830328718,No,2_20_1_200_20.csv,0.7722546941623362,0.5926443847952204,21.0,41.0,0.03677403305534934,0.014454741092566352,0.39306923640412866,No,2_120_0.75_50_4.csv,1.1771198318124647,0.5228257709482103,10.0,10.0,0.11771198318124647,0.05228257709482102,0.44415679425194265,No,2_40_1.75_50_4.csv,0.6434326818783074,-0.09470662238633253,12.0,17.0,0.053619390156525615,-0.005570977787431325,-0.10389856675297011,No
2_40_1.25_50_18.csv,1.32271425,0.9358660885642734,20.0,23.0,0.0661357125,0.0406898299375771,0.6152474721970691,Yes,2_120_1.25_100_18.csv,2.7180839995947252,-0.22154150582662085,6,10,0.4530139999324542,-0.022154150582662086,-0.04890389830328718,No,2_20_1_200_8.csv,0.7722546941623362,0.5926443847952204,21.0,41.0,0.03677403305534934,0.014454741092566352,0.39306923640412866,No,2_120_1_200_4.csv,1.1594381945380388,0.43870954870454243,10.0,9.0,0.11594381945380387,0.048745505411615826,0.42042349166388954,No,2_40_1.75_75_4.csv,0.6434326140965323,-0.05584742939991691,12.0,16.0,0.053619384508044356,-0.003490464337494807,-0.0650970608767645,No
