"Filename","Begin","End","Start_NetProfit","End_NetProfit","NetProfit","NetProfit_Percent","Number_of_Transactions","Window_GrossProfit","Window_GrossLoss","Window_Net","Window_MDD"
"2_20_0.75_50_4.csv","2009/1/5","2011/12/30","4837240.0","5585860.5","748620.5","0.128249052634","29","20361903.5","-16540223.0","3821680.5","-1203651.5"
"2_20_0.75_75_10.csv","2009/1/5","2011/12/30","2227334.25","2288172.25","60838.0","0.0188508519066","23","10602461.31","-8927894.31","1674567.0","-656168.25"
"2_20_0.75_75_12.csv","2009/1/5","2011/12/30","2227334.25","2288172.25","60838.0","0.0188508519066","23","10602461.31","-8927894.31","1674567.0","-656168.25"
"2_20_0.75_75_14.csv","2009/1/5","2011/12/30","2227334.25","2288172.25","60838.0","0.0188508519066","23","10602461.31","-8927894.31","1674567.0","-656168.25"
"2_20_0.75_75_16.csv","2009/1/5","2011/12/30","2227334.25","2288172.25","60838.0","0.0188508519066","23","10602461.31","-8927894.31","1674567.0","-656168.25"
"2_20_0.75_75_18.csv","2009/1/5","2011/12/30","2227334.25","2288172.25","60838.0","0.0188508519066","23","10602461.31","-8927894.31","1674567.0","-656168.25"
"2_20_0.75_75_20.csv","2009/1/5","2011/12/30","2227334.25","2288172.25","60838.0","0.0188508519066","23","10602461.31","-8927894.31","1674567.0","-656168.25"
"2_20_0.75_75_8.csv","2009/1/5","2011/12/30","2227334.25","2288172.25","60838.0","0.0188508519066","23","10602461.31","-8927894.31","1674567.0","-656168.25"
"2_20_0.75_75_6.csv","2009/1/5","2011/12/30","2329519.0","2465607.25","136088.25","0.0408732462557","24","10595685.188","-8794773.688","1800911.5","-691575.75"
"2_20_0.75_75_4.csv","2009/1/5","2011/12/30","2598958.5","2746059.25","147100.75","0.0408731442722","24","11326515.747","-9388660.247","1937855.5","-747541.5"
"2_80_0.75_100_4.csv","2009/1/5","2011/12/30","4659315.5","4949843.0","290527.5","0.0513361554061","13","23981210.875","-20907792.75","3073418.125","-1464284.0"
"2_80_0.75_50_4.csv","2009/1/5","2011/12/30","4659315.5","4949843.0","290527.5","0.0513361554061","13","23981210.875","-20907792.75","3073418.125","-1464284.0"
"2_80_0.75_75_4.csv","2009/1/5","2011/12/30","4659315.5","4949843.0","290527.5","0.0513361554061","13","23981210.875","-20907792.75","3073418.125","-1464284.0"
"2_80_0.75_200_4.csv","2009/1/5","2011/12/30","5756925.0","6406851.5","649926.5","0.0961867269505","10","27516481.0","-23543929.5","3972551.5","-1457205.0"
"2_80_0.75_175_6.csv","2009/1/5","2011/12/30","6045975.5","6723705.5","677730.0","0.096186823244","10","28693593.25","-24551101.75","4142491.5","-1519541.0"
"2_80_0.75_125_10.csv","2009/1/5","2011/12/30","3815131.75","4822878.0","1007746.25","0.20928736789","11","23888775.375","-20513254.375","3375521.0","-1145577.5"
"2_80_0.75_125_12.csv","2009/1/5","2011/12/30","3815131.75","4822878.0","1007746.25","0.20928736789","11","23888775.375","-20513254.375","3375521.0","-1145577.5"
"2_80_0.75_125_14.csv","2009/1/5","2011/12/30","3815131.75","4822878.0","1007746.25","0.20928736789","11","23888775.375","-20513254.375","3375521.0","-1145577.5"
"2_80_0.75_125_16.csv","2009/1/5","2011/12/30","3815131.75","4822878.0","1007746.25","0.20928736789","11","23888775.375","-20513254.375","3375521.0","-1145577.5"
"2_80_0.75_125_18.csv","2009/1/5","2011/12/30","3815131.75","4822878.0","1007746.25","0.20928736789","11","23888775.375","-20513254.375","3375521.0","-1145577.5"
"2_80_0.75_125_20.csv","2009/1/5","2011/12/30","3815131.75","4822878.0","1007746.25","0.20928736789","11","23888775.375","-20513254.375","3375521.0","-1145577.5"
"2_80_0.75_125_4.csv","2009/1/5","2011/12/30","5255499.0","6138698.5","883199.5","0.141187697416","12","27525066.0","-23565811.0","3959255.0","-1404448.0"
"2_80_0.75_100_6.csv","2009/1/5","2011/12/30","5942614.5","6299021.0","356406.5","0.0513360636688","13","29419159.0","-25648817.5","3770341.5","-1796323.5"
"2_80_0.75_50_6.csv","2009/1/5","2011/12/30","5942614.5","6299021.0","356406.5","0.0513360636688","13","29419159.0","-25648817.5","3770341.5","-1796323.5"
"2_80_0.75_75_6.csv","2009/1/5","2011/12/30","5942614.5","6299021.0","356406.5","0.0513360636688","13","29419159.0","-25648817.5","3770341.5","-1796323.5"
"2_80_0.75_150_10.csv","2009/1/5","2011/12/30","5632737.0","6704595.5","1071858.5","0.161601236413","10","30585293.25","-26251877.75","4333415.5","-1515782.0"
"2_80_0.75_150_12.csv","2009/1/5","2011/12/30","5632737.0","6704595.5","1071858.5","0.161601236413","10","30585293.25","-26251877.75","4333415.5","-1515782.0"
"2_80_0.75_150_14.csv","2009/1/5","2011/12/30","5632737.0","6704595.5","1071858.5","0.161601236413","10","30585293.25","-26251877.75","4333415.5","-1515782.0"
"2_80_0.75_150_16.csv","2009/1/5","2011/12/30","5632737.0","6704595.5","1071858.5","0.161601236413","10","30585293.25","-26251877.75","4333415.5","-1515782.0"
"2_80_0.75_150_18.csv","2009/1/5","2011/12/30","5632737.0","6704595.5","1071858.5","0.161601236413","10","30585293.25","-26251877.75","4333415.5","-1515782.0"
"2_80_0.75_150_20.csv","2009/1/5","2011/12/30","5632737.0","6704595.5","1071858.5","0.161601236413","10","30585293.25","-26251877.75","4333415.5","-1515782.0"
"2_80_0.75_100_8.csv","2009/1/5","2011/12/30","3681270.0","4215281.5","534011.5","0.114074065371","12","22256401.0","-19420439.5","2835961.5","-1211226.0"
"2_80_0.75_50_8.csv","2009/1/5","2011/12/30","3681270.0","4215281.5","534011.5","0.114074065371","12","22256401.0","-19420439.5","2835961.5","-1211226.0"
"2_80_0.75_75_8.csv","2009/1/5","2011/12/30","3681270.0","4215281.5","534011.5","0.114074065371","12","22256401.0","-19420439.5","2835961.5","-1211226.0"
"2_80_0.75_100_10.csv","2009/1/5","2011/12/30","3589480.5","4113021.5","523541.0","0.114074131048","12","21820000.0","-19039645.25","2780354.75","-1187476.75"
