Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window_1_NetProfit,Window_1_MDD,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window_2_NetProfit,Window_2_MDD,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window_3_NetProfit,Window_3_MDD,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window_4_NetProfit,Window_4_MDD,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window_5_NetProfit,Window_5_MDD,Score_5,Pass5
2_40_1.25_50_8.csv,0.324801175,0.2056927654554127,4322701.0,-1557560.25,2.775302592628439,Yes,2_120_1.25_150_16.csv,0.5436168145326383,-0.04430831993702323,1147370.281,-1123525.0,1.0212236318729,No,2_20_1.25_150_4.csv,0.22779280442497898,0.10513204747105794,5517340.0,-1347073.0,4.0957988171390864,Yes,2_80_1.5_125_6.csv,0.24169140310381193,0.009485520043817475,1685042.531,-1268388.625,1.3284907305125035,No,2_100_0.75_50_4.csv,0.15129038985695895,0.019545028914608964,1290534.375,-711944.125,1.8126905324206446,Yes
2_40_1.25_50_6.csv,0.317652775,0.07653486451415237,2578726.0,-1560977.25,1.651994607865041,Yes,2_120_1.25_150_18.csv,0.5436168145326383,-0.04430831993702323,1147370.281,-1123525.0,1.0212236318729,No,2_20_1.25_150_6.csv,0.2185809440193338,0.09622603598608157,4321850.5,-1077643.75,4.010463105270179,Yes,2_80_1.5_100_6.csv,0.24169139945132406,0.00948550967848202,1833002.344,-1379763.0,1.3284907219573217,No,2_100_0.75_100_4.csv,0.15129034759127297,0.01954500282102076,1616220.562,-891615.0,1.812688842157209,Yes
2_40_1.25_50_4.csv,0.31641985,0.043777558124460166,2147289.25,-1814992.625,1.1830842838824207,No,2_120_1.25_150_20.csv,0.5436168145326383,-0.04430831993702323,1147370.281,-1123525.0,1.0212236318729,No,2_20_1.25_225_4.csv,0.1843540468154966,0.10513206957738264,3330655.5,-855928.25,3.891278854273124,Yes,2_80_1.5_150_6.csv,0.2416913841122119,0.009485533117789489,1603430.8280000002,-1206956.375,1.328491121313312,No,2_100_0.75_125_4.csv,0.15129034759127297,0.01954500282102076,1616220.562,-891615.0,1.812688842157209,Yes
2_60_1.25_50_4.csv,0.3105514,0.143454429857601,3383778.5,-1509410.5,2.2417881020438113,Yes,2_120_1.25_175_16.csv,0.5436168145326383,-0.04430831993702323,1147370.281,-1123525.0,1.0212236318729,No,2_20_1_200_10.csv,0.15445093883246722,0.1185288769590441,2791069.687,-796526.75,3.504050161529415,Yes,2_80_1.5_175_6.csv,0.24169137621614992,0.006327736046468009,1315442.844,-1001854.75,1.3130075432591402,No,2_100_0.75_75_4.csv,0.15129034759127297,0.01954500282102076,1616220.562,-891615.0,1.812688842157209,Yes
2_40_1.25_50_10.csv,0.29957817499999995,0.19469680596034844,3929547.75,-1442513.375,2.724097965469471,Yes,2_120_1.25_175_18.csv,0.5436168145326383,-0.04430831993702323,1147370.281,-1123525.0,1.0212236318729,No,2_20_1_200_12.csv,0.15445093883246722,0.1185288769590441,2791069.687,-796526.75,3.504050161529415,Yes,2_80_1.5_200_6.csv,0.24169137696342682,-0.021146241838574557,900708.3829999999,-849061.937,1.0608276543198754,No,2_100_0.75_150_4.csv,0.14928237594086086,0.019544974367190368,1718316.75,-976150.375,1.7602992264383446,Yes
2_40_1.75_50_6.csv,0.2646349,0.08275336183312962,2284427.0,-839938.0,2.719756696327586,Yes,2_120_1.25_175_20.csv,0.5436168145326383,-0.04430831993702323,1147370.281,-1123525.0,1.0212236318729,No,2_20_1_200_14.csv,0.15445093883246722,0.1185288769590441,2791069.687,-796526.75,3.504050161529415,Yes,2_80_1.5_225_6.csv,0.24169137646850203,-0.021146243015050307,944526.7,-890367.562,1.0608278426926787,No,2_40_1.75_75_6.csv,0.1425491550128693,-0.019463807945245982,1981810.75,-1616985.5,1.2256206069875086,No
2_40_1.25_50_12.csv,0.26454285,0.1871732177128547,3496463.75,-1345365.625,2.5988948171616917,Yes,2_120_1.25_150_14.csv,0.5436168035161031,-0.044308314346772695,1326539.188,-1298970.125,1.0212237852660393,No,2_20_1_200_16.csv,0.15445093883246722,0.1185288769590441,2791069.687,-796526.75,3.504050161529415,Yes,2_80_1.5_50_6.csv,0.24169135014850154,0.009485519835020658,2251271.187,-1694608.0,1.3284908291475077,No,2_40_1.75_50_6.csv,0.14254912933023012,-0.026894274525176155,2037843.25,-1999781.5,1.0190329543502628,No
2_40_1.25_50_14.csv,0.26454285,0.1871732177128547,3496463.75,-1345365.625,2.5988948171616917,Yes,2_120_1.25_175_14.csv,0.5436168035161031,-0.044308314346772695,1326539.188,-1298970.125,1.0212237852660393,No,2_20_1_200_18.csv,0.15445093883246722,0.1185288769590441,2791069.687,-796526.75,3.504050161529415,Yes,2_80_1.5_75_6.csv,0.24169135014850154,0.009485519835020658,2251271.187,-1694608.0,1.3284908291475077,No,2_40_1.75_100_6.csv,0.1333818557377845,-0.019463807097882882,1242673.625,-1067678.5,1.1639024528451214,No
2_40_1.25_50_16.csv,0.26454285,0.1871732177128547,3496463.75,-1345365.625,2.5988948171616917,Yes,2_120_1.25_100_16.csv,0.5436167999189451,-0.04430830116532417,1477562.344,-1446854.125,1.0212241292811741,No,2_20_1_200_20.csv,0.15445093883246722,0.1185288769590441,2791069.687,-796526.75,3.504050161529415,Yes,2_120_0.75_50_4.csv,0.2354239663624929,0.10456515418964205,2403354.805,-868298.687,2.767889484324419,Yes,2_40_1.75_50_4.csv,0.12868653637566146,-0.018941324477266507,1115467.875,-904662.625,1.2330208457545153,No
2_40_1.25_50_18.csv,0.26454285,0.1871732177128547,3496463.75,-1345365.625,2.5988948171616917,Yes,2_120_1.25_100_18.csv,0.5436167999189451,-0.04430830116532417,1477562.344,-1446854.125,1.0212241292811741,No,2_20_1_200_8.csv,0.15445093883246722,0.1185288769590441,2791069.687,-796526.75,3.504050161529415,Yes,2_120_1_200_4.csv,0.23188763890760772,0.08774190974090848,2885195.2810000004,-859809.75,3.3556205672243196,Yes,2_40_1.75_75_4.csv,0.12868652281930645,-0.011169485879983381,1083860.0,-767909.5,1.4114423639764841,No
2_40_1.25_50_20.csv,0.26454285,0.1871732177128547,3496463.75,-1345365.625,2.5988948171616917,Yes,2_120_1.25_100_20.csv,0.5436167999189451,-0.04430830116532417,1477562.344,-1446854.125,1.0212241292811741,No,2_20_1.25_200_4.csv,0.15241945262691042,0.10513206556581105,2620721.437,-706628.5,3.7087683797073003,Yes,2_120_1_225_4.csv,0.2318876377714988,0.08148159053142015,2549759.484,-832486.25,3.0628247421503962,Yes,2_40_0.75_75_4.csv,0.12634964569376733,-0.0020877261224947286,1350304.125,-2256967.375,0.5982825183726903,No
1_60_1.25_50_10.csv,0.24402877499999998,0.12437555426447307,2600802.0,-864106.75,3.009815627525187,Yes,2_120_1.25_125_16.csv,0.5436167999189451,-0.04430830116532417,1477562.344,-1446854.125,1.0212241292811741,No,2_20_1.25_150_10.csv,0.1475320949603135,0.09622603295430035,3231819.375,-916524.625,3.5261675320507617,Yes,2_120_1_175_4.csv,0.231887635594485,0.0853680158521284,2102409.75,-929928.5,2.260829461619899,Yes,2_40_0.75_75_6.csv,0.12634963463996193,-0.0020877262289562644,1129424.625,-1887778.5,0.5982823858837253,No
1_60_1.25_50_12.csv,0.24402877499999998,0.12437555426447307,2600802.0,-864106.75,3.009815627525187,Yes,2_120_1.25_125_18.csv,0.5436167999189451,-0.04430830116532417,1477562.344,-1446854.125,1.0212241292811741,No,2_20_1.25_150_12.csv,0.1475320949603135,0.09622603295430035,3231819.375,-916524.625,3.5261675320507617,Yes,2_120_1_50_4.csv,0.231887610778693,0.0963389605874221,2026699.3909999998,-740127.75,2.7383102322538235,Yes,2_20_1.25_100_4.csv,0.11265590950674882,-0.007759290128458669,2800362.5,-2418432.5,1.157924606124008,No
1_60_1.25_50_14.csv,0.24402877499999998,0.12437555426447307,2600802.0,-864106.75,3.009815627525187,Yes,2_120_1.25_125_20.csv,0.5436167999189451,-0.04430830116532417,1477562.344,-1446854.125,1.0212241292811741,No,2_20_1.25_150_14.csv,0.1475320949603135,0.09622603295430035,3231819.375,-916524.625,3.5261675320507617,Yes,2_120_1_100_4.csv,0.23188760941552974,0.09633895631886749,2083481.898,-760864.0,2.7383105232998277,Yes,2_40_1.75_100_4.csv,0.11989019964180672,-0.011169468207390124,648421.813,-483504.43700000003,1.3410876165341166,No
1_60_1.25_50_16.csv,0.24402877499999998,0.12437555426447307,2600802.0,-864106.75,3.009815627525187,Yes,2_120_1.25_50_16.csv,0.5436167999189451,-0.04430830116532417,1477562.344,-1446854.125,1.0212241292811741,No,2_20_1.25_150_16.csv,0.1475320949603135,0.09622603295430035,3231819.375,-916524.625,3.5261675320507617,Yes,2_120_1_125_4.csv,0.23188760941552974,0.09633895631886749,2083481.898,-760864.0,2.7383105232998277,Yes,2_100_0.75_200_4.csv,0.11936979734231597,0.014038032585527773,1549879.625,-996483.75,1.5553486195836108,Yes
1_60_1.25_50_18.csv,0.24402877499999998,0.12437555426447307,2600802.0,-864106.75,3.009815627525187,Yes,2_120_1.25_50_18.csv,0.5436167999189451,-0.04430830116532417,1477562.344,-1446854.125,1.0212241292811741,No,2_20_1.25_150_18.csv,0.1475320949603135,0.09622603295430035,3231819.375,-916524.625,3.5261675320507617,Yes,2_120_1_150_4.csv,0.23188760941552974,0.09633895631886749,2083481.898,-760864.0,2.7383105232998277,Yes,2_100_0.75_225_4.csv,0.11936977579069713,0.014038093600694808,1462839.75,-940521.0,1.5553504387461843,Yes
1_60_1.25_50_20.csv,0.24402877499999998,0.12437555426447307,2600802.0,-864106.75,3.009815627525187,Yes,2_120_1.25_50_20.csv,0.5436167999189451,-0.04430830116532417,1477562.344,-1446854.125,1.0212241292811741,No,2_20_1.25_150_20.csv,0.1475320949603135,0.09622603295430035,3231819.375,-916524.625,3.5261675320507617,Yes,2_120_1_75_4.csv,0.23188760941552974,0.09633895631886749,2083481.898,-760864.0,2.7383105232998277,Yes,2_40_1.75_50_18.csv,0.11744030309021188,-0.026894265215078393,1745016.0,-2048247.0,0.8519558432161746,No
1_60_1.25_50_4.csv,0.24402877499999998,0.12437555426447307,2600802.0,-864106.75,3.009815627525187,Yes,2_120_1.25_75_16.csv,0.5436167999189451,-0.04430830116532417,1477562.344,-1446854.125,1.0212241292811741,No,2_20_1.25_150_8.csv,0.1475320949603135,0.09622603295430035,3231819.375,-916524.625,3.5261675320507617,Yes,2_80_1.75_225_4.csv,0.22773533733105145,-0.002394385704087818,1998200.875,-921105.75,2.1693501261934367,Yes,2_40_1.75_50_20.csv,0.11744030309021188,-0.026894265215078393,1745016.0,-2048247.0,0.8519558432161746,No
1_60_1.25_50_6.csv,0.24402877499999998,0.12437555426447307,2600802.0,-864106.75,3.009815627525187,Yes,2_120_1.25_75_18.csv,0.5436167999189451,-0.04430830116532417,1477562.344,-1446854.125,1.0212241292811741,No,2_20_1.25_225_6.csv,0.14482652881002872,0.09622606735062736,2392728.25,-664284.25,3.601964445190444,Yes,2_80_1.75_50_4.csv,0.22773530554583565,0.011949396868340727,5162028.75,-1760833.0,2.931583375595528,Yes,2_40_1.75_75_18.csv,0.1174403015516034,-0.019463807442134568,1735816.25,-1656174.0,1.048088093400814,No
1_60_1.25_50_8.csv,0.24402877499999998,0.12437555426447307,2600802.0,-864106.75,3.009815627525187,Yes,2_120_1.25_75_20.csv,0.5436167999189451,-0.04430830116532417,1477562.344,-1446854.125,1.0212241292811741,No,2_20_1_225_4.csv,0.1407193765088493,0.11985448987668454,2668474.312,-800440.375,3.3337577605327566,Yes,2_80_1.75_75_4.csv,0.22773530554583565,0.011949396868340727,5162028.75,-1760833.0,2.931583375595528,Yes,2_40_1.75_75_20.csv,0.1174403015516034,-0.019463807442134568,1735816.25,-1656174.0,1.048088093400814,No
3_60_1.25_50_10.csv,0.24402877499999998,0.12437555426447307,2600802.0,-864106.75,3.009815627525187,Yes,2_120_1.25_100_14.csv,0.5436167921696589,-0.04430832609449388,1708292.281,-1672790.0,1.0212233938509914,No,2_20_1_225_10.csv,0.14050170220321717,0.11852889343193618,2857680.937,-834289.375,3.425287463357663,Yes,2_80_1.75_150_4.csv,0.2277352972670955,0.011949390422402558,2701003.875,-921347.0,2.9315815593907617,Yes,2_40_1.75_50_14.csv,0.1174402967357584,-0.026894275553231733,1966386.5,-2308086.5,0.8519552885041354,No
3_60_1.25_50_12.csv,0.24402877499999998,0.12437555426447307,2600802.0,-864106.75,3.009815627525187,Yes,2_120_1.25_125_14.csv,0.5436167921696589,-0.04430832609449388,1708292.281,-1672790.0,1.0212233938509914,No,2_20_1_225_12.csv,0.14050170220321717,0.11852889343193618,2857680.937,-834289.375,3.425287463357663,Yes,2_80_1.75_200_4.csv,0.22773528460478126,-0.0020472961811712864,2076894.75,-920194.0,2.257018356998633,Yes,2_40_1.75_50_12.csv,0.1174402956128673,-0.02689430013720783,2060237.5,-2418247.5,0.8519547730329505,No
3_60_1.25_50_14.csv,0.24402877499999998,0.12437555426447307,2600802.0,-864106.75,3.009815627525187,Yes,2_120_1.25_50_14.csv,0.5436167921696589,-0.04430832609449388,1708292.281,-1672790.0,1.0212233938509914,No,2_20_1_225_14.csv,0.14050170220321717,0.11852889343193618,2857680.937,-834289.375,3.425287463357663,Yes,2_80_1.75_125_4.csv,0.22773528151831338,0.011949371212568992,3366233.125,-1148265.5,2.9315808277789412,Yes,2_40_1.75_50_8.csv,0.1174402892116809,-0.02689426162907172,2504922.5,-2940203.0,0.8519556302745083,No
