Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Score_7,Pass7
2_40_1.5_50_4.csv,0.2744950625,0.009786436264116405,0.057366246266273596,No,2_60_1.5_125_4.csv,0.17059572311373553,0.018515630100457238,0.041475775673294836,No,2_20_1.5_100_4.csv,0.4464203453676455,0.263667599562854,1.0000000000013425,Yes,2_20_1.5_100_4.csv,0.263667599562854,0.19157206201575092,0.5531355716441907,Yes,2_40_0.75_75_4.csv,0.34633835145800335,0.14944243617617764,0.5409390132327485,Yes,2_100_1.25_150_4.csv,0.27626485152787716,-0.040685042756348225,-0.305867978227759,No,2_20_1.75_125_4.csv,0.13301504456944216,0.05715446102687659,0.5819493317213704,Yes
2_120_1.75_100_10.csv,0.26007703125,0.014178403813394606,0.08311113288544002,No,2_60_1.5_100_4.csv,0.16947118620036367,0.05001105021058046,0.11202681672003681,No,2_100_0.75_175_10.csv,0.43791425357782765,-0.030317012969598652,-0.11498194324939147,No,2_20_1.5_75_4.csv,0.23800428668331736,0.18665007996035113,0.5389240873119285,Yes,2_40_0.75_75_6.csv,0.34633834816698267,0.1494425001561798,0.5409392448221158,Yes,2_100_1.25_100_4.csv,0.27626484288196274,-0.04068505120298795,-0.30586804172914533,No,2_20_1.5_50_4.csv,0.12612302054312088,0.09271330196038312,0.9440110736440115,Yes
2_120_1.75_50_10.csv,0.26007703125,0.014178403813394606,0.08311113288544002,No,2_60_1.5_50_4.csv,0.1694711586606559,0.034119614679017224,0.07642934519691175,No,2_100_0.75_175_12.csv,0.43791425357782765,-0.030317012969598652,-0.11498194324939147,No,2_20_1.5_225_4.csv,0.23335648182535146,0.2199021514444781,0.6349344521594594,Yes,2_40_0.75_75_8.csv,0.34633833345173337,0.14647267878049475,0.5301893381319792,Yes,2_100_1.25_50_4.csv,0.27626484288196274,-0.04068505120298795,-0.30586804172914533,No,2_20_1.5_50_10.csv,0.11363862025922938,0.09271324297805782,0.9440104730832822,Yes
2_120_1.75_75_10.csv,0.26007703125,0.014178403813394606,0.08311113288544002,No,2_60_1.5_75_4.csv,0.1694711586606559,0.034119614679017224,0.07642934519691175,No,2_100_0.75_175_14.csv,0.43791425357782765,-0.030317012969598652,-0.11498194324939147,No,2_20_1.5_200_4.csv,0.22182690065826977,0.21990222366247258,0.6349346606780777,Yes,2_40_0.75_75_10.csv,0.34633830831392914,0.14647267340203396,0.5301893186634845,Yes,2_100_1.25_75_4.csv,0.27626484288196274,-0.04068505120298795,-0.30586804172914533,No,2_20_1.5_50_12.csv,0.11363862025922938,0.09271324297805782,0.9440104730832822,Yes
2_40_1.5_75_4.csv,0.25396220325,0.012931455514863553,0.07580175680161164,No,2_60_1.5_150_4.csv,0.14731879013688057,-0.027227717427133896,-0.06099121088381316,No,2_100_0.75_175_16.csv,0.43791425357782765,-0.030317012969598652,-0.11498194324939147,No,2_20_1.5_125_4.csv,0.22062862627587804,0.21796306648748173,0.6293356354276823,Yes,2_40_0.75_75_12.csv,0.34633830831392914,0.14647267340203396,0.5301893186634845,Yes,2_100_1.25_125_4.csv,0.2762648412399019,-0.04068502825691367,-0.30586786922178455,No,2_20_1.5_50_14.csv,0.11363862025922938,0.09271324297805782,0.9440104730832822,Yes
2_40_1.5_125_4.csv,0.2463844375,0.004472536848015103,0.026217168674462606,No,2_60_1.5_225_4.csv,0.1470773280853217,0.021301306255525895,0.0477158052417847,No,2_100_0.75_175_18.csv,0.43791425357782765,-0.030317012969598652,-0.11498194324939147,No,2_20_1.5_150_4.csv,0.21037614362352677,0.2199021502800017,0.6349344487972086,Yes,2_40_0.75_75_14.csv,0.34633830831392914,0.14647267340203396,0.5301893186634845,Yes,2_80_1.25_100_6.csv,0.22019022663397753,-0.04966177086789607,-0.37335454067338925,No,2_20_1.5_50_16.csv,0.11363862025922938,0.09271324297805782,0.9440104730832822,Yes
2_40_1.5_150_4.csv,0.2346125,0.014234278676261963,0.08343866080845894,No,2_60_1.5_175_4.csv,0.1470773267546793,-0.015287988574496897,-0.034245725431513635,No,2_100_0.75_175_20.csv,0.43791425357782765,-0.030317012969598652,-0.11498194324939147,No,2_20_1.5_175_4.csv,0.20012798048133792,0.21990212407397136,0.6349343731312299,Yes,2_40_0.75_75_16.csv,0.34633830831392914,0.14647267340203396,0.5301893186634845,Yes,2_80_1.25_50_6.csv,0.22019022663397753,-0.04966177086789607,-0.37335454067338925,No,2_20_1.5_50_18.csv,0.11363862025922938,0.09271324297805782,0.9440104730832822,Yes
2_120_1.75_100_4.csv,0.21831378125,0.03750264996605841,0.21983347109500723,No,2_60_1.5_200_4.csv,0.14707730636857624,0.021301311187443012,0.04771581628948261,No,2_100_0.75_175_8.csv,0.4379142373631376,-0.03031702002552516,-0.11498197001008,No,2_40_1.5_100_8.csv,0.18592300748035376,0.20201863461376773,0.5832984818562835,Yes,2_40_0.75_75_18.csv,0.34633830831392914,0.14647267340203396,0.5301893186634845,Yes,2_80_1.25_75_6.csv,0.22019022663397753,-0.04966177086789607,-0.37335454067338925,No,2_20_1.5_50_20.csv,0.11363862025922938,0.09271324297805782,0.9440104730832822,Yes
2_120_1.75_50_4.csv,0.21831378125,0.03750264996605841,0.21983347109500723,No,2_20_2_50_8.csv,0.13854658783172896,0.2063118140027254,0.462146979060478,No,2_100_0.75_175_6.csv,0.4377131167470438,-0.030317002719936176,-0.11498190437596716,No,2_40_1.5_100_10.csv,0.18592299885488925,0.20201866361178736,0.5832985655837123,Yes,2_40_0.75_75_20.csv,0.34633830831392914,0.14647267340203396,0.5301893186634845,Yes,2_80_1.25_125_6.csv,0.22019022232726904,-0.04966181002726565,-0.373354835071438,No,2_20_1.5_50_8.csv,0.11363862025922938,0.09271324297805782,0.9440104730832822,Yes
2_120_1.75_75_4.csv,0.21831378125,0.03750264996605841,0.21983347109500723,No,2_80_1.5_200_4.csv,0.1285939991899423,0.05250307920432971,0.1176090645266366,No,2_100_0.75_200_10.csv,0.4307560124496286,-0.03031700011192743,-0.11498189448469211,No,2_40_1.5_100_12.csv,0.18592299885488925,0.20201866361178736,0.5832985655837123,Yes,2_40_0.75_100_4.csv,0.3442964167075833,0.09489329607183233,0.34348667790041487,No,2_80_1.25_150_4.csv,0.21991574452644144,-0.03388086486821403,-0.25471453231375923,No,2_20_1.5_50_6.csv,0.11363852579066305,0.09271329344932962,0.9440109869840762,Yes
