Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Score_7,Pass7
2_40_1.5_50_4.csv,0.2744950625,0.009786436264116405,0.0356525038191403,No,2_60_1.5_125_4.csv,0.17059572311373553,0.018515630100457238,0.10853513653512249,No,2_20_1.5_100_4.csv,0.4464203453676455,0.263667599562854,0.5906263061234651,Yes,2_20_1.5_100_4.csv,0.263667599562854,0.19157206201575092,0.7265665646191135,Yes,2_40_0.75_75_4.csv,0.34633835145800335,0.14944243617617764,0.4314926012295779,No,2_100_1.25_150_4.csv,0.27626485152787716,-0.040685042756348225,-0.14726825555744938,No,2_20_1.75_125_4.csv,0.13301504456944216,0.05715446102687659,0.4296841850625279,No
2_120_1.75_100_10.csv,0.26007703125,0.014178403813394606,0.05451617063317508,No,2_60_1.5_100_4.csv,0.16947118620036367,0.05001105021058046,0.29510060873388244,No,2_100_0.75_175_10.csv,0.43791425357782765,-0.030317012969598652,-0.06923047770631792,No,2_20_1.5_75_4.csv,0.23800428668331736,0.18665007996035113,0.7842299084667459,Yes,2_40_0.75_75_6.csv,0.34633834816698267,0.1494425001561798,0.43149279006241603,No,2_100_1.25_100_4.csv,0.27626484288196274,-0.04068505120298795,-0.147268290740748,No,2_20_1.5_50_4.csv,0.12612302054312088,0.09271330196038312,0.7351021372714814,Yes
2_120_1.75_50_10.csv,0.26007703125,0.014178403813394606,0.05451617063317508,No,2_60_1.5_50_4.csv,0.1694711586606559,0.034119614679017224,0.20132991919490764,No,2_100_0.75_175_12.csv,0.43791425357782765,-0.030317012969598652,-0.06923047770631792,No,2_20_1.5_225_4.csv,0.23335648182535146,0.2199021514444781,0.9423443039780535,Yes,2_40_0.75_75_8.csv,0.34633833345173337,0.14647267878049475,0.4229178945359439,No,2_100_1.25_50_4.csv,0.27626484288196274,-0.04068505120298795,-0.147268290740748,No,2_20_1.5_50_10.csv,0.11363862025922938,0.09271324297805782,0.815860336622909,Yes
2_120_1.75_75_10.csv,0.26007703125,0.014178403813394606,0.05451617063317508,No,2_60_1.5_75_4.csv,0.1694711586606559,0.034119614679017224,0.20132991919490764,No,2_100_0.75_175_14.csv,0.43791425357782765,-0.030317012969598652,-0.06923047770631792,No,2_20_1.5_200_4.csv,0.22182690065826977,0.21990222366247258,0.9913235185178817,Yes,2_40_0.75_75_10.csv,0.34633830831392914,0.14647267340203396,0.4229179097025204,No,2_100_1.25_75_4.csv,0.27626484288196274,-0.04068505120298795,-0.147268290740748,No,2_20_1.5_50_12.csv,0.11363862025922938,0.09271324297805782,0.815860336622909,Yes
2_40_1.5_75_4.csv,0.25396220325,0.012931455514863553,0.05091881921552652,No,2_60_1.5_150_4.csv,0.14731879013688057,-0.027227717427133896,-0.1848217556079261,No,2_100_0.75_175_16.csv,0.43791425357782765,-0.030317012969598652,-0.06923047770631792,No,2_20_1.5_125_4.csv,0.22062862627587804,0.21796306648748173,0.98791834118088,Yes,2_40_0.75_75_12.csv,0.34633830831392914,0.14647267340203396,0.4229179097025204,No,2_100_1.25_125_4.csv,0.2762648412399019,-0.04068502825691367,-0.14726820855783,No,2_20_1.5_50_14.csv,0.11363862025922938,0.09271324297805782,0.815860336622909,Yes
2_40_1.5_125_4.csv,0.2463844375,0.004472536848015103,0.018152675929522143,No,2_60_1.5_225_4.csv,0.1470773280853217,0.021301306255525895,0.1448306583538742,No,2_100_0.75_175_18.csv,0.43791425357782765,-0.030317012969598652,-0.06923047770631792,No,2_20_1.5_150_4.csv,0.21037614362352677,0.2199021502800017,1.0452808312406465,Yes,2_40_0.75_75_14.csv,0.34633830831392914,0.14647267340203396,0.4229179097025204,No,2_80_1.25_100_6.csv,0.22019022663397753,-0.04966177086789607,-0.22554030497660957,No,2_20_1.5_50_16.csv,0.11363862025922938,0.09271324297805782,0.815860336622909,Yes
2_40_1.5_150_4.csv,0.2346125,0.014234278676261963,0.06067144195753407,No,2_60_1.5_175_4.csv,0.1470773267546793,-0.015287988574496897,-0.10394524371521123,No,2_100_0.75_175_20.csv,0.43791425357782765,-0.030317012969598652,-0.06923047770631792,No,2_20_1.5_175_4.csv,0.20012798048133792,0.21990212407397136,1.0988074908119976,Yes,2_40_0.75_75_16.csv,0.34633830831392914,0.14647267340203396,0.4229179097025204,No,2_80_1.25_50_6.csv,0.22019022663397753,-0.04966177086789607,-0.22554030497660957,No,2_20_1.5_50_18.csv,0.11363862025922938,0.09271324297805782,0.815860336622909,Yes
2_120_1.75_100_4.csv,0.21831378125,0.03750264996605841,0.1717832458918963,No,2_60_1.5_200_4.csv,0.14707730636857624,0.021301311187443012,0.14483071327171204,No,2_100_0.75_175_8.csv,0.4379142373631376,-0.03031702002552516,-0.06923049638229725,No,2_40_1.5_100_8.csv,0.18592300748035376,0.20201863461376773,1.0865714649926517,Yes,2_40_0.75_75_18.csv,0.34633830831392914,0.14647267340203396,0.4229179097025204,No,2_80_1.25_75_6.csv,0.22019022663397753,-0.04966177086789607,-0.22554030497660957,No,2_20_1.5_50_20.csv,0.11363862025922938,0.09271324297805782,0.815860336622909,Yes
2_120_1.75_50_4.csv,0.21831378125,0.03750264996605841,0.1717832458918963,No,2_20_2_50_8.csv,0.13854658783172896,0.2063118140027254,1.4891150856295383,Yes,2_100_0.75_175_6.csv,0.4377131167470438,-0.030317002719936176,-0.06926226690496118,No,2_40_1.5_100_10.csv,0.18592299885488925,0.20201866361178736,1.0865716713695037,Yes,2_40_0.75_75_20.csv,0.34633830831392914,0.14647267340203396,0.4229179097025204,No,2_80_1.25_125_6.csv,0.22019022232726904,-0.04966181002726565,-0.22554048723132325,No,2_20_1.5_50_8.csv,0.11363862025922938,0.09271324297805782,0.815860336622909,Yes
2_120_1.75_75_4.csv,0.21831378125,0.03750264996605841,0.1717832458918963,No,2_80_1.5_200_4.csv,0.1285939991899423,0.05250307920432971,0.40828560846590517,No,2_100_0.75_200_10.csv,0.4307560124496286,-0.03031700011192743,-0.07038090992513452,No,2_40_1.5_100_12.csv,0.18592299885488925,0.20201866361178736,1.0865716713695037,Yes,2_40_0.75_100_4.csv,0.3442964167075833,0.09489329607183233,0.27561511380011483,No,2_80_1.25_150_4.csv,0.21991574452644144,-0.03388086486821403,-0.15406293415313146,No,2_20_1.5_50_6.csv,0.11363852579066305,0.09271329344932962,0.8158614589925213,Yes
2_60_1_50_4.csv,0.2173334375,0.0896550709577677,0.41252313490770465,No,2_20_2_75_8.csv,0.1272978725911981,0.22516367062957704,1.768793665175091,Yes,2_100_0.75_200_12.csv,0.4307560124496286,-0.03031700011192743,-0.07038090992513452,No,2_40_1.5_100_14.csv,0.1859229685594318,0.20201864566441852,1.086571751891115,Yes,2_40_0.75_100_10.csv,0.3442963416362048,0.07127483804088666,0.20701596102405895,No,2_100_1.25_225_4.csv,0.21561720319049263,-0.04211216998697848,-0.19530987956361437,No,2_20_1.75_125_12.csv,0.11146306702083086,0.057154487229602785,0.5127661453898574,Yes
2_120_1.75_100_6.csv,0.21496803125,0.01379440441369054,0.06416956202035524,No,2_80_1.5_225_4.csv,0.1266169974358994,0.052503091640574,0.4146606909325424,No,2_100_0.75_200_14.csv,0.4307560124496286,-0.03031700011192743,-0.07038090992513452,No,2_40_1.5_100_16.csv,0.1859229685594318,0.20201864566441852,1.086571751891115,Yes,2_40_0.75_100_12.csv,0.3442963416362048,0.07127483804088666,0.20701596102405895,No,2_60_0.75_50_4.csv,0.21162485731811587,-0.04722196758845071,-0.22313998547659428,No,2_20_1.75_125_14.csv,0.11146306702083086,0.057154487229602785,0.5127661453898574,Yes
2_120_1.75_50_6.csv,0.21496803125,0.01379440441369054,0.06416956202035524,No,1_100_2_150_10.csv,0.12228079133579045,0.10922596621604644,0.8932389545640519,Yes,2_100_0.75_200_16.csv,0.4307560124496286,-0.03031700011192743,-0.07038090992513452,No,2_40_1.5_100_18.csv,0.1859229685594318,0.20201864566441852,1.086571751891115,Yes,2_40_0.75_100_14.csv,0.3442963416362048,0.07127483804088666,0.20701596102405895,No,2_60_0.75_75_4.csv,0.21162483991727543,-0.04722198745323668,-0.22314009769219836,No,2_20_1.75_125_16.csv,0.11146306702083086,0.057154487229602785,0.5127661453898574,Yes
2_120_1.75_75_6.csv,0.21496803125,0.01379440441369054,0.06416956202035524,No,1_100_2_150_12.csv,0.12228079133579045,0.10922596621604644,0.8932389545640519,Yes,2_100_0.75_200_18.csv,0.4307560124496286,-0.03031700011192743,-0.07038090992513452,No,2_40_1.5_100_20.csv,0.1859229685594318,0.20201864566441852,1.086571751891115,Yes,2_40_0.75_100_16.csv,0.3442963416362048,0.07127483804088666,0.20701596102405895,No,2_120_0.75_100_4.csv,0.2092770338481389,-0.0888560161310469,-0.4245856054875326,No,2_20_1.75_125_18.csv,0.11146306702083086,0.057154487229602785,0.5127661453898574,Yes
2_120_1.75_100_12.csv,0.20914306250000003,0.004962854442562768,0.023729471985535103,No,1_100_2_150_14.csv,0.12228079133579045,0.10922596621604644,0.8932389545640519,Yes,2_100_0.75_200_20.csv,0.4307560124496286,-0.03031700011192743,-0.07038090992513452,No,2_20_1.5_50_4.csv,0.18341214883955037,0.21466438318841125,1.1703934801843494,Yes,2_40_0.75_100_18.csv,0.3442963416362048,0.07127483804088666,0.20701596102405895,No,2_120_0.75_125_4.csv,0.2092770338481389,-0.0888560161310469,-0.4245856054875326,No,2_20_1.75_125_20.csv,0.11146306702083086,0.057154487229602785,0.5127661453898574,Yes
2_120_1.75_50_12.csv,0.20914306250000003,0.004962854442562768,0.023729471985535103,No,1_100_2_150_16.csv,0.12228079133579045,0.10922596621604644,0.8932389545640519,Yes,2_100_0.75_225_8.csv,0.43075598579874075,-0.03031701421184311,-0.07038094701255741,No,2_60_1.25_125_6.csv,0.1626546949410457,0.28317226544078566,1.740941234702273,Yes,2_40_0.75_100_20.csv,0.3442963416362048,0.07127483804088666,0.20701596102405895,No,2_120_0.75_150_4.csv,0.2092770338481389,-0.0888560161310469,-0.4245856054875326,No,2_20_1.75_125_10.csv,0.11146306093158473,0.05715443895759838,0.5127657403261102,Yes
2_120_1.75_75_12.csv,0.20914306250000003,0.004962854442562768,0.023729471985535103,No,1_100_2_150_18.csv,0.12228079133579045,0.10922596621604644,0.8932389545640519,Yes,2_100_0.75_200_8.csv,0.43075597954337064,-0.0303170048592028,-0.07038092632246405,No,2_60_1.25_150_6.csv,0.1626546710529692,0.28317226748938695,1.740941502978237,Yes,2_40_0.75_100_8.csv,0.3442963416362048,0.07127483804088666,0.20701596102405895,No,2_120_0.75_75_4.csv,0.2092770338481389,-0.0888560161310469,-0.4245856054875326,No,2_20_1.75_125_8.csv,0.11146305686985064,0.057154473399412334,0.5127660680089593,Yes
