Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Pass5
2_20_2_50_6.csv,0.53992365,0.16393038660137432,No,2_60_0.75_100_4.csv,0.29064182306111275,-0.035379864280874494,No,1_40_0.75_200_10.csv,0.22378061051365233,0.2664620121375768,Yes,2_80_0.75_50_6.csv,0.9325758245303228,0.12779950242450822,No,2_60_0.75_100_4.csv,0.20894643032121465,-0.0002719105382971938,No
2_20_1.25_50_10.csv,0.5255194999999999,0.15408547943921563,,2_60_1.5_125_6.csv,0.27978348406936693,-0.06472866490342355,,1_40_0.75_200_12.csv,0.22378061051365233,0.2664620121375768,,2_80_0.75_75_6.csv,0.9325758245303228,0.12779950242450822,,2_60_0.75_50_4.csv,0.19408527481583054,0.01808447272663907,
2_20_1.25_50_12.csv,0.5255194999999999,0.15408547943921563,,2_60_1_100_12.csv,0.2788238248801672,-0.06077627681002702,,1_40_0.75_200_14.csv,0.22378061051365233,0.2664620121375768,,2_80_0.75_50_8.csv,0.9187966895078234,0.06361619428343743,,2_60_0.75_75_4.csv,0.1940852445774141,0.0022346410196788,
2_20_1.25_50_14.csv,0.5255194999999999,0.15408547943921563,,2_60_1_100_14.csv,0.2788238248801672,-0.06077627681002702,,1_40_0.75_200_16.csv,0.22378061051365233,0.2664620121375768,,2_80_0.75_75_8.csv,0.9187966895078234,0.06361619428343743,,2_60_1.25_50_6.csv,0.18109975257347682,-0.02649884705149016,
2_20_1.25_50_16.csv,0.5255194999999999,0.15408547943921563,,2_60_1_100_16.csv,0.2788238248801672,-0.06077627681002702,,1_40_0.75_200_18.csv,0.22378061051365233,0.2664620121375768,,2_60_1_100_4.csv,0.892962602418139,-0.039784453415818,,2_60_1.25_75_6.csv,0.18109975257347682,-0.02649884705149016,
2_20_1.25_50_18.csv,0.5255194999999999,0.15408547943921563,,2_60_1_100_18.csv,0.2788238248801672,-0.06077627681002702,,1_40_0.75_200_20.csv,0.22378061051365233,0.2664620121375768,,2_60_1_50_4.csv,0.8357812174450145,-0.03916788863853878,,2_60_0.75_100_6.csv,0.178395493247769,-0.0007544119538925075,
2_20_1.25_50_20.csv,0.5255194999999999,0.15408547943921563,,2_60_1_100_20.csv,0.2788238248801672,-0.06077627681002702,,1_40_0.75_200_6.csv,0.22378061051365233,0.2664620121375768,,2_60_1_75_4.csv,0.8357812174450145,-0.03916788863853878,,2_60_0.75_50_6.csv,0.16771070473651076,0.01755768258107132,
2_20_1.5_50_10.csv,0.5214401,0.15553593430695078,,2_60_1_100_10.csv,0.2788237945884021,-0.06374997326532111,,1_40_0.75_200_8.csv,0.22378061051365233,0.2664620121375768,,2_80_0.75_50_4.csv,0.8057276980144044,0.11217764261733934,,2_60_0.75_75_6.csv,0.16771070473651076,0.0017461321230777438,
2_20_1.5_50_12.csv,0.5214401,0.15553593430695078,,2_60_1_100_8.csv,0.27882377317087753,-0.06374997283483984,,3_40_0.75_200_10.csv,0.22378061051365233,0.2664620121375768,,2_80_0.75_75_4.csv,0.8057276980144044,0.11217764261733934,,2_100_0.75_150_4.csv,0.1603829556705859,-0.027919893332600615,
2_20_1.5_50_14.csv,0.5214401,0.15553593430695078,,2_60_1.25_125_6.csv,0.2628388087539576,-0.0639976906975701,,3_40_0.75_200_12.csv,0.22378061051365233,0.2664620121375768,,2_80_1_100_6.csv,0.7665043644576346,0.029276352947654648,,2_100_0.75_150_6.csv,0.14894223122749167,-0.017098430824511318,
2_20_1.5_50_16.csv,0.5214401,0.15553593430695078,,2_60_1.5_125_16.csv,0.2560318583049792,-0.08052522263500393,,3_40_0.75_200_14.csv,0.22378061051365233,0.2664620121375768,,2_80_1_50_6.csv,0.7665043273206924,0.029276363800205873,,2_100_0.75_100_4.csv,0.1439425160447054,-0.027919923440650612,
2_20_1.5_50_18.csv,0.5214401,0.15553593430695078,,2_60_1.5_125_18.csv,0.2560318583049792,-0.08052522263500393,,3_40_0.75_200_16.csv,0.22378061051365233,0.2664620121375768,,2_80_1_75_6.csv,0.7665043273206924,0.029276363800205873,,2_100_0.75_75_4.csv,0.1439425160447054,-0.027919923440650612,
2_20_1.5_50_20.csv,0.5214401,0.15553593430695078,,2_60_1.5_125_20.csv,0.2560318583049792,-0.08052522263500393,,3_40_0.75_200_18.csv,0.22378061051365233,0.2664620121375768,,2_60_0.75_100_4.csv,0.7317265352594227,0.20894643032121465,,2_100_0.75_125_4.csv,0.1439425123921492,-0.027919907262892407,
2_20_1.5_50_8.csv,0.51227905,0.16684521326297608,,2_60_1.5_125_10.csv,0.2560318330503575,-0.06529016721416793,,3_40_0.75_200_20.csv,0.22378061051365233,0.2664620121375768,,2_80_1_100_8.csv,0.7653401879931394,-0.005502790286596726,,2_80_0.75_125_6.csv,0.13842015115149825,0.02069788799590239,
2_20_1.25_50_8.csv,0.5117872,0.15408554691626938,,2_60_1.5_125_12.csv,0.2560317876172207,-0.08052522295495151,,3_40_0.75_200_6.csv,0.22378061051365233,0.2664620121375768,,2_80_1_50_8.csv,0.7653401598143807,-0.00550280501514549,,2_60_2_150_10.csv,0.1377963776753461,-0.031157837100142083,
2_20_1_50_10.csv,0.5007005,0.13931869607628367,,2_60_1.5_125_14.csv,0.2560317876172207,-0.08052522295495151,,3_40_0.75_200_8.csv,0.22378061051365233,0.2664620121375768,,2_80_1_75_8.csv,0.7653401598143807,-0.00550280501514549,,2_60_0.75_125_4.csv,0.13464137818033073,0.017322445297350823,
2_20_1_50_12.csv,0.5007005,0.13931869607628367,,2_60_1_100_6.csv,0.25167959415949887,-0.0602355937305904,,1_40_0.75_200_4.csv,0.22378054576918946,0.26646202903737826,,2_60_1_100_6.csv,0.7633380403633875,0.03419955056892027,,2_100_0.75_50_4.csv,0.13377171613605746,-0.035958736714689084,
2_20_1_50_14.csv,0.5007005,0.13931869607628367,,2_60_1.5_100_6.csv,0.24452497376743582,-0.05056803893154245,,3_40_0.75_200_4.csv,0.22378054576918946,0.26646202903737826,,2_80_0.75_100_6.csv,0.7523932665908124,0.1277994564225729,,2_60_1.25_175_6.csv,0.13225316913921856,-0.010763165170327701,
2_20_1_50_16.csv,0.5007005,0.13931869607628367,,2_60_1.5_50_6.csv,0.24328790503604455,-0.0505680331642999,,1_40_0.75_225_4.csv,0.21305390781143208,0.26646198979964414,,2_80_0.75_200_6.csv,0.7523932871927653,0.030204213147181025,,2_80_0.75_50_6.csv,0.12779950242450822,0.01953146390900669,
2_20_1_50_18.csv,0.5007005,0.13931869607628367,,2_60_1.5_75_6.csv,0.24328790503604455,-0.0505680331642999,,3_40_0.75_225_4.csv,0.21305390781143208,0.26646198979964414,,2_80_0.75_225_6.csv,0.7523931098918182,0.023147498316307108,,2_80_0.75_75_6.csv,0.12779950242450822,0.01953146390900669,
2_20_1_50_20.csv,0.5007005,0.13931869607628367,,2_60_1.25_125_16.csv,0.2403420898258476,-0.06727785546683876,,1_40_0.75_225_10.csv,0.21305390299480303,0.26646194552951197,,2_80_0.75_125_6.csv,0.748973718071696,0.13842015115149825,,2_80_0.75_100_6.csv,0.1277994564225729,0.019531411370611772,
