Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5
2_40_0.75_50_4.csv,0.4884532,0.5081583468564022,1.0403419342045506,Yes,2_40_0.75_50_6.csv,0.5401659857031856,0.03354996384433323,0.06211047110020828,No,2_20_0.75_100_4.csv,0.3393161886268979,-0.012375185489397306,-0.036470955127356736,No,2_100_0.75_50_4.csv,0.4557889515828685,0.16929289787130064,0.37142826144288615,No,2_80_0.75_150_10.csv,0.2116358391223468,0.003647746655296309,0.01723595904372106,No
2_40_1_50_4.csv,0.43631485000000003,0.45563850977232423,1.0442883385067554,Yes,2_40_0.75_50_4.csv,0.5081583468564022,0.11739749450848419,0.23102541803108262,No,2_20_0.75_100_6.csv,0.2664220758391296,0.017880785632871637,0.06711450459408767,No,2_100_0.75_100_4.csv,0.4329702320707507,0.16929291002281996,0.3910035782671456,No,2_80_0.75_150_14.csv,0.21163579609204125,0.003647748533965368,0.017235971425074745,No
2_40_1.5_50_10.csv,0.358180575,0.22761746053237344,0.6354824254005774,Yes,2_40_0.75_75_4.csv,0.4575886668526961,0.09932132130813107,0.21705371767894752,No,2_20_0.75_50_4.csv,0.2653075164978448,-0.025416636823619894,-0.09580066618212969,No,2_100_0.75_75_4.csv,0.4329702320707507,0.16929291002281996,0.3910035782671456,No,2_80_0.75_150_16.csv,0.21163579609204125,0.003647748533965368,0.017235971425074745,No
2_40_1.5_75_10.csv,0.349443425,0.2528901588002441,0.7236941396171473,Yes,2_40_1_50_4.csv,0.45563850977232423,0.057859656735935724,0.12698587914539386,No,2_20_0.75_175_4.csv,0.2597301061237315,-0.051116099015621544,-0.19680467458505024,No,2_100_0.75_150_4.csv,0.43297019943343634,0.194049051654067,0.4481810801482183,No,2_80_0.75_150_18.csv,0.21163579609204125,0.003647748533965368,0.017235971425074745,No
2_40_1.75_50_12.csv,0.32895875,0.25269185924233223,0.7681566738757738,Yes,2_40_0.75_75_6.csv,0.44370477835627387,-0.0018885619293163224,-0.004256347962518215,No,2_60_1.25_125_4.csv,0.25446750859948714,0.155045881930604,0.6092953980016154,Yes,2_100_0.75_125_4.csv,0.4329702062814655,0.1692928928005708,0.39100356177976087,No,2_80_0.75_150_20.csv,0.21163579609204125,0.003647748533965368,0.017235971425074745,No
2_40_1.75_50_14.csv,0.32895875,0.25269185924233223,0.7681566738757738,Yes,2_40_0.75_50_8.csv,0.43638655643882307,0.004947596473191974,0.011337646405900627,No,2_20_0.75_200_4.csv,0.24839146824985908,-0.07064697328385036,-0.2844178738570279,No,2_100_0.75_175_4.csv,0.4122169536414135,0.10452202400552044,0.2535607113734674,No,2_80_0.75_150_12.csv,0.21163578641047087,0.003647776790434309,0.01723610572816541,No
2_40_1.75_50_16.csv,0.32895875,0.25269185924233223,0.7681566738757738,Yes,2_40_0.75_50_10.csv,0.4363865270806472,0.004947589061262379,0.011337630183866862,No,2_60_0.75_200_6.csv,0.2398614455520202,0.3697863819610119,1.541666611363826,Yes,2_80_0.75_100_14.csv,0.42824127059026457,0.10455327925211486,0.24414573380095822,No,2_80_0.75_150_8.csv,0.2116357435786017,0.0036477331515634825,0.01723590301847434,No
2_40_1.75_50_18.csv,0.32895875,0.25269185924233223,0.7681566738757738,Yes,2_40_0.75_50_12.csv,0.4363865270806472,0.004947589061262379,0.011337630183866862,No,2_20_1_100_10.csv,0.23911220115007017,0.05449476791721212,0.22790458895491678,No,2_80_0.75_100_16.csv,0.42824127059026457,0.10455327925211486,0.24414573380095822,No,2_20_0.75_125_10.csv,0.20679603127769802,-0.045299429355099785,-0.21905366885048685,No
2_40_1.75_50_20.csv,0.32895875,0.25269185924233223,0.7681566738757738,Yes,2_40_0.75_50_14.csv,0.4363865270806472,0.004947589061262379,0.011337630183866862,No,2_20_1_100_12.csv,0.23911220115007017,0.05449476791721212,0.22790458895491678,No,2_80_0.75_100_18.csv,0.42824127059026457,0.10455327925211486,0.24414573380095822,No,2_20_0.75_125_12.csv,0.20679603127769802,-0.045299429355099785,-0.21905366885048685,No
2_40_1.75_75_12.csv,0.3252598,0.25227942439151063,0.7756243605619589,Yes,2_40_0.75_50_16.csv,0.4363865270806472,0.004947589061262379,0.011337630183866862,No,2_20_1_100_14.csv,0.23911220115007017,0.05449476791721212,0.22790458895491678,No,2_80_0.75_100_20.csv,0.42824127059026457,0.10455327925211486,0.24414573380095822,No,2_20_0.75_125_14.csv,0.20679603127769802,-0.045299429355099785,-0.21905366885048685,No
2_40_1.75_75_14.csv,0.3252598,0.25227942439151063,0.7756243605619589,Yes,2_40_0.75_50_18.csv,0.4363865270806472,0.004947589061262379,0.011337630183866862,No,2_20_1_100_16.csv,0.23911220115007017,0.05449476791721212,0.22790458895491678,No,2_80_0.75_50_14.csv,0.4282412828588601,0.10455330166179769,0.24414577913604935,No,2_20_0.75_125_16.csv,0.20679603127769802,-0.045299429355099785,-0.21905366885048685,No
