Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,InSample2_RateOfReturn,OutSample2_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample2_AvgTrade,OutSample2_AvgTrade,Score_2,Pass2,Para3,InSample3_RateOfReturn,OutSample3_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample3_AvgTrade,OutSample3_AvgTrade,Score_3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5,Para6,InSample6_RateOfReturn,OutSample6_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample6_AvgTrade,OutSample6_AvgTrade,Score_6,Pass6,Para7,InSample7_RateOfReturn,OutSample7_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample7_AvgTrade,OutSample7_AvgTrade,Score_7,Pass7
2_20_1_50_4.csv,1.412456625,0.21954885321395987,27.0,24.0,0.05231320833333333,0.009147868883914995,0.17486728830749396,No,2_60_0.75_100_8.csv,1.6161087978799438,0.2585908477636847,11,15,0.14691898162544945,0.017239389850912314,0.1173394319793331,No,2_120_1.25_100_4.csv,0.7337536946324138,-0.16987291919545142,11.0,12.0,0.06670488133021944,-0.014156076599620952,-0.21221950054212593,No,2_40_1.25_75_4.csv,0.5696413984163141,0.7323500759154005,19.0,24.0,0.029981126232437583,0.03051458649647502,1.0177932029604768,Yes,2_120_0.75_225_6.csv,2.3030901938267894,-0.09860129331456718,11.0,11.0,0.2093718358024354,-0.008963753937687925,-0.04281260611454055,No,2_40_1_50_4.csv,0.6848293967993527,-0.1231287792122896,21.0,27.0,0.03261092365711203,-0.004560325156010726,-0.13984041678672834,No,1_20_2_200_10.csv,0.4604663021318012,-0.027949287520724505,31.0,12.0,0.014853751681671006,-0.0023291072933937086,-0.15680262759931168,No
2_20_1_75_4.csv,1.380952125,0.16027421355960259,26.0,20.0,0.053113543269230776,0.008013710677980129,0.15087885659141392,No,2_60_0.75_100_10.csv,1.6161083329467538,0.258590957592467,11,15,0.1469189393587958,0.01723939717283113,0.11733951557280309,No,2_120_1.25_125_4.csv,0.7337536946324138,-0.16987291919545142,11.0,12.0,0.06670488133021944,-0.014156076599620952,-0.21221950054212593,No,2_60_1.5_225_6.csv,0.5178922146147488,1.4657268255381324,10.0,11.0,0.051789221461474876,0.1332478932307393,2.5728885175433684,Yes,2_120_0.75_150_6.csv,2.30308988797199,-0.04363185899398211,11.0,12.0,0.20937180799745364,-0.003635988249498509,-0.01736617878154221,No,2_40_1_75_4.csv,0.5191128658348485,-0.10385709085694746,19.0,26.0,0.0273217297807815,-0.003994503494497979,-0.14620243764023208,No,1_20_2_200_12.csv,0.4604663021318012,-0.027949287520724505,31.0,12.0,0.014853751681671006,-0.0023291072933937086,-0.15680262759931168,No
2_20_1_150_4.csv,1.350933,0.10544262942815545,24.0,20.0,0.056288874999999995,0.005272131471407772,0.09366205082989797,No,2_60_0.75_100_12.csv,1.6161083329467538,0.258590957592467,11,15,0.1469189393587958,0.01723939717283113,0.11733951557280309,No,2_120_1.25_150_4.csv,0.7337536946324138,-0.16987291919545142,11.0,12.0,0.06670488133021944,-0.014156076599620952,-0.21221950054212593,No,2_60_1.5_200_6.csv,0.4900331064456187,1.3202338616884604,9.0,11.0,0.05444812293840208,0.1200212601534964,2.2043231919909916,Yes,2_120_0.75_200_6.csv,2.3030896871741646,-0.04363172736696278,11.0,12.0,0.20937178974310588,-0.0036359772805802317,-0.017366127905968077,No,2_40_1.25_50_4.csv,0.441130038415178,-0.04068966654895458,22.0,22.0,0.020051365382508093,-0.0018495302976797537,-0.09223961871909235,No,1_20_2_200_14.csv,0.4604663021318012,-0.027949287520724505,31.0,12.0,0.014853751681671006,-0.0023291072933937086,-0.15680262759931168,No
1_20_0.75_50_10.csv,1.33386225,0.7482813110071557,62.0,39.0,0.021513907258064516,0.01918670028223476,0.8918277861889825,Yes,2_60_0.75_100_14.csv,1.6161083329467538,0.258590957592467,11,15,0.1469189393587958,0.01723939717283113,0.11733951557280309,No,2_120_1.25_50_4.csv,0.7337536946324138,-0.16987291919545142,11.0,12.0,0.06670488133021944,-0.014156076599620952,-0.21221950054212593,No,,,,,,,,,,2_120_0.75_100_6.csv,2.3030893267681756,-0.043631588221711815,11.0,12.0,0.20937175697892504,-0.003635965685142651,-0.017366075241507576,No,2_80_1_175_4.csv,0.41315978234447165,0.180512568466993,14.0,12.0,0.029511413024605117,0.015042714038916084,0.5097253061510214,Yes,1_20_2_200_16.csv,0.4604663021318012,-0.027949287520724505,31.0,12.0,0.014853751681671006,-0.0023291072933937086,-0.15680262759931168,No
1_20_0.75_50_12.csv,1.33386225,0.7482813110071557,62.0,39.0,0.021513907258064516,0.01918670028223476,0.8918277861889825,Yes,2_60_0.75_100_16.csv,1.6161083329467538,0.258590957592467,11,15,0.1469189393587958,0.01723939717283113,0.11733951557280309,No,2_120_1.25_75_4.csv,0.7337536946324138,-0.16987291919545142,11.0,12.0,0.06670488133021944,-0.014156076599620952,-0.21221950054212593,No,,,,,,,,,,2_120_0.75_125_6.csv,2.3030893267681756,-0.043631588221711815,11.0,12.0,0.20937175697892504,-0.003635965685142651,-0.017366075241507576,No,2_40_1_50_10.csv,0.41219929769273833,-0.04924752505721553,18.0,23.0,0.022899960982929908,-0.0021411967416180666,-0.09350220042794648,No,1_20_2_200_18.csv,0.4604663021318012,-0.027949287520724505,31.0,12.0,0.014853751681671006,-0.0023291072933937086,-0.15680262759931168,No
1_20_0.75_50_14.csv,1.33386225,0.7482813110071557,62.0,39.0,0.021513907258064516,0.01918670028223476,0.8918277861889825,Yes,2_60_0.75_100_18.csv,1.6161083329467538,0.258590957592467,11,15,0.1469189393587958,0.01723939717283113,0.11733951557280309,No,2_120_1.25_200_4.csv,0.7337536878157948,-0.16987302330863358,11.0,12.0,0.0667048807105268,-0.014156085275719465,-0.21221963258058074,No,,,,,,,,,,2_120_0.75_75_6.csv,2.3030893267681756,-0.043631588221711815,11.0,12.0,0.20937175697892504,-0.003635965685142651,-0.017366075241507576,No,2_40_1_50_12.csv,0.41219929769273833,-0.04924752505721553,18.0,23.0,0.022899960982929908,-0.0021411967416180666,-0.09350220042794648,No,1_20_2_200_20.csv,0.4604663021318012,-0.027949287520724505,31.0,12.0,0.014853751681671006,-0.0023291072933937086,-0.15680262759931168,No
1_20_0.75_50_16.csv,1.33386225,0.7482813110071557,62.0,39.0,0.021513907258064516,0.01918670028223476,0.8918277861889825,Yes,2_60_0.75_100_20.csv,1.6161083329467538,0.258590957592467,11,15,0.1469189393587958,0.01723939717283113,0.11733951557280309,No,2_120_1.25_175_4.csv,0.7337535771695265,-0.16987283285975444,11.0,12.0,0.06670487065177513,-0.014156069404979536,-0.2122194266574568,No,2_40_1_75_4.csv,0.43499706480854416,1.6791606662132108,22.0,25.0,0.019772593854933827,0.06716642664852843,3.3969456481688916,Yes,2_120_0.75_175_6.csv,2.3030889639711556,-0.04363155036937952,11.0,12.0,0.20937172399737777,-0.0036359625307816265,-0.017366062911280056,No,2_40_1_50_14.csv,0.41219929769273833,-0.04924752505721553,18.0,23.0,0.022899960982929908,-0.0021411967416180666,-0.09350220042794648,No,1_20_2_200_4.csv,0.4604663021318012,-0.027949287520724505,31.0,12.0,0.014853751681671006,-0.0023291072933937086,-0.15680262759931168,No
1_20_0.75_50_18.csv,1.33386225,0.7482813110071557,62.0,39.0,0.021513907258064516,0.01918670028223476,0.8918277861889825,Yes,2_60_1_100_10.csv,1.5590924047964319,0.26946586967899533,9,13,0.17323248942182576,0.020728143821461178,0.11965505945589451,No,2_120_1_50_4.csv,0.7223863648017811,-0.28675702983294443,7.0,13.0,0.10319805211454015,-0.02205823306407265,-0.2137466028873305,No,,,,,,,,,,2_120_0.75_100_4.csv,2.0883278153577103,0.13460677530007129,15.0,13.0,0.13922185435718068,0.010354367330774715,0.07437314621747577,No,2_40_1_50_16.csv,0.41219929769273833,-0.04924752505721553,18.0,23.0,0.022899960982929908,-0.0021411967416180666,-0.09350220042794648,No,1_20_2_200_6.csv,0.4604663021318012,-0.027949287520724505,31.0,12.0,0.014853751681671006,-0.0023291072933937086,-0.15680262759931168,No
1_20_0.75_50_20.csv,1.33386225,0.7482813110071557,62.0,39.0,0.021513907258064516,0.01918670028223476,0.8918277861889825,Yes,2_60_1_100_12.csv,1.5590924047964319,0.26946586967899533,9,13,0.17323248942182576,0.020728143821461178,0.11965505945589451,No,2_120_1_150_4.csv,0.7223862341192757,-0.2867570977428047,7.0,13.0,0.10319803344561082,-0.022058238287908056,-0.2137466921744547,No,,,,,,,,,,2_120_0.75_125_4.csv,2.0883278153577103,0.13460677530007129,15.0,13.0,0.13922185435718068,0.010354367330774715,0.07437314621747577,No,2_40_1_50_18.csv,0.41219929769273833,-0.04924752505721553,18.0,23.0,0.022899960982929908,-0.0021411967416180666,-0.09350220042794648,No,1_20_2_200_8.csv,0.4604663021318012,-0.027949287520724505,31.0,12.0,0.014853751681671006,-0.0023291072933937086,-0.15680262759931168,No
1_20_0.75_50_4.csv,1.33386225,0.7482813110071557,62.0,39.0,0.021513907258064516,0.01918670028223476,0.8918277861889825,Yes,2_60_1_100_14.csv,1.5590924047964319,0.26946586967899533,9,13,0.17323248942182576,0.020728143821461178,0.11965505945589451,No,2_120_1_100_4.csv,0.7223861314161317,-0.28675701754952143,7.0,13.0,0.10319801877373311,-0.022058232119193957,-0.21374666278775903,No,,,,,,,,,,2_120_0.75_75_4.csv,2.0883278153577103,0.13460677530007129,15.0,13.0,0.13922185435718068,0.010354367330774715,0.07437314621747577,No,2_40_1_50_20.csv,0.41219929769273833,-0.04924752505721553,18.0,23.0,0.022899960982929908,-0.0021411967416180666,-0.09350220042794648,No,3_20_2_200_10.csv,0.4604663021318012,-0.027949287520724505,31.0,12.0,0.014853751681671006,-0.0023291072933937086,-0.15680262759931168,No
