"Filename","Begin","End","Start_NetProfit","End_NetProfit","NetProfit","NetProfit_Percent","Number_of_Transactions"
"1_40_1.75_50_10.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"1_40_1.75_50_12.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"1_40_1.75_50_14.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"1_40_1.75_50_16.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"1_40_1.75_50_18.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"1_40_1.75_50_20.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"1_40_1.75_50_4.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"1_40_1.75_50_6.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"1_40_1.75_50_8.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"3_40_1.75_50_10.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"3_40_1.75_50_12.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"3_40_1.75_50_14.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"3_40_1.75_50_16.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"3_40_1.75_50_18.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"3_40_1.75_50_20.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"3_40_1.75_50_4.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"3_40_1.75_50_6.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"3_40_1.75_50_8.csv","1988/1/5","1992/12/29","0.0","3875846.25","3875846.25","3.87584625","24"
"1_40_1.75_75_10.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"1_40_1.75_75_12.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"1_40_1.75_75_14.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"1_40_1.75_75_16.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"1_40_1.75_75_18.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"1_40_1.75_75_20.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"1_40_1.75_75_4.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"1_40_1.75_75_6.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"1_40_1.75_75_8.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"3_40_1.75_75_10.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"3_40_1.75_75_12.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"3_40_1.75_75_14.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"3_40_1.75_75_16.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"3_40_1.75_75_18.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"3_40_1.75_75_20.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"3_40_1.75_75_4.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"3_40_1.75_75_6.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"3_40_1.75_75_8.csv","1988/1/5","1992/12/29","0.0","3505030.75","3505030.75","3.50503075","22"
"1_40_1.5_50_10.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"1_40_1.5_50_12.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"1_40_1.5_50_14.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"1_40_1.5_50_16.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"1_40_1.5_50_18.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"1_40_1.5_50_20.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"1_40_1.5_50_4.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"1_40_1.5_50_6.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"1_40_1.5_50_8.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"3_40_1.5_50_10.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"3_40_1.5_50_12.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"3_40_1.5_50_14.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"3_40_1.5_50_16.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"3_40_1.5_50_18.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"3_40_1.5_50_20.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"3_40_1.5_50_4.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
"3_40_1.5_50_6.csv","1988/1/5","1992/12/29","0.0","3468043.5","3468043.5","3.4680435","37"
