Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window6_GrossProfit,Window6_GrossLoss,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Window7_GrossProfit,Window7_GrossLoss,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Window8_GrossProfit,Window8_GrossLoss,Score_8,Pass8,Para9,Pass9
2_40_1.25_50_4.csv,0.4554242083333333,0.0458448865333089,12371671.566,-10679954.441,1.1584011555803602,No,2_100_0.75_175_6.csv,0.4719198603044543,-0.006175992810470412,6724959.281,-5806672.312000001,1.1581434115202744,No,2_120_2_200_18.csv,0.3550944671397572,-0.04885007767894117,7859391.682,-7168626.306,1.0963595180602235,No,2_20_1.25_50_4.csv,0.27276965034188244,0.04130922331931979,16892002.75,-14158741.625,1.1930440711040238,No,1_80_0.75_150_4.csv,0.14335309736741356,0.0005215053953889165,9235800.249,-8478433.687,1.0893285941672541,No,1_20_1_50_10.csv,0.14261824759881392,0.016226025806844444,6725642.625,-5658251.5,1.188643280525795,No,2_120_1.75_175_4.csv,0.3187907014324876,0.007120250006887416,11254970.375,-9507948.75,1.1837432732270459,No,2_120_0.75_50_4.csv,0.3788148539365778,-0.03874981131075938,13343127.497000001,-11748932.685,1.135688479519108,No,No Plateau,No
2_40_1.25_50_6.csv,0.4055051666666667,0.12550823954686235,14357836.944,-12306748.569,1.166663710036831,No,2_100_0.75_200_6.csv,0.4719198603044543,0.006645034428008897,6722104.5,-5741581.969,1.1707756740727637,No,2_120_2_200_20.csv,0.3550944671397572,-0.04885007767894117,7859391.682,-7168626.306,1.0963595180602235,No,2_20_1.5_150_4.csv,0.25988038782003053,-0.02931767594325862,9243718.312,-8040221.687000001,1.1496845076978286,No,3_80_0.75_150_4.csv,0.14335309736741356,0.0005215053953889165,9235800.249,-8478433.687,1.0893285941672541,No,1_20_1_50_12.csv,0.14261824759881392,0.016226025806844444,6725642.625,-5658251.5,1.188643280525795,No,2_120_1.75_100_4.csv,0.3187906662311821,0.007120263476091815,13912393.75,-11752880.875,1.1837432794536003,No,2_120_0.75_100_4.csv,0.37881479615826535,-0.03874984973659405,16858985.375,-14844727.75,1.1356884180647908,No,,
2_60_1.25_50_4.csv,0.3990995416666666,0.218453598525629,13874669.9,-11237347.9,1.2346925647821227,No,2_120_1_200_8.csv,0.46101108080769937,0.16280852362405804,9552289.389,-7883425.232999999,1.2116927739752184,No,2_120_2_225_18.csv,0.3550944671397572,-0.04885007767894117,7859391.682,-7168626.306,1.0963595180602235,No,2_20_1.5_50_4.csv,0.2597417531911701,-0.10121284887783011,10737938.25,-10226095.375,1.050052620890992,No,2_20_0.75_50_4.csv,0.14668328486754836,0.05864974430493754,15374227.0,-13553683.625,1.134320928934919,No,1_20_1_50_14.csv,0.14261824759881392,0.016226025806844444,6725642.625,-5658251.5,1.188643280525795,No,2_120_1.75_125_4.csv,0.3187906662311821,0.007120263476091815,13912393.75,-11752880.875,1.1837432794536003,No,2_120_0.75_125_4.csv,0.37881479615826535,-0.03874984973659405,16858985.375,-14844727.75,1.1356884180647908,No,,
2_40_1.25_75_4.csv,0.38129783333333334,0.004781059942265478,9884100.738,-8709456.988,1.1348699180234127,No,2_120_1_225_8.csv,0.45957594583722705,0.19191373647903692,9137469.168,-7419114.605,1.2316118100995421,No,2_120_2_225_20.csv,0.3550944671397572,-0.04885007767894117,7859391.682,-7168626.306,1.0963595180602235,No,2_20_1.25_50_6.csv,0.2526895576214544,0.013007985477511958,18321032.5,-16178302.5,1.132444673969967,No,2_20_1.25_150_4.csv,0.1402159489238825,0.04652354312045847,17222275.75,-14950638.5,1.151942490616705,No,1_20_1_50_16.csv,0.14261824759881392,0.016226025806844444,6725642.625,-5658251.5,1.188643280525795,No,2_120_1.75_50_4.csv,0.3187906662311821,0.007120263476091815,13912393.75,-11752880.875,1.1837432794536003,No,2_120_0.75_150_4.csv,0.37881479615826535,-0.040433676957151846,16034978.125,-14045198.25,1.141669760695617,No,,
2_40_1.25_50_8.csv,0.3725075,0.3411917307450885,18142559.946,-14857593.945999999,1.2210967678844384,No,2_100_0.75_175_10.csv,0.45616921438333063,0.11919195834783039,7124817.944,-5894207.319,1.2087830573982563,No,2_120_2_125_18.csv,0.35509446849499965,-0.04885008550980541,8314951.767999999,-7584147.017000001,1.0963595180000976,No,2_20_1.5_150_6.csv,0.2462758741919352,-0.045235567007230214,7336353.61,-6702943.437999999,1.0944973171650387,No,2_40_1_225_4.csv,0.13917706392386572,-0.03196355340064964,9795526.25,-9210027.0,1.0635719363254852,No,1_20_1_50_18.csv,0.14261824759881392,0.016226025806844444,6725642.625,-5658251.5,1.188643280525795,No,2_120_1.75_75_4.csv,0.3187906662311821,0.007120263476091815,13912393.75,-11752880.875,1.1837432794536003,No,2_120_0.75_75_4.csv,0.37881479615826535,-0.03874984973659405,16858985.375,-14844727.75,1.1356884180647908,No,,
2_40_1.75_50_6.csv,0.36535416666666665,0.066374054526841,10525290.577,-9011855.577,1.1679382217201282,No,2_100_0.75_175_12.csv,0.45616921438333063,0.11919195834783039,7124817.944,-5894207.319,1.2087830573982563,No,2_120_2_125_20.csv,0.35509446849499965,-0.04885008550980541,8314951.767999999,-7584147.017000001,1.0963595180000976,No,2_20_1.5_50_6.csv,0.24614042895737384,-0.10123047894468767,10821200.877999999,-10456796.816,1.034848536163811,No,2_20_1.25_150_6.csv,0.13627646311919123,0.034508609523354064,14690739.0,-12994794.0,1.130509571756197,No,1_20_1_50_20.csv,0.14261824759881392,0.016226025806844444,6725642.625,-5658251.5,1.188643280525795,No,2_120_1.75_225_4.csv,0.3187906662119075,0.007120307464633343,9174991.466,-7750828.247,1.1837433592405082,No,2_120_0.75_175_4.csv,0.3680799897631246,-0.04043369973737854,18805235.75,-16461774.375,1.1423577629978299,No,,
2_40_1.25_50_10.csv,0.33858335433333336,0.3411917603067109,17471551.822,-14392529.822,1.2139319520667935,No,2_100_0.75_175_14.csv,0.45616921438333063,0.11919195834783039,7124817.944,-5894207.319,1.2087830573982563,No,2_120_2_150_18.csv,0.35509446849499965,-0.04885008550980541,8314951.767999999,-7584147.017000001,1.0963595180000976,No,2_20_1_150_4.csv,0.23909748371374023,0.0376908075264448,9941841.373,-8536048.748,1.1646889171444081,No,2_20_1_225_10.csv,0.13506757981612597,0.020430843523163076,10757924.312,-9763976.0,1.1017974964297332,No,1_20_1_50_4.csv,0.14261824759881392,0.016226025806844444,6725642.625,-5658251.5,1.188643280525795,No,2_120_1.75_200_4.csv,0.31879063678453223,0.007120266850543433,10276277.252,-8681170.69,1.1837432552544362,No,2_40_1.75_100_6.csv,0.3594143775477296,-0.029465216547290007,9032118.936,-7350300.374,1.2288095011666527,No,,
2_40_1.25_75_6.csv,0.33607004166666665,0.07581714089804223,11556430.209,-10091449.833999999,1.145170456088897,No,2_100_0.75_175_16.csv,0.45616921438333063,0.11919195834783039,7124817.944,-5894207.319,1.2087830573982563,No,2_120_2_150_20.csv,0.35509446849499965,-0.04885008550980541,8314951.767999999,-7584147.017000001,1.0963595180000976,No,2_20_1.25_150_4.csv,0.23011188177989583,0.1402159489238825,13068501.0,-10025662.875,1.3035049315878777,No,2_20_1_225_12.csv,0.13506757981612597,0.020430843523163076,10757924.312,-9763976.0,1.1017974964297332,No,1_20_1_50_6.csv,0.14261824759881392,0.016226025806844444,6725642.625,-5658251.5,1.188643280525795,No,2_120_1.75_150_4.csv,0.3187905571079005,0.007120218791477954,12842208.498,-10848812.748,1.1837432165439012,No,2_40_1.75_75_6.csv,0.3594142757226615,-0.021109449230790958,13905429.0,-11282134.125,1.2325176111128708,No,,
2_80_1.5_50_4.csv,0.3238805,0.2103304953427554,11759389.240999999,-9543658.741,1.232167825792127,No,2_100_0.75_175_18.csv,0.45616921438333063,0.11919195834783039,7124817.944,-5894207.319,1.2087830573982563,No,2_120_2_100_18.csv,0.3550944569637787,-0.04885007658236546,10197326.979,-9301079.417000001,1.09635952149402,No,2_20_1_150_6.csv,0.2276077734168392,0.03660749703966484,9890956.874,-8569888.624,1.154152324255457,No,2_20_1_225_14.csv,0.13506757981612597,0.020430843523163076,10757924.312,-9763976.0,1.1017974964297332,No,1_20_1_50_8.csv,0.14261824759881392,0.016226025806844444,6725642.625,-5658251.5,1.188643280525795,No,2_100_1.75_225_4.csv,0.31095643906867876,0.08030617830279246,4316555.084,-3364791.771,1.2828594985291288,No,2_40_1.75_50_6.csv,0.3594142155527219,-0.033959879091761014,16294045.5,-13499201.25,1.2070377497335258,No,,
2_80_1.5_75_4.csv,0.3238805,0.2103304953427554,11759389.240999999,-9543658.741,1.232167825792127,No,2_100_0.75_175_20.csv,0.45616921438333063,0.11919195834783039,7124817.944,-5894207.319,1.2087830573982563,No,2_120_2_100_20.csv,0.3550944569637787,-0.04885007658236546,10197326.979,-9301079.417000001,1.09635952149402,No,2_20_1.25_50_10.csv,0.22721873463692588,-0.027865797309630402,17825739.0,-16493557.0,1.0807698424299865,No,2_20_1_225_16.csv,0.13506757981612597,0.020430843523163076,10757924.312,-9763976.0,1.1017974964297332,No,3_20_1_50_10.csv,0.14261824759881392,0.016226025806844444,6725642.625,-5658251.5,1.188643280525795,No,2_100_1.75_125_4.csv,0.31095643126557193,0.0911272393876097,7306035.459,-5699531.2639999995,1.2818660203071746,No,2_100_0.75_50_4.csv,0.35515054315583305,-0.04557046647731058,9352346.41,-8337570.097999999,1.1217112779949427,No,,
