Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window6_GrossProfit,Window6_GrossLoss,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Window7_GrossProfit,Window7_GrossLoss,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Window8_GrossProfit,Window8_GrossLoss,Score_8,Pass8,Para9,InSample9_Annual_RateOfReturn,OutSample9_Annual_RateOfReturn,Window9_GrossProfit,Window9_GrossLoss,Score_9,Pass9
2_20_1_150_4.csv,0.47997008333333335,0.052462192683795095,10053161.765,-8229242.39,1.2216387959621153,No,2_40_0.75_50_10.csv,0.4279829918565369,0.09685691619289158,22735856.436,-19619497.624,1.1588398883459605,No,2_100_1_225_4.csv,0.4181957845753781,0.042900259214860396,14395368.75,-12138019.0,1.1859734895784888,No,2_60_1.75_75_6.csv,0.13493763750709004,-0.04655058647333587,7331072.0,-6888814.625,1.0641993432941301,No,2_40_1.25_75_4.csv,0.10429066051835681,0.21434946746985398,17853196.125,-14566407.75,1.2256416565710926,No,2_60_1.25_50_6.csv,0.412349313230817,-0.015037426647909396,26154574.437,-23766118.562,1.1004983573051317,No,2_120_0.75_225_6.csv,0.36980918748601177,0.06480838216868093,30443432.437,-27441081.312,1.1094108169741501,No,2_40_0.75_50_6.csv,0.2558602153636976,-0.012774530467502317,50292672.5,-45497393.0,1.1053967971307719,No,1_20_2_200_10.csv,0.13723718655015346,0.0018737892629885943,1048387.311,-547792.9990000001,1.9138384625466889,Yes
2_20_1_50_4.csv,0.4558052916666667,0.1288716858840866,12582688.032,-10299993.532,1.2216209644120775,No,2_40_0.75_50_12.csv,0.4279829918565369,0.09685691619289158,22735856.436,-19619497.624,1.1588398883459605,No,2_80_0.75_225_6.csv,0.403726924053603,0.019696656285887917,9998450.857,-8635373.283,1.1578481357237236,No,2_60_1.75_125_6.csv,0.13493763346724033,-0.04655062102516571,8544420.25,-8028966.25,1.0641992983841475,No,,,,,,,,2_60_1.25_75_6.csv,0.412349313230817,-0.015037426647909396,26154574.437,-23766118.562,1.1004983573051317,No,2_120_0.75_150_6.csv,0.369809072841569,0.08908804456062865,45005310.125,-40189015.0,1.1198410840623987,No,2_40_0.75_50_4.csv,0.24948326282239655,-0.031913529114939505,51260799.0,-46724900.0,1.0970766978634519,No,1_20_2_200_12.csv,0.13723718655015346,0.0018737892629885943,1048387.311,-547792.9990000001,1.9138384625466889,Yes
2_20_1_125_4.csv,0.45109541666666664,0.07077524745094936,10017213.078,-8164263.578,1.226958559372469,No,2_40_0.75_50_14.csv,0.4279829918565369,0.09685691619289158,22735856.436,-19619497.624,1.1588398883459605,No,2_80_0.75_225_8.csv,0.403726924053603,0.019696656285887917,9998450.857,-8635373.283,1.1578481357237236,No,2_60_1.75_100_6.csv,0.13493760405819222,-0.04655057710814219,7810543.875,-7339361.75,1.0641993324555776,No,,,,,,,,2_40_1_75_4.csv,0.38186016517964294,0.20724021712927215,42792918.0,-34424491.25,1.243095146685719,No,2_120_0.75_200_6.csv,0.3698090445764212,0.08908809079093297,31114280.625,-27784550.063,1.119841082704237,No,2_40_0.75_50_10.csv,0.24761068385982204,-0.012774531191878463,55129560.0,-50155067.0,1.0991822620833105,No,1_20_2_200_14.csv,0.13723718655015346,0.0018737892629885943,1048387.311,-547792.9990000001,1.9138384625466889,Yes
2_20_1_75_4.csv,0.44530979166666673,0.12340100893104555,11117491.465,-8916793.965,1.246803672781734,No,2_40_0.75_50_16.csv,0.4279829918565369,0.09685691619289158,22735856.436,-19619497.624,1.1588398883459605,No,2_80_0.75_225_10.csv,0.40372689675691903,0.01969666555261351,9737622.525,-8410103.493999999,1.1578481206500122,No,2_60_1.75_50_6.csv,0.13493760168214908,-0.04655055359898563,7724687.5,-7258684.625,1.0641993555409497,No,,,,,,,,2_40_1_50_4.csv,0.3519238689780827,0.2844899405444466,35102254.25,-27752687.375,1.2648236106179969,No,2_120_0.75_100_6.csv,0.3698090429525607,0.08908811874281945,44187036.75,-39458309.5,1.1198411008966311,No,2_40_0.75_50_12.csv,0.24761068385982204,-0.012774531191878463,55129560.0,-50155067.0,1.0991822620833105,No,1_20_2_200_16.csv,0.13723718655015346,0.0018737892629885943,1048387.311,-547792.9990000001,1.9138384625466889,Yes
2_120_1.25_100_4.csv,0.39462933333333333,0.025192321370570897,10679286.056000004,-9330346.431000004,1.1445755133505182,No,2_40_0.75_50_18.csv,0.4279829918565369,0.09685691619289158,22735856.436,-19619497.624,1.1588398883459605,No,2_80_0.75_225_12.csv,0.40372689675691903,0.01969666555261351,9737622.525,-8410103.493999999,1.1578481206500122,No,2_40_2_125_6.csv,0.13157805152374194,-0.07448406422920209,7210259.5,-7019803.375,1.0271312620633053,No,,,,,,,,2_60_1.25_100_6.csv,0.34750739635399946,-0.015037483323571889,22281520.061,-20350418.936,1.0948924506700877,No,2_120_0.75_125_6.csv,0.3698090429525607,0.08908811874281945,44187036.75,-39458309.5,1.1198411008966311,No,2_40_0.75_50_14.csv,0.24761068385982204,-0.012774531191878463,55129560.0,-50155067.0,1.0991822620833105,No,1_20_2_200_18.csv,0.13723718655015346,0.0018737892629885943,1048387.311,-547792.9990000001,1.9138384625466889,Yes
2_120_1.25_125_4.csv,0.39462933333333333,0.025192321370570897,10679286.056000004,-9330346.431000004,1.1445755133505182,No,2_40_0.75_50_20.csv,0.4279829918565369,0.09685691619289158,22735856.436,-19619497.624,1.1588398883459605,No,2_80_0.75_225_14.csv,0.40372689675691903,0.01969666555261351,9737622.525,-8410103.493999999,1.1578481206500122,No,2_40_2_125_4.csv,0.11833738612767736,-0.10995743824531207,4041795.7169999997,-4194978.124,0.9634843371116468,No,,,,,,,,2_40_1_75_6.csv,0.3412071873033094,0.028846883475945634,39792843.5,-35616308.25,1.1172646873079553,No,2_120_0.75_75_6.csv,0.3698090429525607,0.08908811874281945,44187036.75,-39458309.5,1.1198411008966311,No,2_40_0.75_50_16.csv,0.24761068385982204,-0.012774531191878463,55129560.0,-50155067.0,1.0991822620833105,No,1_20_2_200_20.csv,0.13723718655015346,0.0018737892629885943,1048387.311,-547792.9990000001,1.9138384625466889,Yes
2_120_1.25_150_4.csv,0.39462933333333333,0.025192321370570897,10679286.056000004,-9330346.431000004,1.1445755133505182,No,2_40_0.75_50_8.csv,0.4279829918565369,0.09685691619289158,22735856.436,-19619497.624,1.1588398883459605,No,2_80_0.75_225_16.csv,0.40372689675691903,0.01969666555261351,9737622.525,-8410103.493999999,1.1578481206500122,No,2_40_2_100_6.csv,0.11825254588596204,-0.07483245669940045,6972272.625,-6863470.375,1.0158523668137782,No,,,,,,,,2_60_1.25_175_6.csv,0.3393670430253641,0.029128019078738444,17667195.25,-15643271.5,1.1293798263361983,No,2_120_0.75_175_6.csv,0.369809008279128,0.08908813114079699,18779922.998,-16770167.529000001,1.1198411086546753,No,2_40_0.75_50_18.csv,0.24761068385982204,-0.012774531191878463,55129560.0,-50155067.0,1.0991822620833105,No,1_20_2_200_4.csv,0.13723718655015346,0.0018737892629885943,1048387.311,-547792.9990000001,1.9138384625466889,Yes
2_120_1.25_50_4.csv,0.39462933333333333,0.025192321370570897,10679286.056000004,-9330346.431000004,1.1445755133505182,No,2_40_0.75_75_10.csv,0.4046185213684913,0.02222450982369315,20171827.749,-17617955.312,1.1449585035137704,No,2_80_0.75_225_18.csv,0.40372689675691903,0.01969666555261351,9737622.525,-8410103.493999999,1.1578481206500122,No,2_40_1.5_75_4.csv,0.11516744511502258,-0.04611724598596293,9137903.25,-8763618.875,1.0427088832066536,No,,,,,,,,2_60_1.25_150_6.csv,0.3393670417500306,0.029128057568905484,23870054.375,-21135541.5,1.1293798351464048,No,2_120_1.25_200_4.csv,0.34040986962672415,0.08992758085503615,31622406.125,-26611360.375,1.1883047570430716,No,2_40_0.75_50_20.csv,0.24761068385982204,-0.012774531191878463,55129560.0,-50155067.0,1.0991822620833105,No,1_20_2_200_6.csv,0.13723718655015346,0.0018737892629885943,1048387.311,-547792.9990000001,1.9138384625466889,Yes
2_120_1.25_75_4.csv,0.39462933333333333,0.025192321370570897,10679286.056000004,-9330346.431000004,1.1445755133505182,No,2_40_0.75_75_12.csv,0.4046185213684913,0.02222450982369315,20171827.749,-17617955.312,1.1449585035137704,No,2_80_0.75_225_20.csv,0.40372689675691903,0.01969666555261351,9737622.525,-8410103.493999999,1.1578481206500122,No,2_40_1.75_50_4.csv,0.11195958437361617,-0.09004827904815815,6493875.0,-6556455.625,0.9904551134668894,No,,,,,,,,2_60_1.25_125_6.csv,0.338123254652992,0.02912806129831606,23184297.75,-20570545.125,1.1270628760257515,No,2_120_1.25_225_4.csv,0.3404098029346669,0.08992759215064472,37631765.0,-31668447.0,1.1883047185736642,No,2_40_0.75_50_8.csv,0.24761061755731628,-0.012774522421092723,53295145.5,-48486179.0,1.0991822123166275,No,1_20_2_200_8.csv,0.13723718655015346,0.0018737892629885943,1048387.311,-547792.9990000001,1.9138384625466889,Yes
2_120_1_100_4.csv,0.3782526666666666,0.1622398963567143,13643277.265000002,-11469490.515,1.1895277516605542,No,2_40_0.75_75_14.csv,0.4046185213684913,0.02222450982369315,20171827.749,-17617955.312,1.1449585035137704,No,2_80_0.75_225_4.csv,0.4037268803675578,0.020703877413817927,11393797.781,-9824819.844,1.1596953391423428,No,2_60_1.75_125_4.csv,0.10911283441394481,-0.05950380188225964,6827329.375,-6593736.0,1.0354265586307976,No,,,,,,,,2_60_1.5_50_6.csv,0.33093259440682743,0.09956203405301489,50160982.75,-43991664.75,1.1402383391276412,No,2_120_1.25_175_4.csv,0.3404098250583815,0.08992762955132773,30863121.75,-25972395.5,1.188304781128102,No,2_40_0.75_75_6.csv,0.22535721943391623,-0.00239454400442946,48455737.0,-43679731.5,1.1093414573759457,No,3_20_2_200_10.csv,0.13723718655015346,0.0018737892629885943,1048387.311,-547792.9990000001,1.9138384625466889,Yes
