Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Score_8,Pass8,Para9,InSample9_Annual_RateOfReturn,OutSample9_Annual_RateOfReturn,Score_9,Pass9
2_20_1_150_4.csv,0.47997008333333335,0.052462192683795095,0.10930304722213435,No,2_40_0.75_50_10.csv,0.4279829918565369,0.09685691619289158,0.226310199320628,No,2_100_1_225_4.csv,0.4181957845753781,0.042900259214860396,0.10258415028841067,No,2_60_1.75_75_6.csv,0.13493763750709004,-0.04655058647333587,-0.3449785199543749,No,2_40_1.25_75_4.csv,0.10429066051835681,0.21434946746985398,2.055308369939081,Yes,2_60_1.25_50_6.csv,0.412349313230817,-0.015037426647909396,-0.03646768932410476,No,2_120_0.75_225_6.csv,0.36980918748601177,0.06480838216868093,0.1752481667890751,No,2_40_0.75_50_6.csv,0.2558602153636976,-0.012774530467502317,-0.0499277718864721,No,1_20_2_200_10.csv,0.13723718655015346,0.0018737892629885943,0.013653655471170827,No
2_20_1_50_4.csv,0.4558052916666667,0.1288716858840866,0.28273407141207846,No,2_40_0.75_50_12.csv,0.4279829918565369,0.09685691619289158,0.226310199320628,No,2_80_0.75_225_6.csv,0.403726924053603,0.019696656285887917,0.04878707639343068,No,2_60_1.75_125_6.csv,0.13493763346724033,-0.04655062102516571,-0.34497878634033624,No,,,,,,2_60_1.25_75_6.csv,0.412349313230817,-0.015037426647909396,-0.03646768932410476,No,2_120_0.75_150_6.csv,0.369809072841569,0.08908804456062865,0.24090280932289382,No,2_40_0.75_50_4.csv,0.24948326282239655,-0.031913529114939505,-0.12791851747448996,No,1_20_2_200_12.csv,0.13723718655015346,0.0018737892629885943,0.013653655471170827,No
2_20_1_125_4.csv,0.45109541666666664,0.07077524745094936,0.1568964011515288,No,2_40_0.75_50_14.csv,0.4279829918565369,0.09685691619289158,0.226310199320628,No,2_80_0.75_225_8.csv,0.403726924053603,0.019696656285887917,0.04878707639343068,No,2_60_1.75_100_6.csv,0.13493760405819222,-0.04655057710814219,-0.34497853606521073,No,,,,,,2_40_1_75_4.csv,0.38186016517964294,0.20724021712927215,0.5427123225376957,Yes,2_120_0.75_200_6.csv,0.3698090445764212,0.08908809079093297,0.2409029527468003,No,2_40_0.75_50_10.csv,0.24761068385982204,-0.012774531191878463,-0.05159119547163971,No,1_20_2_200_14.csv,0.13723718655015346,0.0018737892629885943,0.013653655471170827,No
2_20_1_75_4.csv,0.44530979166666673,0.12340100893104555,0.27711272296347,No,2_40_0.75_50_16.csv,0.4279829918565369,0.09685691619289158,0.226310199320628,No,2_80_0.75_225_10.csv,0.40372689675691903,0.01969666555261351,0.048787102644966274,No,2_60_1.75_50_6.csv,0.13493760168214908,-0.04655055359898563,-0.34497836791732317,No,,,,,,2_40_1_50_4.csv,0.3519238689780827,0.2844899405444466,0.8083848969112243,Yes,2_120_0.75_100_6.csv,0.3698090429525607,0.08908811874281945,0.24090302938927247,No,2_40_0.75_50_12.csv,0.24761068385982204,-0.012774531191878463,-0.05159119547163971,No,1_20_2_200_16.csv,0.13723718655015346,0.0018737892629885943,0.013653655471170827,No
2_120_1.25_100_4.csv,0.39462933333333333,0.025192321370570897,0.06383793408811703,No,2_40_0.75_50_18.csv,0.4279829918565369,0.09685691619289158,0.226310199320628,No,2_80_0.75_225_12.csv,0.40372689675691903,0.01969666555261351,0.048787102644966274,No,2_40_2_125_6.csv,0.13157805152374194,-0.07448406422920209,-0.5660827422707516,No,,,,,,2_60_1.25_100_6.csv,0.34750739635399946,-0.015037483323571889,-0.043272412274797965,No,2_120_0.75_125_6.csv,0.3698090429525607,0.08908811874281945,0.24090302938927247,No,2_40_0.75_50_14.csv,0.24761068385982204,-0.012774531191878463,-0.05159119547163971,No,1_20_2_200_18.csv,0.13723718655015346,0.0018737892629885943,0.013653655471170827,No
2_120_1.25_125_4.csv,0.39462933333333333,0.025192321370570897,0.06383793408811703,No,2_40_0.75_50_20.csv,0.4279829918565369,0.09685691619289158,0.226310199320628,No,2_80_0.75_225_14.csv,0.40372689675691903,0.01969666555261351,0.048787102644966274,No,2_40_2_125_4.csv,0.11833738612767736,-0.10995743824531207,-0.9291859643297855,No,,,,,,2_40_1_75_6.csv,0.3412071873033094,0.028846883475945634,0.08454359857989382,No,2_120_0.75_75_6.csv,0.3698090429525607,0.08908811874281945,0.24090302938927247,No,2_40_0.75_50_16.csv,0.24761068385982204,-0.012774531191878463,-0.05159119547163971,No,1_20_2_200_20.csv,0.13723718655015346,0.0018737892629885943,0.013653655471170827,No
2_120_1.25_150_4.csv,0.39462933333333333,0.025192321370570897,0.06383793408811703,No,2_40_0.75_50_8.csv,0.4279829918565369,0.09685691619289158,0.226310199320628,No,2_80_0.75_225_16.csv,0.40372689675691903,0.01969666555261351,0.048787102644966274,No,2_40_2_100_6.csv,0.11825254588596204,-0.07483245669940045,-0.632818990396755,No,,,,,,2_60_1.25_175_6.csv,0.3393670430253641,0.029128019078738444,0.08583042955223391,No,2_120_0.75_175_6.csv,0.369809008279128,0.08908813114079699,0.24090308550178471,No,2_40_0.75_50_18.csv,0.24761068385982204,-0.012774531191878463,-0.05159119547163971,No,1_20_2_200_4.csv,0.13723718655015346,0.0018737892629885943,0.013653655471170827,No
2_120_1.25_50_4.csv,0.39462933333333333,0.025192321370570897,0.06383793408811703,No,2_40_0.75_75_10.csv,0.4046185213684913,0.02222450982369315,0.05492706994362475,No,2_80_0.75_225_18.csv,0.40372689675691903,0.01969666555261351,0.048787102644966274,No,2_40_1.5_75_4.csv,0.11516744511502258,-0.04611724598596293,-0.40043647699142493,No,,,,,,2_60_1.25_150_6.csv,0.3393670417500306,0.029128057568905484,0.08583054329229912,No,2_120_1.25_200_4.csv,0.34040986962672415,0.08992758085503615,0.2641744228909875,No,2_40_0.75_50_20.csv,0.24761068385982204,-0.012774531191878463,-0.05159119547163971,No,1_20_2_200_6.csv,0.13723718655015346,0.0018737892629885943,0.013653655471170827,No
2_120_1.25_75_4.csv,0.39462933333333333,0.025192321370570897,0.06383793408811703,No,2_40_0.75_75_12.csv,0.4046185213684913,0.02222450982369315,0.05492706994362475,No,2_80_0.75_225_20.csv,0.40372689675691903,0.01969666555261351,0.048787102644966274,No,2_40_1.75_50_4.csv,0.11195958437361617,-0.09004827904815815,-0.8042927235926617,No,,,,,,2_60_1.25_125_6.csv,0.338123254652992,0.02912806129831606,0.08614628215444546,No,2_120_1.25_225_4.csv,0.3404098029346669,0.08992759215064472,0.26417450782962343,No,2_40_0.75_50_8.csv,0.24761061755731628,-0.012774522421092723,-0.051591173864487895,No,1_20_2_200_8.csv,0.13723718655015346,0.0018737892629885943,0.013653655471170827,No
2_120_1_100_4.csv,0.3782526666666666,0.1622398963567143,0.428919372298008,No,2_40_0.75_75_14.csv,0.4046185213684913,0.02222450982369315,0.05492706994362475,No,2_80_0.75_225_4.csv,0.4037268803675578,0.020703877413817927,0.051281889863188865,No,2_60_1.75_125_4.csv,0.10911283441394481,-0.05950380188225964,-0.5453419132759231,No,,,,,,2_60_1.5_50_6.csv,0.33093259440682743,0.09956203405301489,0.3008529100358718,No,2_120_1.25_175_4.csv,0.3404098250583815,0.08992762955132773,0.26417460053012515,No,2_40_0.75_75_6.csv,0.22535721943391623,-0.00239454400442946,-0.010625548231578338,No,3_20_2_200_10.csv,0.13723718655015346,0.0018737892629885943,0.013653655471170827,No
