AllPara,isExist1,Pass1,Score_1,isExist2,Pass2,Score_2,isExist3,Pass3,Score_3,isExist4,Pass4,Score_4,isExist5,Pass5,Score_5,isExist6,Pass6,Score_6,isExist7,Pass7,Score_7,isExist8,Pass8,Score_8,isExist9,Pass9,Score_9,CountExist,CountPass,TotalExistPercent,ExistPassPercent
2_20_1_150_4.csv,Y,No,0.12258008771845048,N,,,N,,,N,,,N,,,N,,,Y,No,-0.042509136991366804,N,,,N,,,2,0,0.2222222222222222,0.0
2_20_1_50_4.csv,Y,No,0.3011140356887038,Y,No,-0.09858017379509611,N,,,N,,,N,,,N,,,Y,No,0.13175244460956054,N,,,N,,,3,0,0.3333333333333333,0.0
2_20_1_125_4.csv,Y,No,0.1653692992422752,N,,,N,,,N,,,N,,,N,,,Y,No,-0.04565292894465103,N,,,N,,,2,0,0.2222222222222222,0.0
2_20_1_75_4.csv,Y,No,0.28833157223306916,Y,No,-0.12440576058336443,N,,,N,,,N,,,N,,,Y,No,0.042308602474226076,N,,,N,,,3,0,0.3333333333333333,0.0
2_120_1.25_100_4.csv,Y,No,0.05886290308239143,N,,,Y,No,0.4753222800189137,N,,,N,,,Y,Yes,0.9205011999911202,Y,No,0.3514717412038037,N,,,N,,,4,1,0.4444444444444444,0.25
2_120_1.25_125_4.csv,Y,No,0.05886290308239143,N,,,Y,No,0.4753222800189137,N,,,N,,,Y,Yes,0.9205011999911202,Y,No,0.3514717412038037,N,,,N,,,4,1,0.4444444444444444,0.25
2_120_1.25_150_4.csv,Y,No,0.05886290308239143,N,,,Y,No,0.4753222800189137,N,,,N,,,Y,Yes,0.9205011999911202,Y,No,0.3514717412038037,N,,,N,,,4,1,0.4444444444444444,0.25
2_120_1.25_50_4.csv,Y,No,0.05886290308239143,N,,,Y,No,0.4753222800189137,N,,,N,,,Y,Yes,0.9205011999911202,Y,No,0.3514717412038037,N,,,N,,,4,1,0.4444444444444444,0.25
2_120_1.25_75_4.csv,Y,No,0.05886290308239143,N,,,Y,No,0.4753222800189137,N,,,N,,,Y,Yes,0.9205011999911202,Y,No,0.3514717412038037,N,,,N,,,4,1,0.4444444444444444,0.25
2_120_1_100_4.csv,Y,No,0.37908024254162204,Y,No,0.4822691398177127,Y,Yes,0.6852572529120377,N,,,N,,,Y,No,0.1922110168866722,N,,,Y,No,0.25098859388704914,N,,,5,1,0.5555555555555556,0.2
2_120_1_125_4.csv,Y,No,0.37908024254162204,Y,No,0.4822691398177127,Y,Yes,0.6852572529120377,N,,,N,,,Y,No,0.1922110168866722,N,,,Y,No,0.25098859388704914,N,,,5,1,0.5555555555555556,0.2
2_120_1_50_4.csv,Y,No,0.3717283324357118,Y,No,0.48226928834288113,Y,Yes,0.6852575753468345,N,,,N,,,Y,No,0.19221110478006725,N,,,Y,No,0.25098809693374724,N,,,5,1,0.5555555555555556,0.2
2_120_1_75_4.csv,Y,No,0.37908024254162204,Y,No,0.4822691398177127,Y,Yes,0.6852572529120377,N,,,N,,,Y,No,0.1922110168866722,N,,,Y,No,0.25098859388704914,N,,,5,1,0.5555555555555556,0.2
2_20_1_175_4.csv,Y,No,0.12258000043938641,N,,,N,,,N,,,N,,,N,,,Y,No,-0.007833899724059698,N,,,N,,,2,0,0.2222222222222222,0.0
2_20_1_200_4.csv,Y,No,0.0739171316060884,N,,,N,,,N,,,N,,,N,,,Y,No,-0.05496684746380198,N,,,N,,,2,0,0.2222222222222222,0.0
2_120_1_150_4.csv,Y,No,0.37908025194994543,Y,No,0.48226923496943713,Y,Yes,0.6852573931130058,N,,,N,,,Y,No,0.19221109688312638,N,,,Y,No,0.25098850004157264,N,,,5,1,0.5555555555555556,0.2
2_120_2_150_8.csv,Y,No,0.24854063451783004,Y,No,0.46004744153773564,Y,No,-0.05933666807245752,N,,,N,,,N,,,Y,No,0.1549208845630179,N,,,N,,,4,0,0.4444444444444444,0.0
2_120_2_175_8.csv,Y,No,0.24854063451783004,Y,No,0.46004744153773564,Y,No,-0.05933666807245752,N,,,N,,,N,,,Y,No,0.1549208845630179,N,,,N,,,4,0,0.4444444444444444,0.0
2_20_1_100_4.csv,Y,No,0.17242947509688886,N,,,N,,,N,,,N,,,N,,,Y,No,-0.04565269506798595,N,,,N,,,2,0,0.2222222222222222,0.0
2_20_1_150_10.csv,Y,No,0.47177281697825063,Y,No,-0.04088561503101603,N,,,N,,,N,,,N,,,Y,No,-0.04250930608609228,N,,,N,,,3,0,0.3333333333333333,0.0
2_20_1_150_12.csv,Y,No,0.47177281697825063,Y,No,-0.04088561503101603,N,,,N,,,N,,,N,,,Y,No,-0.04250930608609228,N,,,N,,,3,0,0.3333333333333333,0.0
2_20_1_150_14.csv,Y,No,0.47177281697825063,Y,No,-0.04088561503101603,N,,,N,,,N,,,N,,,Y,No,-0.04250930608609228,N,,,N,,,3,0,0.3333333333333333,0.0
2_20_1_150_16.csv,Y,No,0.47177281697825063,Y,No,-0.04088561503101603,N,,,N,,,N,,,N,,,Y,No,-0.04250930608609228,N,,,N,,,3,0,0.3333333333333333,0.0
2_20_1_150_18.csv,Y,No,0.47177281697825063,Y,No,-0.04088561503101603,N,,,N,,,N,,,N,,,Y,No,-0.04250930608609228,N,,,N,,,3,0,0.3333333333333333,0.0
2_20_1_150_20.csv,Y,No,0.47177281697825063,Y,No,-0.04088561503101603,N,,,N,,,N,,,N,,,Y,No,-0.04250930608609228,N,,,N,,,3,0,0.3333333333333333,0.0
