Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window_1_NetProfit,Window_1_MDD,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window_2_NetProfit,Window_2_MDD,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window_3_NetProfit,Window_3_MDD,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window_4_NetProfit,Window_4_MDD,Score_4,Pass4,Para5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window_6_NetProfit,Window_6_MDD,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Window_7_NetProfit,Window_7_MDD,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Window_8_NetProfit,Window_8_MDD,Score_8,Pass8,Para9,Pass9
2_40_1.25_75_12.csv,0.33240770833333333,0.3452634392063731,3065927.5,-826494.875,3.709554157852461,Yes,2_40_1.75_50_10.csv,0.44967032562039244,0.13486727996291042,4159473.25,-884127.75,4.70460660238297,Yes,2_40_1.5_75_6.csv,0.160722772313211,0.40282158571219845,4482858.5,-1657412.5,2.7047331307082576,Yes,2_20_1.25_75_16.csv,0.8645643120181594,-0.09357794975595661,2944994.5,-3068613.0,0.9597151872849394,No,,,2_80_1.25_50_16.csv,0.4169636573186616,0.06161834168779659,2379839.187,-1335776.75,1.7816144703821204,Yes,2_80_0.75_100_4.csv,0.32474843200840514,0.08960608668761914,5357024.25,-2764966.5,1.937464432209215,Yes,2_100_0.75_150_6.csv,0.3144161941036201,-0.04906787345751604,2802500.5,-2098877.0,1.335238082079131,No,,
2_40_1.25_75_14.csv,0.33240770833333333,0.3452634392063731,3065927.5,-826494.875,3.709554157852461,Yes,2_40_1.75_100_10.csv,0.44524395949557793,0.11155435639957334,2732009.0310000004,-627061.375,4.356844704395962,Yes,2_40_1.5_100_6.csv,0.1597870289066575,0.21170447470576403,1816663.344,-795216.312,2.2844895364772144,Yes,2_20_1.25_75_18.csv,0.8645643120181594,-0.09357794975595661,2944994.5,-3068613.0,0.9597151872849394,No,,,2_80_1.25_50_18.csv,0.4169636573186616,0.06161834168779659,2379839.187,-1335776.75,1.7816144703821204,Yes,2_80_0.75_125_4.csv,0.3247484109756217,0.14006982627514927,7946956.25,-3472461.0,2.288566019891944,Yes,2_100_0.75_150_8.csv,0.31441619089822725,-0.049067884009875,2236063.75,-1674655.5,1.3352380534384534,No,,
2_40_1.25_75_16.csv,0.33240770833333333,0.3452634392063731,3065927.5,-826494.875,3.709554157852461,Yes,2_40_1.5_50_10.csv,0.4387995138888403,0.09262674300606497,3976967.937,-1247900.0,3.186928389294014,Yes,2_40_0.75_50_6.csv,0.16632089688750437,0.790870249142013,15718365.0,-4691152.0,3.3506407381385213,Yes,2_20_1.25_75_20.csv,0.8645643120181594,-0.09357794975595661,2944994.5,-3068613.0,0.9597151872849394,No,,,2_80_1.25_50_20.csv,0.4169636573186616,0.06161834168779659,2379839.187,-1335776.75,1.7816144703821204,Yes,2_80_0.75_150_4.csv,0.32474839184101034,0.18914722759295344,5887430.375,-2215529.5,2.6573468667422393,Yes,2_100_0.75_150_10.csv,0.3144161819703106,-0.04906787252700304,2266032.5,-1697100.5,1.335237659761458,No,,
2_40_1.25_75_18.csv,0.33240770833333333,0.3452634392063731,3065927.5,-826494.875,3.709554157852461,Yes,2_20_2_100_10.csv,0.4311128356099992,0.0431501629017456,1299252.594,-538412.125,2.4131191213422247,Yes,2_40_2_125_6.csv,0.13342902919163174,0.1445224924236426,1186202.9840000002,-660384.437,1.796230979319702,Yes,2_20_0.75_50_10.csv,0.859577741820682,-0.10764493880750078,2612036.312,-3292609.5,0.7933027928152427,No,,,2_80_1.25_75_16.csv,0.4169636573186616,0.06161834168779659,2379839.187,-1335776.75,1.7816144703821204,Yes,2_80_0.75_200_4.csv,0.32474836623673087,-0.05421058470712037,2858350.0,-3584796.5,0.7973534899400845,No,2_100_0.75_150_12.csv,0.31441617503901614,-0.04906783243393924,2196516.25,-1645036.0,1.3352390160458494,No,,
2_40_1.25_75_20.csv,0.33240770833333333,0.3452634392063731,3065927.5,-826494.875,3.709554157852461,Yes,2_20_2_100_12.csv,0.4311128356099992,0.0431501629017456,1299252.594,-538412.125,2.4131191213422247,Yes,2_20_1_125_6.csv,0.13215164327062653,0.42376213294213677,2131539.391,-498809.06299999997,4.2732571420820396,Yes,2_20_0.75_50_12.csv,0.859577741820682,-0.10764493880750078,2612036.312,-3292609.5,0.7933027928152427,No,,,2_80_1.25_75_18.csv,0.4169636573186616,0.06161834168779659,2379839.187,-1335776.75,1.7816144703821204,Yes,2_80_0.75_225_4.csv,0.32474837305969884,-0.0804290195835797,1438833.375,-2785913.5,0.5164673544243208,No,2_100_0.75_150_14.csv,0.3144161479405515,-0.04906789891500209,2286009.25,-1712062.0,1.3352374213083404,No,,
2_40_1.5_75_10.csv,0.33240770833333333,0.4539393706115501,3717077.75,-710668.5,5.23039609888436,Yes,2_20_2_100_14.csv,0.4311128356099992,0.0431501629017456,1299252.594,-538412.125,2.4131191213422247,Yes,2_40_2_225_6.csv,0.157685487036307,0.26461437946253563,1685291.187,-634313.312,2.656875009742819,Yes,2_20_0.75_50_14.csv,0.859577741820682,-0.10764493880750078,2612036.312,-3292609.5,0.7933027928152427,No,,,2_80_1.25_75_20.csv,0.4169636573186616,0.06161834168779659,2379839.187,-1335776.75,1.7816144703821204,Yes,2_80_0.75_175_4.csv,0.3247483598027834,0.0375401205142648,4319196.0,-2792028.5,1.5469741802420713,Yes,2_100_0.75_150_16.csv,0.3144161479405515,-0.04906789891500209,2286009.25,-1712062.0,1.3352374213083404,No,,
2_40_1.5_75_12.csv,0.33240770833333333,0.41762607687277475,3499500.5,-710668.5,4.9242375312821665,Yes,2_20_2_100_16.csv,0.4311128356099992,0.0431501629017456,1299252.594,-538412.125,2.4131191213422247,Yes,2_40_1_50_4.csv,0.125691189307882,0.6772654677644582,17256499.5,-4529562.5,3.8097497274847183,Yes,2_20_0.75_50_16.csv,0.859577741820682,-0.10764493880750078,2612036.312,-3292609.5,0.7933027928152427,No,,,2_80_1.25_225_14.csv,0.41696365074656216,0.055009541842581194,1935252.406,-1103192.25,1.7542295152998038,Yes,2_100_1_200_6.csv,0.299463511899179,0.09822529459750515,3050285.25,-986509.0,3.091999414095563,Yes,2_100_0.75_150_18.csv,0.3144161479405515,-0.04906789891500209,2286009.25,-1712062.0,1.3352374213083404,No,,
2_40_1.5_75_14.csv,0.33240770833333333,0.41762607687277475,3499500.5,-710668.5,4.9242375312821665,Yes,2_20_2_100_18.csv,0.4311128356099992,0.0431501629017456,1299252.594,-538412.125,2.4131191213422247,Yes,2_40_2_125_4.csv,0.12391458626922738,0.1523032765627578,867006.672,-349170.5,2.4830467407756385,Yes,2_20_0.75_50_18.csv,0.859577741820682,-0.10764493880750078,2612036.312,-3292609.5,0.7933027928152427,No,,,2_80_1.25_175_16.csv,0.416963645211322,0.06161832362871682,1760170.594,-987963.5,1.78161500298341,Yes,2_100_1_100_6.csv,0.2994635102136106,0.2746394888685474,3797982.187,-870271.5,4.364134855616896,Yes,2_100_0.75_150_20.csv,0.3144161479405515,-0.04906789891500209,2286009.25,-1712062.0,1.3352374213083404,No,,
2_40_1.5_75_16.csv,0.33240770833333333,0.41762607687277475,3499500.5,-710668.5,4.9242375312821665,Yes,2_20_2_100_20.csv,0.4311128356099992,0.0431501629017456,1299252.594,-538412.125,2.4131191213422247,Yes,2_40_1.75_225_6.csv,0.15241216913025132,0.2915607399264416,2918956.5,-1313517.25,2.2222445118250254,Yes,2_20_0.75_50_20.csv,0.859577741820682,-0.10764493880750078,2612036.312,-3292609.5,0.7933027928152427,No,,,2_80_1.25_175_18.csv,0.416963645211322,0.06161832362871682,1760170.594,-987963.5,1.78161500298341,Yes,2_100_1_125_6.csv,0.2994635102136106,0.2746394888685474,3797982.187,-870271.5,4.364134855616896,Yes,2_120_1.75_175_8.csv,0.3115028750974445,-0.050539646050632325,1211442.312,-1019474.125,1.188301186163013,No,,
2_40_1.5_75_18.csv,0.33240770833333333,0.41762607687277475,3499500.5,-710668.5,4.9242375312821665,Yes,2_20_2_100_8.csv,0.4311128356099992,0.0431501629017456,1299252.594,-538412.125,2.4131191213422247,Yes,2_40_1.5_200_6.csv,0.12106032363720123,0.27848927719676503,1197007.297,-634685.704,1.8859843375328333,Yes,2_20_0.75_50_8.csv,0.859577741820682,-0.10764493880750078,2612036.312,-3292609.5,0.7933027928152427,No,,,2_80_1.25_175_20.csv,0.416963645211322,0.06161832362871682,1760170.594,-987963.5,1.78161500298341,Yes,2_100_1_50_6.csv,0.2994635102136106,0.2746394888685474,3797982.187,-870271.5,4.364134855616896,Yes,2_20_0.75_125_10.csv,0.3074469998373811,-0.012932216426462854,1951899.5,-911915.0,2.1404401726038063,Yes,,
2_40_1.5_75_20.csv,0.33240770833333333,0.41762607687277475,3499500.5,-710668.5,4.9242375312821665,Yes,2_40_1.5_75_8.csv,0.43069886751089315,0.09681301664330583,3246547.125,-1031575.0,3.14717507209849,Yes,2_40_1.5_175_6.csv,0.12106029507756981,0.11965073582511968,704317.953,-496676.516,1.4180617168539533,No,2_20_0.75_100_4.csv,0.8574140891323533,-0.07238207578016241,2749363.0,-1653399.5,1.6628546216446782,Yes,,,2_80_1.25_100_14.csv,0.4169636264295694,0.05500957547876431,2339530.812,-1333651.0,1.7542301636635071,Yes,2_100_1_75_6.csv,0.2994635102136106,0.2746394888685474,3797982.187,-870271.5,4.364134855616896,Yes,2_20_0.75_125_12.csv,0.3074469998373811,-0.012932216426462854,1951899.5,-911915.0,2.1404401726038063,Yes,,
2_40_1_50_12.csv,0.30803604166666665,0.3097757954740719,2712234.5,-1012298.375,2.6792836647594145,Yes,2_20_1.75_100_10.csv,0.42923101539449704,0.035533813544236216,1549316.2340000002,-750040.5,2.065643433921235,Yes,2_40_1_225_4.csv,0.1514889912140454,0.7911582296105968,3931003.461,-973410.75,4.038380982540001,Yes,2_40_0.75_225_4.csv,0.846055660031823,-0.10768618188123741,1822948.75,-1771428.5,1.0290840132695167,No,,,2_80_1.25_50_14.csv,0.4169636264295694,0.05500957547876431,2339530.812,-1333651.0,1.7542301636635071,Yes,2_100_1_175_6.csv,0.2994634671217073,0.09822530297418938,2370507.687,-766658.5,3.09199948477712,Yes,2_20_0.75_125_14.csv,0.3074469998373811,-0.012932216426462854,1951899.5,-911915.0,2.1404401726038063,Yes,,
2_40_1_50_14.csv,0.30803604166666665,0.3097757954740719,2712234.5,-1012298.375,2.6792836647594145,Yes,2_20_1.75_100_12.csv,0.42923101539449704,0.035533813544236216,1549316.2340000002,-750040.5,2.065643433921235,Yes,2_40_1_200_4.csv,0.15148897829634486,0.7632783546934647,3609716.527,-899707.25,4.012101188469916,Yes,2_20_1.25_50_6.csv,0.8336202550671893,-0.1553701790434533,1567324.062,-4079137.875,0.3842292440286785,No,,,2_80_1.25_75_14.csv,0.4169636264295694,0.05500957547876431,2339530.812,-1333651.0,1.7542301636635071,Yes,2_100_1_150_6.csv,0.29946348423019464,0.27463946559190844,4593087.375,-1052462.5,4.364133995272991,Yes,2_20_0.75_125_16.csv,0.3074469998373811,-0.012932216426462854,1951899.5,-911915.0,2.1404401726038063,Yes,,
