Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,Pass2,Para3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5
2_20_0.75_150_10.csv,0.19677992500000002,-0.02815748553811033,-0.14309125048253946,No,No Plateau,No,No Plateau,No,2_100_0.75_100_4.csv,0.6409025593978601,0.11940375045332643,0.186305622754118,No,2_100_0.75_100_6.csv,0.19389180720124177,-0.05143823299099419,-0.26529348368807587,No
2_20_0.75_150_12.csv,0.19677992500000002,-0.02815748553811033,-0.14309125048253946,No,,,,,2_100_0.75_75_4.csv,0.6409025593978601,0.11940375045332643,0.186305622754118,No,2_100_0.75_75_6.csv,0.19389180720124177,-0.05143823299099419,-0.26529348368807587,No
2_20_0.75_150_14.csv,0.19677992500000002,-0.02815748553811033,-0.14309125048253946,No,,,,,2_100_0.75_175_4.csv,0.6409025554598248,0.028486928182819744,0.044448142607859294,No,2_100_0.75_50_6.csv,0.1938917863996239,-0.05143823707671001,-0.26529353322214677,No
2_20_0.75_150_16.csv,0.19677992500000002,-0.02815748553811033,-0.14309125048253946,No,,,,,2_100_0.75_200_4.csv,0.6409024503308486,0.02848693941904365,0.04444816743068783,No,2_100_0.75_125_6.csv,0.19389177600340574,-0.05143822521111393,-0.26529348624982635,No
2_20_0.75_150_18.csv,0.19677992500000002,-0.02815748553811033,-0.14309125048253946,No,,,,,2_100_0.75_225_4.csv,0.6409023947576326,0.028486933430821235,0.044448161941404545,No,2_120_0.75_50_6.csv,0.17757064304234912,-0.01904591059537608,-0.10725821717519933,No
2_20_0.75_150_20.csv,0.19677992500000002,-0.02815748553811033,-0.14309125048253946,No,,,,,2_100_0.75_125_4.csv,0.640902349713734,0.11940377729461504,0.1863057255882242,No,2_120_0.75_100_6.csv,0.16734765302592627,-0.01904591257836344,-0.11381045526472222,No
2_20_0.75_150_4.csv,0.19677992500000002,-0.014076266585311744,-0.07153304172319276,No,,,,,2_100_0.75_150_4.csv,0.6409023099926374,0.0453110873912535,0.07069889854473145,No,2_120_0.75_125_6.csv,0.16734765302592627,-0.01904591257836344,-0.11381045526472222,No
2_20_0.75_150_6.csv,0.19677992500000002,-0.02815748553811033,-0.14309125048253946,No,,,,,2_120_0.75_225_4.csv,0.6179655832724906,0.005563697204803418,0.009003247681432961,No,2_120_0.75_75_6.csv,0.16734765302592627,-0.01904591257836344,-0.11381045526472222,No
2_20_0.75_150_8.csv,0.19677992500000002,-0.02815748553811033,-0.14309125048253946,No,,,,,2_120_0.75_100_4.csv,0.6179655782768871,0.0854167388381248,0.13822248656033195,No,2_120_0.75_150_6.csv,0.1673475677485795,-0.019045915072460083,-0.11381052816420005,No
2_20_0.75_100_10.csv,0.18879835,-0.023308445110428067,-0.12345682634635348,No,,,,,2_120_0.75_125_4.csv,0.6179655782768871,0.0854167388381248,0.13822248656033195,No,2_100_0.75_50_4.csv,0.11940378171234807,-0.051438240500479536,-0.4307923900132225,No
2_20_0.75_100_12.csv,0.18879835,-0.023308445110428067,-0.12345682634635348,No,,,,,2_120_0.75_75_4.csv,0.6179655782768871,0.0854167388381248,0.13822248656033195,No,2_100_0.75_125_4.csv,0.11940377729461504,-0.05143821508992795,-0.4307921931398375,No
2_20_0.75_100_14.csv,0.18879835,-0.023308445110428067,-0.12345682634635348,No,,,,,2_120_0.75_175_4.csv,0.6179655361347571,0.005563698408442924,0.009003250315936183,No,2_100_0.75_100_4.csv,0.11940375045332643,-0.05143820733579847,-0.43079222503907094,No
2_20_0.75_100_16.csv,0.18879835,-0.023308445110428067,-0.12345682634635348,No,,,,,2_120_0.75_200_4.csv,0.6179655147652716,0.005563684455322916,0.009003228048148008,No,2_100_0.75_75_4.csv,0.11940375045332643,-0.05143820733579847,-0.43079222503907094,No
2_20_0.75_100_18.csv,0.18879835,-0.023308445110428067,-0.12345682634635348,No,,,,,2_120_0.75_150_4.csv,0.6179653480919777,0.08541671834373316,0.13822250488229604,No,2_120_0.75_50_4.csv,0.11904759871639704,-0.015268887563865383,-0.12825867744077663,No
2_20_0.75_100_20.csv,0.18879835,-0.023308445110428067,-0.12345682634635348,No,,,,,2_100_0.75_125_12.csv,0.5802715396954747,0.08931234786236646,0.1539147481009277,No,2_40_0.75_50_4.csv,0.10947488295164763,-0.010294112215917835,-0.09403172616740309,No
2_20_0.75_100_4.csv,0.18879835,-0.008829943542713077,-0.04676917749923703,No,,,,,2_100_0.75_125_14.csv,0.5802715396954747,0.08931234786236646,0.1539147481009277,No,2_120_1_100_6.csv,0.10641733727503361,-0.012689859884572363,-0.11924616993352934,No
2_20_0.75_100_6.csv,0.18879835,-0.023308445110428067,-0.12345682634635348,No,,,,,2_100_0.75_125_16.csv,0.5802715396954747,0.08931234786236646,0.1539147481009277,No,2_120_1_125_6.csv,0.10641733727503361,-0.012689859884572363,-0.11924616993352934,No
2_20_0.75_100_8.csv,0.18879835,-0.023308445110428067,-0.12345682634635348,No,,,,,2_100_0.75_125_18.csv,0.5802715396954747,0.08931234786236646,0.1539147481009277,No,2_120_1_75_6.csv,0.10641733727503361,-0.012689859884572363,-0.11924616993352934,No
2_20_0.75_125_10.csv,0.17621935,-0.013870757790634639,-0.07871302323288923,No,,,,,2_100_0.75_125_20.csv,0.5802715396954747,0.08931234786236646,0.1539147481009277,No,2_120_1_150_6.csv,0.10641732978912591,-0.012689866793011987,-0.11924624324024978,No
2_20_0.75_125_12.csv,0.17621935,-0.013870757790634639,-0.07871302323288923,No,,,,,2_100_0.75_125_8.csv,0.5802714394804496,0.0893123495374343,0.15391477756927135,No,2_120_1_50_6.csv,0.10641731631658238,-0.012689859881665322,-0.11924619339125296,No
2_20_0.75_125_14.csv,0.17621935,-0.013870757790634639,-0.07871302323288923,No,,,,,2_100_0.75_125_10.csv,0.5802714811972717,0.08931234752872057,0.1539147630423656,No,2_100_0.75_150_6.csv,0.10252000240265836,-0.034905041335393294,-0.3404705473796224,No
2_20_0.75_125_16.csv,0.17621935,-0.013870757790634639,-0.07871302323288923,No,,,,,2_100_0.75_100_8.csv,0.5802712051611196,0.08931234828064136,0.15391483755572993,No,2_60_1_125_6.csv,0.10084629041189848,-0.01845785518372839,-0.18302958996646063,No
2_20_0.75_125_18.csv,0.17621935,-0.013870757790634639,-0.07871302323288923,No,,,,,2_100_0.75_75_8.csv,0.5802712051611196,0.08931234828064136,0.15391483755572993,No,2_60_1.25_125_6.csv,0.10032008746991136,-0.03665301021700852,-0.3653606285780176,No
2_20_0.75_125_20.csv,0.17621935,-0.013870757790634639,-0.07871302323288923,No,,,,,2_100_0.75_100_10.csv,0.5802713415965808,0.08931229915512257,0.153914716707162,No,2_80_0.75_125_4.csv,0.10007907059938524,-0.0016046049295046026,-0.016033371612010745,No
2_20_0.75_125_4.csv,0.17621935,0.0013811224754920236,0.007837518839401142,No,,,,,2_100_0.75_50_10.csv,0.5802713415965808,0.08931229915512257,0.153914716707162,No,,,,,
2_20_0.75_125_6.csv,0.17621935,-0.013870757790634639,-0.07871302323288923,No,,,,,2_100_0.75_75_10.csv,0.5802713415965808,0.08931229915512257,0.153914716707162,No,,,,,
2_20_0.75_125_8.csv,0.17621935,-0.013870757790634639,-0.07871302323288923,No,,,,,2_100_0.75_175_10.csv,0.5802712020641098,0.00696087997298217,0.011995908030971206,No,,,,,
1_100_1.75_150_10.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_175_12.csv,0.5802712020641098,0.00696087997298217,0.011995908030971206,No,,,,,
1_100_1.75_150_12.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_175_14.csv,0.5802712020641098,0.00696087997298217,0.011995908030971206,No,,,,,
1_100_1.75_150_14.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_175_16.csv,0.5802712020641098,0.00696087997298217,0.011995908030971206,No,,,,,
1_100_1.75_150_16.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_175_18.csv,0.5802712020641098,0.00696087997298217,0.011995908030971206,No,,,,,
1_100_1.75_150_18.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_175_20.csv,0.5802712020641098,0.00696087997298217,0.011995908030971206,No,,,,,
1_100_1.75_150_20.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_100_12.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
1_100_1.75_150_4.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_100_14.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
1_100_1.75_150_6.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_100_16.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
1_100_1.75_150_8.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_100_18.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
3_100_1.75_150_10.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_100_20.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
3_100_1.75_150_12.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_50_12.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
3_100_1.75_150_14.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_50_14.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
3_100_1.75_150_16.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_50_16.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
3_100_1.75_150_18.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_50_18.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
3_100_1.75_150_20.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_50_20.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
3_100_1.75_150_4.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_75_12.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
3_100_1.75_150_6.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_75_14.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
3_100_1.75_150_8.csv,0.16551844999999998,-0.006925416432467363,-0.04184075208816518,No,,,,,2_100_0.75_75_16.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
1_80_1.75_150_10.csv,0.1605256876,0.005585198362437019,0.034793175135647385,No,,,,,2_100_0.75_75_18.csv,0.580271178221485,0.08931232902569017,0.15391481151869368,No,,,,,
