Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5
2_20_1_50_4.csv,0.35860095,-0.004610214143030011,-0.012856112464370247,No,2_120_1.25_225_6.csv,0.5485740085491533,-0.07048233412807522,-0.1284828173221041,No,No Plateau,No,2_120_0.75_225_6.csv,0.5629604820249565,0.012492166434986886,0.022190130273536852,No,2_40_1_50_4.csv,0.13309914807013823,0.003790695758366809,0.02848024058252616,No
2_20_1_75_4.csv,0.341016875,-0.003748062387148275,-0.01099084139794629,No,2_100_1.25_225_6.csv,0.5284783228389589,-0.03255576901329447,-0.061602846524350365,No,,,2_120_0.75_150_6.csv,0.5629603679606972,0.025450453221732817,0.04520825029642163,No,2_100_1.5_125_12.csv,0.12772727669358602,0.01860889962634496,0.14569244806641546,No
2_20_1_125_4.csv,0.32502905,-0.003177100390921226,-0.009774819792019286,No,2_100_1.25_200_6.csv,0.4858059133658146,-0.04062138770239271,-0.08361649495156429,No,,,2_120_0.75_200_6.csv,0.562960362595271,0.025450492641213445,0.04520832074905878,No,2_100_1.5_175_12.csv,0.12772727571610853,0.018608834344581632,0.14569193807861627,No
2_20_1_150_4.csv,0.3196866,0.0013078555421671446,0.004091055246504372,No,2_120_1.25_225_4.csv,0.4717897841276058,-0.07301158085899459,-0.15475447607243445,No,,,2_120_0.75_100_6.csv,0.562960282345118,0.02545050656037203,0.04520835191845704,No,2_100_1.5_150_14.csv,0.12772726887887287,0.018608848985043013,0.14569206050033273,No
2_40_0.75_150_10.csv,0.301511975,0.17047444105048745,0.5653985751328366,Yes,2_100_1_100_4.csv,0.4643484815536759,-0.04766012541127399,-0.10263870197616823,No,,,2_120_0.75_125_6.csv,0.562960282345118,0.02545050656037203,0.04520835191845704,No,2_100_1.5_175_18.csv,0.1277272659448006,0.018608839456745567,0.14569198924830723,No
2_40_0.75_150_12.csv,0.301511975,0.17047444105048745,0.5653985751328366,Yes,2_100_1_50_4.csv,0.4643484815536759,-0.04766012541127399,-0.10263870197616823,No,,,2_120_0.75_75_6.csv,0.562960282345118,0.02545050656037203,0.04520835191845704,No,2_100_1.5_175_20.csv,0.1277272659448006,0.018608839456745567,0.14569198924830723,No
2_40_0.75_150_14.csv,0.301511975,0.17047444105048745,0.5653985751328366,Yes,2_100_1_75_4.csv,0.4643484815536759,-0.04766012541127399,-0.10263870197616823,No,,,2_120_0.75_175_6.csv,0.5629601349854276,0.025450506599328588,0.045208363821334134,No,2_100_1.5_150_12.csv,0.12772726150014388,0.01860885033274784,0.14569207946830426,No
2_40_0.75_150_16.csv,0.301511975,0.17047444105048745,0.5653985751328366,Yes,2_100_1_125_4.csv,0.4643484388114726,-0.047660104548485474,-0.10263866649465721,No,,,2_40_1_75_4.csv,0.5073051284632477,0.10033611538816645,0.19778257651782324,No,2_100_1.5_125_10.csv,0.12772726035942683,0.018608839035159412,0.14569199231858415,No
2_40_0.75_150_18.csv,0.301511975,0.17047444105048745,0.5653985751328366,Yes,2_100_1_150_4.csv,0.4643484388114726,-0.047660104548485474,-0.10263866649465721,No,,,2_120_0.75_100_4.csv,0.5133538021532129,0.030034012325230675,0.05850548335135712,No,2_100_1.5_100_16.csv,0.12772725366622262,0.01860884658414134,0.14569205905554075,No
2_40_0.75_150_20.csv,0.301511975,0.17047444105048745,0.5653985751328366,Yes,2_100_1.25_175_6.csv,0.4630539702942946,-0.040621382595187217,-0.08772494180186002,No,,,2_120_0.75_125_4.csv,0.5133538021532129,0.030034012325230675,0.05850548335135712,No,2_100_1.5_50_16.csv,0.12772725366622262,0.01860884658414134,0.14569205905554075,No
2_40_0.75_150_6.csv,0.301511975,0.20014578769759045,0.6638070932260334,Yes,2_100_1.5_100_10.csv,0.4535231470763873,-0.059324528541242524,-0.13080816034126355,No,,,2_120_0.75_75_4.csv,0.5133538021532129,0.030034012325230675,0.05850548335135712,No,2_100_1.5_75_16.csv,0.12772725366622262,0.01860884658414134,0.14569205905554075,No
2_40_0.75_150_8.csv,0.301511975,0.17047444105048745,0.5653985751328366,Yes,2_100_1.5_50_10.csv,0.4535231470763873,-0.059324528541242524,-0.13080816034126355,No,,,2_120_0.75_150_4.csv,0.5133537864538669,0.03003402855984401,0.0585055167651774,No,2_100_1.5_100_12.csv,0.12772725126862733,0.01860886487614332,0.14569220500178473,No
1_20_0.75_50_10.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_100_1.5_75_10.csv,0.4535231470763873,-0.059324528541242524,-0.13080816034126355,No,,,2_120_0.75_200_4.csv,0.5077457316138014,0.03003400047198116,0.05915165525177757,No,2_100_1.5_50_12.csv,0.12772725126862733,0.01860886487614332,0.14569220500178473,No
1_20_0.75_50_12.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_100_1.5_125_10.csv,0.45352313573475844,-0.059324527686955175,-0.1308081617288229,No,,,2_120_0.75_225_4.csv,0.5077456054966674,0.016812238972569702,0.033111540091271256,No,2_100_1.5_75_12.csv,0.12772725126862733,0.01860886487614332,0.14569220500178473,No
1_20_0.75_50_14.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_100_1.5_150_10.csv,0.4535231291901633,-0.05932451563326763,-0.13080813703856925,No,,,2_120_0.75_175_4.csv,0.5077454923328806,0.030033995110924524,0.05915167256912658,No,2_100_1.5_200_12.csv,0.12772725074586344,0.021313609532460233,0.16686814605340194,No
1_20_0.75_50_16.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_100_1.5_225_10.csv,0.45054040895257763,-0.06942721671764107,-0.15409764659966105,No,,,2_40_1_50_4.csv,0.47769912427376315,0.13309914807013823,0.27862548057312503,No,2_100_1.5_150_16.csv,0.1277272501811501,0.018608838668497815,0.1456920010577672,No
1_20_0.75_50_18.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_100_1.5_125_8.csv,0.44865478120096736,-0.06784719199481712,-0.1512236018374807,No,,,2_40_1_100_4.csv,0.4420962490787754,0.04630366874083551,0.10473662429238308,No,2_100_1.5_225_14.csv,0.12772724985428388,0.008134753447885897,0.06368847256295218,No
1_20_0.75_50_20.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_100_1.5_150_8.csv,0.4486546983450644,-0.06784718883338765,-0.15122362271843584,No,,,2_60_1.25_50_6.csv,0.4254955452110699,0.003038351418378204,0.007140736143009463,No,2_100_1.5_200_10.csv,0.12772724814422134,0.021313600235073983,0.1668680766613561,No
1_20_0.75_50_4.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_100_1.5_100_8.csv,0.44865464133515687,-0.06784719580327063,-0.15122365746928043,No,,,2_60_1.25_75_6.csv,0.4254955452110699,0.003038351418378204,0.007140736143009463,No,2_100_1.5_175_16.csv,0.12772724569011085,0.018608864062844354,0.14569220499745833,No
1_20_0.75_50_6.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_100_1.5_50_8.csv,0.44865464133515687,-0.06784719580327063,-0.15122365746928043,No,,,2_40_0.75_75_4.csv,0.4217993836955955,0.05399386503231037,0.1280084019071889,No,2_100_1.5_200_18.csv,0.12772724478231207,0.021313623591596945,0.16686826391598875,No
1_20_0.75_50_8.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_100_1.5_75_8.csv,0.44865464133515687,-0.06784719580327063,-0.15122365746928043,No,,,2_60_1.5_50_6.csv,0.41834032404827387,0.04821514415371646,0.11525339868540316,No,2_100_1.5_200_20.csv,0.12772724478231207,0.021313623591596945,0.16686826391598875,No
3_20_0.75_50_10.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_100_1.5_225_8.csv,0.4456941673824485,-0.07733786461078525,-0.17352227215578955,No,,,2_60_1.5_75_6.csv,0.41834017265097445,0.04821510036215307,0.11525333571628901,No,2_100_1.5_225_18.csv,0.12772724350014794,0.008134791265871945,0.06368877181525116,No
3_20_0.75_50_12.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_120_1.5_225_8.csv,0.4284387784741774,-0.08061699603651773,-0.18816456419660116,No,,,2_60_1_50_4.csv,0.41827070725069404,0.0017192416138622517,0.004110356245511139,No,2_100_1.5_225_20.csv,0.12772724350014794,0.008134791265871945,0.06368877181525116,No
3_20_0.75_50_14.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_120_1.5_225_6.csv,0.4206457501415653,-0.02595232404022144,-0.06169638949516873,No,,,2_60_1_75_4.csv,0.418270700456456,0.0017192526099003833,0.004110382601564429,No,2_100_1.5_225_12.csv,0.12772724249959044,0.00813478887346622,0.06368875358357716,No
3_20_0.75_50_16.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_80_1.25_150_8.csv,0.4205965110271803,-0.06871674435105503,-0.1633792543433969,No,,,2_60_1.5_225_6.csv,0.4110899647335221,0.02640866406123902,0.0642405953119233,No,2_100_1.5_125_14.csv,0.12772723948817408,0.018608864457489903,0.1456922151614562,No
3_20_0.75_50_18.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_100_0.75_125_4.csv,0.41680032856538013,-0.07168312209048765,-0.17198432241457143,No,,,2_80_2_225_8.csv,0.41052958176355814,0.024641185631162018,0.06002292337937769,No,2_100_1.5_125_16.csv,0.12772723936490812,0.018608863239484737,0.14569220576607367,No
3_20_0.75_50_20.csv,0.294342025,0.10875667509757034,0.369490816330323,No,2_100_0.75_100_4.csv,0.41680030758512226,-0.07168314548033897,-0.17198438718929993,No,,,2_80_2_50_8.csv,0.4105295593006024,0.04053886708604447,0.09874774219695265,No,2_100_1.5_100_14.csv,0.12772723851274653,0.018608841783732358,0.14569203875706815,No
