Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,InSample2_RateOfReturn,OutSample2_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample2_AvgTrade,OutSample2_AvgTrade,Score_2,Pass2,Para3,InSample3_RateOfReturn,OutSample3_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample3_AvgTrade,OutSample3_AvgTrade,Score_3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5,Para6,InSample6_RateOfReturn,OutSample6_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample6_AvgTrade,OutSample6_AvgTrade,Score_6,Pass6,Para7,Pass7
2_40_1.25_50_8.csv,1.949753375,0.1793217288886058,16.0,19.0,0.1218595859375,0.009437985730979254,0.07744967831927362,No,2_120_0.75_200_4.csv,0.8370787515600889,0.08067054506975105,8.0,13.0,0.10463484394501112,0.006205426543827003,0.05930554593351474,No,2_20_1.25_50_4.csv,1.9921533933683355,0.3379101691284864,31.0,26.0,0.06426301268930115,0.012996544966480247,0.20223989543278884,No,2_20_0.75_50_4.csv,0.7842461036332222,0.6897268958397531,25.0,33.0,0.03136984414532889,0.020900815025447064,0.6662709233944119,Yes,2_100_1.75_225_4.csv,1.1222749130068632,0.14846741297483756,7,10,0.16032498757240904,0.014846741297483756,0.09260403834915869,No,2_100_0.75_150_4.csv,0.9248843054027815,-0.15889379067343606,7.0,9.0,0.1321263293432545,-0.017654865630381784,-0.13362110124557944,No,No Plateau,No
2_40_1.25_50_6.csv,1.909574125,-0.19613149570471933,20.0,20.0,0.09547870625,-0.009806574785235967,-0.1027095482374738,No,2_120_0.75_225_4.csv,0.8370786938858968,0.12439167947550767,8.0,13.0,0.1046348367357371,0.009568590728885206,0.09144746651682917,No,2_20_1.5_150_4.csv,1.898918355958299,0.06838289036357581,30.0,22.0,0.0632972785319433,0.003108313198344355,0.04910658515556445,No,1_80_0.75_150_4.csv,0.6825852749782009,0.36346034388687143,26.0,34.0,0.02625327980685388,0.010690010114319748,0.407187604480905,No,2_100_1.75_125_4.csv,1.1222747625805118,0.17851200894069452,7,11,0.16032496608293026,0.016228364449154046,0.10122169270105882,No,2_100_0.75_50_4.csv,0.9248843050391583,-0.15405817527622914,7.0,9.0,0.13212632929130833,-0.017117575030692125,-0.1295546097625386,No,,
2_40_1.25_50_4.csv,1.90264425,-0.32372975503284634,23.0,23.0,0.08272366304347827,-0.014075206740558536,-0.17014728582752467,No,2_120_0.75_200_6.csv,0.7922325543715454,0.07199725112882573,6.0,12.0,0.13203875906192422,0.0059997709274021436,0.045439467698937856,No,2_20_1_50_4.csv,1.86349705746252,0.11157597837583735,29.0,27.0,0.06425851922284552,0.004132443643549532,0.06430966187095616,No,3_80_0.75_150_4.csv,0.6825852749782009,0.36346034388687143,26.0,34.0,0.02625327980685388,0.010690010114319748,0.407187604480905,No,2_100_1.75_150_4.csv,1.1222747032952756,0.17851205303126888,7,11,0.1603249576136108,0.01622836845738808,0.10122172304887839,No,2_100_0.75_100_4.csv,0.9248842511920958,-0.15405828603946023,7.0,9.0,0.13212632159887083,-0.0171175873377178,-0.12955471045115427,No,,
2_60_1.25_50_4.csv,1.809101375,0.16325687961332475,20.0,19.0,0.09045506875,0.008592467348069724,0.09499155179261,No,2_120_0.75_225_6.csv,0.7922324051463022,0.11536734586105256,6.0,12.0,0.13203873419105036,0.009613945488421047,0.07281155448302294,No,2_20_1.25_150_4.csv,1.8863386667493718,0.6911224946095642,29.0,20.0,0.06504616092239213,0.03455612473047821,0.5312554075513821,Yes,2_20_1.25_150_4.csv,0.6911224946095642,0.2816492820671247,20.0,32.0,0.03455612473047821,0.008801540064597647,0.25470275192156494,No,2_100_1.75_100_4.csv,1.1222747306226333,0.17851190525461658,7,11,0.16032496151751904,0.01622835502314696,0.10122163679031136,No,2_100_0.75_125_4.csv,0.9248842511920958,-0.15405828603946023,7.0,9.0,0.13212632159887083,-0.0171175873377178,-0.12955471045115427,No,,
2_40_1.25_50_10.csv,1.80798225,0.14735723489705108,16.0,19.0,0.112998890625,0.007755643941950057,0.06863469100495921,No,2_120_1.25_225_14.csv,0.7862893291225503,0.6527133692014158,3.0,6.0,0.2620964430408501,0.10878556153356929,0.41505928226814615,No,2_20_1.5_50_4.csv,1.7930345257850016,-0.1842737166114147,32.0,29.0,0.0560323289307813,-0.006354266090048783,-0.11340356917697336,No,2_20_1_225_10.csv,0.642089695490856,0.3628904525529603,18.0,33.0,0.035671649749492,0.010996680380392736,0.30827507159377565,No,2_100_1.75_50_4.csv,1.1222747306226333,0.17851190525461658,7,11,0.16032496151751904,0.01622835502314696,0.10122163679031136,No,2_100_0.75_75_4.csv,0.9248842511920958,-0.15405828603946023,7.0,9.0,0.13212632159887083,-0.0171175873377178,-0.12955471045115427,No,,
2_40_1.25_50_12.csv,1.611058875,0.12548673380641406,16.0,19.0,0.1006911796875,0.006604564937179687,0.06559228879507896,No,2_120_1.25_225_16.csv,0.7862893291225503,0.6527133692014158,3.0,6.0,0.2620964430408501,0.10878556153356929,0.41505928226814615,No,2_20_1.25_50_6.csv,1.7675306435704823,0.1977201320616537,28.0,23.0,0.06312609441323151,0.008596527480941465,0.1361802525698405,No,2_20_1_225_12.csv,0.642089695490856,0.3628904525529603,18.0,33.0,0.035671649749492,0.010996680380392736,0.30827507159377565,No,2_100_1.75_75_4.csv,1.1222747306226333,0.17851190525461658,7,11,0.16032496151751904,0.01622835502314696,0.10122163679031136,No,2_100_0.75_200_4.csv,0.7079296609286165,-0.15497392743335364,7.0,8.0,0.10113280870408807,-0.019371740929169205,-0.19154754206273858,No,,
2_40_1.25_50_14.csv,1.611058875,0.12548673380641406,16.0,19.0,0.1006911796875,0.006604564937179687,0.06559228879507896,No,2_120_1.25_225_18.csv,0.7862893291225503,0.6527133692014158,3.0,6.0,0.2620964430408501,0.10878556153356929,0.41505928226814615,No,2_20_1_125_4.csv,1.672675608977657,0.19449493290838157,26.0,22.0,0.06433367726837143,0.0088406787685628,0.13741914256950413,No,2_20_1_225_14.csv,0.642089695490856,0.3628904525529603,18.0,33.0,0.035671649749492,0.010996680380392736,0.30827507159377565,No,2_100_1.75_200_4.csv,1.1222746412440403,0.23522016153010722,7,10,0.16032494874914863,0.023522016153010722,0.14671463385161776,No,2_100_0.75_225_4.csv,0.7079296335331251,-0.15497384769057868,7.0,8.0,0.10113280479044644,-0.019371730961322334,-0.19154745091329944,No,,
2_40_1.25_50_16.csv,1.611058875,0.12548673380641406,16.0,19.0,0.1006911796875,0.006604564937179687,0.06559228879507896,No,2_120_1.25_225_20.csv,0.7862893291225503,0.6527133692014158,3.0,6.0,0.2620964430408501,0.10878556153356929,0.41505928226814615,No,2_20_1.25_150_6.csv,1.6696604260013765,0.6240081530082329,26.0,18.0,0.06421770869236064,0.034667119611568493,0.5398373800230668,Yes,2_20_1_225_16.csv,0.642089695490856,0.3628904525529603,18.0,33.0,0.035671649749492,0.010996680380392736,0.30827507159377565,No,2_100_1.75_175_4.csv,1.1222745092200213,0.1785120249263417,7,11,0.16032492988857447,0.0162283659023947,0.10122172461683522,No,2_100_0.75_175_4.csv,0.7079295947272211,-0.15889371253958942,7.0,9.0,0.10113279924674587,-0.017654856948843268,-0.17457103017358974,No,,
2_40_1.25_50_18.csv,1.611058875,0.12548673380641406,16.0,19.0,0.1006911796875,0.006604564937179687,0.06559228879507896,No,2_120_1_225_8.csv,0.7479820398419688,0.36215663757155786,4.0,10.0,0.1869955099604922,0.036215663757155785,0.193671301331285,No,2_20_1.25_50_10.csv,1.5877543936444345,0.05637017775688616,24.0,22.0,0.06615643306851811,0.002562280807131189,0.038730637192568085,No,2_20_1_225_18.csv,0.642089695490856,0.3628904525529603,18.0,33.0,0.035671649749492,0.010996680380392736,0.30827507159377565,No,2_120_1.75_225_4.csv,0.9906610947663477,-0.05473269382419148,6,10,0.16511018246105794,-0.005473269382419148,-0.03314919347091174,No,2_120_1_100_4.csv,0.6995212216206597,-0.253783163314107,8.0,9.0,0.08744015270258246,-0.028198129257123,-0.3224849040810309,No,,
2_40_1.25_50_20.csv,1.611058875,0.12548673380641406,16.0,19.0,0.1006911796875,0.006604564937179687,0.06559228879507896,No,2_120_1_225_10.csv,0.7479820376687176,0.4403911905131427,4.0,9.0,0.1869955094171794,0.0489323545014603,0.2616766287809308,No,2_20_1.25_50_12.csv,1.5877543936444345,0.05637017775688616,24.0,22.0,0.06615643306851811,0.002562280807131189,0.038730637192568085,No,2_20_1_225_20.csv,0.642089695490856,0.3628904525529603,18.0,33.0,0.035671649749492,0.010996680380392736,0.30827507159377565,No,2_120_1.75_175_4.csv,0.9906611057717802,-0.05473282178650015,6,10,0.1651101842952967,-0.005473282178650015,-0.033149270603811724,No,2_120_1_125_4.csv,0.6995212216206597,-0.253783163314107,8.0,9.0,0.08744015270258246,-0.028198129257123,-0.3224849040810309,No,,
