Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,OutSamplePass1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,OutSamplePass2,Pass2,Para3,Pass3,Para4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,OutSamplePass5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,OutSamplePass6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,OutSamplePass7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,OutSamplePass8,Pass8,Para9,Pass9
2_20_0.75_150_8.csv,0.4135048333333333,0.002301517501151335,No,,2_80_2_100_18.csv,0.11729824507277178,-0.05329202195849207,No,,,,,,,,,,,2_100_0.75_150_4.csv,0.24538623140601978,0.46535978176985326,Yes,,2_100_0.75_100_4.csv,0.46535986387943246,0.15236651129716247,Yes,,2_120_1_100_20.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_75_10.csv,0.4104445,0.00032758811416282386,No,,2_80_2_125_18.csv,0.11729824507277178,-0.05329202195849207,No,,,,,,,,,,,2_20_1_75_6.csv,0.2223281154346592,0.14315190948121412,Yes,,2_100_0.75_75_4.csv,0.46535986387943246,0.15236651129716247,Yes,,2_120_1_125_14.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_75_12.csv,0.4104445,0.00032758811416282386,No,,2_80_2_150_20.csv,0.11729824452455687,-0.053292025836145465,No,,,,,,,,,,,2_20_1_50_6.csv,0.21697946556367875,0.14013407543697945,Yes,,2_100_0.75_175_4.csv,0.46535984494232324,0.01411425740306695,No,,2_120_1_125_16.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_75_14.csv,0.4104445,0.00032758811416282386,No,,2_80_2_50_18.csv,0.11729824227595514,-0.053292018478746137,No,,,,,,,,,,,2_20_1.75_50_6.csv,0.20713849490706726,0.11400463408325043,Yes,,2_100_0.75_125_4.csv,0.46535983570851835,0.15236651697359188,Yes,,2_120_1_125_18.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_75_16.csv,0.4104445,0.00032758811416282386,No,,2_80_2_75_18.csv,0.11729824227595514,-0.053292018478746137,No,,,,,,,,,,,2_20_0.75_50_6.csv,0.2064700769446275,0.17305793850904527,Yes,,2_100_0.75_200_4.csv,0.465359811075866,0.014114266472549248,No,,2_120_1_125_20.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_75_18.csv,0.4104445,0.00032758811416282386,No,,2_80_2_225_16.csv,0.11729824111168047,-0.05329202328552507,No,,,,,,,,,,,2_20_0.75_75_6.csv,0.20137174701452304,0.1430224366817722,Yes,,2_100_0.75_225_4.csv,0.4653598065262765,0.014114254122814394,No,,2_120_1_50_14.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_75_20.csv,0.4104445,0.00032758811416282386,No,,2_80_2_225_20.csv,0.1172982403870829,-0.05329201704301256,No,,,,,,,,,,,2_60_1_50_4.csv,0.21313071981259185,0.07428778750665069,No,,2_100_0.75_150_4.csv,0.46535978176985326,0.03969785002299533,No,,2_120_1_50_16.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_75_8.csv,0.4104445,0.00032758811416282386,No,,2_80_2_50_16.csv,0.11729824031122463,-0.05329201093166043,No,,,,,,,,,,,2_60_1_75_4.csv,0.21313069554101066,0.07428778077914962,No,,2_80_0.75_100_4.csv,0.4303031377143927,0.12604875387433392,Yes,,2_120_1_50_18.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_125_10.csv,0.40602974999999997,0.005690107675634182,No,,2_80_2_75_16.csv,0.11729824031122463,-0.05329201093166043,No,,,,,,,,,,,2_20_1.75_75_6.csv,0.19257244655962588,0.1278588308407638,Yes,,2_80_0.75_50_4.csv,0.4303031648621957,0.12604875479269315,Yes,,2_120_1_50_20.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_125_12.csv,0.40602974999999997,0.005690107675634182,No,,2_80_2_200_16.csv,0.11729823933269518,-0.05329201839185624,No,,,,,,,,,,,2_20_1.25_50_4.csv,0.1906224560364834,0.07018399870949643,No,,2_80_0.75_75_4.csv,0.4303031648621957,0.12604875479269315,Yes,,2_120_1_75_14.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_125_14.csv,0.40602974999999997,0.005690107675634182,No,,2_80_2_200_20.csv,0.11729823771269718,-0.05329202834082417,No,,,,,,,,,,,2_100_0.75_50_4.csv,0.19992799193611055,0.38828315673797176,Yes,,2_80_0.75_150_4.csv,0.43030313965071443,0.0331663506487827,No,,2_120_1_75_16.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_125_16.csv,0.40602974999999997,0.005690107675634182,No,,2_80_2_175_12.csv,0.11729823745936063,-0.053292024040180574,No,,,,,,,,,,,2_100_0.75_125_12.csv,0.1997200987946948,0.31779434479167856,Yes,,2_80_0.75_175_4.csv,0.430302963256876,-0.0008184766834365381,No,,2_120_1_75_18.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_125_18.csv,0.40602974999999997,0.005690107675634182,No,,2_80_2_225_14.csv,0.11729823744716181,-0.05329202418959961,No,,,,,,,,,,,2_100_0.75_125_14.csv,0.1997200987946948,0.31779434479167856,Yes,,2_80_0.75_125_4.csv,0.43030298288013435,0.16720463707969607,Yes,,2_120_1_75_20.csv,0.21968002831511607,0.04158034479203306,No,,,
2_20_0.75_125_20.csv,0.40602974999999997,0.005690107675634182,No,,2_80_2_175_18.csv,0.11729823703700021,-0.05329202143090117,No,,,,,,,,,,,2_100_0.75_125_16.csv,0.1997200987946948,0.31779434479167856,Yes,,2_80_0.75_200_4.csv,0.4303029906824686,-0.000818483630399436,No,,2_120_1_100_10.csv,0.21968000706533347,0.041580348509121824,No,,,
2_20_0.75_125_4.csv,0.40602974999999997,0.033470493428822426,No,,2_80_2_175_20.csv,0.11729823699221285,-0.053292019587680255,No,,,,,,,,,,,2_100_0.75_125_18.csv,0.1997200987946948,0.31779434479167856,Yes,,2_80_0.75_225_4.csv,0.43030292809646836,-0.0008184856618537676,No,,2_120_1_125_10.csv,0.21968000706533347,0.041580348509121824,No,,,
2_20_0.75_125_6.csv,0.40602974999999997,0.005690107675634182,No,,2_80_2_200_12.csv,0.11729823654066399,-0.053292018553228834,No,,,,,,,,,,,2_100_0.75_125_20.csv,0.1997200987946948,0.31779434479167856,Yes,,2_120_0.75_100_4.csv,0.4200901591194053,0.17283562863765406,Yes,,2_120_1_50_10.csv,0.21968000706533347,0.041580348509121824,No,,,
2_20_0.75_125_8.csv,0.40602974999999997,0.005690107675634182,No,,2_80_2_175_14.csv,0.11729823642123102,-0.053292012746331455,No,,,,,,,,,,,2_100_0.75_125_8.csv,0.1997200191509234,0.3177943676094902,Yes,,2_120_0.75_125_4.csv,0.4200901591194053,0.17283562863765406,Yes,,2_120_1_75_10.csv,0.21968000706533347,0.041580348509121824,No,,,
2_20_0.75_50_10.csv,0.3592678333333333,0.008653649555087059,No,,2_80_2_225_18.csv,0.11729823625919492,-0.05329201670391053,No,,,,,,,,,,,2_100_0.75_125_10.csv,0.19972005751872846,0.3177943439858529,Yes,,2_120_0.75_75_4.csv,0.4200901591194053,0.17283562863765406,Yes,,2_120_1_150_12.csv,0.21968000019846823,0.04158033310679311,No,,,
2_20_0.75_50_12.csv,0.3592678333333333,0.008653649555087059,No,,2_80_2_200_18.csv,0.11729823604998507,-0.0532920198276533,No,,,,,,,,,,,2_100_0.75_100_10.csv,0.19972005137131826,0.31779425464578204,Yes,,2_120_0.75_175_4.csv,0.4200901580100425,0.031221166301025192,No,,2_120_1_150_10.csv,0.2196799847637303,0.04158033633779716,No,,,
2_20_0.75_50_14.csv,0.3592678333333333,0.008653649555087059,No,,2_80_2_150_18.csv,0.11729823226948877,-0.05329200841905163,No,,,,,,,,,,,2_100_0.75_50_10.csv,0.19972005137131826,0.31779425464578204,Yes,,2_120_0.75_225_4.csv,0.42009015208921135,0.03122118065008744,No,,2_120_0.75_100_12.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_0.75_50_16.csv,0.3592678333333333,0.008653649555087059,No,,2_80_2_150_14.csv,0.11729823218696969,-0.053292008451253564,No,,,,,,,,,,,2_100_0.75_75_10.csv,0.19972005137131826,0.31779425464578204,Yes,,2_120_0.75_200_4.csv,0.42009013444768245,0.031221163751725296,No,,2_120_0.75_100_14.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_0.75_50_18.csv,0.3592678333333333,0.008653649555087059,No,,2_80_2_100_14.csv,0.11729823089905758,-0.05329201713923004,No,,,,,,,,,,,2_100_0.75_100_12.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_0.75_150_4.csv,0.42008998468870806,0.17283560329465633,Yes,,2_120_0.75_100_16.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_0.75_50_20.csv,0.3592678333333333,0.008653649555087059,No,,2_80_2_125_14.csv,0.11729823089905758,-0.05329201713923004,No,,,,,,,,,,,2_100_0.75_100_14.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_0.75_100_6.csv,0.4094883303354283,0.19493730758089384,Yes,,2_120_0.75_100_18.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_0.75_50_8.csv,0.3592678333333333,0.008653649555087059,No,,2_80_2_150_12.csv,0.11729822942610195,-0.05329203451892024,No,,,,,,,,,,,2_100_0.75_100_16.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_0.75_125_6.csv,0.4094883303354283,0.19493730758089384,Yes,,2_120_0.75_100_20.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_1_75_10.csv,0.35810629166666663,0.021655321275841292,No,,2_80_2_100_16.csv,0.11729822895958111,-0.053292020543141694,No,,,,,,,,,,,2_100_0.75_100_18.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_0.75_75_6.csv,0.4094883303354283,0.19493730758089384,Yes,,2_120_0.75_125_12.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_1_75_12.csv,0.35810629166666663,0.021655321275841292,No,,2_80_2_125_16.csv,0.11729822895958111,-0.053292020543141694,No,,,,,,,,,,,2_100_0.75_100_20.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_0.75_200_6.csv,0.4094881483538736,0.04713925407726895,No,,2_120_0.75_125_14.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_1_75_14.csv,0.35810629166666663,0.021655321275841292,No,,2_80_2_100_12.csv,0.1172982284554561,-0.053292020629327315,No,,,,,,,,,,,2_100_0.75_50_12.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_0.75_225_6.csv,0.4094881354852987,0.04713926425420424,No,,2_120_0.75_125_16.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_1_75_16.csv,0.35810629166666663,0.021655321275841292,No,,2_80_2_125_12.csv,0.1172982284554561,-0.053292020629327315,No,,,,,,,,,,,2_100_0.75_50_14.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_0.75_175_6.csv,0.4094881716782439,0.04713925607591863,No,,2_120_0.75_125_18.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_1_75_18.csv,0.35810629166666663,0.021655321275841292,No,,2_80_2_225_12.csv,0.1172982280218284,-0.053292017208880285,No,,,,,,,,,,,2_100_0.75_50_16.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_0.75_150_6.csv,0.409488042688268,0.19493721145561954,Yes,,2_120_0.75_125_20.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_1_75_20.csv,0.35810629166666663,0.021655321275841292,No,,2_80_2_50_12.csv,0.11729822782405483,-0.05329201637641949,No,,,,,,,,,,,2_100_0.75_50_18.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_2_175_16.csv,0.4015091304364454,0.10647156169416855,Yes,,2_120_0.75_75_12.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_1_75_8.csv,0.35810629166666663,0.021655321275841292,No,,2_80_2_75_12.csv,0.11729822782405483,-0.05329201637641949,No,,,,,,,,,,,2_100_0.75_50_20.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_2_225_16.csv,0.4015091124557374,0.10647156596528728,Yes,,2_120_0.75_75_14.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_0.75_75_6.csv,0.3545876666666667,0.00032759737108056173,No,,2_80_2_175_16.csv,0.11729822668339782,-0.05329201521582047,No,,,,,,,,,,,2_100_0.75_75_12.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_2_100_16.csv,0.40150908025133536,0.10647153460071569,Yes,,2_120_0.75_75_16.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_0.75_75_4.csv,0.34723812499999995,0.027668537133162908,No,,2_40_0.75_100_10.csv,0.11674829582512217,0.008803274381935703,No,,,,,,,,,,,2_100_0.75_75_14.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_2_125_16.csv,0.40150908025133536,0.10647153460071569,Yes,,2_120_0.75_75_18.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_1_125_10.csv,0.3444647916666667,6.055146090388885e-05,No,,2_40_0.75_100_12.csv,0.11674829582512217,0.008803274381935703,No,,,,,,,,,,,2_100_0.75_75_16.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_2_50_16.csv,0.40150908025133536,0.10647153460071569,Yes,,2_120_0.75_75_20.csv,0.2189036135101075,0.03955094288875599,No,,,
2_20_1_125_12.csv,0.3444647916666667,6.055146090388885e-05,No,,2_40_0.75_100_14.csv,0.11674829582512217,0.008803274381935703,No,,,,,,,,,,,2_100_0.75_75_18.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_2_75_16.csv,0.40150908025133536,0.10647153460071569,Yes,,2_120_0.75_150_12.csv,0.21890360571967665,0.039550949079436494,No,,,
2_20_1_125_14.csv,0.3444647916666667,6.055146090388885e-05,No,,2_40_0.75_100_16.csv,0.11674829582512217,0.008803274381935703,No,,,,,,,,,,,2_100_0.75_75_20.csv,0.19971999625331066,0.3177941948207271,Yes,,2_120_2_200_16.csv,0.40150904799032394,0.10647155019515085,Yes,,2_120_0.75_150_14.csv,0.21890360571967665,0.039550949079436494,No,,,
2_20_1_125_16.csv,0.3444647916666667,6.055146090388885e-05,No,,2_40_0.75_100_18.csv,0.11674829582512217,0.008803274381935703,No,,,,,,,,,,,2_100_0.75_175_10.csv,0.19971994456820513,0.31779426623544105,Yes,,2_120_2_150_16.csv,0.401509042739427,0.10647155755593767,Yes,,2_120_0.75_150_16.csv,0.21890360571967665,0.039550949079436494,No,,,
2_20_1_125_18.csv,0.3444647916666667,6.055146090388885e-05,No,,2_40_0.75_100_20.csv,0.11674829582512217,0.008803274381935703,No,,,,,,,,,,,2_100_0.75_175_12.csv,0.19971994456820513,0.31779426623544105,Yes,,2_120_2_200_12.csv,0.3923731057839751,0.10647156260095472,Yes,,2_120_0.75_150_18.csv,0.21890360571967665,0.039550949079436494,No,,,
2_20_1_125_20.csv,0.3444647916666667,6.055146090388885e-05,No,,2_40_0.75_100_8.csv,0.11674829582512217,0.008803274381935703,No,,,,,,,,,,,2_100_0.75_175_14.csv,0.19971994456820513,0.31779426623544105,Yes,,2_120_2_175_14.csv,0.3923731054110441,0.10647155763795116,Yes,,2_120_0.75_150_20.csv,0.21890360571967665,0.039550949079436494,No,,,
2_20_1_125_6.csv,0.3444647916666667,6.055146090388885e-05,No,,2_40_0.75_100_6.csv,0.11674826996000325,0.00880325303581077,No,,,,,,,,,,,2_100_0.75_175_16.csv,0.19971994456820513,0.31779426623544105,Yes,,2_120_2_175_12.csv,0.39237311257645263,0.10647155316412008,Yes,,2_120_0.75_100_10.csv,0.2189036012325895,0.03955094782725431,No,,,
2_20_1_125_8.csv,0.3444647916666667,6.055146090388885e-05,No,,2_80_2_50_6.csv,0.11243711195657535,-0.0545604738089554,No,,,,,,,,,,,2_100_0.75_175_18.csv,0.19971994456820513,0.31779426623544105,Yes,,2_120_2_100_14.csv,0.39237309251449054,0.10647155078182963,Yes,,2_120_0.75_125_10.csv,0.2189036012325895,0.03955094782725431,No,,,
2_20_1_125_4.csv,0.3307511043333333,0.02737958169144394,No,,2_80_2_75_6.csv,0.11243711195657535,-0.0545604738089554,No,,,,,,,,,,,2_100_0.75_175_20.csv,0.19971994456820513,0.31779426623544105,Yes,,2_120_2_125_14.csv,0.39237309251449054,0.10647155078182963,Yes,,2_120_0.75_75_10.csv,0.2189036012325895,0.03955094782725431,No,,,
2_20_1_150_10.csv,0.3183633126666667,0.0352375199358561,No,,2_80_2_200_6.csv,0.11243710970520432,-0.05456047040000145,No,,,,,,,,,,,2_100_0.75_50_6.csv,0.19971998768767518,0.5461598678481115,Yes,,2_120_2_50_14.csv,0.39237309251449054,0.10647155078182963,Yes,,2_120_0.75_150_10.csv,0.21890357529561844,0.039550944035498595,No,,,
2_20_1_150_12.csv,0.3183633126666667,0.0352375199358561,No,,2_80_2_175_6.csv,0.11243710914248738,-0.05456046998893638,No,,,,,,,,,,,2_100_0.75_100_8.csv,0.19971991265910422,0.31779430016464955,Yes,,2_120_2_75_14.csv,0.39237309251449054,0.10647155078182963,Yes,,2_120_0.75_50_10.csv,0.21890353558802617,0.039550934366743846,No,,,
2_20_1_150_14.csv,0.3183633126666667,0.0352375199358561,No,,2_80_2_225_6.csv,0.11243710631416838,-0.054560460595658944,No,,,,,,,,,,,2_100_0.75_50_8.csv,0.19971991265910422,0.25495814540633976,Yes,,2_120_2_200_14.csv,0.3923730667485946,0.10647154571014053,Yes,,2_120_0.75_50_12.csv,0.21890353558802617,0.039550934366743846,No,,,
2_20_1_150_16.csv,0.3183633126666667,0.0352375199358561,No,,2_80_2_100_6.csv,0.11243710263605713,-0.054560468394224224,No,,,,,,,,,,,2_100_0.75_75_8.csv,0.19971991265910422,0.31779430016464955,Yes,,2_120_2_225_14.csv,0.3923730959441595,0.10647152849785574,Yes,,2_120_0.75_50_14.csv,0.21890353558802617,0.039550934366743846,No,,,
2_20_1_150_18.csv,0.3183633126666667,0.0352375199358561,No,,2_80_2_125_6.csv,0.11243710263605713,-0.054560468394224224,No,,,,,,,,,,,2_100_0.75_150_10.csv,0.1997198554098779,0.3177942156453064,Yes,,2_120_2_150_14.csv,0.39237308610102306,0.10647154060574492,Yes,,2_120_0.75_50_16.csv,0.21890353558802617,0.039550934366743846,No,,,
2_20_1_150_20.csv,0.3183633126666667,0.0352375199358561,No,,2_80_2_150_6.csv,0.11243710070256219,-0.05456047037735204,No,,,,,,,,,,,2_100_0.75_150_12.csv,0.19971989155677938,0.31779418375103025,Yes,,2_120_2_100_12.csv,0.3923730706975237,0.10647157575480179,Yes,,2_120_0.75_50_18.csv,0.21890353558802617,0.039550934366743846,No,,,
2_20_1_150_6.csv,0.3183633126666667,0.0352375199358561,No,,2_80_1.75_50_16.csv,0.11037864551494486,-0.04858606248168605,No,,,,,,,,,,,2_100_0.75_150_14.csv,0.19971989155677938,0.31779418375103025,Yes,,2_120_2_125_12.csv,0.3923730706975237,0.10647157575480179,Yes,,2_120_0.75_50_20.csv,0.21890353558802617,0.039550934366743846,No,,,
2_20_1_150_8.csv,0.3183633126666667,0.0352375199358561,No,,2_80_1.75_50_18.csv,0.11037864551494486,-0.04858606248168605,No,,,,,,,,,,,2_100_0.75_150_16.csv,0.19971989155677938,0.31779418375103025,Yes,,2_120_2_50_12.csv,0.3923730706975237,0.10647157575480179,Yes,,2_60_0.75_125_6.csv,0.21588631891509746,-0.0037855304078822606,No,,,
1_20_0.75_50_10.csv,0.3162824166666667,-0.019540728841968842,No,,2_80_1.75_50_20.csv,0.11037864551494486,-0.04858606248168605,No,,,,,,,,,,,2_100_0.75_150_18.csv,0.19971989155677938,0.31779418375103025,Yes,,2_120_2_75_12.csv,0.3923730706975237,0.10647157575480179,Yes,,2_120_0.75_50_6.csv,0.20963866739184506,0.039550951867554224,No,,,
