"Filename","Begin","End","Start_NetProfit","End_NetProfit","NetProfit","NetProfit_Percent","Number_of_Transactions"
"2_120_2_200_18.csv","1994/1/5","1996/12/31","-94215.563","870701.563","964917.126","1.06528340142","1"
"2_120_2_200_20.csv","1994/1/5","1996/12/31","-94215.563","870701.563","964917.126","1.06528340142","1"
"2_120_2_225_18.csv","1994/1/5","1996/12/31","-94215.563","870701.563","964917.126","1.06528340142","1"
"2_120_2_225_20.csv","1994/1/5","1996/12/31","-94215.563","870701.563","964917.126","1.06528340142","1"
"2_120_2_125_18.csv","1994/1/5","1996/12/31","-41712.813","979134.625","1020847.438","1.06528340548","1"
"2_120_2_125_20.csv","1994/1/5","1996/12/31","-41712.813","979134.625","1020847.438","1.06528340548","1"
"2_120_2_150_18.csv","1994/1/5","1996/12/31","-41712.813","979134.625","1020847.438","1.06528340548","1"
"2_120_2_150_20.csv","1994/1/5","1996/12/31","-41712.813","979134.625","1020847.438","1.06528340548","1"
"2_120_2_100_18.csv","1994/1/5","1996/12/31","175228.438","1427179.75","1251951.312","1.06528337089","1"
"2_120_2_100_20.csv","1994/1/5","1996/12/31","175228.438","1427179.75","1251951.312","1.06528337089","1"
"2_120_2_50_18.csv","1994/1/5","1996/12/31","175228.438","1427179.75","1251951.312","1.06528337089","1"
"2_120_2_50_20.csv","1994/1/5","1996/12/31","175228.438","1427179.75","1251951.312","1.06528337089","1"
"2_120_2_75_18.csv","1994/1/5","1996/12/31","175228.438","1427179.75","1251951.312","1.06528337089","1"
"2_120_2_75_20.csv","1994/1/5","1996/12/31","175228.438","1427179.75","1251951.312","1.06528337089","1"
"2_120_2_175_18.csv","1994/1/5","1996/12/31","-233166.531","583728.375","816894.906","1.06528332294","1"
"2_120_2_175_20.csv","1994/1/5","1996/12/31","-233166.531","583728.375","816894.906","1.06528332294","1"
"2_120_1.25_100_14.csv","1994/1/5","1996/12/31","654513.5","2336393.75","1681880.25","1.01654066286","2"
"2_120_1.25_125_14.csv","1994/1/5","1996/12/31","654513.5","2336393.75","1681880.25","1.01654066286","2"
"2_120_1.25_50_14.csv","1994/1/5","1996/12/31","654513.5","2336393.75","1681880.25","1.01654066286","2"
"2_120_1.25_75_14.csv","1994/1/5","1996/12/31","654513.5","2336393.75","1681880.25","1.01654066286","2"
"2_120_1.25_150_16.csv","1994/1/5","1996/12/31","111249.797","1240880.375","1129630.578","1.01654063834","2"
"2_120_1.25_150_18.csv","1994/1/5","1996/12/31","111249.797","1240880.375","1129630.578","1.01654063834","2"
"2_120_1.25_150_20.csv","1994/1/5","1996/12/31","111249.797","1240880.375","1129630.578","1.01654063834","2"
"2_120_1.25_175_16.csv","1994/1/5","1996/12/31","111249.797","1240880.375","1129630.578","1.01654063834","2"
"2_120_1.25_175_18.csv","1994/1/5","1996/12/31","111249.797","1240880.375","1129630.578","1.01654063834","2"
"2_120_1.25_175_20.csv","1994/1/5","1996/12/31","111249.797","1240880.375","1129630.578","1.01654063834","2"
"2_120_1.25_100_16.csv","1994/1/5","1996/12/31","431046.813","1885764.0","1454717.187","1.01654060076","2"
"2_120_1.25_100_18.csv","1994/1/5","1996/12/31","431046.813","1885764.0","1454717.187","1.01654060076","2"
"2_120_1.25_100_20.csv","1994/1/5","1996/12/31","431046.813","1885764.0","1454717.187","1.01654060076","2"
"2_120_1.25_125_16.csv","1994/1/5","1996/12/31","431046.813","1885764.0","1454717.187","1.01654060076","2"
"2_120_1.25_125_18.csv","1994/1/5","1996/12/31","431046.813","1885764.0","1454717.187","1.01654060076","2"
"2_120_1.25_125_20.csv","1994/1/5","1996/12/31","431046.813","1885764.0","1454717.187","1.01654060076","2"
"2_120_1.25_50_16.csv","1994/1/5","1996/12/31","431046.813","1885764.0","1454717.187","1.01654060076","2"
"2_120_1.25_50_18.csv","1994/1/5","1996/12/31","431046.813","1885764.0","1454717.187","1.01654060076","2"
"2_120_1.25_50_20.csv","1994/1/5","1996/12/31","431046.813","1885764.0","1454717.187","1.01654060076","2"
"2_120_1.25_75_16.csv","1994/1/5","1996/12/31","431046.813","1885764.0","1454717.187","1.01654060076","2"
"2_120_1.25_75_18.csv","1994/1/5","1996/12/31","431046.813","1885764.0","1454717.187","1.01654060076","2"
"2_120_1.25_75_20.csv","1994/1/5","1996/12/31","431046.813","1885764.0","1454717.187","1.01654060076","2"
"2_120_1.25_150_14.csv","1994/1/5","1996/12/31","284778.25","1590807.5","1306029.25","1.01654059757","2"
"2_120_1.25_175_14.csv","1994/1/5","1996/12/31","284778.25","1590807.5","1306029.25","1.01654059757","2"
"2_120_1.5_200_18.csv","1994/1/5","1996/12/31","70012.297","1103048.5","1033036.203","0.965443299947","2"
"2_120_1.5_200_20.csv","1994/1/5","1996/12/31","70012.297","1103048.5","1033036.203","0.965443299947","2"
"2_120_1.5_100_18.csv","1994/1/5","1996/12/31","600780.625","2146243.5","1545462.875","0.965443266156","2"
"2_120_1.5_100_20.csv","1994/1/5","1996/12/31","600780.625","2146243.5","1545462.875","0.965443266156","2"
"2_120_1.5_125_18.csv","1994/1/5","1996/12/31","600780.625","2146243.5","1545462.875","0.965443266156","2"
"2_120_1.5_125_20.csv","1994/1/5","1996/12/31","600780.625","2146243.5","1545462.875","0.965443266156","2"
"2_120_1.5_50_18.csv","1994/1/5","1996/12/31","600780.625","2146243.5","1545462.875","0.965443266156","2"
"2_120_1.5_50_20.csv","1994/1/5","1996/12/31","600780.625","2146243.5","1545462.875","0.965443266156","2"
"2_120_1.5_75_18.csv","1994/1/5","1996/12/31","600780.625","2146243.5","1545462.875","0.965443266156","2"
"2_120_1.5_75_20.csv","1994/1/5","1996/12/31","600780.625","2146243.5","1545462.875","0.965443266156","2"
"2_120_1.25_200_14.csv","1994/1/5","1996/12/31","563511.375","2072993.0","1509481.625","0.965443327843","2"
"2_120_1.25_200_16.csv","1994/1/5","1996/12/31","563511.375","2072993.0","1509481.625","0.965443327843","2"
"2_120_1.25_200_18.csv","1994/1/5","1996/12/31","563511.375","2072993.0","1509481.625","0.965443327843","2"
"2_120_1.25_200_20.csv","1994/1/5","1996/12/31","563511.375","2072993.0","1509481.625","0.965443327843","2"
"2_120_1.5_150_18.csv","1994/1/5","1996/12/31","14601.0","994140.75","979539.75","0.965443312199","2"
"2_120_1.5_150_20.csv","1994/1/5","1996/12/31","14601.0","994140.75","979539.75","0.965443312199","2"
"2_120_1.5_175_18.csv","1994/1/5","1996/12/31","14601.0","994140.75","979539.75","0.965443312199","2"
"2_120_1.5_175_20.csv","1994/1/5","1996/12/31","14601.0","994140.75","979539.75","0.965443312199","2"
"2_120_1.75_200_14.csv","1994/1/5","1996/12/31","57369.781","1062760.5","1005390.719","0.950841169349","2"
"2_120_1.75_200_16.csv","1994/1/5","1996/12/31","57369.781","1062760.5","1005390.719","0.950841169349","2"
"2_120_1.75_200_18.csv","1994/1/5","1996/12/31","57369.781","1062760.5","1005390.719","0.950841169349","2"
"2_120_1.75_200_20.csv","1994/1/5","1996/12/31","57369.781","1062760.5","1005390.719","0.950841169349","2"
"2_120_1.75_200_12.csv","1994/1/5","1996/12/31","46607.75","1041765.438","995157.688","0.950841122665","2"
"2_120_1.75_150_12.csv","1994/1/5","1996/12/31","300831.938","1537716.375","1236884.437","0.950841073984","2"
"2_120_1.75_100_12.csv","1994/1/5","1996/12/31","409234.594","1749192.75","1339958.156","0.950841088989","2"
"2_120_1.75_125_12.csv","1994/1/5","1996/12/31","409234.594","1749192.75","1339958.156","0.950841088989","2"
"2_120_1.75_50_12.csv","1994/1/5","1996/12/31","409234.594","1749192.75","1339958.156","0.950841088989","2"
"2_120_1.75_75_12.csv","1994/1/5","1996/12/31","409234.594","1749192.75","1339958.156","0.950841088989","2"
"2_120_1.75_175_14.csv","1994/1/5","1996/12/31","151777.875","1246935.5","1095157.625","0.950840998747","2"
"2_120_1.75_175_16.csv","1994/1/5","1996/12/31","151777.875","1246935.5","1095157.625","0.950840998747","2"
"2_120_1.75_175_18.csv","1994/1/5","1996/12/31","151777.875","1246935.5","1095157.625","0.950840998747","2"
"2_120_1.75_175_20.csv","1994/1/5","1996/12/31","151777.875","1246935.5","1095157.625","0.950840998747","2"
"2_120_1.75_175_12.csv","1994/1/5","1996/12/31","140054.969","1224066.0","1084011.031","0.950841021246","2"
"2_120_1.75_100_14.csv","1994/1/5","1996/12/31","423725.438","1777462.0","1353736.562","0.950841030067","2"
"2_120_1.75_100_16.csv","1994/1/5","1996/12/31","423725.438","1777462.0","1353736.562","0.950841030067","2"
"2_120_1.75_100_18.csv","1994/1/5","1996/12/31","423725.438","1777462.0","1353736.562","0.950841030067","2"
"2_120_1.75_100_20.csv","1994/1/5","1996/12/31","423725.438","1777462.0","1353736.562","0.950841030067","2"
"2_120_1.75_125_14.csv","1994/1/5","1996/12/31","423725.438","1777462.0","1353736.562","0.950841030067","2"
"2_120_1.75_125_16.csv","1994/1/5","1996/12/31","423725.438","1777462.0","1353736.562","0.950841030067","2"
"2_120_1.75_125_18.csv","1994/1/5","1996/12/31","423725.438","1777462.0","1353736.562","0.950841030067","2"
"2_120_1.75_125_20.csv","1994/1/5","1996/12/31","423725.438","1777462.0","1353736.562","0.950841030067","2"
"2_120_1.75_50_14.csv","1994/1/5","1996/12/31","423725.438","1777462.0","1353736.562","0.950841030067","2"
"2_120_1.75_50_16.csv","1994/1/5","1996/12/31","423725.438","1777462.0","1353736.562","0.950841030067","2"
"2_120_1.75_50_18.csv","1994/1/5","1996/12/31","423725.438","1777462.0","1353736.562","0.950841030067","2"
"2_120_1.75_50_20.csv","1994/1/5","1996/12/31","423725.438","1777462.0","1353736.562","0.950841030067","2"
