AllPara,isExist1,Pass1,Score_1,isExist2,isExist3,Pass3,Score_3,isExist4,Pass4,Score_4,isExist5,Pass5,Score_5,isExist6,Pass6,Score_6,isExist7,CountExist,CountPass,TotalExistPercent,ExistPassPercent
2_40_1.75_50_6.csv,Y,No,-0.022469869820322955,N,N,,,N,,,Y,Yes,0.8650318567875156,Y,No,0.048742386479199894,N,3,1,0.42857142857142855,0.3333333333333333
2_40_1.75_75_6.csv,Y,No,-0.02591548545348677,N,N,,,N,,,Y,Yes,0.8244305544170624,Y,No,0.045490190558371085,N,3,1,0.42857142857142855,0.3333333333333333
2_40_1.75_75_4.csv,Y,No,-0.054578194782084574,N,N,,,N,,,Y,Yes,0.9556927566953408,Y,No,0.07195536473617009,N,3,1,0.42857142857142855,0.3333333333333333
2_40_1.75_50_4.csv,Y,No,-0.053387278552265625,N,N,,,N,,,Y,Yes,0.9916598122865928,Y,No,0.07752807704719737,N,3,1,0.42857142857142855,0.3333333333333333
2_40_2_50_6.csv,Y,No,-0.013286831668747109,N,N,,,N,,,Y,Yes,0.5849786719129528,Y,No,0.0009468825089009653,N,3,1,0.42857142857142855,0.3333333333333333
2_40_1.75_50_8.csv,Y,No,-0.05796326305106166,N,N,,,N,,,Y,Yes,1.0435727238265136,Y,No,0.034844191772444986,N,3,1,0.42857142857142855,0.3333333333333333
2_40_1.5_75_14.csv,Y,No,-0.03824654581646541,N,N,,,N,,,Y,Yes,1.0010503332052705,Y,No,0.027252636181763875,N,3,1,0.42857142857142855,0.3333333333333333
2_40_1.5_75_16.csv,Y,No,-0.03824654581646541,N,N,,,N,,,Y,Yes,1.0010503332052705,Y,No,0.027252636181763875,N,3,1,0.42857142857142855,0.3333333333333333
2_40_1.5_75_18.csv,Y,No,-0.03824654581646541,N,N,,,N,,,Y,Yes,1.0010503332052705,Y,No,0.027252636181763875,N,3,1,0.42857142857142855,0.3333333333333333
2_40_1.5_75_20.csv,Y,No,-0.03824654581646541,N,N,,,N,,,Y,Yes,1.0010503332052705,Y,No,0.027252636181763875,N,3,1,0.42857142857142855,0.3333333333333333
2_40_1.75_75_8.csv,Y,No,-0.06419306564374015,N,N,,,N,,,Y,Yes,1.147462869999264,Y,No,0.03286988527303072,N,3,1,0.42857142857142855,0.3333333333333333
2_40_2_75_6.csv,Y,No,-0.014767940848765817,N,N,,,N,,,Y,Yes,0.5997951080239826,Y,No,0.0008857047745434552,N,3,1,0.42857142857142855,0.3333333333333333
2_40_1.5_75_8.csv,Y,No,-0.006544774303785242,N,N,,,N,,,Y,Yes,1.3130510627304337,Y,No,0.025606919279173128,N,3,1,0.42857142857142855,0.3333333333333333
2_40_1.5_75_6.csv,Y,No,0.011975284962191765,N,N,,,N,,,Y,Yes,0.5870026467831435,Y,No,0.03845296314485809,N,3,1,0.42857142857142855,0.3333333333333333
1_20_1_50_10.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
1_20_1_50_12.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
1_20_1_50_14.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
1_20_1_50_16.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
1_20_1_50_18.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
1_20_1_50_20.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
1_20_1_50_4.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
1_20_1_50_6.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
1_20_1_50_8.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
3_20_1_50_10.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
3_20_1_50_12.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
3_20_1_50_14.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
3_20_1_50_16.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
3_20_1_50_18.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
3_20_1_50_20.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
3_20_1_50_4.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
3_20_1_50_6.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
3_20_1_50_8.csv,Y,No,-0.03850970565494027,N,Y,No,-0.2973341792003679,N,,,N,,,N,,,N,2,0,0.2857142857142857,0.0
1_60_1_50_10.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_50_12.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_50_14.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_50_16.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_50_18.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_50_20.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_50_4.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_50_6.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_50_8.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_75_10.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_75_12.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_75_14.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_75_16.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_75_18.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_75_20.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_75_4.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_75_6.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
1_60_1_75_8.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
3_60_1_50_10.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
3_60_1_50_12.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
3_60_1_50_14.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
3_60_1_50_16.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
3_60_1_50_18.csv,Y,No,-0.06452302554845142,N,N,,,N,,,Y,Yes,0.9056087503346982,Y,No,-0.052486936555823635,N,3,1,0.42857142857142855,0.3333333333333333
