Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,InSample2_RateOfReturn,OutSample2_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample2_AvgTrade,OutSample2_AvgTrade,Score_2,Pass2,Para3,InSample3_RateOfReturn,OutSample3_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample3_AvgTrade,OutSample3_AvgTrade,Score_3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5
2_40_1.5_50_4.csv,1.0973175,0.5717530845949648,27.0,31.0,0.04064138888888889,0.018443647890160154,0.4538144092610609,No,2_100_0.75_100_4.csv,1.9967785388915886,-0.3570088236035432,18,14,0.1109321410495327,-0.02550063025739594,-0.229875940517632,No,2_40_1.5_100_8.csv,1.038942567440902,1.3806190376405196,10.0,15.0,0.10389425674409021,0.09204126917603464,0.8859129663225604,Yes,2_80_1_125_6.csv,2.347447756083644,0.3000553689335947,7.0,8.0,0.3353496794405206,0.037506921116699336,0.11184421341709308,No,2_60_0.75_50_4.csv,0.8583275585447823,0.05752864642886684,15.0,22.0,0.057221837236318816,0.0026149384740394017,0.04569826136899524,No
2_40_1.5_75_4.csv,1.043123625,0.6118803138992629,25.0,29.0,0.041724945,0.0210993211689401,0.5056764285474816,Yes,2_100_0.75_75_4.csv,1.9967785388915886,-0.3570088236035432,18,14,0.1109321410495327,-0.02550063025739594,-0.229875940517632,No,2_40_1.5_100_10.csv,0.884339299699568,1.380619092221553,10.0,15.0,0.0884339299699568,0.0920412728147702,1.0407913890747467,Yes,2_80_1_150_6.csv,2.347447363556364,0.034092090253500816,7.0,8.0,0.33534962336519486,0.004261511281687602,0.012707666819255161,No,2_60_0.75_75_4.csv,0.8583275511807265,0.05752853754275057,15.0,22.0,0.05722183674538176,0.0026149335246704805,0.04569817526665684,No
2_40_1.5_125_4.csv,0.94766025,0.7128588007071562,19.0,28.0,0.049876855263157896,0.025459242882398436,0.5104420226189399,Yes,2_100_0.75_200_4.csv,1.9322352365948625,-0.13238345372352484,16,9,0.12076470228717891,-0.014709272635947204,-0.12180109218477184,No,2_40_1.5_100_12.csv,0.884339299699568,1.380619092221553,10.0,15.0,0.0884339299699568,0.0920412728147702,1.0407913890747467,Yes,2_80_1_100_6.csv,2.34744720902896,0.36446189246531785,7.0,8.0,0.3353496012898515,0.04555773655816473,0.13585147077240142,No,2_60_1_100_4.csv,0.8151536528946259,0.19818898680717895,13.0,20.0,0.06270412714574046,0.009909449340358947,0.15803504157432646,No
2_40_1.5_150_4.csv,0.9294755,0.38326536149331775,18.0,27.0,0.051637527777777775,0.014195013388641398,0.2748972307452377,No,2_100_0.75_175_4.csv,1.9322352222079715,-0.09274251809850813,16,9,0.12076470138799822,-0.01030472423316757,-0.08532894227146799,No,2_40_1.5_100_14.csv,0.8843392802932409,1.3806190106278449,10.0,15.0,0.0884339280293241,0.09204126737518965,1.040791350404218,Yes,2_80_1_50_6.csv,2.34744720902896,0.36446189246531785,7.0,8.0,0.3353496012898515,0.04555773655816473,0.13585147077240142,No,2_100_1.25_125_4.csv,0.8022323759181247,0.08252166121816715,7.0,12.0,0.11460462513116067,0.006876805101513929,0.06000460359818537,No
2_60_1_50_4.csv,0.9154853129999999,0.6996880518498655,25.0,24.0,0.03661941252,0.02915366882707773,0.7961260659535488,Yes,2_100_0.75_225_4.csv,1.9322351015673873,-0.13238352636612744,16,9,0.12076469384796171,-0.014709280707347493,-0.12180116753217571,No,2_40_1.5_100_16.csv,0.8843392802932409,1.3806190106278449,10.0,15.0,0.0884339280293241,0.09204126737518965,1.040791350404218,Yes,2_80_1_75_6.csv,2.34744720902896,0.36446189246531785,7.0,8.0,0.3353496012898515,0.04555773655816473,0.13585147077240142,No,2_100_1.25_100_4.csv,0.802232333776588,0.08252156768310497,7.0,12.0,0.11460461911094114,0.0068767973069254135,0.06000453873738232,No
2_120_1.75_100_10.csv,0.826461813,0.8046085275366502,6.0,9.0,0.1377436355,0.08940094750407225,0.6490386810218339,Yes,2_100_0.75_150_4.csv,1.8865487945963464,-0.337234640403006,18,13,0.10480826636646369,-0.025941126184846616,-0.24751030700329565,No,2_40_1.5_100_18.csv,0.8843392802932409,1.3806190106278449,10.0,15.0,0.0884339280293241,0.09204126737518965,1.040791350404218,Yes,2_80_1_200_6.csv,2.3474467900317775,0.22645778172051687,7.0,6.0,0.3353495414331111,0.037742963620086147,0.1125481295092642,No,2_100_1.25_50_4.csv,0.802232333776588,0.08252156768310497,7.0,12.0,0.11460461911094114,0.0068767973069254135,0.06000453873738232,No
2_120_1.75_50_10.csv,0.826461813,0.8046085275366502,6.0,9.0,0.1377436355,0.08940094750407225,0.6490386810218339,Yes,2_100_0.75_125_4.csv,1.7936838471021666,-0.35700887142557935,18,14,0.09964910261678703,-0.025500633673255668,-0.25590429821853505,No,2_40_1.5_100_20.csv,0.8843392802932409,1.3806190106278449,10.0,15.0,0.0884339280293241,0.09204126737518965,1.040791350404218,Yes,2_80_1_225_6.csv,2.3474467900317775,0.3520241011265363,7.0,5.0,0.3353495414331111,0.07040482022530727,0.20994458475903488,No,2_100_1.25_75_4.csv,0.802232333776588,0.08252156768310497,7.0,12.0,0.11460461911094114,0.0068767973069254135,0.06000453873738232,No
2_120_1.75_75_10.csv,0.826461813,0.8046085275366502,6.0,9.0,0.1377436355,0.08940094750407225,0.6490386810218339,Yes,2_100_0.75_50_4.csv,1.7242226103230243,-0.34255947608220905,18,13,0.09579014501794579,-0.026350728929400696,-0.27508809934951056,No,2_40_1_100_8.csv,0.8829139589485236,1.6947428870380858,12.0,19.0,0.0735761632457103,0.0891969940546361,1.212308309102222,Yes,2_80_1_175_6.csv,2.347446660245234,0.12342429666752992,7.0,7.0,0.3353495228921763,0.017632042381075703,0.052578104865069,No,2_100_1.25_150_4.csv,0.8022323194041656,0.08252155627614347,7.0,12.0,0.11460461705773795,0.0068767963563452885,0.0600045315179645,No
2_60_1.25_50_4.csv,0.817925125,0.4030497405661853,25.0,24.0,0.032717005,0.01679373919025772,0.5133030725232252,Yes,2_80_2_150_6.csv,1.739800679915818,0.002986464994099993,12,11,0.14498338999298485,0.0002714968176454539,0.0018726063562080494,No,2_40_1_100_14.csv,0.882913939850328,1.694743355265045,12.0,19.0,0.07357616165419399,0.08919701869816027,1.212308670264479,Yes,2_20_1.5_200_4.csv,2.228551972604282,0.18294790161250896,22.0,17.0,0.10129781693655827,0.010761641271324056,0.10623764259464698,No,2_60_0.75_50_6.csv,0.7277564568597373,0.04718343728836249,13.0,22.0,0.055981265912287484,0.0021447016949255678,0.03831106103041556,No
2_60_1.5_50_8.csv,0.76736075,0.7369973136497459,16.0,20.0,0.047960046875,0.03684986568248729,0.7683450722750631,Yes,2_80_2_125_6.csv,1.73980049796219,-0.029015570719040828,12,12,0.1449833748301825,-0.002417964226586736,-0.01667752754009811,No,2_40_1_100_16.csv,0.882913939850328,1.694743355265045,12.0,19.0,0.07357616165419399,0.08919701869816027,1.212308670264479,Yes,2_20_1.5_150_4.csv,2.2285516966084247,0.1344336979136073,22.0,18.0,0.10129780439129203,0.007468538772978183,0.07372853555767896,No,2_60_0.75_75_6.csv,0.7277562434248543,0.04718367437978252,13.0,22.0,0.055981249494219565,0.0021447124718082964,0.038311264774998494,No
