Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,InSample2_RateOfReturn,OutSample2_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample2_AvgTrade,OutSample2_AvgTrade,Score_2,Pass2,Para3,InSample3_RateOfReturn,OutSample3_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample3_AvgTrade,OutSample3_AvgTrade,Score_3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5
2_40_1.75_50_6.csv,3.79026025,0.24255994233298703,20.0,25.0,0.18951301250000002,0.009702397693319481,0.05119647229141841,No,2_60_2_50_6.csv,1.2895455937627922,-0.3464559533909581,13.0,19.0,0.09919581490483018,-0.018234523862682005,-0.18382351997588262,No,2_20_1.75_75_4.csv,0.8232007953264726,0.6415180211563913,29.0,23.0,0.028386234321602505,0.02789208787636484,0.9825920395203105,Yes,2_40_1_225_4.csv,2.109254764113013,0.5386862335885024,18.0,24.0,0.11718082022850071,0.02244525973285427,0.1915438011876549,No,2_80_1.25_100_16.csv,2.3791751385758024,-0.03295770505430319,9,10,0.26435279317508914,-0.003295770505430319,-0.012467318638269227,No
2_40_1.75_75_4.csv,3.70122,-0.02356228808692212,26.0,29.0,0.14235461538461538,-0.0008124926926524869,-0.005707526169469704,No,2_60_2_75_6.csv,1.2895455937627922,-0.3464559533909581,13.0,19.0,0.09919581490483018,-0.018234523862682005,-0.18382351997588262,No,2_20_2_75_4.csv,0.6913076217859074,0.8927543696906247,25.0,21.0,0.027652304871436297,0.0425121128424107,1.5373804476719761,Yes,2_40_1_175_4.csv,2.0785372506407565,0.30882276695602784,18.0,24.0,0.11547429170226425,0.012867615289834494,0.11143272758071554,No,2_80_1.25_100_18.csv,2.3791751385758024,-0.03295770505430319,9,10,0.26435279317508914,-0.003295770505430319,-0.012467318638269227,No
2_40_1.75_50_4.csv,3.63856125,-0.0132840220661094,27.0,29.0,0.13476152777777778,-0.00045806972641756555,-0.003399113485659825,No,2_60_2_100_6.csv,1.2895454317767188,-0.3464558672365858,13.0,19.0,0.09919580244436298,-0.018234519328241355,-0.18382349735482756,No,2_20_1.75_100_4.csv,0.6107912519996421,0.6247002591048811,28.0,22.0,0.021813973285701505,0.028395466322949144,1.3017099613650687,Yes,2_40_1_200_4.csv,2.0785370699153622,0.5386861526616409,18.0,24.0,0.11547428166196456,0.022445256360901705,0.19437450519594635,No,2_80_1.25_100_20.csv,2.3791751385758024,-0.03295770505430319,9,10,0.26435279317508914,-0.003295770505430319,-0.012467318638269227,No
2_40_1.75_75_6.csv,3.55973375,0.22961653188631903,20.0,25.0,0.1779866875,0.009184661275452762,0.05160308000817624,No,2_20_1_150_6.csv,1.2412717341911483,-0.27206091256628545,27.0,26.0,0.04597302719226475,-0.010463881252549441,-0.22760914152527362,No,2_20_1.75_50_4.csv,0.5880735537878636,0.5664926073174474,31.0,26.0,0.018970114638318183,0.021788177204517208,1.1485527430871056,Yes,2_40_1_150_4.csv,2.046800942804213,0.3116720465768301,19.0,23.0,0.10772636541074805,0.013550958546818702,0.12579054807196435,No,2_80_1.25_50_16.csv,2.379174988506419,-0.03295779310747251,9,10,0.2643527765007132,-0.003295779310747251,-0.012467352733623961,No
1_20_1_50_10.csv,3.22846225,0.7353578124056801,70.0,65.0,0.04612088928571429,0.01131319711393354,0.2452944270837758,No,2_60_2_125_6.csv,1.2334749948952997,-0.34645598770724867,13.0,19.0,0.09488269191502305,-0.01823452566880256,-0.1921796831516269,No,2_20_2_100_4.csv,0.5345692194466994,0.9383892111272816,24.0,22.0,0.02227371747694581,0.04265405505124007,1.9149948855815706,Yes,2_40_1.5_200_6.csv,1.9779758437398103,0.8787255756252851,11.0,17.0,0.1798159857945282,0.05168973974266383,0.2874590905489825,No,2_80_1.25_50_18.csv,2.379174988506419,-0.03295779310747251,9,10,0.2643527765007132,-0.003295779310747251,-0.012467352733623961,No
1_20_1_50_12.csv,3.22846225,0.7353578124056801,70.0,65.0,0.04612088928571429,0.01131319711393354,0.2452944270837758,No,2_80_2_100_6.csv,1.2325449603572187,-0.23392522085367817,11.0,17.0,0.11204954185065624,-0.013760307109039893,-0.1228055633407242,No,2_20_2_50_4.csv,0.5228986485069504,1.069705919841362,28.0,24.0,0.018674951732391087,0.044571079993390085,2.3866771187463374,Yes,2_40_1.5_225_6.csv,1.977975658683379,0.6152382549795444,11.0,17.0,0.17981596897121627,0.03619048558703203,0.20126402451400274,No,2_80_1.25_50_20.csv,2.379174988506419,-0.03295779310747251,9,10,0.2643527765007132,-0.003295779310747251,-0.012467352733623961,No
1_20_1_50_14.csv,3.22846225,0.7353578124056801,70.0,65.0,0.04612088928571429,0.01131319711393354,0.2452944270837758,No,2_80_2_125_6.csv,1.232544920767807,-0.2339252369125672,11.0,17.0,0.11204953825161881,-0.013760308053680424,-0.12280557571580733,No,,,,,,,,,,2_40_1_125_4.csv,1.9202400276628777,0.32787435514759744,18.0,22.0,0.10668000153682654,0.014903379779436248,0.13970172070433948,No,2_80_1.25_75_16.csv,2.379174988506419,-0.03295779310747251,9,10,0.2643527765007132,-0.003295779310747251,-0.012467352733623961,No
1_20_1_50_16.csv,3.22846225,0.7353578124056801,70.0,65.0,0.04612088928571429,0.01131319711393354,0.2452944270837758,No,2_80_2_50_6.csv,1.2325448876489047,-0.23392524543113155,11.0,17.0,0.11204953524080952,-0.013760308554772444,-0.1228055834876931,No,,,,,,,,,,2_40_1.25_225_6.csv,1.881732532718231,0.9465486038238995,12.0,20.0,0.1568110443931859,0.04732743019119497,0.30181184223559415,No,2_80_1.25_75_18.csv,2.379174988506419,-0.03295779310747251,9,10,0.2643527765007132,-0.003295779310747251,-0.012467352733623961,No
1_20_1_50_18.csv,3.22846225,0.7353578124056801,70.0,65.0,0.04612088928571429,0.01131319711393354,0.2452944270837758,No,2_80_2_75_6.csv,1.2325448876489047,-0.23392524543113155,11.0,17.0,0.11204953524080952,-0.013760308554772444,-0.1228055834876931,No,,,,,,,,,,2_40_1.25_200_6.csv,1.8817324512865778,0.6428979582993947,12.0,21.0,0.15681103760721482,0.030614188490447364,0.19522980625337572,No,2_80_1.25_75_20.csv,2.379174988506419,-0.03295779310747251,9,10,0.2643527765007132,-0.003295779310747251,-0.012467352733623961,No
1_20_1_50_20.csv,3.22846225,0.7353578124056801,70.0,65.0,0.04612088928571429,0.01131319711393354,0.2452944270837758,No,2_60_2_225_6.csv,1.2287407409303759,-0.3645306874237933,12.0,18.0,0.10239506174419799,-0.020251704856877405,-0.1977800932184596,No,,,,,,,,,,2_40_1.25_175_6.csv,1.8817323124613423,0.6428980958592198,12.0,21.0,0.15681102603844518,0.030614195040915226,0.1952298624295053,No,2_80_1.25_125_16.csv,2.3791749325836777,-0.03295777756533711,9,10,0.2643527702870753,-0.0032957777565337113,-0.012467347147354058,No
1_20_1_50_4.csv,3.22846225,0.7353578124056801,70.0,65.0,0.04612088928571429,0.01131319711393354,0.2452944270837758,No,2_60_2_200_6.csv,1.2287406892570962,-0.3980392954983293,12.0,19.0,0.10239505743809135,-0.020949436605175224,-0.20459421703866298,No,,,,,,,,,,2_40_2_225_6.csv,1.8794501921202011,0.5716863981559759,9.0,16.0,0.2088277991244668,0.03573039988474849,0.17109982499720855,No,2_80_1.25_125_18.csv,2.3791749325836777,-0.03295777756533711,9,10,0.2643527702870753,-0.0032957777565337113,-0.012467347147354058,No
1_20_1_50_6.csv,3.22846225,0.7353578124056801,70.0,65.0,0.04612088928571429,0.01131319711393354,0.2452944270837758,No,2_80_2_225_6.csv,1.2192442648197637,-0.22869010799456785,10.0,17.0,0.12192442648197636,-0.013452359293798108,-0.11033358681237447,No,,,,,,,,,,2_40_1_100_4.csv,1.876097003926611,0.4521723082862743,19.0,23.0,0.09874194757508478,0.0196596655776641,0.19910145647790278,No,2_80_1.25_125_20.csv,2.3791749325836777,-0.03295777756533711,9,10,0.2643527702870753,-0.0032957777565337113,-0.012467347147354058,No
