Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,InSample2_RateOfReturn,OutSample2_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample2_AvgTrade,OutSample2_AvgTrade,Score_2,Pass2,Para3,InSample3_RateOfReturn,OutSample3_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample3_AvgTrade,OutSample3_AvgTrade,Score_3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5,Para6,InSample6_RateOfReturn,OutSample6_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample6_AvgTrade,OutSample6_AvgTrade,Score_6,Pass6,Para7,InSample7_RateOfReturn,OutSample7_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample7_AvgTrade,OutSample7_AvgTrade,Score_7,Pass7,Para8,InSample8_RateOfReturn,OutSample8_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample8_AvgTrade,OutSample8_AvgTrade,Score_8,Pass8,Para9,InSample9_RateOfReturn,OutSample9_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample9_AvgTrade,OutSample9_AvgTrade,Score_9,Pass9
2_40_1.5_50_4.csv,0.718687375,0.6080389547284596,18.0,17.0,0.03992707638888889,0.03576699733696821,0.895808072411774,Yes,2_40_1_125_6.csv,1.8160518145364217,-0.039435580539609584,16,16,0.11350323840852636,-0.002464723783725599,-0.021715008472748994,No,1_40_1.5_100_10.csv,0.46330118310690294,0.12412816999660757,31.0,36.0,0.014945199455061385,0.0034480047221279882,0.2307098498414671,No,2_100_0.75_175_10.csv,0.8073144465889075,-0.3105587658567524,5.0,4.0,0.1614628893177815,-0.0776396914641881,-0.48085161731116033,No,2_100_1.5_150_4.csv,0.35562545408017465,0.004956189099549505,5.0,7.0,0.07112509081603494,0.0007080270142213578,0.009954672902318955,No,2_20_1.5_200_4.csv,0.7483881304625981,0.6445452848180555,13.0,12.0,0.057568317727892164,0.05371210706817129,0.9330150539060738,Yes,2_60_1.5_150_4.csv,1.3596838324848606,-0.0652934052562428,2.0,10.0,0.6798419162424303,-0.00652934052562428,-0.009604204109262262,No,2_100_1.25_150_4.csv,1.1050594061115087,-0.1748723692836419,4.0,9.0,0.27626485152787716,-0.01943026325373799,-0.07033201345114773,No,2_20_1.75_125_4.csv,0.4226668931449146,0.32309009392746085,10.0,12.0,0.042266689314491464,0.02692417449395507,0.6370069416514226,Yes
2_40_1.5_75_4.csv,0.6514045,0.6303109716607893,16.0,17.0,0.04071278125,0.03707711598004643,0.9106996584775555,Yes,2_40_1_125_4.csv,1.8123778232650565,-0.007526941717778016,18,16,0.1006876568480587,-0.000470433857361126,-0.004672209802945635,No,1_40_1.5_100_12.csv,0.46330118310690294,0.12412816999660757,31.0,36.0,0.014945199455061385,0.0034480047221279882,0.2307098498414671,No,2_100_0.75_175_12.csv,0.8073144465889075,-0.3105587658567524,5.0,4.0,0.1614628893177815,-0.0776396914641881,-0.48085161731116033,No,2_100_1.5_175_4.csv,0.35562543664731777,0.004956149243962323,5.0,7.0,0.07112508732946356,0.0007080213205660462,0.009954593339005273,No,2_20_1.5_175_4.csv,0.7483879618551131,0.6445450026113038,13.0,12.0,0.05756830475808562,0.05371208355094198,0.9330148555989566,Yes,2_60_1.5_125_4.csv,1.3596837646425768,-0.06529346444099089,2.0,10.0,0.6798418823212884,-0.006529346444099089,-0.009604213294133836,No,2_100_1.25_100_4.csv,1.105059371527851,-0.17487240004324706,4.0,9.0,0.27626484288196274,-0.019430266671471894,-0.07033202802346332,No,1_20_0.75_75_10.csv,0.34742894541028924,0.07553361824583442,30.0,42.0,0.01158096484700964,0.0017984194820436766,0.15529098877353492,No
2_120_1.75_100_10.csv,0.5266641879999999,1.1144224285688162,3.0,5.0,0.1755547293333333,0.22288448571376324,1.2696011469481001,Yes,2_40_1_100_6.csv,1.8090483649931315,0.03929908654538233,14,16,0.12921774035665226,0.0024561929090863954,0.019008171032143792,No,1_40_1.5_100_14.csv,0.46330118310690294,0.12412816999660757,31.0,36.0,0.014945199455061385,0.0034480047221279882,0.2307098498414671,No,2_100_0.75_175_14.csv,0.8073144465889075,-0.3105587658567524,5.0,4.0,0.1614628893177815,-0.0776396914641881,-0.48085161731116033,No,2_100_1.5_200_4.csv,0.3556253818022276,0.004956137910435805,5.0,7.0,0.07112507636044552,0.0007080197014908293,0.009954572110443136,No,2_20_1.5_150_4.csv,0.7483879484931458,0.7182992678519197,13.0,11.0,0.057568303730241986,0.0652999334410836,1.1343035873884888,Yes,2_60_1.5_175_4.csv,1.3596836097650207,-0.11341026531164922,2.0,10.0,0.6798418048825103,-0.011341026531164922,-0.016681861059022206,No,2_100_1.25_50_4.csv,1.105059371527851,-0.17487240004324706,4.0,9.0,0.27626484288196274,-0.019430266671471894,-0.07033202802346332,No,1_20_0.75_75_12.csv,0.34742894541028924,0.07553361824583442,30.0,42.0,0.01158096484700964,0.0017984194820436766,0.15529098877353492,No
2_120_1.75_50_10.csv,0.5266641879999999,1.1144224285688162,3.0,5.0,0.1755547293333333,0.22288448571376324,1.2696011469481001,Yes,2_40_1_100_4.csv,1.8053834262311719,0.07382326368971627,16,16,0.11283646413944824,0.004613953980607267,0.040890628891961205,No,1_40_1.5_100_16.csv,0.46330118310690294,0.12412816999660757,31.0,36.0,0.014945199455061385,0.0034480047221279882,0.2307098498414671,No,2_100_0.75_175_16.csv,0.8073144465889075,-0.3105587658567524,5.0,4.0,0.1614628893177815,-0.0776396914641881,-0.48085161731116033,No,2_100_1.5_125_4.csv,0.35562538868520305,0.004956197094668863,5.0,7.0,0.0711250777370406,0.0007080281563812661,0.00995469079132603,No,2_20_1.5_225_4.csv,0.748387846716111,0.6445451682401367,13.0,12.0,0.05756829590123931,0.05371209735334473,0.9330152388997228,Yes,2_60_1.5_200_4.csv,1.3596836267537333,-0.11341017369207877,2.0,10.0,0.6798418133768667,-0.011341017369207878,-0.01668184737398764,No,2_100_1.25_75_4.csv,1.105059371527851,-0.17487240004324706,4.0,9.0,0.27626484288196274,-0.019430266671471894,-0.07033202802346332,No,1_20_0.75_75_14.csv,0.34742894541028924,0.07553361824583442,30.0,42.0,0.01158096484700964,0.0017984194820436766,0.15529098877353492,No
2_120_1.75_75_10.csv,0.5266641879999999,1.1144224285688162,3.0,5.0,0.1755547293333333,0.22288448571376324,1.2696011469481001,Yes,2_100_1_200_6.csv,1.7722353971093923,0.08302237687974283,6,6,0.2953725661848987,0.013837062813290472,0.04684613399278484,No,1_40_1.5_100_18.csv,0.46330118310690294,0.12412816999660757,31.0,36.0,0.014945199455061385,0.0034480047221279882,0.2307098498414671,No,2_100_0.75_175_18.csv,0.8073144465889075,-0.3105587658567524,5.0,4.0,0.1614628893177815,-0.0776396914641881,-0.48085161731116033,No,2_100_1.5_100_4.csv,0.35562543915880573,0.0049561626703806564,5.0,7.0,0.07112508783176115,0.000708023238625808,0.009954620236119243,No,2_20_1.5_100_4.csv,0.7411733095687496,0.6213948374158057,13.0,11.0,0.05701333150528843,0.056490439765073244,0.9908286057592217,Yes,2_60_1.5_225_4.csv,1.3596835892192407,-0.05403179809731081,2.0,9.0,0.6798417946096204,-0.006003533121923424,-0.008830779704226304,No,2_100_1.25_125_4.csv,1.1050593649596077,-0.174872322191995,4.0,9.0,0.2762648412399019,-0.019430258021332778,-0.07033199713046365,No,1_20_0.75_75_16.csv,0.34742894541028924,0.07553361824583442,30.0,42.0,0.01158096484700964,0.0017984194820436766,0.15529098877353492,No
2_40_1.5_125_4.csv,0.4973595,0.7140218331002007,11.0,16.0,0.0452145,0.044626364568762546,0.9869923269916188,Yes,2_100_1_175_6.csv,1.772235396504802,0.054242787609894455,6,7,0.2953725660841337,0.007748969658556351,0.026234561189237664,No,1_40_1.5_100_20.csv,0.46330118310690294,0.12412816999660757,31.0,36.0,0.014945199455061385,0.0034480047221279882,0.2307098498414671,No,2_100_0.75_175_20.csv,0.8073144465889075,-0.3105587658567524,5.0,4.0,0.1614628893177815,-0.0776396914641881,-0.48085161731116033,No,2_100_1.5_50_4.csv,0.35562543915880573,0.0049561626703806564,5.0,7.0,0.07112508783176115,0.000708023238625808,0.009954620236119243,No,2_20_1.5_125_4.csv,0.7411732611135409,0.8890182783852202,13.0,10.0,0.05701332777796468,0.08890182783852202,1.5593165897059258,Yes,2_60_1.5_50_4.csv,1.3596836280639075,-0.06009643784444134,2.0,11.0,0.6798418140319538,-0.005463312531312849,-0.00803615255571212,No,2_60_0.75_50_4.csv,1.0299553685852871,-0.1434289845508794,9.0,16.0,0.11443948539836524,-0.008964311534429963,-0.07833232999279126,No,1_20_0.75_75_18.csv,0.34742894541028924,0.07553361824583442,30.0,42.0,0.01158096484700964,0.0017984194820436766,0.15529098877353492,No
2_120_1.75_100_4.csv,0.4920795,1.0714939284401401,5.0,8.0,0.0984159,0.13393674105501752,1.360925836729812,Yes,2_40_1_150_6.csv,1.768074173502493,-0.024254248517147192,17,15,0.10400436314720547,-0.0016169499011431461,-0.015546942957138741,No,1_40_1.5_100_4.csv,0.46330118310690294,0.12412816999660757,31.0,36.0,0.014945199455061385,0.0034480047221279882,0.2307098498414671,No,2_100_0.75_175_8.csv,0.8073143377141294,-0.3105587647362236,5.0,4.0,0.16146286754282588,-0.0776396911840559,-0.4808516804240641,No,2_100_1.5_75_4.csv,0.35562543915880573,0.0049561626703806564,5.0,7.0,0.07112508783176115,0.000708023238625808,0.009954620236119243,No,2_20_1.5_50_4.csv,0.7288996117028028,0.6445452225655052,13.0,12.0,0.0560692009002156,0.05371210188045877,0.9579608950740767,Yes,2_60_1.5_75_4.csv,1.3596836280639075,-0.06009643784444134,2.0,11.0,0.6798418140319538,-0.005463312531312849,-0.00803615255571212,No,2_60_0.75_75_4.csv,1.0299552716068636,-0.14342899834110084,9.0,16.0,0.11443947462298484,-0.008964312396318803,-0.07833234489979339,No,1_20_0.75_75_20.csv,0.34742894541028924,0.07553361824583442,30.0,42.0,0.01158096484700964,0.0017984194820436766,0.15529098877353492,No
2_120_1.75_50_4.csv,0.4920795,1.0714939284401401,5.0,8.0,0.0984159,0.13393674105501752,1.360925836729812,Yes,2_40_1_150_4.csv,1.764462601881829,0.008158596608572348,19,15,0.09286645273062258,0.0005439064405714898,0.005856866764892996,No,1_40_1.5_100_6.csv,0.46330118310690294,0.12412816999660757,31.0,36.0,0.014945199455061385,0.0034480047221279882,0.2307098498414671,No,2_100_0.75_175_6.csv,0.8067859884625781,-0.3105587357691703,6.0,4.0,0.13446433141042968,-0.07763968394229258,-0.5773998437199717,No,2_40_2_50_14.csv,0.33173566179194375,0.25049515737899225,4.0,8.0,0.08293391544798594,0.03131189467237403,0.37755235000344417,No,2_20_1.5_75_4.csv,0.7217654455011314,0.4764353865692006,13.0,11.0,0.05552041888470242,0.043312307869927326,0.7801149332081354,Yes,2_60_1.5_100_4.csv,1.3596835506706237,-0.06009632668077751,2.0,11.0,0.6798417753353119,-0.0054633024255252285,-0.008036138148219291,No,2_60_0.75_50_6.csv,0.9305971541664129,-0.143429033076603,7.0,16.0,0.13294245059520185,-0.008964314567287688,-0.06743003854038498,No,1_20_0.75_75_4.csv,0.34742894541028924,0.07553361824583442,30.0,42.0,0.01158096484700964,0.0017984194820436766,0.15529098877353492,No
2_120_1.75_75_4.csv,0.4920795,1.0714939284401401,5.0,8.0,0.0984159,0.13393674105501752,1.360925836729812,Yes,2_40_1_125_14.csv,1.7507519766525972,-0.07828684569746135,15,16,0.11671679844350648,-0.004892927856091334,-0.04192136797223426,No,1_40_1.5_100_8.csv,0.46330118310690294,0.12412816999660757,31.0,36.0,0.014945199455061385,0.0034480047221279882,0.2307098498414671,No,2_100_0.75_200_10.csv,0.7885079721243922,-0.3105587092645536,4.0,4.0,0.19712699303109804,-0.0776396773161384,-0.39385614381025047,No,2_40_2_50_16.csv,0.331735543932164,0.2504952781558918,4.0,8.0,0.082933885983041,0.03131190976948647,0.37755266617905003,No,2_20_1.75_200_10.csv,0.6415476249285113,0.430974961347552,11.0,11.0,0.05832251135713739,0.03917954194068654,0.6717739176348384,Yes,2_60_2_100_4.csv,1.329072926595189,-0.15537241681445577,2.0,10.0,0.6645364632975945,-0.015537241681445577,-0.023380570577490867,No,2_60_0.75_75_6.csv,0.9305969026032149,-0.14342900519446208,7.0,16.0,0.13294241465760212,-0.00896431282465388,-0.06743004366019516,No,1_20_0.75_75_6.csv,0.34742894541028924,0.07553361824583442,30.0,42.0,0.01158096484700964,0.0017984194820436766,0.15529098877353492,No
2_40_1.5_150_4.csv,0.46184909399999996,0.739265879382212,11.0,15.0,0.04198628127272727,0.049284391958814136,1.1738213165076719,Yes,2_40_1_125_16.csv,1.7507519766525972,-0.07828684569746135,15,16,0.11671679844350648,-0.004892927856091334,-0.04192136797223426,No,3_40_1.5_100_10.csv,0.46330118310690294,0.12412816999660757,31.0,36.0,0.014945199455061385,0.0034480047221279882,0.2307098498414671,No,2_100_0.75_200_12.csv,0.7885079721243922,-0.3105587092645536,4.0,4.0,0.19712699303109804,-0.0776396773161384,-0.39385614381025047,No,2_40_2_50_18.csv,0.331735543932164,0.2504952781558918,4.0,8.0,0.082933885983041,0.03131190976948647,0.37755266617905003,No,2_20_1.75_150_6.csv,0.6415475420735072,0.5674072417114311,11.0,10.0,0.058322503824864286,0.056740724171143106,0.9728787423381019,Yes,2_60_2_50_4.csv,1.3290729195678064,-0.15537248219950386,2.0,10.0,0.6645364597839032,-0.015537248219950386,-0.02338058054031054,No,2_80_1.25_100_6.csv,0.8807609065359102,-0.25722852564592874,5.0,9.0,0.17615218130718205,-0.028580947293992083,-0.16225145259002696,No,1_20_0.75_75_8.csv,0.34742894541028924,0.07553361824583442,30.0,42.0,0.01158096484700964,0.0017984194820436766,0.15529098877353492,No
