AllPara,isExist1,Pass1,Score_1,isExist2,Pass2,Score_2,isExist3,Pass3,Score_3,isExist4,Pass4,Score_4,isExist5,Pass5,Score_5,isExist6,Pass6,Score_6,isExist7,Pass7,Score_7,isExist8,Pass8,Score_8,isExist9,Pass9,Score_9,CountExist,CountPass,TotalExistPercent,ExistPassPercent
2_40_1.5_50_4.csv,Y,Yes,0.895808072411774,Y,No,0.35966305376684277,N,,,N,,,N,,,Y,Yes,1.354698455226421,Y,No,0.17769866633280054,N,,,N,,,4,2,0.4444444444444444,0.5
2_40_1.5_75_4.csv,Y,Yes,0.9106996584775555,Y,No,0.36510476151850124,N,,,N,,,N,,,Y,Yes,1.3546975533820003,Y,No,0.23346853592412245,N,,,N,,,4,2,0.4444444444444444,0.5
2_120_1.75_100_10.csv,Y,Yes,1.2696011469481001,Y,No,-0.032651630819790826,N,,,Y,Yes,1.940041866027718,N,,,N,,,Y,No,0.13019418301638114,Y,No,-0.5340979506455746,N,,,5,2,0.5555555555555556,0.4
2_120_1.75_50_10.csv,Y,Yes,1.2696011469481001,Y,No,-0.032651630819790826,N,,,Y,Yes,1.940041866027718,N,,,N,,,Y,No,0.13019418301638114,Y,No,-0.5340979506455746,N,,,5,2,0.5555555555555556,0.4
2_120_1.75_75_10.csv,Y,Yes,1.2696011469481001,Y,No,-0.032651630819790826,N,,,Y,Yes,1.940041866027718,N,,,N,,,Y,No,0.13019418301638114,Y,No,-0.5340979506455746,N,,,5,2,0.5555555555555556,0.4
2_40_1.5_125_4.csv,Y,Yes,0.9869923269916188,Y,No,0.43742118399377433,N,,,N,,,N,,,Y,Yes,2.0162668900563703,Y,No,0.10338434873892037,N,,,N,,,4,2,0.4444444444444444,0.5
2_120_1.75_100_4.csv,Y,Yes,1.360925836729812,Y,No,-0.14192864704752084,N,,,N,,,N,,,N,,,Y,No,0.012147055766107834,N,,,N,,,3,1,0.3333333333333333,0.3333333333333333
2_120_1.75_50_4.csv,Y,Yes,1.360925836729812,Y,No,-0.14192864704752084,N,,,N,,,N,,,N,,,Y,No,0.012147055766107834,N,,,N,,,3,1,0.3333333333333333,0.3333333333333333
2_120_1.75_75_4.csv,Y,Yes,1.360925836729812,Y,No,-0.14192864704752084,N,,,N,,,N,,,N,,,Y,No,0.012147055766107834,N,,,N,,,3,1,0.3333333333333333,0.3333333333333333
2_40_1.5_150_4.csv,Y,Yes,1.1738213165076719,Y,No,0.06383042226193116,N,,,N,,,N,,,Y,Yes,1.3546984212386801,Y,No,0.15387222452868515,N,,,N,,,4,2,0.4444444444444444,0.5
