Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Score_8,Pass8,Para9,InSample9_Annual_RateOfReturn,OutSample9_Annual_RateOfReturn,Score_9,Pass9
2_40_1.5_50_4.csv,0.23956245833333334,0.2026796515761532,0.8460409572777866,Yes,2_40_1_125_6.csv,0.6053506048454739,-0.013145193513203195,-0.021715008472748997,No,1_40_1.5_100_10.csv,0.15443372770230096,0.04137605666553586,0.26792111594492957,No,2_100_0.75_175_10.csv,0.26910481552963583,-0.10351958861891747,-0.38468129384892824,No,2_100_1.5_150_4.csv,0.1185418180267249,0.001652063033183168,0.013936542063246536,No,2_20_1.5_200_4.csv,0.24946271015419938,0.2148484282726852,0.8612446651440682,Yes,2_60_1.5_150_4.csv,0.4532279441616202,-0.0217644684187476,-0.04802102054631131,No,2_100_1.25_150_4.csv,0.36835313537050285,-0.05829078976121396,-0.1582470302650824,No,2_20_1.75_125_4.csv,0.14088896438163823,0.1076966979758203,0.7644083299817072,Yes
2_40_1.5_75_4.csv,0.21713483333333333,0.21010365722026308,0.9676183871324028,Yes,2_40_1_125_4.csv,0.6041259410883522,-0.002508980572592672,-0.00415307538039612,No,1_40_1.5_100_12.csv,0.15443372770230096,0.04137605666553586,0.26792111594492957,No,2_100_0.75_175_12.csv,0.26910481552963583,-0.10351958861891747,-0.38468129384892824,No,2_100_1.5_175_4.csv,0.11854181221577259,0.0016520497479874411,0.013936430674607382,No,2_20_1.5_175_4.csv,0.2494626539517044,0.21484833420376792,0.8612444820913444,Yes,2_60_1.5_125_4.csv,0.4532279215475256,-0.02176448814699696,-0.04802106647066918,No,2_100_1.25_100_4.csv,0.368353123842617,-0.05829080001441568,-0.15824706305279246,No,1_20_0.75_75_10.csv,0.11580964847009641,0.025177872748611475,0.2174073842829489,No
2_120_1.75_100_10.csv,0.17555472933333333,0.37147414285627206,2.1160019115801667,Yes,2_40_1_100_6.csv,0.6030161216643772,0.013099695515127442,0.02172362403673576,No,1_40_1.5_100_14.csv,0.15443372770230096,0.04137605666553586,0.26792111594492957,No,2_100_0.75_175_14.csv,0.26910481552963583,-0.10351958861891747,-0.38468129384892824,No,2_100_1.5_200_4.csv,0.11854179393407586,0.0016520459701452684,0.01393640095462039,No,2_20_1.5_150_4.csv,0.2494626494977153,0.23943308928397322,0.959795343174875,Yes,2_60_1.5_175_4.csv,0.4532278699216735,-0.03780342177054974,-0.08340930529511104,No,2_100_1.25_50_4.csv,0.368353123842617,-0.05829080001441568,-0.15824706305279246,No,1_20_0.75_75_12.csv,0.11580964847009641,0.025177872748611475,0.2174073842829489,No
2_120_1.75_50_10.csv,0.17555472933333333,0.37147414285627206,2.1160019115801667,Yes,2_40_1_100_4.csv,0.6017944754103907,0.024607754563238757,0.040890628891961205,No,1_40_1.5_100_16.csv,0.15443372770230096,0.04137605666553586,0.26792111594492957,No,2_100_0.75_175_16.csv,0.26910481552963583,-0.10351958861891747,-0.38468129384892824,No,2_100_1.5_125_4.csv,0.11854179622840101,0.0016520656982229542,0.01393656710785644,No,2_20_1.5_225_4.csv,0.24946261557203703,0.21484838941337892,0.8612448359074364,Yes,2_60_1.5_200_4.csv,0.4532278755845778,-0.03780339123069292,-0.08340923686993819,No,2_100_1.25_75_4.csv,0.368353123842617,-0.05829080001441568,-0.15824706305279246,No,1_20_0.75_75_14.csv,0.11580964847009641,0.025177872748611475,0.2174073842829489,No
2_120_1.75_75_10.csv,0.17555472933333333,0.37147414285627206,2.1160019115801667,Yes,2_100_1_200_6.csv,0.5907451323697974,0.02767412562658094,0.04684613399278483,No,1_40_1.5_100_18.csv,0.15443372770230096,0.04137605666553586,0.26792111594492957,No,2_100_0.75_175_18.csv,0.26910481552963583,-0.10351958861891747,-0.38468129384892824,No,2_100_1.5_100_4.csv,0.11854181305293524,0.0016520542234602189,0.013936468330566942,No,2_20_1.5_100_4.csv,0.2470577698562499,0.20713161247193523,0.8383934356424183,Yes,2_60_1.5_225_4.csv,0.4532278630730803,-0.01801059936577027,-0.03973850866901837,No,2_100_1.25_125_4.csv,0.36835312165320255,-0.05829077406399834,-0.15824699354354324,No,1_20_0.75_75_16.csv,0.11580964847009641,0.025177872748611475,0.2174073842829489,No
2_40_1.5_125_4.csv,0.1657865,0.2380072777000669,1.4356252028968999,Yes,2_100_1_175_6.csv,0.5907451321682673,0.01808092920329815,0.030606988054110613,No,1_40_1.5_100_20.csv,0.15443372770230096,0.04137605666553586,0.26792111594492957,No,2_100_0.75_175_20.csv,0.26910481552963583,-0.10351958861891747,-0.38468129384892824,No,2_100_1.5_50_4.csv,0.11854181305293524,0.0016520542234602189,0.013936468330566942,No,2_20_1.5_125_4.csv,0.24705775370451363,0.29633942612840675,1.199474299773789,Yes,2_60_1.5_50_4.csv,0.4532278760213025,-0.020032145948147114,-0.04419883905641667,No,2_60_0.75_50_4.csv,0.3433184561950957,-0.047809661516959805,-0.13925747554274004,No,1_20_0.75_75_18.csv,0.11580964847009641,0.025177872748611475,0.2174073842829489,No
2_120_1.75_100_4.csv,0.16402650000000002,0.35716464281338,2.177481338767699,Yes,2_40_1_150_6.csv,0.5893580578341643,-0.00808474950571573,-0.013717890844534184,No,1_40_1.5_100_4.csv,0.15443372770230096,0.04137605666553586,0.26792111594492957,No,2_100_0.75_175_8.csv,0.26910477923804316,-0.10351958824540788,-0.3846813443392513,No,2_100_1.5_75_4.csv,0.11854181305293524,0.0016520542234602189,0.013936468330566942,No,2_20_1.5_50_4.csv,0.24296653723426762,0.21484840752183507,0.8842715954529938,Yes,2_60_1.5_75_4.csv,0.4532278760213025,-0.020032145948147114,-0.04419883905641667,No,2_60_0.75_75_4.csv,0.3433184238689545,-0.047809666113700286,-0.13925750204407716,No,1_20_0.75_75_20.csv,0.11580964847009641,0.025177872748611475,0.2174073842829489,No
2_120_1.75_50_4.csv,0.16402650000000002,0.35716464281338,2.177481338767699,Yes,2_40_1_150_4.csv,0.5881542006272764,0.0027195322028574494,0.00462384218281026,No,1_40_1.5_100_6.csv,0.15443372770230096,0.04137605666553586,0.26792111594492957,No,2_100_0.75_175_6.csv,0.26892866282085937,-0.10351957858972344,-0.3849332291466478,No,2_40_2_50_14.csv,0.11057855393064792,0.08349838579299743,0.7551047000068885,Yes,2_20_1.5_75_4.csv,0.24058848183371048,0.15881179552306687,0.6600972511761146,Yes,2_60_1.5_100_4.csv,0.45322785022354123,-0.020032108893592505,-0.04419875981520611,No,2_60_0.75_50_6.csv,0.3101990513888043,-0.047809677692201,-0.1541258023780228,No,1_20_0.75_75_4.csv,0.11580964847009641,0.025177872748611475,0.2174073842829489,No
2_120_1.75_75_4.csv,0.16402650000000002,0.35716464281338,2.177481338767699,Yes,2_40_1_125_14.csv,0.5835839922175324,-0.026095615232487115,-0.044716125837049876,No,1_40_1.5_100_8.csv,0.15443372770230096,0.04137605666553586,0.26792111594492957,No,2_100_0.75_200_10.csv,0.2628359907081307,-0.10351956975485119,-0.3938561438102505,No,2_40_2_50_16.csv,0.11057851464405466,0.08349842605196393,0.7551053323581001,Yes,2_20_1.75_200_10.csv,0.21384920830950377,0.143658320449184,0.6717739176348385,Yes,2_60_2_100_4.csv,0.44302430886506305,-0.05179080560481859,-0.11690285288745432,No,2_60_0.75_75_6.csv,0.31019896753440496,-0.04780966839815402,-0.15412581408044607,No,1_20_0.75_75_6.csv,0.11580964847009641,0.025177872748611475,0.2174073842829489,No
2_40_1.5_150_4.csv,0.15394969799999997,0.24642195979407067,1.6006654316013709,Yes,2_40_1_125_16.csv,0.5835839922175324,-0.026095615232487115,-0.044716125837049876,No,3_40_1.5_100_10.csv,0.15443372770230096,0.04137605666553586,0.26792111594492957,No,2_100_0.75_200_12.csv,0.2628359907081307,-0.10351956975485119,-0.3938561438102505,No,2_40_2_50_18.csv,0.11057851464405466,0.08349842605196393,0.7551053323581001,Yes,2_20_1.75_150_6.csv,0.21384918069116907,0.18913574723714371,0.8844352203073654,Yes,2_60_2_50_4.csv,0.44302430652260216,-0.05179082739983462,-0.11690290270155271,No,2_80_1.25_100_6.csv,0.29358696884530344,-0.08574284188197626,-0.2920526146620485,No,1_20_0.75_75_8.csv,0.11580964847009641,0.025177872748611475,0.2174073842829489,No
