Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,Pass3,Para4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window6_GrossProfit,Window6_GrossLoss,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Window7_GrossProfit,Window7_GrossLoss,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Window8_GrossProfit,Window8_GrossLoss,Score_8,Pass8,Para9,Pass9
2_20_0.75_75_14.csv,0.4104445,0.00032758811416282386,8792481.752,-7558955.377,1.1631874132705309,No,2_80_2_50_18.csv,0.11729824227595514,-0.053292018478746137,4430414.749,-4274513.749,1.0364722186322297,No,,,,,,,,,,,,2_20_1.75_50_6.csv,0.20713849490706726,0.11400463408325043,9304773.917000001,-7867591.526000001,1.1826712007417453,No,2_100_0.75_125_4.csv,0.46535983570851835,0.15236651697359188,17497319.157,-14997610.317,1.1666738091712217,No,2_120_1_125_18.csv,0.21968002831511607,0.04158034479203306,4486757.718,-3969071.9760000003,1.1304299204273236,No,,
2_20_0.75_75_16.csv,0.4104445,0.00032758811416282386,8792481.752,-7558955.377,1.1631874132705309,No,2_80_2_75_18.csv,0.11729824227595514,-0.053292018478746137,4430414.749,-4274513.749,1.0364722186322297,No,,,,,,,,,,,,2_20_0.75_50_6.csv,0.2064700769446275,0.17305793850904527,7651422.701,-6534854.357000001,1.1708635392621956,No,2_100_0.75_200_4.csv,0.465359811075866,0.014114266472549248,14900568.498,-12997635.185999999,1.146406118095212,No,2_120_1_125_20.csv,0.21968002831511607,0.04158034479203306,4486757.718,-3969071.9760000003,1.1304299204273236,No,,
2_20_0.75_75_18.csv,0.4104445,0.00032758811416282386,8792481.752,-7558955.377,1.1631874132705309,No,2_80_2_225_16.csv,0.11729824111168047,-0.05329202328552507,3888173.5160000003,-3751353.35,1.0364722150207473,No,,,,,,,,,,,,2_20_0.75_75_6.csv,0.20137174701452304,0.1430224366817722,5678114.024,-4801329.211,1.182612933724948,No,2_100_0.75_225_4.csv,0.4653598065262765,0.014114254122814394,15847512.997000001,-13823646.527999999,1.1464061211996872,No,2_120_1_50_14.csv,0.21968002831511607,0.04158034479203306,4486757.718,-3969071.9760000003,1.1304299204273236,No,,
2_20_0.75_75_20.csv,0.4104445,0.00032758811416282386,8792481.752,-7558955.377,1.1631874132705309,No,2_80_2_225_20.csv,0.1172982403870829,-0.05329201704301256,3544725.0930000003,-3419990.445,1.036472221196513,No,,,,,,,,,,,,2_60_1_50_4.csv,0.21313071981259185,0.07428778750665069,7308519.472999999,-6726102.692000001,1.0865905276309151,No,2_100_0.75_150_4.csv,0.46535978176985326,0.03969785002299533,9429690.647,-8200051.084,1.1499551100845313,No,2_120_1_50_16.csv,0.21968002831511607,0.04158034479203306,4486757.718,-3969071.9760000003,1.1304299204273236,No,,
2_20_0.75_75_8.csv,0.4104445,0.00032758811416282386,8792481.752,-7558955.377,1.1631874132705309,No,2_80_2_50_16.csv,0.11729824031122463,-0.05329201093166043,4643074.7530000005,-4479690.471,1.0364722257168648,No,,,,,,,,,,,,2_60_1_75_4.csv,0.21313069554101066,0.07428778077914962,7268582.055,-6689347.836,1.086590536656315,No,2_80_0.75_100_4.csv,0.4303031377143927,0.12604875387433392,5664493.04,-4868451.649,1.163510177032057,No,2_120_1_50_18.csv,0.21968002831511607,0.04158034479203306,4486757.718,-3969071.9760000003,1.1304299204273236,No,,
2_20_0.75_125_10.csv,0.40602974999999997,0.005690107675634182,8241951.473999999,-6985998.723999999,1.179781417034224,No,2_80_2_75_16.csv,0.11729824031122463,-0.05329201093166043,4643074.7530000005,-4479690.471,1.0364722257168648,No,,,,,,,,,,,,2_20_1.75_75_6.csv,0.19257244655962588,0.1278588308407638,4885729.596,-4076466.065,1.1985208555881846,No,2_80_0.75_50_4.csv,0.4303031648621957,0.12604875479269315,7442763.966,-6396818.841,1.163510199522313,No,2_120_1_50_20.csv,0.21968002831511607,0.04158034479203306,4486757.718,-3969071.9760000003,1.1304299204273236,No,,
2_20_0.75_125_12.csv,0.40602974999999997,0.005690107675634182,8241951.473999999,-6985998.723999999,1.179781417034224,No,2_80_2_200_16.csv,0.11729823933269518,-0.05329201839185624,3038862.623,-2931928.67,1.0364722218838973,No,,,,,,,,,,,,2_20_1.25_50_4.csv,0.1906224560364834,0.07018399870949643,6997387.682999999,-6126103.19,1.1422249129629825,No,2_80_0.75_75_4.csv,0.4303031648621957,0.12604875479269315,7442763.966,-6396818.841,1.163510199522313,No,2_120_1_75_14.csv,0.21968002831511607,0.04158034479203306,4486757.718,-3969071.9760000003,1.1304299204273236,No,,
2_20_0.75_125_14.csv,0.40602974999999997,0.005690107675634182,8241951.473999999,-6985998.723999999,1.179781417034224,No,2_80_2_200_20.csv,0.11729823771269718,-0.05329202834082417,2694349.159,-2599538.268,1.0364722043784123,No,,,,,,,,,,,,2_100_0.75_50_4.csv,0.19992799193611055,0.38828315673797176,6988425.68,-5771465.617000001,1.210858063403412,No,2_80_0.75_150_4.csv,0.43030313965071443,0.0331663506487827,3336455.106,-2905019.481,1.1485138491572133,No,2_120_1_75_16.csv,0.21968002831511607,0.04158034479203306,4486757.718,-3969071.9760000003,1.1304299204273236,No,,
2_20_0.75_125_16.csv,0.40602974999999997,0.005690107675634182,8241951.473999999,-6985998.723999999,1.179781417034224,No,2_80_2_175_12.csv,0.11729823745936063,-0.053292024040180574,3703999.682,-3573660.373,1.0364722148709904,No,,,,,,,,,,,,2_100_0.75_125_12.csv,0.1997200987946948,0.31779434479167856,6767209.57,-6034582.757,1.1214047171944352,No,2_80_0.75_175_4.csv,0.430302963256876,-0.0008184766834365381,4112611.328,-3623482.4689999996,1.1349886092135528,No,2_120_1_75_18.csv,0.21968002831511607,0.04158034479203306,4486757.718,-3969071.9760000003,1.1304299204273236,No,,
2_20_0.75_125_18.csv,0.40602974999999997,0.005690107675634182,8241951.473999999,-6985998.723999999,1.179781417034224,No,2_80_2_225_14.csv,0.11729823744716181,-0.05329202418959961,4108658.439,-3964079.6810000003,1.036472212880324,No,,,,,,,,,,,,2_100_0.75_125_14.csv,0.1997200987946948,0.31779434479167856,6767209.57,-6034582.757,1.1214047171944352,No,2_80_0.75_125_4.csv,0.43030298288013435,0.16720463707969607,8010308.972999999,-6771065.942000001,1.1830203754645399,No,2_120_1_75_20.csv,0.21968002831511607,0.04158034479203306,4486757.718,-3969071.9760000003,1.1304299204273236,No,,
2_20_0.75_125_20.csv,0.40602974999999997,0.005690107675634182,8241951.473999999,-6985998.723999999,1.179781417034224,No,2_80_2_175_18.csv,0.11729823703700021,-0.05329202143090117,3294899.8910000003,-3178956.312,1.0364722152872419,No,,,,,,,,,,,,2_100_0.75_125_16.csv,0.1997200987946948,0.31779434479167856,6767209.57,-6034582.757,1.1214047171944352,No,2_80_0.75_200_4.csv,0.4303029906824686,-0.000818483630399436,5532794.079,-4874757.313,1.1349886207145425,No,2_120_1_100_10.csv,0.21968000706533347,0.041580348509121824,4040192.811,-3574032.0960000004,1.1304299185006534,No,,
2_20_0.75_125_4.csv,0.40602974999999997,0.033470493428822426,8286598.286,-6845787.411,1.2104667861413378,No,2_80_2_175_20.csv,0.11729823699221285,-0.053292019587680255,3061584.62,-2953851.12,1.0364722173269179,No,,,,,,,,,,,,2_100_0.75_125_18.csv,0.1997200987946948,0.31779434479167856,6767209.57,-6034582.757,1.1214047171944352,No,2_80_0.75_225_4.csv,0.43030292809646836,-0.0008184856618537676,5938404.271000001,-5232126.739,1.1349886130883347,No,2_120_1_125_10.csv,0.21968000706533347,0.041580348509121824,4040192.811,-3574032.0960000004,1.1304299185006534,No,,
2_20_0.75_125_6.csv,0.40602974999999997,0.005690107675634182,8241951.473999999,-6985998.723999999,1.179781417034224,No,2_80_2_200_12.csv,0.11729823654066399,-0.053292018553228834,3259706.622,-3145001.435,1.0364722208783348,No,,,,,,,,,,,,2_100_0.75_125_20.csv,0.1997200987946948,0.31779434479167856,6767209.57,-6034582.757,1.1214047171944352,No,2_120_0.75_100_4.csv,0.4200901591194053,0.17283562863765406,13972213.703,-11920102.203,1.1721555289587646,No,2_120_1_50_10.csv,0.21968000706533347,0.041580348509121824,4040192.811,-3574032.0960000004,1.1304299185006534,No,,
2_20_0.75_125_8.csv,0.40602974999999997,0.005690107675634182,8241951.473999999,-6985998.723999999,1.179781417034224,No,2_80_2_175_14.csv,0.11729823642123102,-0.053292012746331455,3754972.107,-3622839.111,1.0364722230139356,No,,,,,,,,,,,,2_100_0.75_125_8.csv,0.1997200191509234,0.3177943676094902,6027256.778,-5374738.246,1.1214047088684957,No,2_120_0.75_125_4.csv,0.4200901591194053,0.17283562863765406,13972213.703,-11920102.203,1.1721555289587646,No,2_120_1_75_10.csv,0.21968000706533347,0.041580348509121824,4040192.811,-3574032.0960000004,1.1304299185006534,No,,
2_20_0.75_50_10.csv,0.3592678333333333,0.008653649555087059,8592241.152999999,-7460495.903,1.1516983944116777,No,2_80_2_225_18.csv,0.11729823625919492,-0.05329201670391053,3710089.175,-3579535.5689999997,1.0364722192260467,No,,,,,,,,,,,,2_100_0.75_125_10.csv,0.19972005751872846,0.3177943439858529,6538040.785,-5830224.097,1.1214047138195278,No,2_120_0.75_75_4.csv,0.4200901591194053,0.17283562863765406,13972213.703,-11920102.203,1.1721555289587646,No,2_120_1_150_12.csv,0.21968000019846823,0.04158033310679311,3523547.01,-3116997.3060000003,1.1304299183119022,No,,
2_20_0.75_50_12.csv,0.3592678333333333,0.008653649555087059,8592241.152999999,-7460495.903,1.1516983944116777,No,2_80_2_200_18.csv,0.11729823604998507,-0.0532920198276533,2899678.1969999997,-2797641.994,1.036472215965743,No,,,,,,,,,,,,2_100_0.75_100_10.csv,0.19972005137131826,0.31779425464578204,7242138.527000001,-6458095.307999999,1.1214047147970647,No,2_120_0.75_175_4.csv,0.4200901580100425,0.031221166301025192,10434981.652999999,-9089260.559,1.1480561686250146,No,2_120_1_150_10.csv,0.2196799847637303,0.04158033633779716,3238150.856,-2864530.4489999996,1.1304298954582348,No,,
2_20_0.75_50_14.csv,0.3592678333333333,0.008653649555087059,8592241.152999999,-7460495.903,1.1516983944116777,No,2_80_2_150_18.csv,0.11729823226948877,-0.05329200841905163,4744928.028,-4577959.653,1.0364722251080967,No,,,,,,,,,,,,2_100_0.75_50_10.csv,0.19972005137131826,0.31779425464578204,7242138.527000001,-6458095.307999999,1.1214047147970647,No,2_120_0.75_225_4.csv,0.42009015208921135,0.03122118065008744,14300800.156,-12456533.437,1.1480561769715096,No,2_120_0.75_100_12.csv,0.2189036135101075,0.03955094288875599,5328501.051,-4737187.239,1.1248238210075108,No,,
2_20_0.75_50_16.csv,0.3592678333333333,0.008653649555087059,8592241.152999999,-7460495.903,1.1516983944116777,No,2_80_2_150_14.csv,0.11729823218696969,-0.053292008451253564,5407470.339,-5217187.902,1.0364722223109992,No,,,,,,,,,,,,2_100_0.75_75_10.csv,0.19972005137131826,0.31779425464578204,7242138.527000001,-6458095.307999999,1.1214047147970647,No,2_120_0.75_200_4.csv,0.42009013444768245,0.031221163751725296,14259814.133,-12420833.445999999,1.1480561425281992,No,2_120_0.75_100_14.csv,0.2189036135101075,0.03955094288875599,5328501.051,-4737187.239,1.1248238210075108,No,,
2_20_0.75_50_18.csv,0.3592678333333333,0.008653649555087059,8592241.152999999,-7460495.903,1.1516983944116777,No,2_80_2_100_14.csv,0.11729823089905758,-0.05329201713923004,4975731.271000001,-4800641.24,1.0364722174073562,No,,,,,,,,,,,,2_100_0.75_100_12.csv,0.19971999625331066,0.3177941948207271,7495986.127,-6684461.002,1.1214047213017162,No,2_120_0.75_150_4.csv,0.42008998468870806,0.17283560329465633,10887438.587000001,-9288390.712000001,1.1721555352892437,No,2_120_0.75_100_16.csv,0.2189036135101075,0.03955094288875599,5328501.051,-4737187.239,1.1248238210075108,No,,
2_20_0.75_50_20.csv,0.3592678333333333,0.008653649555087059,8592241.152999999,-7460495.903,1.1516983944116777,No,2_80_2_125_14.csv,0.11729823089905758,-0.05329201713923004,4975731.271000001,-4800641.24,1.0364722174073562,No,,,,,,,,,,,,2_100_0.75_100_14.csv,0.19971999625331066,0.3177941948207271,7495986.127,-6684461.002,1.1214047213017162,No,2_120_0.75_100_6.csv,0.4094883303354283,0.19493730758089384,7066933.8610000005,-5934262.9860000005,1.1908696796337095,No,2_120_0.75_100_18.csv,0.2189036135101075,0.03955094288875599,5328501.051,-4737187.239,1.1248238210075108,No,,
2_20_0.75_50_8.csv,0.3592678333333333,0.008653649555087059,8592241.152999999,-7460495.903,1.1516983944116777,No,2_80_2_150_12.csv,0.11729822942610195,-0.05329203451892024,5334065.348999999,-5146366.068,1.0364721977643818,No,,,,,,,,,,,,2_100_0.75_100_16.csv,0.19971999625331066,0.3177941948207271,7495986.127,-6684461.002,1.1214047213017162,No,2_120_0.75_125_6.csv,0.4094883303354283,0.19493730758089384,7066933.8610000005,-5934262.9860000005,1.1908696796337095,No,2_120_0.75_100_20.csv,0.2189036135101075,0.03955094288875599,5328501.051,-4737187.239,1.1248238210075108,No,,
