Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window6_GrossProfit,Window6_GrossLoss,Score_6,Pass6,Para7,Pass7
2_20_1.5_50_10.csv,0.753269125,0.03131112439546069,20915718.12,-17400025.87,1.2020509783299536,No,No Plateau,No,1_40_0.75_75_4.csv,0.27579779890523615,0.1989665828722928,36695866.25,-29253288.25,1.2544185096866844,No,1_20_0.75_75_10.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_60_1_100_4.csv,0.7445972794213683,-0.03375915286363527,40948054.875,-35957660.375,1.1387852949261859,No,2_60_1.25_50_6.csv,0.25489863146669145,-0.029979078400064873,80585587.5,-73294280.5,1.0994798905216077,No,No Plateau,No
2_20_1.5_50_12.csv,0.753269125,0.03131112439546069,20915718.12,-17400025.87,1.2020509783299536,No,,,3_40_0.75_75_4.csv,0.27579779890523615,0.1989665828722928,36695866.25,-29253288.25,1.2544185096866844,No,1_20_0.75_75_12.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_60_1_50_4.csv,0.692562213555878,-0.03292695928641942,44744590.25,-39619880.25,1.1293469330968005,No,2_60_1.25_75_6.csv,0.25489863146669145,-0.029979078400064873,80585587.5,-73294280.5,1.0994798905216077,No,,
2_20_1.5_50_14.csv,0.753269125,0.03131112439546069,20915718.12,-17400025.87,1.2020509783299536,No,,,1_40_0.75_225_4.csv,0.26703090459277806,0.23868519215232326,17471890.499,-13320948.28,1.3116101145165622,No,1_20_0.75_75_14.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_60_1_75_4.csv,0.692562213555878,-0.03292695928641942,44744590.25,-39619880.25,1.1293469330968005,No,2_60_0.75_100_4.csv,0.25370222022535716,-0.007453489035067365,213000690.0,-192987684.0,1.1037009491237793,No,,
2_20_1.5_50_16.csv,0.753269125,0.03131112439546069,20915718.12,-17400025.87,1.2020509783299536,No,,,3_40_0.75_225_4.csv,0.26703090459277806,0.23868519215232326,17471890.499,-13320948.28,1.3116101145165622,No,1_20_0.75_75_16.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_60_1.25_100_4.csv,0.6872263468766892,0.03167236724072577,40088732.875,-32352522.0,1.2391223433833072,No,2_60_0.75_50_4.csv,0.235397546670787,-0.00605869878144775,214835152.0,-196494116.0,1.0933414006147644,No,,
2_20_1.5_50_18.csv,0.753269125,0.03131112439546069,20915718.12,-17400025.87,1.2020509783299536,No,,,1_40_0.75_225_10.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,1_20_0.75_75_18.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_60_1.25_50_4.csv,0.656387709076219,0.07799060559597029,53519572.125,-42381687.25,1.2627994683010173,No,2_60_0.75_75_4.csv,0.2353975372608011,-0.006058792191751579,217712364.0,-199125706.0,1.093341328818691,No,,
2_20_1.5_50_20.csv,0.753269125,0.03131112439546069,20915718.12,-17400025.87,1.2020509783299536,No,,,1_40_0.75_225_12.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,1_20_0.75_75_20.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_60_1.25_75_4.csv,0.656387709076219,0.07799060559597029,53519572.125,-42381687.25,1.2627994683010173,No,2_40_2_50_4.csv,0.2230036001308437,-0.06320263177883614,8517517.373,-7766921.248,1.096640110158614,No,,
2_20_1.5_50_8.csv,0.74052925,0.04025938027574653,20868168.62,-17268002.12,1.208487726314919,No,,,1_40_0.75_225_14.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,1_20_0.75_75_4.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_60_0.75_100_4.csv,0.6293435575914504,0.25370222022535716,179536066.5,-143261641.5,1.2532040301939442,No,2_40_2_75_4.csv,0.22300355239799585,-0.06320261338641482,8188771.687000001,-7467145.937000001,1.096640102669524,No,,
2_20_1.25_50_10.csv,0.7136811875,0.03458752145662281,21044473.197,-17656446.947,1.1918860719922848,No,,,1_40_0.75_225_16.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,1_20_0.75_75_6.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_80_1_100_4.csv,0.6279129584489717,0.08161246300529881,87645577.75,-74129557.25,1.1823297076281944,No,2_60_0.75_100_6.csv,0.21607238440102805,0.004389142588887548,199799574.0,-182625522.0,1.094039714777653,No,,
2_20_1.25_50_12.csv,0.7136811875,0.03458752145662281,21044473.197,-17656446.947,1.1918860719922848,No,,,1_40_0.75_225_18.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,1_20_0.75_75_8.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_80_1_50_4.csv,0.6279128212765741,0.08161245936663236,95483803.5,-80759034.0,1.1823296883417402,No,2_60_0.75_50_6.csv,0.20291186905158687,0.0058519641636021755,181912925.0,-167499158.0,1.0860527728742373,No,,
2_20_1.25_50_14.csv,0.7136811875,0.03458752145662281,21044473.197,-17656446.947,1.1918860719922848,No,,,1_40_0.75_225_20.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,3_20_0.75_75_10.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_80_1_75_4.csv,0.6279128212765741,0.08161245936663236,95483803.5,-80759034.0,1.1823296883417402,No,2_60_0.75_75_6.csv,0.20291186905158687,0.0058519641636021755,181912925.0,-167499158.0,1.0860527728742373,No,,
2_20_1.25_50_16.csv,0.7136811875,0.03458752145662281,21044473.197,-17656446.947,1.1918860719922848,No,,,1_40_0.75_225_6.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,3_20_0.75_75_12.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_80_0.75_50_4.csv,0.6006509816555771,0.12822863679059107,93940252.75,-80035646.75,1.1737301635536543,No,2_60_1.25_175_6.csv,0.19438274019452398,-0.013982959011553844,36579357.0,-32787915.0,1.1156353491827706,No,,
2_20_1.25_50_18.csv,0.7136811875,0.03458752145662281,21044473.197,-17656446.947,1.1918860719922848,No,,,1_40_0.75_225_8.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,3_20_0.75_75_14.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_80_0.75_75_4.csv,0.6006509816555771,0.12822863679059107,93940252.75,-80035646.75,1.1737301635536543,No,2_60_2_150_10.csv,0.19319699874244234,-0.03161284530057936,39455353.5,-35841412.5,1.1008314334709883,No,,
2_20_1.25_50_20.csv,0.7136811875,0.03458752145662281,21044473.197,-17656446.947,1.1918860719922848,No,,,3_40_0.75_225_10.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,3_20_0.75_75_16.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_80_0.75_50_6.csv,0.5928644046207038,0.1471557813161175,92337196.0,-78615606.25,1.1745402777454255,No,2_60_1.25_100_6.csv,0.18359776260624575,-0.02997910290095069,52817165.5,-48992960.0,1.0780562248127077,No,,
2_20_1.25_50_8.csv,0.695441125,0.03458752521475095,20729330.947,-17424358.947,1.1896753854791902,No,,,3_40_0.75_225_12.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,3_20_0.75_75_18.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_80_0.75_75_6.csv,0.5928644046207038,0.1471557813161175,92337196.0,-78615606.25,1.1745402777454255,No,2_40_2_100_4.csv,0.18286019909047585,-0.06320261494052241,5250388.533,-4845552.908,1.083547870116456,No,,
2_20_2_50_6.csv,0.6925959375,0.04366317818444873,19089347.469,-15660455.969,1.2189522135745932,No,,,3_40_0.75_225_14.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,3_20_0.75_75_20.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_80_0.75_50_8.csv,0.5826099437352114,0.0693924673742498,65199961.875,-57098479.375,1.141886134073601,No,2_100_0.75_150_4.csv,0.17484639550012254,-0.02466055859035196,19132702.25,-17886850.5,1.0696518232765462,No,,
2_20_1_50_10.csv,0.668350375,0.04198055603233134,20110587.365,-16820340.115,1.1956112199577837,No,,,3_40_0.75_225_16.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,3_20_0.75_75_4.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_80_0.75_75_8.csv,0.5826099437352114,0.0693924673742498,65199961.875,-57098479.375,1.141886134073601,No,2_80_0.75_125_6.csv,0.17182610394063286,-0.0073932297120343545,98206624.0,-91640586.0,1.0716498910209937,No,,
2_20_1_50_12.csv,0.668350375,0.04198055603233134,20110587.365,-16820340.115,1.1956112199577837,No,,,3_40_0.75_225_18.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,3_20_0.75_75_6.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_60_1_100_6.csv,0.5802637667875961,0.06609610825189383,81482997.5,-70055664.5,1.1631179017651028,No,2_40_2_125_4.csv,0.17134437673110048,-0.06551830302261222,6747885.686000001,-6295544.436000001,1.0718510137762451,No,,
2_20_1_50_14.csv,0.668350375,0.04198055603233134,20110587.365,-16820340.115,1.1956112199577837,No,,,3_40_0.75_225_20.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,3_20_0.75_75_8.csv,0.4724699887534656,0.03332345259191837,29696443.062,-25219975.687,1.177496894943775,No,2_80_1_100_6.csv,0.5772118831190437,0.04309821669712694,62813342.625,-54516875.5,1.1521816327313181,No,2_100_0.75_100_4.csv,0.1678820679158301,-0.031356294069429,17385693.188,-16434998.438,1.0578457462948012,No,,
2_20_1_50_16.csv,0.668350375,0.04198055603233134,20110587.365,-16820340.115,1.1956112199577837,No,,,3_40_0.75_225_6.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,1_20_0.75_100_10.csv,0.454134143283784,-0.016080110613925,30154104.125,-26188445.625,1.151427792118151,No,2_80_1_50_6.csv,0.5772118564995051,0.043098241136073676,68430784.75,-59392357.75,1.152181650003615,No,2_100_0.75_75_4.csv,0.1678820679158301,-0.031356294069429,17385693.188,-16434998.438,1.0578457462948012,No,,
2_20_1_50_18.csv,0.668350375,0.04198055603233134,20110587.365,-16820340.115,1.1956112199577837,No,,,3_40_0.75_225_8.csv,0.2670308600680218,0.23868519509820676,16695899.871,-12729316.246,1.3116101091640677,No,1_20_0.75_100_12.csv,0.454134143283784,-0.016080110613925,30154104.125,-26188445.625,1.151427792118151,No,2_80_1_75_6.csv,0.5772118564995051,0.043098241136073676,68430784.75,-59392357.75,1.152181650003615,No,2_100_0.75_125_4.csv,0.1678820608423206,-0.03135627154792398,15919428.875,-15048913.0,1.0578457643419164,No,,
2_20_1_50_20.csv,0.668350375,0.04198055603233134,20110587.365,-16820340.115,1.1956112199577837,No,,,1_40_0.75_100_4.csv,0.2657237888172066,0.2320751600214176,40043630.625,-31173782.625,1.284529089931062,No,1_20_0.75_100_14.csv,0.454134143283784,-0.016080110613925,30154104.125,-26188445.625,1.151427792118151,No,2_80_1_100_8.csv,0.5762155251709946,-0.0013621424986357334,37030697.998,-33080815.748000003,1.1194009930132633,No,2_60_2_200_10.csv,0.16755927526797676,-0.034224094622767286,26670678.0,-24538751.25,1.0868800016871274,No,,
2_20_1_50_8.csv,0.668350375,0.04198055603233134,20110587.365,-16820340.115,1.1956112199577837,No,,,3_40_0.75_100_4.csv,0.2657237888172066,0.2320751600214176,40043630.625,-31173782.625,1.284529089931062,No,1_20_0.75_100_16.csv,0.454134143283784,-0.016080110613925,30154104.125,-26188445.625,1.151427792118151,No,2_80_1_50_8.csv,0.5762154698830173,-0.001362145328842136,40342389.062,-36039266.187,1.1194009570747645,No,2_60_2_175_10.csv,0.16755924754827747,-0.03422409125113379,33387375.0,-30718547.5,1.0868800030339976,No,,
2_20_1_50_6.csv,0.6265628125,0.041980608919569014,19098322.365,-16003292.865,1.1933995413387068,No,,,1_40_1_75_4.csv,0.2650608755546068,0.09181230012202027,37598177.5,-32069339.625,1.1724026107070173,No,1_20_0.75_100_18.csv,0.454134143283784,-0.016080110613925,30154104.125,-26188445.625,1.151427792118151,No,2_80_1_75_8.csv,0.5762154698830173,-0.001362145328842136,40342389.062,-36039266.187,1.1194009570747645,No,2_40_1.75_100_6.csv,0.16458635336951757,-0.054529373464059464,31664779.5,-29852191.0,1.0607187760523171,No,,
2_20_1.25_50_6.csv,0.617579125,0.03985189463266535,18866007.822,-15842496.572,1.190848155545367,No,,,3_40_1_75_4.csv,0.2650608755546068,0.09181230012202027,37598177.5,-32069339.625,1.1724026107070173,No,1_20_0.75_100_20.csv,0.454134143283784,-0.016080110613925,30154104.125,-26188445.625,1.151427792118151,No,2_60_1_100_12.csv,0.5660574626549952,0.053790336013969174,100836632.0,-88495338.0,1.1394569960284235,No,2_40_1.75_75_6.csv,0.16458631997233517,-0.06136581357447706,32174370.0,-30614620.0,1.0509478804571148,No,,
2_20_1.5_50_4.csv,0.59917675,-0.010730098298145823,13914037.695999999,-11663118.695999999,1.1929946062172871,No,,,1_40_1_75_10.csv,0.26506082334942593,0.09181233031316394,35928305.75,-30645024.5,1.172402578761195,No,1_20_0.75_100_4.csv,0.454134143283784,-0.016080110613925,30154104.125,-26188445.625,1.151427792118151,No,2_60_1_100_14.csv,0.5660574626549952,0.053790336013969174,100836632.0,-88495338.0,1.1394569960284235,No,2_40_1.75_50_6.csv,0.1633926532656654,-0.061365852334184914,37226094.0,-35628896.0,1.044828725537833,No,,
2_20_1.5_50_6.csv,0.5897951875,0.04158002289695188,17091743.37,-14173863.37,1.2058634208493857,No,,,1_40_1_75_12.csv,0.26506082334942593,0.09181233031316394,35928305.75,-30645024.5,1.172402578761195,No,1_20_0.75_100_6.csv,0.454134143283784,-0.016080110613925,30154104.125,-26188445.625,1.151427792118151,No,2_60_1_100_16.csv,0.5660574626549952,0.053790336013969174,100836632.0,-88495338.0,1.1394569960284235,No,2_100_0.75_150_6.csv,0.16135920367562487,-0.00294472994454966,46219474.75,-43072799.75,1.0730548053124873,No,,
2_20_2_50_12.csv,0.5827145625,0.03332091661360852,18006742.449,-15231935.199000001,1.1821703686201455,No,,,1_40_1_75_14.csv,0.26506082334942593,0.09181233031316394,35928305.75,-30645024.5,1.172402578761195,No,1_20_0.75_100_8.csv,0.454134143283784,-0.016080110613925,30154104.125,-26188445.625,1.151427792118151,No,2_60_1_100_18.csv,0.5660574626549952,0.053790336013969174,100836632.0,-88495338.0,1.1394569960284235,No,2_60_2_100_10.csv,0.16128749889383795,-0.02459250329420215,39044615.0,-35767632.0,1.0916186735537874,No,,
2_20_2_50_14.csv,0.5827145625,0.03332091661360852,18006742.449,-15231935.199000001,1.1821703686201455,No,,,1_40_1_75_16.csv,0.26506082334942593,0.09181233031316394,35928305.75,-30645024.5,1.172402578761195,No,3_20_0.75_100_10.csv,0.454134143283784,-0.016080110613925,30154104.125,-26188445.625,1.151427792118151,No,2_60_1_100_20.csv,0.5660574626549952,0.053790336013969174,100836632.0,-88495338.0,1.1394569960284235,No,2_60_2_125_10.csv,0.16128749233002082,-0.02459245812413753,38150043.5,-34948139.5,1.0916187255118401,No,,
2_20_2_50_16.csv,0.5827145625,0.03332091661360852,18006742.449,-15231935.199000001,1.1821703686201455,No,,,1_40_1_75_18.csv,0.26506082334942593,0.09181233031316394,35928305.75,-30645024.5,1.172402578761195,No,3_20_0.75_100_12.csv,0.454134143283784,-0.016080110613925,30154104.125,-26188445.625,1.151427792118151,No,2_60_1_100_8.csv,0.566057464828038,0.08265404370354844,90146457.75,-78213729.25,1.1525656507421937,No,2_60_2_50_10.csv,0.16128748065964513,-0.024592485149882576,40542612.5,-37139903.5,1.091618681777135,No,,
