Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window_1_NetProfit,Window_1_MDD,Score_1,Pass1,Para2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window_3_NetProfit,Window_3_MDD,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window_4_NetProfit,Window_4_MDD,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window_5_NetProfit,Window_5_MDD,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window_6_NetProfit,Window_6_MDD,Score_6,Pass6,Para7,Pass7
2_20_1.5_50_10.csv,0.753269125,0.03131112439546069,3515692.25,-1839251.5,1.9114798873346033,Yes,No Plateau,No,1_40_0.75_75_4.csv,0.27579779890523615,0.1989665828722928,7442578.0,-2689698.5,2.7670677587097585,Yes,1_20_0.75_75_10.csv,0.4724699887534656,0.03332345259191837,4476467.375,-2244148.5,1.9947286799425261,Yes,2_60_1_100_4.csv,0.7445972794213683,-0.03375915286363527,4990394.5,-5622748.0,0.8875365746428615,No,2_60_1.25_50_6.csv,0.25489863146669145,-0.029979078400064873,7291307.0,-4180872.0,1.7439680047607293,Yes,No Plateau,No
2_20_1.5_50_12.csv,0.753269125,0.03131112439546069,3515692.25,-1839251.5,1.9114798873346033,Yes,,,3_40_0.75_75_4.csv,0.27579779890523615,0.1989665828722928,7442578.0,-2689698.5,2.7670677587097585,Yes,1_20_0.75_75_12.csv,0.4724699887534656,0.03332345259191837,4476467.375,-2244148.5,1.9947286799425261,Yes,2_60_1_50_4.csv,0.692562213555878,-0.03292695928641942,5124710.0,-5855739.5,0.8751601740480429,No,2_60_1.25_75_6.csv,0.25489863146669145,-0.029979078400064873,7291307.0,-4180872.0,1.7439680047607293,Yes,,
2_20_1.5_50_14.csv,0.753269125,0.03131112439546069,3515692.25,-1839251.5,1.9114798873346033,Yes,,,1_40_0.75_225_4.csv,0.26703090459277806,0.23868519215232326,4150942.2189999996,-1465453.25,2.832531313434939,Yes,1_20_0.75_75_14.csv,0.4724699887534656,0.03332345259191837,4476467.375,-2244148.5,1.9947286799425261,Yes,2_60_1_75_4.csv,0.692562213555878,-0.03292695928641942,5124710.0,-5855739.5,0.8751601740480429,No,2_60_0.75_100_4.csv,0.25370222022535716,-0.007453489035067365,20013006.0,-12307344.0,1.6261027562080006,Yes,,
2_20_1.5_50_16.csv,0.753269125,0.03131112439546069,3515692.25,-1839251.5,1.9114798873346033,Yes,,,3_40_0.75_225_4.csv,0.26703090459277806,0.23868519215232326,4150942.2189999996,-1465453.25,2.832531313434939,Yes,1_20_0.75_75_16.csv,0.4724699887534656,0.03332345259191837,4476467.375,-2244148.5,1.9947286799425261,Yes,2_60_1.25_100_4.csv,0.6872263468766892,0.03167236724072577,7736210.875,-2741013.5,2.8223906503926375,Yes,2_60_0.75_50_4.csv,0.235397546670787,-0.00605869878144775,18341036.0,-11600752.0,1.5810212993088724,Yes,,
2_20_1.5_50_18.csv,0.753269125,0.03131112439546069,3515692.25,-1839251.5,1.9114798873346033,Yes,,,1_40_0.75_225_10.csv,0.2670308600680218,0.23868519509820676,3966583.625,-1400367.0,2.832531489959418,Yes,1_20_0.75_75_18.csv,0.4724699887534656,0.03332345259191837,4476467.375,-2244148.5,1.9947286799425261,Yes,2_60_1.25_50_4.csv,0.656387709076219,0.07799060559597029,11137884.875,-2457128.5,4.5328866093083855,Yes,2_60_0.75_75_4.csv,0.2353975372608011,-0.006058792191751579,18586658.0,-11756132.0,1.5810181444032783,Yes,,
2_20_1.5_50_20.csv,0.753269125,0.03131112439546069,3515692.25,-1839251.5,1.9114798873346033,Yes,,,1_40_0.75_225_12.csv,0.2670308600680218,0.23868519509820676,3966583.625,-1400367.0,2.832531489959418,Yes,1_20_0.75_75_20.csv,0.4724699887534656,0.03332345259191837,4476467.375,-2244148.5,1.9947286799425261,Yes,2_60_1.25_75_4.csv,0.656387709076219,0.07799060559597029,11137884.875,-2457128.5,4.5328866093083855,Yes,2_40_2_50_4.csv,0.2230036001308437,-0.06320263177883614,750596.125,-1046029.375,0.7175669660328612,No,,
2_20_1.5_50_8.csv,0.74052925,0.04025938027574653,3600166.5,-1873658.5,1.921463543116315,Yes,,,1_40_0.75_225_14.csv,0.2670308600680218,0.23868519509820676,3966583.625,-1400367.0,2.832531489959418,Yes,1_20_0.75_75_4.csv,0.4724699887534656,0.03332345259191837,4476467.375,-2244148.5,1.9947286799425261,Yes,2_60_0.75_100_4.csv,0.6293435575914504,0.25370222022535716,36274425.0,-9686728.0,3.744755194943019,Yes,2_40_2_75_4.csv,0.22300355239799585,-0.06320261338641482,721625.75,-1005655.875,0.7175672791649529,No,,
2_20_1.25_50_10.csv,0.7136811875,0.03458752145662281,3388026.25,-2041045.25,1.6599466621330419,Yes,,,1_40_0.75_225_16.csv,0.2670308600680218,0.23868519509820676,3966583.625,-1400367.0,2.832531489959418,Yes,1_20_0.75_75_6.csv,0.4724699887534656,0.03332345259191837,4476467.375,-2244148.5,1.9947286799425261,Yes,2_80_1_100_4.csv,0.6279129584489717,0.08161246300529881,13516020.5,-5114741.0,2.6425620573944997,Yes,2_60_0.75_100_6.csv,0.21607238440102805,0.004389142588887548,17174052.0,-9429974.0,1.821219443447034,Yes,,
2_20_1.25_50_12.csv,0.7136811875,0.03458752145662281,3388026.25,-2041045.25,1.6599466621330419,Yes,,,1_40_0.75_225_18.csv,0.2670308600680218,0.23868519509820676,3966583.625,-1400367.0,2.832531489959418,Yes,1_20_0.75_75_8.csv,0.4724699887534656,0.03332345259191837,4476467.375,-2244148.5,1.9947286799425261,Yes,2_80_1_50_4.csv,0.6279128212765741,0.08161245936663236,14724769.5,-5572158.0,2.6425613738878186,Yes,2_60_0.75_50_6.csv,0.20291186905158687,0.0058519641636021755,14413767.0,-8077784.0,1.7843714315708368,Yes,,
2_20_1.25_50_14.csv,0.7136811875,0.03458752145662281,3388026.25,-2041045.25,1.6599466621330419,Yes,,,1_40_0.75_225_20.csv,0.2670308600680218,0.23868519509820676,3966583.625,-1400367.0,2.832531489959418,Yes,3_20_0.75_75_10.csv,0.4724699887534656,0.03332345259191837,4476467.375,-2244148.5,1.9947286799425261,Yes,2_80_1_75_4.csv,0.6279128212765741,0.08161245936663236,14724769.5,-5572158.0,2.6425613738878186,Yes,2_60_0.75_75_6.csv,0.20291186905158687,0.0058519641636021755,14413767.0,-8077784.0,1.7843714315708368,Yes,,
2_20_1.25_50_16.csv,0.7136811875,0.03458752145662281,3388026.25,-2041045.25,1.6599466621330419,Yes,,,1_40_0.75_225_6.csv,0.2670308600680218,0.23868519509820676,3966583.625,-1400367.0,2.832531489959418,Yes,3_20_0.75_75_12.csv,0.4724699887534656,0.03332345259191837,4476467.375,-2244148.5,1.9947286799425261,Yes,2_80_0.75_50_4.csv,0.6006509816555771,0.12822863679059107,13904606.0,-3978118.0,3.4952723875963456,Yes,2_60_1.25_175_6.csv,0.19438274019452398,-0.013982959011553844,3791442.0,-2270484.0,1.6698827210409763,Yes,,
