Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window6_GrossProfit,Window6_GrossLoss,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Window7_GrossProfit,Window7_GrossLoss,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Window8_GrossProfit,Window8_GrossLoss,Score_8,Pass8,Para9,Pass9
2_40_1_50_4.csv,0.581113625,0.32706661301553835,18457712.075,-14022605.575,1.3162826249571666,No,2_20_2_50_10.csv,0.47286577003863206,0.019084002486024883,10744867.095,-8757366.908,1.2269518004532145,No,2_40_1.75_50_6.csv,0.233747818933771,0.32796516283122906,35174202.75,-27574751.5,1.2755945506888793,No,2_40_0.75_50_4.csv,1.1816192286081377,-0.16024710188058708,135621220.5,-124474698.5,1.0895484956727972,No,No Plateau,No,2_80_1.25_225_16.csv,0.416963689491462,0.06161830753820802,20675534.407,-18841901.673,1.0973167552735694,No,2_80_1_125_6.csv,0.33856797391574467,0.1911000033001749,61612635.75,-52995529.25,1.1626006310711579,No,2_100_1.5_100_8.csv,0.37267807115942103,-0.06079092825155483,26166081.75,-23709836.5,1.1035960433552547,No,No Plateau,No
2_40_0.75_50_4.csv,0.5752647083333333,0.38062924445305757,21382513.267,-16544168.267,1.2924501807474271,No,2_20_2_50_12.csv,0.47286577003863206,0.019084002486024883,10744867.095,-8757366.908,1.2269518004532145,No,2_40_2_75_6.csv,0.18218924647413834,0.284361111949267,11141477.937,-7772746.312000001,1.4334030070940516,No,2_40_0.75_75_4.csv,0.9494869786329159,-0.15730903765989063,65307288.5,-59595979.5,1.0958337969761869,No,,,2_80_1.25_225_18.csv,0.416963689491462,0.06161830753820802,20675534.407,-18841901.673,1.0973167552735694,No,2_80_1_225_6.csv,0.3385678889479969,0.015263936872822195,39414696.25,-35279763.5,1.1172040949197406,No,2_100_1.5_125_8.csv,0.37267807115942103,-0.06079092825155483,26166081.75,-23709836.5,1.1035960433552547,No,,
2_40_1_50_6.csv,0.4143743333333333,0.27888413460459666,16416603.825,-13296766.575,1.234631271625523,No,2_20_2_50_14.csv,0.47286577003863206,0.019084002486024883,10744867.095,-8757366.908,1.2269518004532145,No,2_40_2_100_6.csv,0.18218921638148267,0.14452247883155864,7840309.873,-6105653.311000001,1.2841066260468517,No,2_20_0.75_50_4.csv,0.9348939576852813,-0.07231127370749546,24371150.375,-20401172.75,1.1945955594636097,No,,,2_80_1.25_225_20.csv,0.416963689491462,0.06161830753820802,20675534.407,-18841901.673,1.0973167552735694,No,2_80_1_175_6.csv,0.3385678769755404,0.0403183299825267,35881536.25,-31843364.25,1.126813610782347,No,2_100_1.5_50_8.csv,0.37267807115942103,-0.06079092825155483,26166081.75,-23709836.5,1.1035960433552547,No,,
2_40_1_75_4.csv,0.37902070833333334,0.3400155989069964,13507930.117999999,-10190964.617999999,1.325481014244848,No,2_20_2_50_16.csv,0.47286577003863206,0.019084002486024883,10744867.095,-8757366.908,1.2269518004532145,No,2_40_2_50_6.csv,0.18218920477196765,0.2239184472750874,11966468.373,-8891750.748,1.3457944011410339,No,2_20_1.25_75_6.csv,0.929072284712948,-0.11567627186905924,17156593.746,-14975109.684,1.1456739955855404,No,,,2_80_1.25_225_12.csv,0.4169636842262903,0.055009596848532336,22346681.155,-20383482.124,1.0963132314222446,No,2_80_1_200_6.csv,0.3385678440475115,0.015263882758115632,41593129.25,-37229661.5,1.1172040672462198,No,2_100_1.5_75_8.csv,0.37267807115942103,-0.06079092825155483,26166081.75,-23709836.5,1.1035960433552547,No,,
2_40_1.25_75_8.csv,0.37017604166666673,0.3452634831230532,16287988.69,-12991395.69,1.2537520277777021,No,2_20_2_50_18.csv,0.47286577003863206,0.019084002486024883,10744867.095,-8757366.908,1.2269518004532145,No,2_40_2_100_4.csv,0.17168091101984156,0.1523032840620947,4614558.419,-3497891.168,1.3192401356610761,No,2_20_1_75_4.csv,0.896506887654881,-0.1248535186330995,15765289.782,-13824704.688,1.1403708171563658,No,,,2_80_1.25_200_16.csv,0.4169636753412006,0.06161832318162741,15235379.395,-13884212.77,1.0973167616618138,No,2_80_1_150_6.csv,0.3385678434579705,0.19110000017929174,36514172.375,-31407322.5,1.1626006124845567,No,2_100_1.5_150_8.csv,0.3726778460144684,-0.06079091648924169,24226214.125,-21952066.875,1.1035960423658284,No,,
2_40_1.25_75_4.csv,0.35192920833333335,0.2941506624093365,13229539.502,-10359618.002,1.2770296645538417,No,2_20_2_50_20.csv,0.47286577003863206,0.019084002486024883,10744867.095,-8757366.908,1.2269518004532145,No,2_40_2_50_4.csv,0.17168089708530188,0.25321798250850014,6980516.907000001,-4922845.798,1.4179840672311874,No,2_20_1.25_75_4.csv,0.8823614039732757,-0.08001801336378384,18500664.312,-15479626.312,1.1951622047657604,No,,,2_80_1.25_200_18.csv,0.4169636753412006,0.06161832318162741,15235379.395,-13884212.77,1.0973167616618138,No,2_80_1_100_6.csv,0.3385678486134885,0.13946230536746043,60556885.0,-52931065.5,1.1440707725787231,No,2_120_1.75_100_8.csv,0.3712919430651483,-0.05053965024395336,16777491.875,-14910346.25,1.125224833393792,No,,
2_40_1_50_10.csv,0.34973499999999996,0.30977578296623975,17061691.765,-14108104.515,1.2093539388554777,No,2_20_2_50_8.csv,0.47286577003863206,0.019084002486024883,10744867.095,-8757366.908,1.2269518004532145,No,2_40_2_75_4.csv,0.17168088747653276,0.29441890350395217,6445644.926,-4314714.114,1.4938753195920318,No,2_20_0.75_50_6.csv,0.8676730270703634,-0.0909451395596096,25143065.375,-22064795.625,1.139510458302738,No,,,2_80_1.25_200_20.csv,0.4169636753412006,0.06161832318162741,15235379.395,-13884212.77,1.0973167616618138,No,2_80_1_50_6.csv,0.3385678486134885,0.13946230536746043,60556885.0,-52931065.5,1.1440707725787231,No,2_120_1.75_125_8.csv,0.3712919430651483,-0.05053965024395336,16777491.875,-14910346.25,1.125224833393792,No,,
2_40_0.75_50_6.csv,0.34737641666666663,0.29932218214558814,16657607.265999999,-13781714.265999999,1.2086745483538963,No,2_40_0.75_75_4.csv,0.46660150308931075,0.13338119605690113,17882862.001,-13996709.375999998,1.2776475899159228,No,2_40_1.75_100_6.csv,0.20551137163061167,0.1876409682735154,19108624.75,-15425202.75,1.2387924528252958,No,2_20_1.25_75_10.csv,0.8645643120181594,-0.09357794975595661,21896910.875,-18951916.375,1.1553929661638243,No,,,2_80_1.25_100_16.csv,0.4169636573186616,0.06161834168779659,26834403.25,-24454564.063,1.0973167700257933,No,2_80_1_75_6.csv,0.3385678486134885,0.13946230536746043,60556885.0,-52931065.5,1.1440707725787231,No,2_120_1.75_50_8.csv,0.3712919430651483,-0.05053965024395336,16777491.875,-14910346.25,1.125224833393792,No,,
2_40_1.5_50_10.csv,0.34299418766666667,0.4387995138888403,16903423.321,-13203491.070999999,1.2802237855203682,No,2_40_1.5_75_10.csv,0.4539393706115501,0.08747794118933061,20738927.625,-16781152.25,1.2358464613179347,No,2_40_1.75_75_6.csv,0.2055113912114599,0.3996932605320331,33763797.5,-25646219.5,1.3165214272614332,No,2_20_1.25_75_12.csv,0.8645643120181594,-0.09357794975595661,21896910.875,-18951916.375,1.1553929661638243,No,,,2_80_1.25_100_18.csv,0.4169636573186616,0.06161834168779659,26834403.25,-24454564.063,1.0973167700257933,No,2_80_0.75_50_4.csv,0.324748477378334,0.08960604297267777,51344302.5,-45652975.0,1.1246649862358367,No,2_120_1.75_75_8.csv,0.3712919430651483,-0.05053965024395336,16777491.875,-14910346.25,1.125224833393792,No,,
2_40_1.25_75_10.csv,0.33240770833333333,0.3452634392063731,16026603.315,-12960675.815,1.2365561444297262,No,2_40_1.75_75_10.csv,0.4496703456578831,0.11155438836981196,19103801.749,-15268518.374000002,1.2511889681143464,No,2_40_1.5_50_6.csv,0.1667677602375936,0.28192559759713315,19446777.876,-16091902.814000001,1.2084821851571987,No,2_20_1.25_75_14.csv,0.8645643120181594,-0.09357794975595661,21896910.875,-18951916.375,1.1553929661638243,No,,,2_80_1.25_100_20.csv,0.4169636573186616,0.06161834168779659,26834403.25,-24454564.063,1.0973167700257933,No,2_80_0.75_75_4.csv,0.324748477378334,0.08960604297267777,51344302.5,-45652975.0,1.1246649862358367,No,2_120_1.75_150_8.csv,0.37129187855568285,-0.05053965382887841,15747495.125,-13994976.625,1.1252248250896955,No,,
