Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window_1_NetProfit,Window_1_MDD,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window_2_NetProfit,Window_2_MDD,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window_3_NetProfit,Window_3_MDD,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window_4_NetProfit,Window_4_MDD,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window_5_NetProfit,Window_5_MDD,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window_6_NetProfit,Window_6_MDD,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Window_7_NetProfit,Window_7_MDD,Score_7,Pass7
2_40_1.5_50_4.csv,0.2744950625,0.009786436264116405,1180107.25,-817716.625,1.4431738501097493,No,2_60_1.5_125_4.csv,0.17059572311373553,0.018515630100457238,512789.719,-423857.86100000003,1.209815285223647,No,2_20_1.5_100_4.csv,0.4464203453676455,0.263667599562854,4247123.367,-461785.75,9.197172859924759,Yes,2_20_1.5_100_4.csv,0.263667599562854,0.19157206201575092,6585089.75,-892947.5,7.374554215113431,Yes,2_40_0.75_75_4.csv,0.34633835145800335,0.14944243617617764,5067743.187,-797194.0,6.356976077341274,Yes,2_100_1.25_150_4.csv,0.27626485152787716,-0.040685042756348225,1943486.5,-1573540.25,1.235104408673372,No,2_20_1.75_125_4.csv,0.13301504456944216,0.05715446102687659,4420447.0,-814039.5,5.43026106227032,Yes
2_120_1.75_100_10.csv,0.26007703125,0.014178403813394606,1156021.375,-1291528.625,0.8950799483828707,No,2_60_1.5_100_4.csv,0.16947118620036367,0.05001105021058046,789895.75,-480567.219,1.6436738062235576,Yes,2_100_0.75_175_10.csv,0.43791425357782765,-0.030317012969598652,1480050.477,-1551692.125,0.9538299854425052,No,2_20_1.5_75_4.csv,0.23800428668331736,0.18665007996035113,5085562.25,-756097.5,6.726066744037641,Yes,2_40_0.75_75_6.csv,0.34633834816698267,0.1494425001561798,5933103.25,-933321.0,6.356980342240237,Yes,2_100_1.25_100_4.csv,0.27626484288196274,-0.04068505120298795,2949836.5,-2388330.0,1.235104236014286,No,2_20_1.5_50_4.csv,0.12612302054312088,0.09271330196038312,11044468.0,-1867192.0,5.915014631596536,Yes
2_120_1.75_50_10.csv,0.26007703125,0.014178403813394606,1156021.375,-1291528.625,0.8950799483828707,No,2_60_1.5_50_4.csv,0.1694711586606559,0.034119614679017224,933896.938,-601362.875,1.552967395933778,Yes,2_100_0.75_175_12.csv,0.43791425357782765,-0.030317012969598652,1480050.477,-1551692.125,0.9538299854425052,No,2_20_1.5_225_4.csv,0.23335648182535146,0.2199021514444781,3712851.4689999996,-462741.75,8.023593006250245,Yes,2_40_0.75_75_8.csv,0.34633833345173337,0.14647267878049475,6630171.75,-1045761.5,6.340041921604496,Yes,2_100_1.25_50_4.csv,0.27626484288196274,-0.04068505120298795,2949836.5,-2388330.0,1.235104236014286,No,2_20_1.5_50_10.csv,0.11363862025922938,0.09271324297805782,6937442.0,-1212019.0,5.723872315533007,Yes
2_120_1.75_75_10.csv,0.26007703125,0.014178403813394606,1156021.375,-1291528.625,0.8950799483828707,No,2_60_1.5_75_4.csv,0.1694711586606559,0.034119614679017224,933896.938,-601362.875,1.552967395933778,Yes,2_100_0.75_175_14.csv,0.43791425357782765,-0.030317012969598652,1480050.477,-1551692.125,0.9538299854425052,No,2_20_1.5_200_4.csv,0.22182690065826977,0.21990222366247258,4360945.437,-548604.0,7.949168137673076,Yes,2_40_0.75_75_10.csv,0.34633830831392914,0.14647267340203396,6836847.5,-1078360.0,6.3400418227679065,Yes,2_100_1.25_75_4.csv,0.27626484288196274,-0.04068505120298795,2949836.5,-2388330.0,1.235104236014286,No,2_20_1.5_50_12.csv,0.11363862025922938,0.09271324297805782,6937442.0,-1212019.0,5.723872315533007,Yes
2_40_1.5_75_4.csv,0.25396220325,0.012931455514863553,1120120.25,-755286.125,1.4830409468994283,No,2_60_1.5_150_4.csv,0.14731879013688057,-0.027227717427133896,280372.422,-573618.313,0.4887787151244595,No,2_100_0.75_175_16.csv,0.43791425357782765,-0.030317012969598652,1480050.477,-1551692.125,0.9538299854425052,No,2_20_1.5_125_4.csv,0.22062862627587804,0.21796306648748173,4035499.875,-522298.125,7.726429948413083,Yes,2_40_0.75_75_12.csv,0.34633830831392914,0.14647267340203396,6836847.5,-1078360.0,6.3400418227679065,Yes,2_100_1.25_125_4.csv,0.2762648412399019,-0.04068502825691367,2611436.0,-2114344.0,1.2351045998191401,No,2_20_1.5_50_14.csv,0.11363862025922938,0.09271324297805782,6937442.0,-1212019.0,5.723872315533007,Yes
2_40_1.5_125_4.csv,0.2463844375,0.004472536848015103,1021059.313,-719995.687,1.4181464298132662,No,2_60_1.5_225_4.csv,0.1470773280853217,0.021301306255525895,437124.86799999996,-318854.875,1.3709210749874843,No,2_100_0.75_175_18.csv,0.43791425357782765,-0.030317012969598652,1480050.477,-1551692.125,0.9538299854425052,No,2_20_1.5_150_4.csv,0.21037614362352677,0.2199021502800017,4678877.437,-594403.75,7.871547642490479,Yes,2_40_0.75_75_14.csv,0.34633830831392914,0.14647267340203396,6836847.5,-1078360.0,6.3400418227679065,Yes,2_80_1.25_100_6.csv,0.22019022663397753,-0.04966177086789607,3067101.0,-4695929.0,0.6531404116203631,No,2_20_1.5_50_16.csv,0.11363862025922938,0.09271324297805782,6937442.0,-1212019.0,5.723872315533007,Yes
2_40_1.5_150_4.csv,0.2346125,0.014234278676261963,1048819.75,-666643.0,1.5732854766344204,Yes,2_60_1.5_175_4.csv,0.1470773267546793,-0.015287988574496897,234884.562,-341223.797,0.6883592646968875,No,2_100_0.75_175_20.csv,0.43791425357782765,-0.030317012969598652,1480050.477,-1551692.125,0.9538299854425052,No,2_20_1.5_175_4.csv,0.20012798048133792,0.21990212407397136,3700990.687,-474562.875,7.798736230683868,Yes,2_40_0.75_75_16.csv,0.34633830831392914,0.14647267340203396,6836847.5,-1078360.0,6.3400418227679065,Yes,2_80_1.25_50_6.csv,0.22019022663397753,-0.04966177086789607,3067101.0,-4695929.0,0.6531404116203631,No,2_20_1.5_50_18.csv,0.11363862025922938,0.09271324297805782,6937442.0,-1212019.0,5.723872315533007,Yes
2_120_1.75_100_4.csv,0.21831378125,0.03750264996605841,1154263.25,-1146778.0,1.00652720055669,No,2_60_1.5_200_4.csv,0.14707730636857624,0.021301311187443012,357947.844,-261100.266,1.3709210238797687,No,2_100_0.75_175_8.csv,0.4379142373631376,-0.03031702002552516,1488094.1090000002,-1560125.187,0.9538299371100405,No,2_40_1.5_100_8.csv,0.18592300748035376,0.20201863461376773,7679656.5,-1225985.0,6.26407052288568,Yes,2_40_0.75_75_18.csv,0.34633830831392914,0.14647267340203396,6836847.5,-1078360.0,6.3400418227679065,Yes,2_80_1.25_75_6.csv,0.22019022663397753,-0.04966177086789607,3067101.0,-4695929.0,0.6531404116203631,No,2_20_1.5_50_20.csv,0.11363862025922938,0.09271324297805782,6937442.0,-1212019.0,5.723872315533007,Yes
2_120_1.75_50_4.csv,0.21831378125,0.03750264996605841,1154263.25,-1146778.0,1.00652720055669,No,2_20_2_50_8.csv,0.13854658783172896,0.2063118140027254,1409004.5159999998,-503163.31200000003,2.8002926334183913,Yes,2_100_0.75_175_6.csv,0.4377131167470438,-0.030317002719936176,1788212.5780000002,-1875157.312,0.953633365348283,No,2_40_1.5_100_10.csv,0.18592299885488925,0.20201866361178736,5860204.25,-935526.5,6.264070820014185,Yes,2_40_0.75_75_20.csv,0.34633830831392914,0.14647267340203396,6836847.5,-1078360.0,6.3400418227679065,Yes,2_80_1.25_125_6.csv,0.22019022232726904,-0.04966181002726565,2433248.5,-3725464.5,0.6531396286288595,No,2_20_1.5_50_8.csv,0.11363862025922938,0.09271324297805782,6937442.0,-1212019.0,5.723872315533007,Yes
2_120_1.75_75_4.csv,0.21831378125,0.03750264996605841,1154263.25,-1146778.0,1.00652720055669,No,2_80_1.5_200_4.csv,0.1285939991899423,0.05250307920432971,723252.188,-457406.375,1.5812026843744797,Yes,2_100_0.75_200_10.csv,0.4307560124496286,-0.03031700011192743,1536617.094,-1623032.312,0.9467569330807014,No,2_40_1.5_100_12.csv,0.18592299885488925,0.20201866361178736,5860204.25,-935526.5,6.264070820014185,Yes,2_40_0.75_100_4.csv,0.3442964167075833,0.09489329607183233,6470007.125,-1080074.0,5.990336888953905,Yes,2_80_1.25_150_4.csv,0.21991574452644144,-0.03388086486821403,1727804.125,-1688389.0,1.0233448127179223,No,2_20_1.5_50_6.csv,0.11363852579066305,0.09271329344932962,6174841.5,-1078788.0,5.7238692866439,Yes
