Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window_1_NetProfit,Window_1_MDD,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window_2_NetProfit,Window_2_MDD,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window_3_NetProfit,Window_3_MDD,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window_4_NetProfit,Window_4_MDD,Score_4,Pass4,Para5,Pass5
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_150_12.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_150_14.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_150_16.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_150_18.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_150_20.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_150_4.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_150_6.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_150_8.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_175_10.csv,0.1276306547825516,-0.0167313806309324,634690.907,-507955.06200000003,1.2495020809537674,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_175_12.csv,0.1276306547825516,-0.0167313806309324,634690.907,-507955.06200000003,1.2495020809537674,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_175_14.csv,0.1276306547825516,-0.0167313806309324,634690.907,-507955.06200000003,1.2495020809537674,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_175_16.csv,0.1276306547825516,-0.0167313806309324,634690.907,-507955.06200000003,1.2495020809537674,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_175_18.csv,0.1276306547825516,-0.0167313806309324,634690.907,-507955.06200000003,1.2495020809537674,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_175_20.csv,0.1276306547825516,-0.0167313806309324,634690.907,-507955.06200000003,1.2495020809537674,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_175_4.csv,0.1276306547825516,-0.0167313806309324,634690.907,-507955.06200000003,1.2495020809537674,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_175_6.csv,0.1276306547825516,-0.0167313806309324,634690.907,-507955.06200000003,1.2495020809537674,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_175_8.csv,0.1276306547825516,-0.0167313806309324,634690.907,-507955.06200000003,1.2495020809537674,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_50_10.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_50_12.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_50_14.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_50_16.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_50_18.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_50_20.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_50_4.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_50_6.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_50_8.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_75_10.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_75_12.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_75_14.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_75_16.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_75_18.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
,,,,,,,,,,,,,,,,,,,,,1_120_1.75_75_20.csv,0.1276306547825516,-0.021405073851691266,586205.219,-495001.31200000003,1.1842498288166154,No,,
