Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,Pass5
2_40_1_125_20.csv,0.13594045,0.202396942672429,16256447.457,-13876912.207,1.1714744039959897,No,3_40_1.25_150_14.csv,0.32834361599619744,-0.06444218898557794,8589265.952,-7774555.433999999,1.1047919106007111,No,,,,,,,,2_20_0.75_150_4.csv,0.4133199668402149,-0.003112522548402776,15052175.080999998,-12816605.409000002,1.174427596126986,No,,
2_60_1.5_50_6.csv,0.13441009999999998,0.30072820767076114,17719735.946,-14533521.695999999,1.219232084050002,No,3_40_1.25_150_16.csv,0.32834361599619744,-0.06444218898557794,8589265.952,-7774555.433999999,1.1047919106007111,No,,,,,,,,1_80_0.75_200_10.csv,0.41937990003996095,0.00932600523267724,19707974.313,-16549549.688,1.1908465598487046,No,,
2_60_1.5_75_6.csv,0.13441009999999998,0.30072820767076114,17719735.946,-14533521.695999999,1.219232084050002,No,3_40_1.25_150_18.csv,0.32834361599619744,-0.06444218898557794,8589265.952,-7774555.433999999,1.1047919106007111,No,,,,,,,,1_80_0.75_200_12.csv,0.41937990003996095,0.00932600523267724,19707974.313,-16549549.688,1.1908465598487046,No,,
2_60_1.5_175_8.csv,0.134201375,0.19922974583811928,17683205.542999998,-15347627.293,1.1521784576476684,No,3_40_1.25_150_20.csv,0.32834361599619744,-0.06444218898557794,8589265.952,-7774555.433999999,1.1047919106007111,No,,,,,,,,1_80_0.75_200_14.csv,0.41937990003996095,0.00932600523267724,19707974.313,-16549549.688,1.1908465598487046,No,,
2_60_1.5_50_16.csv,0.134086275,0.16629119229755848,19256643.813,-17197322.313,1.1197466362797244,No,3_40_1.25_150_4.csv,0.32834361599619744,-0.06444218898557794,8589265.952,-7774555.433999999,1.1047919106007111,No,,,,,,,,1_80_0.75_200_16.csv,0.41937990003996095,0.00932600523267724,19707974.313,-16549549.688,1.1908465598487046,No,,
2_60_1.5_75_16.csv,0.134086275,0.16629119229755848,19256643.813,-17197322.313,1.1197466362797244,No,3_40_1.25_150_6.csv,0.32834361599619744,-0.06444218898557794,8589265.952,-7774555.433999999,1.1047919106007111,No,,,,,,,,1_80_0.75_200_18.csv,0.41937990003996095,0.00932600523267724,19707974.313,-16549549.688,1.1908465598487046,No,,
1_20_2_100_10.csv,0.13316360000000002,0.032325417662673835,3083611.38,-2148552.067,1.4352043999127344,No,3_40_1.25_150_8.csv,0.32834361599619744,-0.06444218898557794,8589265.952,-7774555.433999999,1.1047919106007111,No,,,,,,,,1_80_0.75_200_20.csv,0.41937990003996095,0.00932600523267724,19707974.313,-16549549.688,1.1908465598487046,No,,
1_20_2_100_12.csv,0.13316360000000002,0.032325417662673835,3083611.38,-2148552.067,1.4352043999127344,No,2_40_0.75_150_4.csv,0.32631506262515425,-0.011596925422657025,22319066.06,-19952283.56,1.1186221363024775,No,,,,,,,,1_80_0.75_200_6.csv,0.41937990003996095,0.00932600523267724,19707974.313,-16549549.688,1.1908465598487046,No,,
1_20_2_100_14.csv,0.13316360000000002,0.032325417662673835,3083611.38,-2148552.067,1.4352043999127344,No,1_60_0.75_225_10.csv,0.3259580687892364,0.01473702515887418,8172701.295,-6979854.295,1.1708985531194387,No,,,,,,,,1_80_0.75_200_8.csv,0.41937990003996095,0.00932600523267724,19707974.313,-16549549.688,1.1908465598487046,No,,
1_20_2_100_16.csv,0.13316360000000002,0.032325417662673835,3083611.38,-2148552.067,1.4352043999127344,No,1_60_0.75_225_12.csv,0.3259580687892364,0.01473702515887418,8172701.295,-6979854.295,1.1708985531194387,No,,,,,,,,3_80_0.75_200_10.csv,0.41937990003996095,0.00932600523267724,19707974.313,-16549549.688,1.1908465598487046,No,,
1_20_2_100_18.csv,0.13316360000000002,0.032325417662673835,3083611.38,-2148552.067,1.4352043999127344,No,1_60_0.75_225_14.csv,0.3259580687892364,0.01473702515887418,8172701.295,-6979854.295,1.1708985531194387,No,,,,,,,,3_80_0.75_200_12.csv,0.41937990003996095,0.00932600523267724,19707974.313,-16549549.688,1.1908465598487046,No,,
