Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Score_6,Pass6,Para7,Pass7
2_40_1.75_50_6.csv,1.198745125,-0.02693564690649677,-0.022469869820322955,No,No Plateau,No,1_20_1_50_10.csv,0.22535146518557242,-0.06700469293255246,-0.2973341792003679,No,2_20_1.75_75_4.csv,0.23117669976789817,0.1436904755841724,0.6215612374795465,Yes,2_40_1.5_200_6.csv,0.5152323484971172,0.22665627716922493,0.43991080496082846,No,2_80_1.25_100_16.csv,0.5490812884412838,0.01002574378893183,0.018259124832668446,No,No Plateau,No
2_40_1.75_75_6.csv,1.12902575,-0.029259250400736993,-0.02591548545348677,No,,,1_20_1_50_12.csv,0.22535146518557242,-0.06700469293255246,-0.2973341792003679,No,2_20_1.75_100_4.csv,0.21158141711102918,0.13965698794073653,0.6600626361598207,Yes,2_40_1.5_225_6.csv,0.5152323007973697,0.1598062741514371,0.310163539638571,No,2_80_1.25_100_18.csv,0.5490812884412838,0.01002574378893183,0.018259124832668446,No,,
2_40_1.75_75_4.csv,0.99059075,-0.054064654902831244,-0.054578194782084574,No,,,1_20_1_50_14.csv,0.22535146518557242,-0.06700469293255246,-0.2973341792003679,No,2_120_1_200_6.csv,0.19486555335930592,0.14363656288056956,0.7371059707803925,Yes,2_40_1_225_4.csv,0.5137950738027144,0.10038990571231407,0.19538900007216012,No,2_80_1.25_100_20.csv,0.5490812884412838,0.01002574378893183,0.018259124832668446,No,,
2_40_1.75_50_4.csv,0.9740559375,-0.052002195660800735,-0.053387278552265625,No,,,1_20_1_50_16.csv,0.22535146518557242,-0.06700469293255246,-0.2973341792003679,No,2_120_1_175_6.csv,0.194865546127656,0.14363655546139464,0.7371059600618092,Yes,2_40_1_175_4.csv,0.506249210512934,0.05429548385221565,0.10725050572859801,No,2_80_1.25_125_16.csv,0.5490812668775167,0.010025720791014775,0.01825908366538975,No,,
2_40_2_50_6.csv,0.924695,-0.012286266809932108,-0.013286831668747109,No,,,1_20_1_50_18.csv,0.22535146518557242,-0.06700469293255246,-0.2973341792003679,No,2_120_1_100_6.csv,0.19486550984374496,0.1436365493367584,0.7371060658806935,Yes,2_40_1_200_4.csv,0.5062492060176617,0.10038986433385319,0.19830127759321534,No,2_80_1.25_125_18.csv,0.5490812668775167,0.010025720791014775,0.01825908366538975,No,,
2_40_1.75_50_8.csv,0.9017441875,-0.05226803554482837,-0.05796326305106166,No,,,1_20_1_50_20.csv,0.22535146518557242,-0.06700469293255246,-0.2973341792003679,No,2_120_1_125_6.csv,0.19486550984374496,0.1436365493367584,0.7371060658806935,Yes,2_40_1_150_4.csv,0.49845313226552257,0.05495794343052293,0.11025699283046578,No,2_80_1.25_125_20.csv,0.5490812668775167,0.010025720791014775,0.01825908366538975,No,,
2_40_1.5_75_14.csv,0.862769375,-0.032997948429980724,-0.03824654581646541,No,,,1_20_1_50_4.csv,0.22535146518557242,-0.06700469293255246,-0.2973341792003679,No,2_120_1_150_6.csv,0.19486550984374496,0.1436365493367584,0.7371060658806935,Yes,2_40_1.25_225_6.csv,0.4834272547080076,0.2379645022149876,0.4922446963788157,No,2_80_1.25_50_16.csv,0.5490812437875039,0.010025731783976108,0.018259104453868573,No,,
2_40_1.5_75_16.csv,0.862769375,-0.032997948429980724,-0.03824654581646541,No,,,1_20_1_50_6.csv,0.22535146518557242,-0.06700469293255246,-0.2973341792003679,No,2_120_1_75_6.csv,0.19486550984374496,0.1436365493367584,0.7371060658806935,Yes,2_40_1.25_200_6.csv,0.4834272190900777,0.16184472286415713,0.33478611975715084,No,2_80_1.25_50_18.csv,0.5490812437875039,0.010025731783976108,0.018259104453868573,No,,
2_40_1.5_75_18.csv,0.862769375,-0.032997948429980724,-0.03824654581646541,No,,,1_20_1_50_8.csv,0.22535146518557242,-0.06700469293255246,-0.2973341792003679,No,2_120_1_50_6.csv,0.19486549149265597,0.14363653270261506,0.7371060499340818,Yes,2_40_1.25_175_6.csv,0.4834271956320024,0.1618447541296427,0.3347862006771402,No,2_80_1.25_50_20.csv,0.5490812437875039,0.010025731783976108,0.018259104453868573,No,,
2_40_1.5_75_20.csv,0.862769375,-0.032997948429980724,-0.03824654581646541,No,,,3_20_1_50_10.csv,0.22535146518557242,-0.06700469293255246,-0.2973341792003679,No,2_100_1_225_8.csv,0.18515787035539485,0.13678153489151113,0.7387292510384277,Yes,2_40_2_225_6.csv,0.4813279317918083,0.15520448986426472,0.32245061965653027,No,2_80_1.25_75_16.csv,0.5490812437875039,0.010025731783976108,0.018259104453868573,No,,
