Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window_1_NetProfit,Window_1_MDD,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window_2_NetProfit,Window_2_MDD,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window_3_NetProfit,Window_3_MDD,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window_4_NetProfit,Window_4_MDD,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window_5_NetProfit,Window_5_MDD,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window_6_NetProfit,Window_6_MDD,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Window_7_NetProfit,Window_7_MDD,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Window_8_NetProfit,Window_8_MDD,Score_8,Pass8,Para9,InSample9_Annual_RateOfReturn,OutSample9_Annual_RateOfReturn,Window_9_NetProfit,Window_9_MDD,Score_9,Pass9
2_40_1.75_50_6.csv,1.06134025,0.1863574051347618,5523190.5,-1884718.0,2.9305129467644497,Yes,2_100_1_100_4.csv,0.403744727118613,-0.132886417331191,227540.172,-897453.282,0.2535398516710756,No,2_20_1.75_200_4.csv,0.12855831861438438,-0.07129063871071287,125637.68800000001,-753989.812,0.16663048492225516,No,2_20_1_225_4.csv,0.1358025674044172,0.03875152911294244,841570.562,-1335512.312,0.6301481120302843,No,2_20_1.75_75_4.csv,0.2821447183404747,-0.06518540193817363,1460646.5,-1944370.25,0.7512182929151482,No,2_60_1.5_225_6.csv,0.12064818108792455,0.41525606061240206,2076581.785,-720154.375,2.8835231126659475,Yes,2_40_1_75_10.csv,0.623929135395239,0.4718138818480413,7181695.094,-3235410.0,2.219717159185389,Yes,2_80_1.5_50_14.csv,0.7593743847894412,0.03589852609278953,5436832.625,-1947558.5,2.7916145394348875,Yes,2_20_1_200_8.csv,0.11425421557974189,-0.01600494840133896,1509728.0,-899585.5,1.6782484822176436,Yes
2_40_1_75_6.csv,1.0523885000000002,-0.01420595355176502,2979996.0,-2488072.5,1.197712687230778,No,2_100_1_125_4.csv,0.403744727118613,-0.132886417331191,227540.172,-897453.282,0.2535398516710756,No,2_20_1.75_225_4.csv,0.12855831450774627,-0.05109262005897454,232098.282,-605502.687,0.3833150322584778,No,1_20_1.75_50_10.csv,0.13647164245780014,-0.011188952127238331,698040.75,-750255.25,0.9304043523854049,No,2_20_1.75_100_4.csv,0.2570801452488384,-0.057736812107227746,1515263.75,-1895979.75,0.799198277302276,No,2_60_1.5_200_6.csv,0.10767727285946435,0.4152559981441287,2367347.687,-832890.75,2.842326784155065,Yes,2_40_1_75_12.csv,0.623929135395239,0.4718138818480413,7181695.094,-3235410.0,2.219717159185389,Yes,2_80_1.5_75_14.csv,0.7593743847894412,0.03589852609278953,5436832.625,-1947558.5,2.7916145394348875,Yes,2_20_1_200_6.csv,0.1142542128476329,-0.0160048734003781,1847949.0,-1101115.0,1.678252498603688,Yes
1_60_1_50_10.csv,1.0027554166666666,0.11475013251261273,4388113.5,-1636264.25,2.681787798028344,Yes,2_100_1_50_4.csv,0.403744727118613,-0.132886417331191,227540.172,-897453.282,0.2535398516710756,No,2_20_1.75_175_4.csv,0.12663593171506995,-0.04279653151508237,352553.5,-723107.875,0.48755311923549444,No,1_20_1.75_50_12.csv,0.13647164245780014,-0.011188952127238331,698040.75,-750255.25,0.9304043523854049,No,2_120_1_200_6.csv,0.2211166385316995,-0.03163985259117765,370572.711,-401772.133,0.9223454803422119,No,2_60_1.5_175_6.csv,0.10428298930668092,0.35926727020865346,2092765.2969999998,-771191.875,2.7136765373727516,Yes,2_40_1_75_14.csv,0.623929135395239,0.4718138818480413,7181695.094,-3235410.0,2.219717159185389,Yes,2_80_1.5_100_10.csv,0.7593743050391246,0.03589858627406986,4041420.75,-1447698.5,2.791617695259061,Yes,2_20_1_200_10.csv,0.11425420348348012,-0.016004925142443407,1564998.0,-932517.5,1.6782505422150256,Yes
1_60_1_50_12.csv,1.0027554166666666,0.11475013251261273,4388113.5,-1636264.25,2.681787798028344,Yes,2_100_1_75_4.csv,0.403744727118613,-0.132886417331191,227540.172,-897453.282,0.2535398516710756,No,2_20_0.75_150_4.csv,0.11241372425883384,-0.14376235045738084,-325683.555,-907015.555,-0.3590716313569727,No,1_20_1.75_50_14.csv,0.13647164245780014,-0.011188952127238331,698040.75,-750255.25,0.9304043523854049,No,2_120_1_175_6.csv,0.22111663089834804,-0.0316398506294608,345630.32,-374729.742,0.9223455767223302,No,,,,,,,,2_40_1_75_16.csv,0.623929135395239,0.4718138818480413,7181695.094,-3235410.0,2.219717159185389,Yes,2_80_1.5_100_14.csv,0.759374281609883,0.035898571190185025,4571882.687,-1637719.0,2.7916160751630774,Yes,2_20_1_200_12.csv,0.11425420348348012,-0.016004925142443407,1564998.0,-932517.5,1.6782505422150256,Yes
1_60_1_50_14.csv,1.0027554166666666,0.11475013251261273,4388113.5,-1636264.25,2.681787798028344,Yes,2_120_1_100_10.csv,0.3746444068810974,-0.10867342123192791,264233.594,-691033.2509999999,0.38237464495033396,No,,,,,,,,1_20_1.75_50_16.csv,0.13647164245780014,-0.011188952127238331,698040.75,-750255.25,0.9304043523854049,No,2_120_1_100_6.csv,0.22111659263360167,-0.03163984698603284,383734.39,-416041.891,0.9223455577457704,No,,,,,,,,2_40_1_75_18.csv,0.623929135395239,0.4718138818480413,7181695.094,-3235410.0,2.219717159185389,Yes,2_80_1.5_125_14.csv,0.7593742774609611,0.035898547869184054,3231530.8589999997,-1157584.5,2.791615522668107,Yes,2_20_1_200_14.csv,0.11425420348348012,-0.016004925142443407,1564998.0,-932517.5,1.6782505422150256,Yes
1_60_1_50_16.csv,1.0027554166666666,0.11475013251261273,4388113.5,-1636264.25,2.681787798028344,Yes,2_120_1_125_10.csv,0.3746444068810974,-0.10867342123192791,264233.594,-691033.2509999999,0.38237464495033396,No,,,,,,,,1_20_1.75_50_18.csv,0.13647164245780014,-0.011188952127238331,698040.75,-750255.25,0.9304043523854049,No,2_120_1_125_6.csv,0.22111659263360167,-0.03163984698603284,383734.39,-416041.891,0.9223455577457704,No,,,,,,,,2_40_1_75_20.csv,0.623929135395239,0.4718138818480413,7181695.094,-3235410.0,2.219717159185389,Yes,2_80_1.5_100_12.csv,0.7593742573244668,0.03589853972835715,4140986.437,-1483366.0,2.791614771405034,Yes,2_20_1_200_16.csv,0.11425420348348012,-0.016004925142443407,1564998.0,-932517.5,1.6782505422150256,Yes
1_60_1_50_18.csv,1.0027554166666666,0.11475013251261273,4388113.5,-1636264.25,2.681787798028344,Yes,2_120_1_150_10.csv,0.3746444068810974,-0.10867342123192791,264233.594,-691033.2509999999,0.38237464495033396,No,,,,,,,,1_20_1.75_50_20.csv,0.13647164245780014,-0.011188952127238331,698040.75,-750255.25,0.9304043523854049,No,2_120_1_150_6.csv,0.22111659263360167,-0.03163984698603284,383734.39,-416041.891,0.9223455577457704,No,,,,,,,,2_40_1_75_8.csv,0.6239290601528817,0.40771592719807226,6695709.953,-3061070.0,2.187375640870676,Yes,2_80_1.5_50_16.csv,0.7593742570602806,0.03589855291378928,6070908.875,-2174693.5,2.79161586448849,Yes,2_20_1_200_18.csv,0.11425420348348012,-0.016004925142443407,1564998.0,-932517.5,1.6782505422150256,Yes
1_60_1_50_20.csv,1.0027554166666666,0.11475013251261273,4388113.5,-1636264.25,2.681787798028344,Yes,2_120_1_50_10.csv,0.3746444068810974,-0.10867342123192791,264233.594,-691033.2509999999,0.38237464495033396,No,,,,,,,,1_20_1.75_50_4.csv,0.13647164245780014,-0.011188952127238331,698040.75,-750255.25,0.9304043523854049,No,2_120_1_75_6.csv,0.22111659263360167,-0.03163984698603284,383734.39,-416041.891,0.9223455577457704,No,,,,,,,,2_40_1_75_4.csv,0.5804668789037419,0.15945987948215418,5774321.812000001,-2955632.5,1.9536670448711067,Yes,2_80_1.5_75_16.csv,0.7593742570602806,0.03589855291378928,6070908.875,-2174693.5,2.79161586448849,Yes,2_20_1_200_20.csv,0.11425420348348012,-0.016004925142443407,1564998.0,-932517.5,1.6782505422150256,Yes
1_60_1_50_4.csv,1.0027554166666666,0.11475013251261273,4388113.5,-1636264.25,2.681787798028344,Yes,2_120_1_75_10.csv,0.3746444068810974,-0.10867342123192791,264233.594,-691033.2509999999,0.38237464495033396,No,,,,,,,,1_20_1.75_50_6.csv,0.13647164245780014,-0.011188952127238331,698040.75,-750255.25,0.9304043523854049,No,2_120_1_50_6.csv,0.22111657136056595,-0.031639850585177466,372303.961,-403649.156,0.9223454464500355,No,,,,,,,,2_40_0.75_75_10.csv,0.5753236329957181,0.47063891560180293,3904628.0310000004,-1730253.25,2.256680073278291,Yes,2_80_1.5_125_10.csv,0.7593742548920097,0.03589856666107985,2856586.187,-1023273.25,2.7916162051534132,Yes,2_20_1_200_4.csv,0.1142541271759076,-0.016004971604505154,1542755.5,-919267.0,1.6782452758556545,Yes
1_60_1_50_6.csv,1.0027554166666666,0.11475013251261273,4388113.5,-1636264.25,2.681787798028344,Yes,2_120_0.75_100_6.csv,0.3695694108919405,-0.10870023807817888,348937.735,-891003.672,0.3916232289107782,No,,,,,,,,1_20_1.75_50_8.csv,0.13647164245780014,-0.011188952127238331,698040.75,-750255.25,0.9304043523854049,No,2_120_1_200_12.csv,0.20070014357954574,-0.03366450539135532,345486.31299999997,-434764.281,0.7946520174227467,No,,,,,,,,2_40_0.75_75_12.csv,0.5753236329957181,0.47063891560180293,3904628.0310000004,-1730253.25,2.256680073278291,Yes,2_80_1.5_50_18.csv,0.7593742270957462,0.03589856571317187,5921983.5,-2121346.0,2.791616030576813,Yes,2_20_1_175_8.csv,0.10861566638572814,-0.027528278373144054,1137060.0,-1040097.0,1.0932249588259557,No
