Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,Pass2,Para3,InSample3_RateOfReturn,OutSample3_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample3_AvgTrade,OutSample3_AvgTrade,Score_3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5,Para6,InSample6_RateOfReturn,OutSample6_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample6_AvgTrade,OutSample6_AvgTrade,Score_6,Pass6,Para7,Pass7
2_40_1.75_50_6.csv,4.7949805,-0.10774258762598708,16.0,18.0,0.29968628125,-0.005985699312554838,-0.019973217618064847,No,No Plateau,No,1_20_1_50_10.csv,0.9014058607422897,-0.2680187717302098,57.0,54.0,0.015814137907759467,-0.004963310587596478,-0.31385274471149943,No,2_20_1.75_75_4.csv,0.9247067990715927,0.5747619023366896,25.0,18.0,0.03698827196286371,0.03193121679648275,0.8632794964993702,Yes,2_40_1.5_200_6.csv,2.0609293939884687,0.9066251086768997,7.0,11.0,0.29441848485549554,0.0824204644251727,0.2799432395205272,No,2_80_1.25_100_16.csv,2.196325153765135,0.04010297515572732,5,10,0.43926503075302703,0.0040102975155727315,0.009129562416334221,No,No Plateau,No
2_40_1.75_75_6.csv,4.516103,-0.11703700160294797,16.0,18.0,0.2822564375,-0.006502055644608221,-0.023035987069766017,No,,,1_20_1_50_12.csv,0.9014058607422897,-0.2680187717302098,57.0,54.0,0.015814137907759467,-0.004963310587596478,-0.31385274471149943,No,2_20_1.75_100_4.csv,0.8463256684441167,0.5586279517629461,25.0,17.0,0.03385302673776467,0.032860467750761534,0.970680347293854,Yes,2_40_1.5_225_6.csv,2.060929203189479,0.6392250966057484,7.0,11.0,0.294418457598497,0.058111372418704406,0.1973767979518179,No,2_80_1.25_100_18.csv,2.196325153765135,0.04010297515572732,5,10,0.43926503075302703,0.0040102975155727315,0.009129562416334221,No,,
2_40_1.75_75_4.csv,3.962363,-0.21625861961132498,22.0,21.0,0.18010740909090908,-0.01029802950530119,-0.05717715643837432,No,,,1_20_1_50_14.csv,0.9014058607422897,-0.2680187717302098,57.0,54.0,0.015814137907759467,-0.004963310587596478,-0.31385274471149943,No,2_120_1_200_6.csv,0.7794622134372237,0.5745462515222782,12.0,7.0,0.06495518445310197,0.08207803593175403,1.26361023562353,Yes,2_40_1_225_4.csv,2.0551802952108575,0.4015596228492562,10.0,17.0,0.20551802952108575,0.023621154285250367,0.11493470592480005,No,2_80_1.25_100_20.csv,2.196325153765135,0.04010297515572732,5,10,0.43926503075302703,0.0040102975155727315,0.009129562416334221,No,,
2_40_1.75_50_4.csv,3.89622375,-0.20800878264320294,23.0,21.0,0.16940103260869566,-0.009905180125866806,-0.058471781271529015,No,,,1_20_1_50_16.csv,0.9014058607422897,-0.2680187717302098,57.0,54.0,0.015814137907759467,-0.004963310587596478,-0.31385274471149943,No,2_120_1_175_6.csv,0.779462184510624,0.5745462218455786,12.0,7.0,0.064955182042552,0.08207803169222551,1.2636102172488157,Yes,2_40_1_175_4.csv,2.024996842051736,0.2171819354088626,10.0,17.0,0.2024996842051736,0.012775407965227211,0.06308853278152823,No,2_80_1.25_125_16.csv,2.1963250675100667,0.0401028831640591,5,10,0.43926501350201336,0.00401028831640591,0.009129541832694875,No,,
2_40_2_50_6.csv,3.69878,-0.049145067239728425,14.0,14.0,0.26419857142857145,-0.0035103619456948875,-0.013286831668747105,No,,,1_20_1_50_18.csv,0.9014058607422897,-0.2680187717302098,57.0,54.0,0.015814137907759467,-0.004963310587596478,-0.31385274471149943,No,2_120_1_100_6.csv,0.7794620393749799,0.5745461973470336,12.0,7.0,0.06495516994791499,0.08207802819243337,1.2636103986526175,Yes,2_40_1_200_4.csv,2.0249968240706466,0.4015594573354128,10.0,17.0,0.20249968240706467,0.02362114454914193,0.1166478103489502,No,2_80_1.25_125_18.csv,2.1963250675100667,0.0401028831640591,5,10,0.43926501350201336,0.00401028831640591,0.009129541832694875,No,,
2_40_1.75_50_8.csv,3.60697675,-0.2090721421793135,14.0,17.0,0.2576411964285714,-0.0122983613046655,-0.04773445192440373,No,,,1_20_1_50_20.csv,0.9014058607422897,-0.2680187717302098,57.0,54.0,0.015814137907759467,-0.004963310587596478,-0.31385274471149943,No,2_120_1_125_6.csv,0.7794620393749799,0.5745461973470336,12.0,7.0,0.06495516994791499,0.08207802819243337,1.2636103986526175,Yes,2_40_1_150_4.csv,1.9938125290620905,0.21983177372209173,11.0,16.0,0.18125568446019005,0.013739485857630733,0.07580168257094522,No,2_80_1.25_125_20.csv,2.1963250675100667,0.0401028831640591,5,10,0.43926501350201336,0.00401028831640591,0.009129541832694875,No,,
2_40_1.5_75_14.csv,3.4510775,-0.1319917937199229,11.0,18.0,0.3137343181818182,-0.007332877428884606,-0.023372889110062193,No,,,1_20_1_50_4.csv,0.9014058607422897,-0.2680187717302098,57.0,54.0,0.015814137907759467,-0.004963310587596478,-0.31385274471149943,No,2_120_1_150_6.csv,0.7794620393749799,0.5745461973470336,12.0,7.0,0.06495516994791499,0.08207802819243337,1.2636103986526175,Yes,2_40_1.25_225_6.csv,1.9337090188320303,0.9518580088599504,7.0,14.0,0.2762441455474329,0.06798985777571075,0.2461223481894079,No,2_80_1.25_50_16.csv,2.1963249751500156,0.04010292713590443,5,10,0.4392649950300031,0.004010292713590443,0.009129552226934286,No,,
2_40_1.5_75_16.csv,3.4510775,-0.1319917937199229,11.0,18.0,0.3137343181818182,-0.007332877428884606,-0.023372889110062193,No,,,1_20_1_50_6.csv,0.9014058607422897,-0.2680187717302098,57.0,54.0,0.015814137907759467,-0.004963310587596478,-0.31385274471149943,No,2_120_1_75_6.csv,0.7794620393749799,0.5745461973470336,12.0,7.0,0.06495516994791499,0.08207802819243337,1.2636103986526175,Yes,2_40_1.25_200_6.csv,1.9337088763603107,0.6473788914566285,7.0,15.0,0.2762441251943301,0.04315859276377523,0.15623352255333703,No,2_80_1.25_50_18.csv,2.1963249751500156,0.04010292713590443,5,10,0.4392649950300031,0.004010292713590443,0.009129552226934286,No,,
2_40_1.5_75_18.csv,3.4510775,-0.1319917937199229,11.0,18.0,0.3137343181818182,-0.007332877428884606,-0.023372889110062193,No,,,1_20_1_50_8.csv,0.9014058607422897,-0.2680187717302098,57.0,54.0,0.015814137907759467,-0.004963310587596478,-0.31385274471149943,No,2_120_1_50_6.csv,0.779461965970624,0.5745461308104602,12.0,7.0,0.06495516383088533,0.08207801868720861,1.2636103713155689,Yes,2_40_1.25_175_6.csv,1.9337087825280097,0.6473790165185708,7.0,15.0,0.2762441117897157,0.04315860110123805,0.15623356031599875,No,2_80_1.25_50_20.csv,2.1963249751500156,0.04010292713590443,5,10,0.4392649950300031,0.004010292713590443,0.009129552226934286,No,,
2_40_1.5_75_20.csv,3.4510775,-0.1319917937199229,11.0,18.0,0.3137343181818182,-0.007332877428884606,-0.023372889110062193,No,,,3_20_1_50_10.csv,0.9014058607422897,-0.2680187717302098,57.0,54.0,0.015814137907759467,-0.004963310587596478,-0.31385274471149943,No,2_100_1_225_8.csv,0.7406314814215794,0.5471261395660445,5.0,7.0,0.1481262962843159,0.0781608770808635,0.527663750741734,Yes,2_40_2_225_6.csv,1.925311727167233,0.6208179594570589,5.0,10.0,0.38506234543344664,0.062081795945705884,0.16122530982826513,No,2_80_1.25_75_16.csv,2.1963249751500156,0.04010292713590443,5,10,0.4392649950300031,0.004010292713590443,0.009129552226934286,No,,
