Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5
2_40_1.25_50_8.csv,0.324801175,0.2056927654554127,33580310.696,-29257609.696,1.1477462118373596,No,2_120_1.25_150_16.csv,0.5436168145326383,-0.04430831993702323,18356495.547000002,-17209125.266,1.066672202291819,No,2_20_1.25_150_4.csv,0.22779280442497898,0.10513204747105794,29915387.375,-24398047.375,1.2261385886828577,No,2_80_1.5_125_6.csv,0.24169140310381193,0.009485520043817475,16557767.351,-14872724.82,1.113297499375101,No,2_100_0.75_50_4.csv,0.15129038985695895,0.019545028914608964,14625355.973,-13334821.598,1.0967792756367702,No
2_40_1.25_50_6.csv,0.317652775,0.07653486451415237,24312197.069000002,-21733471.069000002,1.118652284847321,No,2_120_1.25_150_18.csv,0.5436168145326383,-0.04430831993702323,18356495.547000002,-17209125.266,1.066672202291819,No,2_20_1.25_150_6.csv,0.2185809440193338,0.09622603598608157,26276750.125,-21954899.625,1.1968512985173805,No,2_80_1.5_100_6.csv,0.24169139945132406,0.00948550967848202,18011666.936,-16178664.592,1.1132975057104764,No,2_100_0.75_100_4.csv,0.15129034759127297,0.01954500282102076,18316297.249,-16700076.687,1.0967792299575565,No
2_40_1.25_50_4.csv,0.31641985,0.043777558124460166,20445776.314,-18298487.064,1.117347912015334,No,2_120_1.25_150_20.csv,0.5436168145326383,-0.04430831993702323,18356495.547000002,-17209125.266,1.066672202291819,No,2_20_1.25_225_4.csv,0.1843540468154966,0.10513206957738264,18499584.688,-15168929.188,1.2195709043611893,No,2_80_1.5_150_6.csv,0.2416913841122119,0.009485533117789489,15755823.237,-14152392.409000002,1.1132975105311749,No,2_100_0.75_125_4.csv,0.15129034759127297,0.01954500282102076,18316297.249,-16700076.687,1.0967792299575565,No
2_60_1.25_50_4.csv,0.3105514,0.143454429857601,26170139.4,-22786360.9,1.148500171433693,No,2_120_1.25_175_16.csv,0.5436168145326383,-0.04430831993702323,18356495.547000002,-17209125.266,1.066672202291819,No,2_20_1_200_10.csv,0.15445093883246722,0.1185288769590441,18079193.81,-15288124.123,1.1825645621754872,No,2_80_1.5_175_6.csv,0.24169137621614992,0.006327736046468009,12895488.777999999,-11580045.934,1.1135956499220565,No,2_100_0.75_75_4.csv,0.15129034759127297,0.01954500282102076,18316297.249,-16700076.687,1.0967792299575565,No
2_40_1.25_50_10.csv,0.29957817499999995,0.19469680596034844,31789148.071999997,-27859600.321999997,1.1410482456525746,No,2_120_1.25_175_18.csv,0.5436168145326383,-0.04430831993702323,18356495.547000002,-17209125.266,1.066672202291819,No,2_20_1_200_12.csv,0.15445093883246722,0.1185288769590441,18079193.81,-15288124.123,1.1825645621754872,No,2_80_1.5_200_6.csv,0.24169137696342682,-0.021146241838574557,10485423.114,-9584714.731,1.0939734158270589,No,2_100_0.75_150_4.csv,0.14928237594086086,0.019544974367190368,19054373.186,-17336056.436,1.0991180869965183,No
2_40_1.75_50_6.csv,0.2646349,0.08275336183312962,18547690.327,-16263263.327,1.1404654744910532,No,2_120_1.25_175_20.csv,0.5436168145326383,-0.04430831993702323,18356495.547000002,-17209125.266,1.066672202291819,No,2_20_1_200_14.csv,0.15445093883246722,0.1185288769590441,18079193.81,-15288124.123,1.1825645621754872,No,2_80_1.5_225_6.csv,0.24169137646850203,-0.021146243015050307,10995524.207999999,-10050997.508,1.0939734289306322,No,2_40_1.75_75_6.csv,0.1425491550128693,-0.019463807945245982,20974594.125,-18992783.375,1.1043454616877606,No
2_40_1.25_50_12.csv,0.26454285,0.1871732177128547,29835700.51,-26339236.76,1.1327473450297503,No,2_120_1.25_150_14.csv,0.5436168035161031,-0.044308314346772695,21222974.513,-19896435.325,1.0666722036551541,No,2_20_1_200_16.csv,0.15445093883246722,0.1185288769590441,18079193.81,-15288124.123,1.1825645621754872,No,2_80_1.5_50_6.csv,0.24169135014850154,0.009485519835020658,22121709.931999996,-19870438.745,1.1132975077143923,No,2_40_1.75_50_6.csv,0.14254912933023012,-0.026894274525176155,24195385.75,-22157542.5,1.0919706348301035,No
2_40_1.25_50_14.csv,0.26454285,0.1871732177128547,29835700.51,-26339236.76,1.1327473450297503,No,2_120_1.25_175_14.csv,0.5436168035161031,-0.044308314346772695,21222974.513,-19896435.325,1.0666722036551541,No,2_20_1_200_18.csv,0.15445093883246722,0.1185288769590441,18079193.81,-15288124.123,1.1825645621754872,No,2_80_1.5_75_6.csv,0.24169135014850154,0.009485519835020658,22121709.931999996,-19870438.745,1.1132975077143923,No,2_40_1.75_100_6.csv,0.1333818557377845,-0.019463807097882882,13704423.999000002,-12461750.374000002,1.0997190272397603,No
2_40_1.25_50_16.csv,0.26454285,0.1871732177128547,29835700.51,-26339236.76,1.1327473450297503,No,2_120_1.25_100_16.csv,0.5436167999189451,-0.04430830116532417,23639153.431999996,-22161591.088000003,1.0666722140180658,No,2_20_1_200_20.csv,0.15445093883246722,0.1185288769590441,18079193.81,-15288124.123,1.1825645621754872,No,2_120_0.75_50_4.csv,0.2354239663624929,0.10456515418964205,17984740.528,-15581385.723,1.1542452544161308,No,2_40_1.75_50_4.csv,0.12868653637566146,-0.018941324477266507,12272683.562,-11157215.687,1.099977261916672,No
2_40_1.25_50_18.csv,0.26454285,0.1871732177128547,29835700.51,-26339236.76,1.1327473450297503,No,2_120_1.25_100_18.csv,0.5436167999189451,-0.04430830116532417,23639153.431999996,-22161591.088000003,1.0666722140180658,No,2_20_1_200_8.csv,0.15445093883246722,0.1185288769590441,18079193.81,-15288124.123,1.1825645621754872,No,2_120_1_200_4.csv,0.23188763890760772,0.08774190974090848,19988428.796,-17103233.515,1.1686929713302228,No,2_40_1.75_75_4.csv,0.12868652281930645,-0.011169485879983381,10645144.748,-9561284.748,1.1133592428806933,No
2_40_1.25_50_20.csv,0.26454285,0.1871732177128547,29835700.51,-26339236.76,1.1327473450297503,No,2_120_1.25_100_20.csv,0.5436167999189451,-0.04430830116532417,23639153.431999996,-22161591.088000003,1.0666722140180658,No,2_20_1.25_200_4.csv,0.15241945262691042,0.10513206556581105,15632823.907,-13012102.47,1.2014064554934294,No,2_120_1_225_4.csv,0.2318876377714988,0.08148159053142015,17378774.138,-14829014.654000001,1.1719439587519878,No,2_40_0.75_75_4.csv,0.12634964569376733,-0.0020877261224947286,19522778.625,-18172474.5,1.0743049123552215,No
1_60_1.25_50_10.csv,0.24402877499999998,0.12437555426447307,17214813.395999998,-14614011.396,1.1779663317295526,No,2_120_1.25_125_16.csv,0.5436167999189451,-0.04430830116532417,23639153.431999996,-22161591.088000003,1.0666722140180658,No,2_20_1.25_150_10.csv,0.1475320949603135,0.09622603295430035,23547761.875,-20315942.5,1.1590779937972358,No,2_120_1_175_4.csv,0.231887635594485,0.0853680158521284,16133289.9,-14030880.15,1.1498416156024254,No,2_40_0.75_75_6.csv,0.12634963463996193,-0.0020877262289562644,16329290.873,-15199866.248,1.0743049054887972,No
1_60_1.25_50_12.csv,0.24402877499999998,0.12437555426447307,17214813.395999998,-14614011.396,1.1779663317295526,No,2_120_1.25_125_18.csv,0.5436167999189451,-0.04430830116532417,23639153.431999996,-22161591.088000003,1.0666722140180658,No,2_20_1.25_150_12.csv,0.1475320949603135,0.09622603295430035,23547761.875,-20315942.5,1.1590779937972358,No,2_120_1_50_4.csv,0.231887610778693,0.0963389605874221,14904749.364,-12878049.973,1.1573762638947014,No,2_20_1.25_100_4.csv,0.11265590950674882,-0.007759290128458669,30517409.5,-27717047.0,1.1010339413141668,No
1_60_1.25_50_14.csv,0.24402877499999998,0.12437555426447307,17214813.395999998,-14614011.396,1.1779663317295526,No,2_120_1.25_125_20.csv,0.5436167999189451,-0.04430830116532417,23639153.431999996,-22161591.088000003,1.0666722140180658,No,2_20_1.25_150_14.csv,0.1475320949603135,0.09622603295430035,23547761.875,-20315942.5,1.1590779937972358,No,2_120_1_100_4.csv,0.23188760941552974,0.09633895631886749,15322340.15,-13238858.252,1.1573762524185383,No,2_40_1.75_100_4.csv,0.11989019964180672,-0.011169468207390124,6625058.409,-5976636.596,1.108492762205748,No
1_60_1.25_50_16.csv,0.24402877499999998,0.12437555426447307,17214813.395999998,-14614011.396,1.1779663317295526,No,2_120_1.25_50_16.csv,0.5436167999189451,-0.04430830116532417,23639153.431999996,-22161591.088000003,1.0666722140180658,No,2_20_1.25_150_16.csv,0.1475320949603135,0.09622603295430035,23547761.875,-20315942.5,1.1590779937972358,No,2_120_1_125_4.csv,0.23188760941552974,0.09633895631886749,15322340.15,-13238858.252,1.1573762524185383,No,2_100_0.75_200_4.csv,0.11936979734231597,0.014038032585527773,17710373.25,-16160493.625,1.0959054630981298,No
1_60_1.25_50_18.csv,0.24402877499999998,0.12437555426447307,17214813.395999998,-14614011.396,1.1779663317295526,No,2_120_1.25_50_18.csv,0.5436167999189451,-0.04430830116532417,23639153.431999996,-22161591.088000003,1.0666722140180658,No,2_20_1.25_150_18.csv,0.1475320949603135,0.09622603295430035,23547761.875,-20315942.5,1.1590779937972358,No,2_120_1_150_4.csv,0.23188760941552974,0.09633895631886749,15322340.15,-13238858.252,1.1573762524185383,No,2_100_0.75_225_4.csv,0.11936977579069713,0.014038093600694808,16715764.687,-15252924.937,1.0959055234351476,No
1_60_1.25_50_20.csv,0.24402877499999998,0.12437555426447307,17214813.395999998,-14614011.396,1.1779663317295526,No,2_120_1.25_50_20.csv,0.5436167999189451,-0.04430830116532417,23639153.431999996,-22161591.088000003,1.0666722140180658,No,2_20_1.25_150_20.csv,0.1475320949603135,0.09622603295430035,23547761.875,-20315942.5,1.1590779937972358,No,2_120_1_75_4.csv,0.23188760941552974,0.09633895631886749,15322340.15,-13238858.252,1.1573762524185383,No,2_40_1.75_50_18.csv,0.11744030309021188,-0.026894265215078393,26895702.5,-25150686.5,1.0693824401174894,No
1_60_1.25_50_4.csv,0.24402877499999998,0.12437555426447307,17214813.395999998,-14614011.396,1.1779663317295526,No,2_120_1.25_75_16.csv,0.5436167999189451,-0.04430830116532417,23639153.431999996,-22161591.088000003,1.0666722140180658,No,2_20_1.25_150_8.csv,0.1475320949603135,0.09622603295430035,23547761.875,-20315942.5,1.1590779937972358,No,2_80_1.75_225_4.csv,0.22773533733105145,-0.002394385704087818,12917991.498,-10919790.623,1.182988936691813,No,2_40_1.75_50_20.csv,0.11744030309021188,-0.026894265215078393,26895702.5,-25150686.5,1.0693824401174894,No
1_60_1.25_50_6.csv,0.24402877499999998,0.12437555426447307,17214813.395999998,-14614011.396,1.1779663317295526,No,2_120_1.25_75_18.csv,0.5436167999189451,-0.04430830116532417,23639153.431999996,-22161591.088000003,1.0666722140180658,No,2_20_1.25_225_6.csv,0.14482652881002872,0.09622606735062736,16238739.937,-13846011.687,1.172809925637036,No,2_80_1.75_50_4.csv,0.22773530554583565,0.011949396868340727,32685353.25,-27523324.5,1.1875510623725707,No,2_40_1.75_75_18.csv,0.1174403015516034,-0.019463807442134568,23299165.25,-21563349.0,1.0804984536492916,No
