Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,OutSamplePass1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,OutSamplePass2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,OutSamplePass3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,OutSamplePass4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,OutSamplePass5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,OutSamplePass6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,OutSamplePass7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,OutSamplePass8,Pass8,Para9,InSample9_Annual_RateOfReturn,OutSample9_Annual_RateOfReturn,OutSamplePass9,Pass9
2_120_1_125_4.csv,0.3782526666666666,0.1622398963567143,Yes,,2_40_0.75_75_16.csv,0.4046185213684913,0.02222450982369315,No,,1_120_0.75_225_10.csv,0.3997861223937013,-0.017327228510771592,No,,2_60_1.75_50_4.csv,0.10911281720604696,-0.05950381751957369,No,,,,,,,2_60_1.5_75_6.csv,0.330932482699815,0.09956196578473625,No,,2_120_1.25_100_4.csv,0.34040980084921785,0.08992763539864812,No,,2_40_0.75_75_4.csv,0.21931053280670132,-0.02215334493234006,No,,3_20_2_200_12.csv,0.13723718655015346,0.0018737892629885943,No,
2_120_1_50_4.csv,0.3782526666666666,0.15909340387372556,Yes,,2_40_0.75_75_18.csv,0.4046185213684913,0.02222450982369315,No,,1_120_0.75_225_12.csv,0.3997861223937013,-0.017327228510771592,No,,2_60_1.75_75_4.csv,0.1091128170988247,-0.05950381833100343,No,,,,,,,2_60_1.5_225_6.csv,0.3231438231976954,0.1355213637896192,Yes,,2_120_1.25_125_4.csv,0.34040980084921785,0.08992763539864812,No,,2_40_1.5_50_14.csv,0.21864839469915623,-0.026277165559934403,No,,3_20_2_200_14.csv,0.13723718655015346,0.0018737892629885943,No,
2_120_1_75_4.csv,0.3782526666666666,0.1622398963567143,Yes,,2_40_0.75_75_20.csv,0.4046185213684913,0.02222450982369315,No,,1_120_0.75_225_14.csv,0.3997861223937013,-0.017327228510771592,No,,2_60_1.75_100_4.csv,0.10911280047771464,-0.05950380681522148,No,,,,,,,2_40_1_100_4.csv,0.3159239566437688,0.24212716304231016,Yes,,2_120_1.25_150_4.csv,0.34040980084921785,0.08992763539864812,No,,2_40_1.5_50_16.csv,0.21864837787929173,-0.026277184743552194,No,,3_20_2_200_16.csv,0.13723718655015346,0.0018737892629885943,No,
2_20_1_175_4.csv,0.37768158333333335,0.052462155329840124,No,,2_40_0.75_75_8.csv,0.4046185213684913,0.02222450982369315,No,,1_120_0.75_225_16.csv,0.3997861223937013,-0.017327228510771592,No,,2_40_1.5_125_4.csv,0.10695325498417665,-0.027936952426128453,No,,,,,,,2_80_0.75_50_4.csv,0.3320629839874647,0.036667764289951894,No,,2_120_1.25_50_4.csv,0.34040980084921785,0.08992763539864812,No,,2_40_1.5_50_18.csv,0.21864837787929173,-0.026277184743552194,No,,3_20_2_200_18.csv,0.13723718655015346,0.0018737892629885943,No,
2_20_1_200_4.csv,0.36224304166666665,0.031635275134236696,No,,2_60_0.75_100_8.csv,0.36209495525476065,0.1947001694954828,Yes,,1_120_0.75_225_18.csv,0.3997861223937013,-0.017327228510771592,No,,2_40_1.75_75_4.csv,0.10580675198973927,-0.0900482843896081,No,,,,,,,2_80_0.75_75_4.csv,0.3320629839874647,0.036667764289951894,No,,2_120_1.25_75_4.csv,0.34040980084921785,0.08992763539864812,No,,2_40_1.5_50_20.csv,0.21864837787929173,-0.026277184743552194,No,,3_20_2_200_20.csv,0.13723718655015346,0.0018737892629885943,No,
2_120_1_150_4.csv,0.3566894166666667,0.16223990038331668,Yes,,2_60_0.75_100_10.csv,0.36209492456102527,0.19470012418266558,Yes,,1_120_0.75_225_20.csv,0.3997861223937013,-0.017327228510771592,No,,2_40_1.5_100_4.csv,0.10557387647751228,-0.04611720405611515,No,,,,,,,2_40_1_50_6.csv,0.31297243728111235,0.0718998211230232,No,,2_120_0.75_200_4.csv,0.3075173609735071,0.1530067727579122,Yes,,2_40_0.75_75_8.csv,0.21753495739767334,-0.00239455787329584,No,,3_20_2_200_4.csv,0.13723718655015346,0.0018737892629885943,No,
2_120_2_150_8.csv,0.35461391666666664,0.10637116435889525,Yes,,2_60_0.75_100_12.csv,0.36209492456102527,0.19470012418266558,Yes,,1_120_0.75_225_4.csv,0.3997861223937013,-0.009023403124120338,No,,2_40_2_100_4.csv,0.10539135349616996,-0.10058023151326265,No,,,,,,,2_60_1.5_100_6.csv,0.31280656648615307,0.09956200548522001,No,,2_120_0.75_225_4.csv,0.307517274197096,0.12505315956878907,Yes,,2_40_0.75_75_10.csv,0.21753488889154793,-0.002394511997227175,No,,3_20_2_200_6.csv,0.13723718655015346,0.0018737892629885943,No,
2_120_2_175_8.csv,0.35461391666666664,0.10637116435889525,Yes,,2_60_0.75_100_14.csv,0.36209492456102527,0.19470012418266558,Yes,,1_120_0.75_225_6.csv,0.3997861223937013,-0.017327228510771592,No,,2_100_0.75_125_4.csv,0.1071516781128139,-0.12839361523898152,No,,,,,,,2_60_1.25_225_6.csv,0.30092378192526703,0.01548983607990825,No,,2_120_0.75_100_4.csv,0.307517289771773,0.1530067914017915,Yes,,2_40_0.75_75_12.csv,0.21753488889154793,-0.002394511997227175,No,,3_20_2_200_8.csv,0.13723718655015346,0.0018737892629885943,No,
2_20_1_100_4.csv,0.3371263333333333,0.07379688263624111,No,,2_60_0.75_100_16.csv,0.36209492456102527,0.19470012418266558,Yes,,1_120_0.75_225_8.csv,0.3997861223937013,-0.017327228510771592,No,,2_100_0.75_50_4.csv,0.10715168543428412,-0.128393624798321,No,,,,,,,2_40_0.75_75_6.csv,0.2978372962478597,-0.005942204658342691,No,,2_120_0.75_125_4.csv,0.307517289771773,0.1530067914017915,Yes,,2_40_0.75_75_14.csv,0.21753488889154793,-0.002394511997227175,No,,1_20_2_225_10.csv,0.13547142984349644,0.0018738549779137427,No,
2_20_1_150_10.csv,0.33349033333333333,0.20191074168699938,Yes,,2_60_0.75_100_18.csv,0.36209492456102527,0.19470012418266558,Yes,,3_120_0.75_225_10.csv,0.3997861223937013,-0.017327228510771592,No,,2_100_0.75_100_4.csv,0.10715168548563837,-0.1283936420245377,No,,,,,,,2_40_0.75_75_4.csv,0.29783729393350317,0.08467792169483707,No,,2_120_0.75_75_4.csv,0.307517289771773,0.1530067914017915,Yes,,2_40_0.75_75_16.csv,0.21753488889154793,-0.002394511997227175,No,,1_20_2_225_12.csv,0.13547142984349644,0.0018738549779137427,No,
2_20_1_150_12.csv,0.33349033333333333,0.20191074168699938,Yes,,2_60_0.75_100_20.csv,0.36209492456102527,0.19470012418266558,Yes,,3_120_0.75_225_12.csv,0.3997861223937013,-0.017327228510771592,No,,2_100_0.75_75_4.csv,0.10715168548563837,-0.1283936420245377,No,,,,,,,2_100_1.75_200_6.csv,0.297492714715487,0.13196576842555002,Yes,,2_120_0.75_150_4.csv,0.30751725275115527,0.15300679348494464,Yes,,2_40_0.75_75_18.csv,0.21753488889154793,-0.002394511997227175,No,,1_20_2_225_14.csv,0.13547142984349644,0.0018738549779137427,No,
2_20_1_150_14.csv,0.33349033333333333,0.20191074168699938,Yes,,2_60_0.75_75_10.csv,0.3598370582369724,0.14400615426649466,Yes,,3_120_0.75_225_14.csv,0.3997861223937013,-0.017327228510771592,No,,2_40_1.75_50_6.csv,0.10362478873184028,-0.027179479644796403,No,,,,,,,2_100_1.75_225_6.csv,0.297492714715487,0.13196576842555002,Yes,,2_120_0.75_175_4.csv,0.3075172302211149,0.15300673719077268,Yes,,2_40_0.75_75_20.csv,0.21753488889154793,-0.002394511997227175,No,,1_20_2_225_16.csv,0.13547142984349644,0.0018738549779137427,No,
2_20_1_150_16.csv,0.33349033333333333,0.20191074168699938,Yes,,2_60_0.75_75_12.csv,0.3598370582369724,0.14400615426649466,Yes,,3_120_0.75_225_16.csv,0.3997861223937013,-0.017327228510771592,No,,2_40_1.75_125_4.csv,0.10330979421402983,-0.08354917233338742,No,,,,,,,2_100_1.75_100_6.csv,0.2974926817463482,0.13196583767493963,Yes,,2_120_1.75_175_14.csv,0.3037345069962667,0.0324672738761347,No,,2_40_1_75_8.csv,0.20935608627856164,-0.015978703052066025,No,,1_20_2_225_18.csv,0.13547142984349644,0.0018738549779137427,No,
2_20_1_150_18.csv,0.33349033333333333,0.20191074168699938,Yes,,2_60_0.75_75_14.csv,0.3598370582369724,0.14400615426649466,Yes,,3_120_0.75_225_18.csv,0.3997861223937013,-0.017327228510771592,No,,2_40_1.5_50_4.csv,0.10279161063353964,-0.06595820736039815,No,,,,,,,2_100_1.75_50_6.csv,0.2974926817463482,0.13196583767493963,Yes,,2_120_1.75_200_14.csv,0.30373451596263834,0.03246728324648734,No,,2_40_1_75_10.csv,0.20935603205569336,-0.01597872627442793,No,,1_20_2_225_20.csv,0.13547142984349644,0.0018738549779137427,No,
2_20_1_150_20.csv,0.33349033333333333,0.20191074168699938,Yes,,2_60_0.75_75_16.csv,0.3598370582369724,0.14400615426649466,Yes,,3_120_0.75_225_20.csv,0.3997861223937013,-0.017327228510771592,No,,2_40_1.75_175_6.csv,0.1001343715169523,-0.01616625769529646,No,,,,,,,2_100_1.75_75_6.csv,0.2974926817463482,0.13196583767493963,Yes,,2_120_1.75_225_14.csv,0.3037345028833209,0.0324672566499645,No,,2_40_1_75_12.csv,0.20935603205569336,-0.01597872627442793,No,,1_20_2_225_4.csv,0.13547142984349644,0.0018738549779137427,No,
2_20_1_150_6.csv,0.33349033333333333,0.20191074168699938,Yes,,2_60_0.75_75_18.csv,0.3598370582369724,0.14400615426649466,Yes,,3_120_0.75_225_4.csv,0.3997861223937013,-0.009023403124120338,No,,,,,,,,,,,,2_100_1.75_175_6.csv,0.2974926681192346,0.13196583407988854,Yes,,2_120_1.75_200_12.csv,0.3037344835885686,0.008829130202460431,No,,2_40_1_75_14.csv,0.20935603205569336,-0.01597872627442793,No,,1_20_2_225_6.csv,0.13547142984349644,0.0018738549779137427,No,
2_20_1_150_8.csv,0.33349033333333333,0.20191074168699938,Yes,,2_60_0.75_75_20.csv,0.3598370582369724,0.14400615426649466,Yes,,3_120_0.75_225_6.csv,0.3997861223937013,-0.017327228510771592,No,,,,,,,,,,,,2_100_1.75_125_6.csv,0.2974926505012985,0.13196578307722356,Yes,,2_120_1.75_100_12.csv,0.3037344843636327,0.008829135313407234,No,,2_40_1_75_16.csv,0.20935603205569336,-0.01597872627442793,No,,1_20_2_225_8.csv,0.13547142984349644,0.0018738549779137427,No,
1_20_0.75_50_10.csv,0.33198131266666664,0.2658465720894411,Yes,,2_60_0.75_50_8.csv,0.3598370537225894,0.14400616214751688,Yes,,3_120_0.75_225_8.csv,0.3997861223937013,-0.017327228510771592,No,,,,,,,,,,,,2_100_1.75_150_6.csv,0.2974926419932774,0.13196582835688844,Yes,,2_120_1.75_50_12.csv,0.3037344843636327,0.008829135313407234,No,,2_40_1_75_18.csv,0.20935603205569336,-0.01597872627442793,No,,3_20_2_225_10.csv,0.13547142984349644,0.0018738549779137427,No,
1_20_0.75_50_12.csv,0.33198131266666664,0.2658465720894411,Yes,,2_60_0.75_50_10.csv,0.3598370378825131,0.14400620935640027,Yes,,2_120_2_150_6.csv,0.39490584334897694,-0.022426214714378844,No,,,,,,,,,,,,2_80_1.75_225_4.csv,0.2968885853613012,0.0626640054459866,No,,2_120_1.75_75_12.csv,0.3037344843636327,0.008829135313407234,No,,2_40_1_75_20.csv,0.20935603205569336,-0.01597872627442793,No,,3_20_2_225_12.csv,0.13547142984349644,0.0018738549779137427,No,
1_20_0.75_50_14.csv,0.33198131266666664,0.2658465720894411,Yes,,2_60_0.75_50_12.csv,0.3598370378825131,0.14400620935640027,Yes,,2_120_2_175_6.csv,0.39490584334897694,-0.022426214714378844,No,,,,,,,,,,,,2_80_1.75_50_4.csv,0.29688853098416534,0.06266397391273225,No,,2_120_1.75_150_14.csv,0.30373446407070964,0.032467255004603346,No,,2_40_1.5_75_14.csv,0.203868021070687,-0.026277157674659393,No,,3_20_2_225_14.csv,0.13547142984349644,0.0018738549779137427,No,
1_20_0.75_50_16.csv,0.33198131266666664,0.2658465720894411,Yes,,2_60_0.75_50_14.csv,0.3598370378825131,0.14400620935640027,Yes,,2_120_2_200_6.csv,0.39490583844777605,-0.022426196271173107,No,,,,,,,,,,,,2_80_1.75_75_4.csv,0.29688853098416534,0.06266397391273225,No,,2_120_1.75_125_14.csv,0.3037344604167711,0.03246729360910328,No,,2_40_1.5_75_16.csv,0.2038679839997587,-0.026277152089948727,No,,3_20_2_225_16.csv,0.13547142984349644,0.0018738549779137427,No,
1_20_0.75_50_18.csv,0.33198131266666664,0.2658465720894411,Yes,,2_60_0.75_50_16.csv,0.3598370378825131,0.14400620935640027,Yes,,2_120_2_225_6.csv,0.39490583844777605,-0.022426196271173107,No,,,,,,,,,,,,2_80_1.75_100_4.csv,0.2968884867381302,0.06266396300986131,No,,2_120_1.75_175_12.csv,0.3037344476451268,0.008829099202630598,No,,2_40_1.5_75_18.csv,0.2038679839997587,-0.026277152089948727,No,,3_20_2_225_18.csv,0.13547142984349644,0.0018738549779137427,No,
1_20_0.75_50_20.csv,0.33198131266666664,0.2658465720894411,Yes,,2_60_0.75_50_18.csv,0.3598370378825131,0.14400620935640027,Yes,,2_120_2_100_6.csv,0.3949058245935242,-0.02242618586958804,No,,,,,,,,,,,,2_60_1.5_125_6.csv,0.2917367009215449,0.13552146658799016,Yes,,2_120_1.75_150_12.csv,0.30373445905236285,0.00882910718919327,No,,2_40_1.5_75_20.csv,0.2038679839997587,-0.026277152089948727,No,,3_20_2_225_20.csv,0.13547142984349644,0.0018738549779137427,No,
1_20_0.75_50_4.csv,0.33198131266666664,0.2658465720894411,Yes,,2_60_0.75_50_20.csv,0.3598370378825131,0.14400620935640027,Yes,,2_120_2_125_6.csv,0.3949058245935242,-0.02242618586958804,No,,,,,,,,,,,,2_60_1.5_150_6.csv,0.29173664240350344,0.13552144457651052,Yes,,2_120_1.75_225_12.csv,0.303734425256233,0.00882912491111007,No,,2_40_1_75_6.csv,0.19819316602657477,-0.01597873275294341,No,,3_20_2_225_4.csv,0.13547142984349644,0.0018738549779137427,No,
1_20_0.75_50_6.csv,0.33198131266666664,0.2658465720894411,Yes,,2_60_0.75_75_8.csv,0.35983699606785474,0.1440061640716364,Yes,,2_120_2_50_6.csv,0.3949058245935242,-0.02242618586958804,No,,,,,,,,,,,,2_60_1.5_175_6.csv,0.2917366313701942,0.13552145966043272,Yes,,2_120_1.75_125_12.csv,0.3037344171143204,0.008829123382198314,No,,2_40_1_50_10.csv,0.1932993868326479,-0.015978724542477268,No,,3_20_2_225_6.csv,0.13547142984349644,0.0018738549779137427,No,
1_20_0.75_50_8.csv,0.33198131266666664,0.2658465720894411,Yes,,2_100_0.75_100_6.csv,0.356779015227074,0.15190266054021415,Yes,,2_120_2_75_6.csv,0.3949058245935242,-0.02242618586958804,No,,,,,,,,,,,,2_80_1.75_225_6.csv,0.28514550226845425,0.036074525066503174,No,,2_120_1.75_100_14.csv,0.3037344291047518,0.03246729390562728,No,,2_40_1_50_12.csv,0.1932993868326479,-0.015978724542477268,No,,3_20_2_225_8.csv,0.13547142984349644,0.0018738549779137427,No,
3_20_0.75_50_10.csv,0.33198131266666664,0.2658465720894411,Yes,,2_100_0.75_50_6.csv,0.356779015227074,0.15190266054021415,Yes,,2_120_1_225_4.csv,0.3792809545648604,0.04314430054292064,No,,,,,,,,,,,,2_80_1.75_100_6.csv,0.2851454590155692,0.036074485397488726,No,,2_120_1.75_50_14.csv,0.3037344291047518,0.03246729390562728,No,,2_40_1_50_14.csv,0.1932993868326479,-0.015978724542477268,No,,1_20_2_150_10.csv,0.13463739137212444,5.218762828449462e-05,No,
3_20_0.75_50_12.csv,0.33198131266666664,0.2658465720894411,Yes,,2_100_0.75_75_6.csv,0.356779015227074,0.15190266054021415,Yes,,2_80_0.75_200_6.csv,0.37424694035080286,0.01969663743134993,No,,,,,,,,,,,,2_80_1.75_50_6.csv,0.2851454570833677,0.03607455652512209,No,,2_120_1.75_75_14.csv,0.3037344291047518,0.03246729390562728,No,,2_40_1_50_16.csv,0.1932993868326479,-0.015978724542477268,No,,1_20_2_150_12.csv,0.13463739137212444,5.218762828449462e-05,No,
