Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Window3_GrossProfit,Window3_GrossLoss,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window6_GrossProfit,Window6_GrossLoss,Score_6,Pass6,Para7,Pass7
2_20_2_50_4.csv,0.40257059375000004,0.21840684757064532,10541781.768,-6683835.517999999,1.5772054443306247,Yes,2_40_1_50_4.csv,0.275524871147596,0.04283641399122173,29691514.437,-26880625.937,1.1045693097544629,No,2_80_0.75_125_10.csv,0.3275662591975854,0.09096143594990073,36538283.125,-32559735.688,1.1221922522689982,No,2_20_1_75_4.csv,0.5303392838612951,-0.028422799598805712,29259503.5,-24631237.625,1.1879022867410627,No,2_120_1.5_100_4.csv,0.29590437040372747,0.04263900957141829,37511737.5,-31058746.0,1.2077672904115317,No,2_100_1.75_175_14.csv,0.32723148291382703,-0.022409978994731388,40986029.25,-35356703.0,1.159215248378787,No,No Plateau,No
2_20_2_75_4.csv,0.3756843125,0.07281749712240068,7657680.642999999,-5425971.142999999,1.4113013949362982,No,2_40_1_50_8.csv,0.2682529381961998,0.1609036457354551,34448999.002,-30084973.065,1.1450566675785718,No,2_80_0.75_125_12.csv,0.3275662591975854,0.09096143594990073,36538283.125,-32559735.688,1.1221922522689982,No,2_120_1.75_100_4.csv,0.5226966216582428,0.11216820954971785,27774121.375,-20708281.0,1.341208445790358,No,2_120_1.5_125_4.csv,0.29590437040372747,0.04263900957141829,37511737.5,-31058746.0,1.2077672904115317,No,2_100_1.75_200_18.csv,0.3272314753463324,-0.014766215189630841,28701823.75,-24488336.25,1.1720609949563234,No,,
2_20_1.75_50_8.csv,0.37450846875,-0.008454973331331028,12834364.768,-11436976.393,1.1221816262430402,No,2_40_1_50_10.csv,0.26615468708781814,0.15250227742360925,31583323.062,-27730193.125,1.1389507068930664,No,2_80_0.75_125_14.csv,0.3275662591975854,0.09096143594990073,36538283.125,-32559735.688,1.1221922522689982,No,2_120_1.75_125_4.csv,0.5226966216582428,0.11216820954971785,27774121.375,-20708281.0,1.341208445790358,No,2_120_1.5_150_4.csv,0.29590437040372747,0.04263900957141829,37511737.5,-31058746.0,1.2077672904115317,No,2_100_1.75_125_18.csv,0.3272314693320824,-0.02240998867133637,36343954.5,-31455377.5,1.155413076826053,No,,
2_20_1.75_50_10.csv,0.36986184375,-0.00845499993655708,12757384.490999999,-11377834.115999999,1.1212489443012723,No,2_40_1_50_12.csv,0.26615468708781814,0.15250227742360925,31583323.062,-27730193.125,1.1389507068930664,No,2_80_0.75_125_16.csv,0.3275662591975854,0.09096143594990073,36538283.125,-32559735.688,1.1221922522689982,No,2_120_1.75_150_4.csv,0.5226966216582428,0.11216820954971785,27774121.375,-20708281.0,1.341208445790358,No,2_120_1.5_50_4.csv,0.29590437040372747,0.04263900957141829,37511737.5,-31058746.0,1.2077672904115317,No,2_100_1.75_150_18.csv,0.3272314693320824,-0.02240998867133637,36343954.5,-31455377.5,1.155413076826053,No,,
1_20_1.25_50_10.csv,0.3659826875,0.02966267079323836,8664953.576,-6927133.076,1.2508715338558913,No,2_40_1_50_14.csv,0.26615468708781814,0.15250227742360925,31583323.062,-27730193.125,1.1389507068930664,No,2_80_0.75_125_18.csv,0.3275662591975854,0.09096143594990073,36538283.125,-32559735.688,1.1221922522689982,No,2_120_1.75_50_4.csv,0.5226966216582428,0.11216820954971785,27774121.375,-20708281.0,1.341208445790358,No,2_120_1.5_75_4.csv,0.29590437040372747,0.04263900957141829,37511737.5,-31058746.0,1.2077672904115317,No,2_100_1.75_200_20.csv,0.3272314693048712,-0.01476620554569738,29774488.25,-25403531.5,1.1720609888432245,No,,
1_20_1.25_50_12.csv,0.3659826875,0.02966267079323836,8664953.576,-6927133.076,1.2508715338558913,No,2_40_1_50_16.csv,0.26615468708781814,0.15250227742360925,31583323.062,-27730193.125,1.1389507068930664,No,2_80_0.75_125_20.csv,0.3275662591975854,0.09096143594990073,36538283.125,-32559735.688,1.1221922522689982,No,2_120_1.75_75_4.csv,0.5226966216582428,0.11216820954971785,27774121.375,-20708281.0,1.341208445790358,No,2_120_1.5_225_4.csv,0.29590432802669725,0.042639000364791506,38904037.25,-32211533.25,1.207767321973101,No,2_100_1.75_100_18.csv,0.3272314672450872,-0.02240995496256254,43404423.0,-37566153.0,1.1554130389662205,No,,
1_20_1.25_50_14.csv,0.3659826875,0.02966267079323836,8664953.576,-6927133.076,1.2508715338558913,No,2_40_1_50_18.csv,0.26615468708781814,0.15250227742360925,31583323.062,-27730193.125,1.1389507068930664,No,2_80_0.75_125_8.csv,0.3275662591975854,0.0965509954987041,36784627.125,-32710533.188,1.1245499091557027,No,2_120_1.75_225_4.csv,0.5226966206671672,0.11216828538807216,28102624.0,-20953210.375,1.3412085068133623,No,2_120_1.5_175_4.csv,0.2959043213884753,0.042638948616534667,35905560.75,-29728873.25,1.2077672923577754,No,2_100_1.75_50_18.csv,0.3272314672450872,-0.02240995496256254,43404423.0,-37566153.0,1.1554130389662205,No,,
1_20_1.25_50_16.csv,0.3659826875,0.02966267079323836,8664953.576,-6927133.076,1.2508715338558913,No,2_40_1_50_20.csv,0.26615468708781814,0.15250227742360925,31583323.062,-27730193.125,1.1389507068930664,No,2_80_0.75_100_10.csv,0.32756614953149854,0.10760469082200308,33010641.746999998,-29359289.81,1.1243678563286064,No,2_120_1.75_200_4.csv,0.5226966044508721,0.11216825883467829,28771531.375,-21451945.25,1.3412085029911216,No,2_120_1.5_200_4.csv,0.2959043213884753,0.042638948616534667,35905560.75,-29728873.25,1.2077672923577754,No,2_100_1.75_75_18.csv,0.3272314672450872,-0.02240995496256254,43404423.0,-37566153.0,1.1554130389662205,No,,
1_20_1.25_50_18.csv,0.3659826875,0.02966267079323836,8664953.576,-6927133.076,1.2508715338558913,No,2_40_1.5_150_6.csv,0.2638972196722796,0.14667756563654744,12850365.322,-10442329.541000001,1.2306033123686877,No,2_80_0.75_100_12.csv,0.32756614953149854,0.10760469082200308,33010641.746999998,-29359289.81,1.1243678563286064,No,2_120_1.75_175_4.csv,0.5226965662253783,0.11216824688743707,27626779.187,-20598424.0,1.341208394729616,No,2_80_1.5_225_6.csv,0.2795650882463997,0.1694664606901767,63619955.0,-48210743.0,1.3196219564589577,No,2_100_1.75_125_16.csv,0.32723146527319663,-0.022409971593728862,39429594.0,-34125972.0,1.1554130677948162,No,,
1_20_1.25_50_20.csv,0.3659826875,0.02966267079323836,8664953.576,-6927133.076,1.2508715338558913,No,2_40_1.5_150_4.csv,0.25701178212095493,0.12391156246350257,11404874.372000001,-9153674.388,1.2459340248055153,No,2_80_0.75_100_14.csv,0.32756614953149854,0.10760469082200308,33010641.746999998,-29359289.81,1.1243678563286064,No,2_20_1_50_4.csv,0.41482224900305076,-0.030948726211439806,41631920.0,-35845616.25,1.1614229117905037,No,2_80_1.5_100_6.csv,0.2795650792385753,0.22372040381189823,80704195.0,-60396933.5,1.3362300090947499,No,2_100_1.75_150_16.csv,0.32723146527319663,-0.022409971593728862,39429594.0,-34125972.0,1.1554130677948162,No,,
