Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Pass5
2_40_1.75_50_6.csv,0.7580520500000001,0.048511988466597405,Yes,2_60_2_50_6.csv,0.25790911875255845,-0.06929119067819162,No,2_20_1.75_75_4.csv,0.1646401590652945,0.12830360423127826,Yes,2_40_1_225_4.csv,0.42185095282260254,0.10773724671770049,Yes,2_80_1.25_100_16.csv,0.47583502771516045,-0.006591541010860638,No
2_40_1.75_75_4.csv,0.7402440000000001,-0.004712457617384425,No,2_60_2_75_6.csv,0.25790911875255845,-0.06929119067819162,No,2_20_2_75_4.csv,0.1382615243571815,0.17855087393812494,Yes,2_40_1_175_4.csv,0.41570745012815136,0.06176455339120557,Yes,2_80_1.25_100_18.csv,0.47583502771516045,-0.006591541010860638,No
2_40_1.75_50_4.csv,0.72771225,-0.0026568044132218803,No,2_60_2_100_6.csv,0.25790908635534376,-0.06929117344731715,No,2_20_1.75_100_4.csv,0.12215825039992842,0.12494005182097623,Yes,2_40_1_200_4.csv,0.4157074139830725,0.10773723053232817,Yes,2_80_1.25_100_20.csv,0.47583502771516045,-0.006591541010860638,No
2_40_1.75_75_6.csv,0.71194675,0.04592330637726381,Yes,2_20_1_150_6.csv,0.24825434683822967,-0.054412182513257086,No,2_20_1.75_50_4.csv,0.11761471075757274,0.1132985214634895,Yes,2_40_1_150_4.csv,0.40936018856084266,0.06233440931536602,Yes,2_80_1.25_50_16.csv,0.47583499770128374,-0.006591558621494501,No
1_20_1_50_10.csv,0.6456924500000001,0.147071562481136,Yes,2_60_2_125_6.csv,0.24669499897905994,-0.06929119754144974,No,2_20_2_100_4.csv,0.10691384388933989,0.1876778422254563,Yes,2_40_1.5_200_6.csv,0.3955951687479621,0.17574511512505703,Yes,2_80_1.25_50_18.csv,0.47583499770128374,-0.006591558621494501,No
1_20_1_50_12.csv,0.6456924500000001,0.147071562481136,Yes,2_80_2_100_6.csv,0.24650899207144372,-0.04678504417073563,No,2_20_2_50_4.csv,0.1045797297013901,0.21394118396827239,Yes,2_40_1.5_225_6.csv,0.39559513173667576,0.12304765099590889,Yes,2_80_1.25_50_20.csv,0.47583499770128374,-0.006591558621494501,No
1_20_1_50_14.csv,0.6456924500000001,0.147071562481136,Yes,2_80_2_125_6.csv,0.24650898415356137,-0.046785047382513434,No,,,,,2_40_1_125_4.csv,0.38404800553257556,0.06557487102951949,Yes,2_80_1.25_75_16.csv,0.47583499770128374,-0.006591558621494501,No
1_20_1_50_16.csv,0.6456924500000001,0.147071562481136,Yes,2_80_2_50_6.csv,0.24650897752978096,-0.04678504908622631,No,,,,,2_40_1.25_225_6.csv,0.3763465065436462,0.18930972076477987,Yes,2_80_1.25_75_18.csv,0.47583499770128374,-0.006591558621494501,No
1_20_1_50_18.csv,0.6456924500000001,0.147071562481136,Yes,2_80_2_75_6.csv,0.24650897752978096,-0.04678504908622631,No,,,,,2_40_1.25_200_6.csv,0.37634649025731554,0.12857959165987892,Yes,2_80_1.25_75_20.csv,0.47583499770128374,-0.006591558621494501,No
1_20_1_50_20.csv,0.6456924500000001,0.147071562481136,Yes,2_60_2_225_6.csv,0.24574814818607515,-0.07290613748475866,No,,,,,2_40_1.25_175_6.csv,0.37634646249226844,0.12857961917184396,Yes,2_80_1.25_125_16.csv,0.4758349865167355,-0.006591555513067422,No
