Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window_1_NetProfit,Window_1_MDD,Score_1,Pass1,Para2,Pass2,Para3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window_4_NetProfit,Window_4_MDD,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window_5_NetProfit,Window_5_MDD,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Window_6_NetProfit,Window_6_MDD,Score_6,Pass6,Para7,Pass7
2_20_0.75_150_4.csv,0.2356075625,-0.016244870748658807,840144.688,-736529.5,1.1406802959012503,No,,,,,2_80_1_200_10.csv,0.10219772889917088,0.31778278076186456,1189225.563,-450258.094,2.6412086286670955,Yes,2_100_1.25_150_12.csv,0.5200085218644882,0.028014050422678932,1077359.938,-661192.203,1.6294202096028045,Yes,2_120_0.75_50_4.csv,0.12131985850587806,0.0032579816394779663,387557.751,-257588.625,1.5045608128076307,Yes,,
2_20_0.75_150_6.csv,0.2356075625,-0.0339486510848942,700778.688,-812014.437,0.8630125969053428,No,,,,,2_80_1_225_8.csv,0.1021977249949797,0.3177827991743844,1091813.2820000001,-413376.375,2.6412087096172345,Yes,2_100_1.25_150_14.csv,0.5200085218644882,0.03709735019823225,1127073.813,-654362.813,1.72239893619994,Yes,2_80_0.75_125_4.csv,0.12026421469394952,0.012882178818174373,657501.563,-474177.06200000003,1.3866161307482223,No,,
2_20_0.75_150_8.csv,0.2356075625,-0.0339486510848942,700778.688,-812014.437,0.8630125969053428,No,,,,,2_100_0.75_200_4.csv,0.10077444637291343,0.5503949740354419,2392271.531,-955474.875,2.503751373891438,Yes,2_100_1.25_100_12.csv,0.5200084538751782,0.028014050843965566,1040839.313,-638778.914,1.629420273882115,Yes,2_120_1_100_6.csv,0.11202995572339416,0.020989128362360544,355628.227,-236274.75100000002,1.5051469761151075,Yes,,
2_20_0.75_75_10.csv,0.2131901095,-0.011175411065205396,769939.0,-1070831.062,0.7190107079654363,No,,,,,,,,,,,,2_100_1.25_100_14.csv,0.5200084538751782,0.037097355179023156,1088868.0,-632181.0229999999,1.7223990603716683,Yes,2_120_1_125_6.csv,0.11202995572339416,0.020989128362360544,355628.227,-236274.75100000002,1.5051469761151075,Yes,,
2_20_0.75_75_12.csv,0.2131901095,-0.011175411065205396,769939.0,-1070831.062,0.7190107079654363,No,,,,,,,,,,,,2_100_1.25_50_12.csv,0.5200084538751782,0.028014050843965566,1040839.313,-638778.914,1.629420273882115,Yes,2_120_1_75_6.csv,0.11202995572339416,0.020989128362360544,355628.227,-236274.75100000002,1.5051469761151075,Yes,,
2_20_0.75_75_14.csv,0.2131901095,-0.011175411065205396,769939.0,-1070831.062,0.7190107079654363,No,,,,,,,,,,,,2_100_1.25_50_14.csv,0.5200084538751782,0.037097355179023156,1088868.0,-632181.0229999999,1.7223990603716683,Yes,2_120_1_150_6.csv,0.1120299489208049,0.020989128244846396,285030.375,-189370.5,1.505146656950264,Yes,,
2_20_0.75_75_16.csv,0.2131901095,-0.011175411065205396,769939.0,-1070831.062,0.7190107079654363,No,,,,,,,,,,,,2_100_1.25_75_12.csv,0.5200084538751782,0.028014050843965566,1040839.313,-638778.914,1.629420273882115,Yes,2_120_1_50_6.csv,0.11202993208412035,0.02098912759122306,350166.333,-232645.985,1.5051466845645327,Yes,,
2_20_0.75_75_18.csv,0.2131901095,-0.011175411065205396,769939.0,-1070831.062,0.7190107079654363,No,,,,,,,,,,,,2_100_1.25_75_14.csv,0.5200084538751782,0.037097355179023156,1088868.0,-632181.0229999999,1.7223990603716683,Yes,2_40_2_150_4.csv,0.11067664619859333,-0.039930449455211625,118094.375,-169425.21899999998,0.6970294959453469,No,,
2_20_0.75_75_20.csv,0.2131901095,-0.011175411065205396,769939.0,-1070831.062,0.7190107079654363,No,,,,,,,,,,,,2_100_0.75_125_12.csv,0.49998370001791603,0.07027488311358529,1275523.5,-724073.446,1.7615940855812022,Yes,2_100_0.75_125_4.csv,0.11041621386235795,0.02128090161396842,1371387.125,-1121531.5,1.222780746684333,No,,
2_20_0.75_75_8.csv,0.2131901095,-0.011175411065205396,769939.0,-1070831.062,0.7190107079654363,No,,,,,,,,,,,,2_100_0.75_125_14.csv,0.49998370001791603,0.07027488311358529,1275523.5,-724073.446,1.7615940855812022,Yes,2_100_0.75_50_4.csv,0.11041620839434474,0.021280878851431595,975999.312,-798180.625,1.2227800092241026,No,,
2_20_1_75_10.csv,0.21093753125,-0.030858836823129707,616166.188,-896156.312,0.687565528188792,No,,,,,,,,,,,,2_100_0.75_125_16.csv,0.49998370001791603,0.07027488311358529,1275523.5,-724073.446,1.7615940855812022,Yes,2_100_0.75_100_4.csv,0.11041618997983862,0.02128089677474701,1442042.375,-1179314.5,1.222780161695629,No,,
2_20_1_75_12.csv,0.21093753125,-0.030858836823129707,616166.188,-896156.312,0.687565528188792,No,,,,,,,,,,,,2_100_0.75_125_18.csv,0.49998370001791603,0.07027488311358529,1275523.5,-724073.446,1.7615940855812022,Yes,2_100_0.75_75_4.csv,0.11041618997983862,0.02128089677474701,1442042.375,-1179314.5,1.222780161695629,No,,
2_20_1_75_14.csv,0.21093753125,-0.030858836823129707,616166.188,-896156.312,0.687565528188792,No,,,,,,,,,,,,2_100_0.75_125_20.csv,0.49998370001791603,0.07027488311358529,1275523.5,-724073.446,1.7615940855812022,Yes,2_20_1.75_125_6.csv,0.10995723685146541,-0.061955791060125914,92414.04699999999,-508794.172,0.18163346218517612,No,,
2_20_1_75_16.csv,0.21093753125,-0.030858836823129707,616166.188,-896156.312,0.687565528188792,No,,,,,,,,,,,,2_100_0.75_125_8.csv,0.4999836059752705,0.0702748926880988,1136052.813,-644900.414,1.7615941753760451,Yes,2_40_0.75_125_4.csv,0.10929327945269224,-0.024248411346296704,393235.625,-692129.687,0.5681530967187078,No,,
2_20_1_75_18.csv,0.21093753125,-0.030858836823129707,616166.188,-896156.312,0.687565528188792,No,,,,,,,,,,,,2_100_0.75_125_10.csv,0.4999836702910979,0.0702748864381519,1232328.438,-699552.945,1.7615942393037887,Yes,2_40_2_50_4.csv,0.10731082912522401,-0.038750290595995024,127615.64,-190194.883,0.6709730461045054,No,,
2_20_1_75_20.csv,0.21093753125,-0.030858836823129707,616166.188,-896156.312,0.687565528188792,No,,,,,,,,,,,,2_100_0.75_100_10.csv,0.49998351557977616,0.07027484531467473,1365040.656,-774889.5,1.7615939511375491,Yes,2_40_2_125_4.csv,0.10674369242054843,-0.03875029367004329,83459.719,-125345.43699999999,0.6658377121458359,No,,
2_20_1_75_8.csv,0.21093753125,-0.030858836823129707,616166.188,-896156.312,0.687565528188792,No,,,,,,,,,,,,2_100_0.75_50_10.csv,0.49998351557977616,0.07027484531467473,1365040.656,-774889.5,1.7615939511375491,Yes,2_60_1.25_150_6.csv,0.10112327671304061,-0.017340119253915303,253145.21899999998,-358053.828,0.7070032470089944,No,,
2_20_0.75_125_10.csv,0.21044406250000003,-0.014925973072067836,754635.438,-836073.562,0.9025945470573317,No,,,,,,,,,,,,2_100_0.75_75_10.csv,0.49998351557977616,0.07027484531467473,1365040.656,-774889.5,1.7615939511375491,Yes,,,,,,,,,
2_20_0.75_125_12.csv,0.21044406250000003,-0.014925973072067836,754635.438,-836073.562,0.9025945470573317,No,,,,,,,,,,,,2_100_0.75_175_8.csv,0.4999834525624093,-0.020889918752946674,782109.156,-752575.062,1.039244050847914,No,,,,,,,,,
2_20_0.75_125_14.csv,0.21044406250000003,-0.014925973072067836,754635.438,-836073.562,0.9025945470573317,No,,,,,,,,,,,,2_100_0.75_100_8.csv,0.49998351376945094,0.07027488845941793,1258397.0,-714351.25,1.76159417373456,Yes,,,,,,,,,
2_20_0.75_125_16.csv,0.21044406250000003,-0.014925973072067836,754635.438,-836073.562,0.9025945470573317,No,,,,,,,,,,,,2_100_0.75_75_8.csv,0.49998351376945094,0.07027488845941793,1258397.0,-714351.25,1.76159417373456,Yes,,,,,,,,,
2_20_0.75_125_18.csv,0.21044406250000003,-0.014925973072067836,754635.438,-836073.562,0.9025945470573317,No,,,,,,,,,,,,2_100_0.75_175_10.csv,0.4999834736793779,-0.020889922877017412,848389.6259999999,-816352.625,1.0392440717637184,No,,,,,,,,,
2_20_0.75_125_20.csv,0.21044406250000003,-0.014925973072067836,754635.438,-836073.562,0.9025945470573317,No,,,,,,,,,,,,2_100_0.75_175_12.csv,0.4999834736793779,-0.020889922877017412,848389.6259999999,-816352.625,1.0392440717637184,No,,,,,,,,,
2_20_0.75_125_4.csv,0.21044406250000003,0.004336534911894236,898414.313,-816049.437,1.1009312331649828,No,,,,,,,,,,,,2_100_0.75_175_14.csv,0.4999834736793779,-0.020889922877017412,848389.6259999999,-816352.625,1.0392440717637184,No,,,,,,,,,
2_20_0.75_125_6.csv,0.21044406250000003,-0.014925973072067836,754635.438,-836073.562,0.9025945470573317,No,,,,,,,,,,,,2_100_0.75_175_16.csv,0.4999834736793779,-0.020889922877017412,848389.6259999999,-816352.625,1.0392440717637184,No,,,,,,,,,
2_20_0.75_125_8.csv,0.21044406250000003,-0.014925973072067836,754635.438,-836073.562,0.9025945470573317,No,,,,,,,,,,,,2_100_0.75_175_18.csv,0.4999834736793779,-0.020889922877017412,848389.6259999999,-816352.625,1.0392440717637184,No,,,,,,,,,
1_80_1.75_150_10.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_175_20.csv,0.4999834736793779,-0.020889922877017412,848389.6259999999,-816352.625,1.0392440717637184,No,,,,,,,,,
1_80_1.75_150_12.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_100_12.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
1_80_1.75_150_14.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_100_14.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
1_80_1.75_150_16.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_100_16.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
1_80_1.75_150_18.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_100_18.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
1_80_1.75_150_20.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_100_20.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
1_80_1.75_150_4.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_50_12.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
1_80_1.75_150_6.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_50_14.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
1_80_1.75_150_8.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_50_16.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
3_80_1.75_150_10.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_50_18.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
3_80_1.75_150_12.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_50_20.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
3_80_1.75_150_14.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_75_12.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
3_80_1.75_150_16.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_75_14.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
3_80_1.75_150_18.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_75_16.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
3_80_1.75_150_20.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_75_18.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
3_80_1.75_150_4.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_75_20.csv,0.49998338258121633,0.07027486816797152,1412887.563,-802050.547,1.7615941642141915,Yes,,,,,,,,,
3_80_1.75_150_6.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_150_8.csv,0.4999834337710271,-0.004019861998256538,661778.063,-570738.172,1.159512532131809,No,,,,,,,,,
3_80_1.75_150_8.csv,0.20518476575,-0.017044675363237373,696603.438,-464646.25,1.4992124395709638,No,,,,,,,,,,,,2_100_0.75_200_8.csv,0.49998340468132685,-0.020889918732993566,1153730.594,-1110163.219,1.0392441167698243,No,,,,,,,,,
2_20_0.75_50_10.csv,0.20033853125,-0.0248331064554006,622421.25,-998385.25,0.6234279302503718,No,,,,,,,,,,,,2_100_0.75_200_10.csv,0.4999833908228256,-0.02088992058877247,1251504.344,-1204244.875,1.039244069027074,No,,,,,,,,,
2_20_0.75_50_12.csv,0.20033853125,-0.0248331064554006,622421.25,-998385.25,0.6234279302503718,No,,,,,,,,,,,,2_100_0.75_200_12.csv,0.4999833908228256,-0.02088992058877247,1251504.344,-1204244.875,1.039244069027074,No,,,,,,,,,
2_20_0.75_50_14.csv,0.20033853125,-0.0248331064554006,622421.25,-998385.25,0.6234279302503718,No,,,,,,,,,,,,2_100_0.75_200_14.csv,0.4999833908228256,-0.02088992058877247,1251504.344,-1204244.875,1.039244069027074,No,,,,,,,,,
2_20_0.75_50_16.csv,0.20033853125,-0.0248331064554006,622421.25,-998385.25,0.6234279302503718,No,,,,,,,,,,,,2_100_0.75_200_16.csv,0.4999833908228256,-0.02088992058877247,1251504.344,-1204244.875,1.039244069027074,No,,,,,,,,,
2_20_0.75_50_18.csv,0.20033853125,-0.0248331064554006,622421.25,-998385.25,0.6234279302503718,No,,,,,,,,,,,,2_100_0.75_200_18.csv,0.4999833908228256,-0.02088992058877247,1251504.344,-1204244.875,1.039244069027074,No,,,,,,,,,
2_20_0.75_50_20.csv,0.20033853125,-0.0248331064554006,622421.25,-998385.25,0.6234279302503718,No,,,,,,,,,,,,2_100_0.75_200_20.csv,0.4999833908228256,-0.02088992058877247,1251504.344,-1204244.875,1.039244069027074,No,,,,,,,,,
2_20_0.75_50_8.csv,0.20033853125,-0.0248331064554006,622421.25,-998385.25,0.6234279302503718,No,,,,,,,,,,,,2_100_0.75_225_10.csv,0.4999833188501086,-0.02088991979755558,1389454.125,-1336985.312,1.039244120731223,No,,,,,,,,,
1_100_1.75_150_10.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_100_0.75_225_12.csv,0.4999833188501086,-0.02088991979755558,1389454.125,-1336985.312,1.039244120731223,No,,,,,,,,,
1_100_1.75_150_12.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_100_0.75_225_14.csv,0.4999833188501086,-0.02088991979755558,1389454.125,-1336985.312,1.039244120731223,No,,,,,,,,,
1_100_1.75_150_14.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_100_0.75_225_16.csv,0.4999833188501086,-0.02088991979755558,1389454.125,-1336985.312,1.039244120731223,No,,,,,,,,,
1_100_1.75_150_16.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_100_0.75_225_18.csv,0.4999833188501086,-0.02088991979755558,1389454.125,-1336985.312,1.039244120731223,No,,,,,,,,,
1_100_1.75_150_18.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_100_0.75_225_20.csv,0.4999833188501086,-0.02088991979755558,1389454.125,-1336985.312,1.039244120731223,No,,,,,,,,,
1_100_1.75_150_20.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_100_0.75_225_8.csv,0.49998329268971253,-0.020889916370542546,1280903.001,-1232533.562,1.0392439122886943,No,,,,,,,,,
1_100_1.75_150_4.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_100_0.75_150_10.csv,0.49998330541500097,-0.004019867146100132,717860.828,-619105.828,1.1595123087744539,No,,,,,,,,,
1_100_1.75_150_6.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_100_0.75_150_12.csv,0.4999832653183177,-0.004019865215237635,743023.016,-640806.4839999999,1.1595123247847785,No,,,,,,,,,
1_100_1.75_150_8.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_100_0.75_150_14.csv,0.4999832653183177,-0.004019865215237635,743023.016,-640806.4839999999,1.1595123247847785,No,,,,,,,,,
3_100_1.75_150_10.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_100_0.75_150_16.csv,0.4999832653183177,-0.004019865215237635,743023.016,-640806.4839999999,1.1595123247847785,No,,,,,,,,,
3_100_1.75_150_12.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_100_0.75_150_18.csv,0.4999832653183177,-0.004019865215237635,743023.016,-640806.4839999999,1.1595123247847785,No,,,,,,,,,
3_100_1.75_150_14.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_100_0.75_150_20.csv,0.4999832653183177,-0.004019865215237635,743023.016,-640806.4839999999,1.1595123247847785,No,,,,,,,,,
3_100_1.75_150_16.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_120_0.75_100_4.csv,0.49316143618190367,0.08217897714824128,2162668.219,-821571.125,2.632356655669952,Yes,,,,,,,,,
3_100_1.75_150_18.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_120_0.75_125_4.csv,0.49316143618190367,0.08217897714824128,2162668.219,-821571.125,2.632356655669952,Yes,,,,,,,,,
3_100_1.75_150_20.csv,0.19797554700000003,-0.03676090898885604,528414.375,-503403.75,1.0496830327545237,No,,,,,,,,,,,,2_120_0.75_75_4.csv,0.49316143618190367,0.08217897714824128,2162668.219,-821571.125,2.632356655669952,Yes,,,,,,,,,
