Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,InSample2_RateOfReturn,OutSample2_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample2_AvgTrade,OutSample2_AvgTrade,Score_2,Pass2,Para3,InSample3_RateOfReturn,OutSample3_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample3_AvgTrade,OutSample3_AvgTrade,Score_3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5,Para6,InSample6_RateOfReturn,OutSample6_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample6_AvgTrade,OutSample6_AvgTrade,Score_6,Pass6,Para7,InSample7_RateOfReturn,OutSample7_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample7_AvgTrade,OutSample7_AvgTrade,Score_7,Pass7
2_40_1.5_50_4.csv,1.09798025,0.03914574505646562,23.0,25.0,0.047738271739130436,0.0015658298022586247,0.032800303513609075,No,2_60_1.5_125_4.csv,0.6823828924549421,0.07406252040182895,16.0,19.0,0.04264893077843388,0.003898027389569945,0.09139800971378736,No,2_20_1.5_100_4.csv,1.785681381470582,1.054670398251416,26,17,0.06868005313348392,0.06203943519125977,0.9033108211300055,Yes,2_20_1.5_100_4.csv,1.054670398251416,0.7662882480630037,17.0,19.0,0.06203943519125977,0.040330960424368616,0.6500858736065752,Yes,2_40_0.75_75_4.csv,1.3853534058320134,0.5977697447047106,14.0,14.0,0.09895381470228667,0.04269783890747932,0.43149260122957783,No,2_100_1.25_150_4.csv,1.1050594061115087,-0.1627401710253929,4.0,10.0,0.27626485152787716,-0.01627401710253929,-0.05890730222297976,No,2_20_1.75_125_4.csv,0.5320601782777686,0.22861784410750638,12.0,10.0,0.04433834818981405,0.022861784410750638,0.5156210220750336,Yes
2_120_1.75_100_10.csv,1.040308125,0.056713615253578424,4.0,7.0,0.26007703125,0.008101945036225489,0.03115209750467147,No,2_60_1.5_100_4.csv,0.6778847448014547,0.20004420084232186,16.0,19.0,0.042367796550090916,0.010528642149595887,0.24850577577590105,No,2_100_0.75_175_10.csv,1.7516570143113108,-0.12126805187839461,9,8,0.1946285571457012,-0.015158506484799326,-0.07788428741960765,No,2_20_1.5_75_4.csv,0.9520171467332694,0.7466003198414045,18.0,19.0,0.05288984148518164,0.039294753675863395,0.7429546501263908,Yes,2_40_0.75_75_6.csv,1.3853533926679307,0.5977700006247192,14.0,13.0,0.09895381376199505,0.045982307740363014,0.4646845431441403,No,2_100_1.25_100_4.csv,1.105059371527851,-0.1627402048119518,4.0,10.0,0.27626484288196274,-0.01627402048119518,-0.0589073162962992,No,2_20_1.5_50_4.csv,0.5044920821724835,0.3708532078415325,19.0,13.0,0.026552214851183344,0.028527169833964035,1.0743800467813958,Yes
2_120_1.75_50_10.csv,1.040308125,0.056713615253578424,4.0,7.0,0.26007703125,0.008101945036225489,0.03115209750467147,No,2_60_1.5_50_4.csv,0.6778846346426236,0.1364784587160689,16.0,20.0,0.042367789665163975,0.006823922935803445,0.1610639353559261,No,2_100_0.75_175_12.csv,1.7516570143113108,-0.12126805187839461,9,8,0.1946285571457012,-0.015158506484799326,-0.07788428741960765,No,2_20_1.5_225_4.csv,0.9334259273014058,0.8796086057779126,20.0,19.0,0.046671296365070294,0.04629518977778487,0.9919413726084775,Yes,2_40_0.75_75_8.csv,1.3853533338069335,0.585890715121979,14.0,12.0,0.0989538095576381,0.048824226260164916,0.49340421029193454,No,2_100_1.25_50_4.csv,1.105059371527851,-0.1627402048119518,4.0,10.0,0.27626484288196274,-0.01627402048119518,-0.0589073162962992,No,2_20_1.5_50_10.csv,0.4545544810369175,0.37085297191223127,19.0,13.0,0.023923920054574603,0.02852715168555625,1.192411261218098,Yes
2_120_1.75_75_10.csv,1.040308125,0.056713615253578424,4.0,7.0,0.26007703125,0.008101945036225489,0.03115209750467147,No,2_60_1.5_75_4.csv,0.6778846346426236,0.1364784587160689,16.0,20.0,0.042367789665163975,0.006823922935803445,0.1610639353559261,No,2_100_0.75_175_14.csv,1.7516570143113108,-0.12126805187839461,9,8,0.1946285571457012,-0.015158506484799326,-0.07788428741960765,No,2_20_1.5_200_4.csv,0.8873076026330792,0.8796088946498903,19.0,19.0,0.04670040013858311,0.046295204981573176,0.9913235185178816,Yes,2_40_0.75_75_10.csv,1.3853532332557166,0.5858906936081358,14.0,12.0,0.09895380237540832,0.048824224467344655,0.49340422798627387,No,2_100_1.25_75_4.csv,1.105059371527851,-0.1627402048119518,4.0,10.0,0.27626484288196274,-0.01627402048119518,-0.0589073162962992,No,2_20_1.5_50_12.csv,0.4545544810369175,0.37085297191223127,19.0,13.0,0.023923920054574603,0.02852715168555625,1.192411261218098,Yes
2_40_1.5_75_4.csv,1.015848813,0.05172582205945421,21.0,24.0,0.048373753000000005,0.0021552425858105922,0.044553966813585706,No,2_60_1.5_150_4.csv,0.5892751605475223,-0.10891086970853558,16.0,19.0,0.03682969753422014,-0.005732151037291347,-0.15563937314351672,No,2_100_0.75_175_16.csv,1.7516570143113108,-0.12126805187839461,9,8,0.1946285571457012,-0.015158506484799326,-0.07788428741960765,No,2_20_1.5_125_4.csv,0.8825145051035121,0.8718522659499269,19.0,19.0,0.046448131847553274,0.04588696136578563,0.9879183411808798,Yes,2_40_0.75_75_12.csv,1.3853532332557166,0.5858906936081358,14.0,12.0,0.09895380237540832,0.048824224467344655,0.49340422798627387,No,2_100_1.25_125_4.csv,1.1050593649596077,-0.16274011302765468,4.0,10.0,0.2762648412399019,-0.016274011302765467,-0.058907283423132,No,2_20_1.5_50_14.csv,0.4545544810369175,0.37085297191223127,19.0,13.0,0.023923920054574603,0.02852715168555625,1.192411261218098,Yes
2_40_1.5_125_4.csv,0.98553775,0.01789014739206041,15.0,23.0,0.06570251666666667,0.0007778324953069744,0.011838701693166614,No,2_60_1.5_225_4.csv,0.5883093123412868,0.08520522502210358,14.0,17.0,0.04202209373866334,0.0050120720601237395,0.1192723068796611,No,2_100_0.75_175_18.csv,1.7516570143113108,-0.12126805187839461,9,8,0.1946285571457012,-0.015158506484799326,-0.07788428741960765,No,2_20_1.5_150_4.csv,0.8415045744941071,0.8796086011200067,19.0,19.0,0.044289714447058266,0.04629518953263193,1.0452808312406465,Yes,2_40_0.75_75_14.csv,1.3853532332557166,0.5858906936081358,14.0,12.0,0.09895380237540832,0.048824224467344655,0.49340422798627387,No,2_80_1.25_100_6.csv,0.8807609065359102,-0.1986470834715843,5.0,10.0,0.17615218130718205,-0.01986470834715843,-0.11277015248830477,No,2_20_1.5_50_16.csv,0.4545544810369175,0.37085297191223127,19.0,13.0,0.023923920054574603,0.02852715168555625,1.192411261218098,Yes
2_40_1.5_150_4.csv,0.93845,0.05693711470504785,15.0,21.0,0.06256333333333333,0.00271129117643085,0.04333674425538148,No,2_60_1.5_175_4.csv,0.5883093070187172,-0.06115195429798759,14.0,18.0,0.0420220933584798,-0.0033973307943326436,-0.08084630066738652,No,2_100_0.75_175_20.csv,1.7516570143113108,-0.12126805187839461,9,8,0.1946285571457012,-0.015158506484799326,-0.07788428741960765,No,2_20_1.5_175_4.csv,0.8005119219253517,0.8796084962958854,19.0,19.0,0.04213220641712377,0.04629518401557292,1.0988074908119978,Yes,2_40_0.75_75_16.csv,1.3853532332557166,0.5858906936081358,14.0,12.0,0.09895380237540832,0.048824224467344655,0.49340422798627387,No,2_80_1.25_50_6.csv,0.8807609065359102,-0.1986470834715843,5.0,10.0,0.17615218130718205,-0.01986470834715843,-0.11277015248830477,No,2_20_1.5_50_18.csv,0.4545544810369175,0.37085297191223127,19.0,13.0,0.023923920054574603,0.02852715168555625,1.192411261218098,Yes
2_120_1.75_100_4.csv,0.873255125,0.15001059986423365,8.0,12.0,0.109156890625,0.012500883322019471,0.11452216392793087,No,2_60_1.5_200_4.csv,0.588309225474305,0.08520524474977205,14.0,17.0,0.04202208753387893,0.005012073220574826,0.1192723521061158,No,2_100_0.75_175_8.csv,1.7516569494525505,-0.12126808010210062,9,8,0.19462854993917228,-0.015158510012762577,-0.0778843084300844,No,2_40_1.5_100_8.csv,0.743692029921415,0.8080745384550709,7.0,12.0,0.10624171856020215,0.06733954487125592,0.6338333545790469,Yes,2_40_0.75_75_18.csv,1.3853532332557166,0.5858906936081358,14.0,12.0,0.09895380237540832,0.048824224467344655,0.49340422798627387,No,2_80_1.25_75_6.csv,0.8807609065359102,-0.1986470834715843,5.0,10.0,0.17615218130718205,-0.01986470834715843,-0.11277015248830477,No,2_20_1.5_50_20.csv,0.4545544810369175,0.37085297191223127,19.0,13.0,0.023923920054574603,0.02852715168555625,1.192411261218098,Yes
2_120_1.75_50_4.csv,0.873255125,0.15001059986423365,8.0,12.0,0.109156890625,0.012500883322019471,0.11452216392793087,No,2_20_2_50_8.csv,0.5541863513269158,0.8252472560109015,20.0,20.0,0.027709317566345794,0.04126236280054508,1.489115085629538,Yes,2_100_0.75_175_6.csv,1.750852466988175,-0.1212680108797447,10,8,0.1750852466988175,-0.015158501359968088,-0.08657783363120147,No,2_40_1.5_100_10.csv,0.743691995419557,0.8080746544471494,7.0,12.0,0.10624171363136528,0.06733955453726245,0.6338334749655439,Yes,2_40_0.75_75_20.csv,1.3853532332557166,0.5858906936081358,14.0,12.0,0.09895380237540832,0.048824224467344655,0.49340422798627387,No,2_80_1.25_125_6.csv,0.8807608893090763,-0.1986472401090626,5.0,10.0,0.17615217786181525,-0.01986472401090626,-0.11277024361566161,No,2_20_1.5_50_8.csv,0.4545544810369175,0.37085297191223127,19.0,13.0,0.023923920054574603,0.02852715168555625,1.192411261218098,Yes
2_120_1.75_75_4.csv,0.873255125,0.15001059986423365,8.0,12.0,0.109156890625,0.012500883322019471,0.11452216392793087,No,2_80_1.5_200_4.csv,0.5143759967597692,0.21001231681731883,9.0,16.0,0.057152888528863244,0.013125769801082427,0.22966065476207165,No,2_100_0.75_200_10.csv,1.7230240497985143,-0.12126800044770972,8,8,0.2153780062248143,-0.015158500055963715,-0.07038090992513452,No,2_40_1.5_100_12.csv,0.743691995419557,0.8080746544471494,7.0,12.0,0.10624171363136528,0.06733955453726245,0.6338334749655439,Yes,2_40_0.75_100_4.csv,1.3771856668303333,0.37957318428732933,13.0,13.0,0.10593735898694871,0.029197937252871488,0.27561511380011483,No,2_80_1.25_150_4.csv,0.8796629781057658,-0.13552345947285613,7.0,10.0,0.1256661397293951,-0.013552345947285613,-0.10784405390719204,No,2_20_1.5_50_6.csv,0.4545541031626522,0.37085317379731847,19.0,13.0,0.02392390016645538,0.028527167215178343,1.1924129016044542,Yes
