Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Window1_GrossProfit,Window1_GrossLoss,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Window2_GrossProfit,Window2_GrossLoss,Score_2,Pass2,Para3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Window4_GrossProfit,Window4_GrossLoss,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Window5_GrossProfit,Window5_GrossLoss,Score_5,Pass5
2_40_0.75_75_10.csv,0.2852976,0.172482443741481,30290723.72,-26785465.22,1.1308642008346645,No,2_80_1.75_50_20.csv,0.4157299686408875,-0.05672422067967668,22361994.286999997,-20932827.584000003,1.0682739442277915,No,,,2_80_2_175_8.csv,0.38697521449005745,0.04053885836301553,34705839.623,-30210481.498000003,1.1488012736671411,No,2_100_1.5_75_10.csv,0.1277272214008165,0.01860883899135049,82374160.0,-75802559.0,1.086693656344768,No
2_40_0.75_75_12.csv,0.2852976,0.172482443741481,30290723.72,-26785465.22,1.1308642008346645,No,2_80_1.75_75_20.csv,0.4157299686408875,-0.05672422067967668,22361994.286999997,-20932827.584000003,1.0682739442277915,No,,,2_80_2_200_8.csv,0.38697516062803616,0.04053886392293568,26740567.251,-23276930.751,1.1488012546435573,No,2_100_1.5_150_18.csv,0.12772721946288612,0.018608855359402963,43242763.5,-39792965.5,1.0866936644870058,No
2_40_0.75_75_14.csv,0.2852976,0.172482443741481,30290723.72,-26785465.22,1.1308642008346645,No,2_80_1.75_150_18.csv,0.4157299591823874,-0.056724217489968795,25684967.341999996,-24043427.498000003,1.0682739532097303,No,,,2_80_2_150_8.csv,0.386975156734476,0.04053886690498073,40374409.624,-35144816.374,1.1488012682823072,No,2_100_1.5_150_20.csv,0.12772721946288612,0.018608855359402963,43242763.5,-39792965.5,1.0866936644870058,No
2_40_0.75_75_16.csv,0.2852976,0.172482443741481,30290723.72,-26785465.22,1.1308642008346645,No,2_80_1.75_50_12.csv,0.41572995910216776,-0.05151421524224026,24661633.356999997,-22987647.606999997,1.0728210984707391,No,,,2_80_2_125_8.csv,0.38697511773080095,0.04053886130753531,34482868.189,-30016391.689,1.1488012465414628,No,2_100_1.5_175_14.csv,0.12772721509960222,0.018608865171834604,50058569.0,-46065023.5,1.0866936603212631,No
2_40_0.75_75_18.csv,0.2852976,0.172482443741481,30290723.72,-26785465.22,1.1308642008346645,No,2_80_1.75_75_12.csv,0.41572995910216776,-0.05151421524224026,24661633.356999997,-22987647.606999997,1.0728210984707391,No,,,2_60_1.75_225_8.csv,0.38324308701244053,0.01912247819317107,36525665.498,-32102940.186,1.1377669860260569,No,2_100_1.5_100_18.csv,0.1277272147880943,0.018608858705500345,47222164.5,-43454900.5,1.086693651501975,No
2_40_0.75_75_20.csv,0.2852976,0.172482443741481,30290723.72,-26785465.22,1.1308642008346645,No,2_80_1.75_50_16.csv,0.415729955589481,-0.056724220968207506,23527786.97,-22024113.939,1.0682739398808374,No,,,2_40_1_75_6.csv,0.38274775972305486,0.04931823308585451,76290757.5,-67119809.25,1.1366354933435692,No,2_100_1.5_100_20.csv,0.1277272147880943,0.018608858705500345,47222164.5,-43454900.5,1.086693651501975,No
2_40_0.75_75_6.csv,0.2852976,0.10539333759741318,23679741.72,-20985940.97,1.1283621617849238,No,2_80_1.75_75_16.csv,0.415729955589481,-0.056724220968207506,23527786.97,-22024113.939,1.0682739398808374,No,,,2_60_1.5_125_6.csv,0.3818543697736595,0.06883367685837918,80498630.5,-70199366.25,1.1467144904602327,No,2_100_1.5_50_18.csv,0.1277272147880943,0.018608858705500345,47222164.5,-43454900.5,1.086693651501975,No
2_40_0.75_75_8.csv,0.2852976,0.172482443741481,30290723.72,-26785465.22,1.1308642008346645,No,2_80_1.75_50_14.csv,0.4157299474251644,-0.05672423435649725,23824121.527,-22301509.84,1.068273928443582,No,,,2_60_1.5_175_6.csv,0.38185431198395864,0.06883365301875778,39879730.249,-34771685.187,1.1469024303691133,No,2_100_1.5_50_20.csv,0.1277272147880943,0.018608858705500345,47222164.5,-43454900.5,1.086693651501975,No
2_40_0.75_125_10.csv,0.271836725,0.16682427191302948,26986273.623000003,-23672517.623000003,1.139983252004442,No,2_80_1.75_75_14.csv,0.4157299474251644,-0.05672423435649725,23824121.527,-22301509.84,1.068273928443582,No,,,2_60_1.5_150_6.csv,0.3818542752585461,0.06883368593106842,72103297.25,-62878158.25,1.1467145230832203,No,2_100_1.5_75_18.csv,0.1277272147880943,0.018608858705500345,47222164.5,-43454900.5,1.086693651501975,No
2_40_0.75_125_12.csv,0.271836725,0.16682427191302948,26986273.623000003,-23672517.623000003,1.139983252004442,No,2_80_1.75_100_12.csv,0.4157299495408586,-0.051514209928802644,23324556.216,-21741328.575,1.072821108219694,No,,,2_40_0.75_100_4.csv,0.3807266896570816,-0.014892136043797424,55390047.25,-49751936.25,1.1133244537794245,No,2_100_1.5_75_20.csv,0.1277272147880943,0.018608858705500345,47222164.5,-43454900.5,1.086693651501975,No
2_40_0.75_125_14.csv,0.271836725,0.16682427191302948,26986273.623000003,-23672517.623000003,1.139983252004442,No,2_80_1.75_125_12.csv,0.4157299385236772,-0.05151420172380837,21999296.436,-20506024.842,1.072821115038421,No,,,2_60_1.5_200_6.csv,0.3750319195234012,0.026408667341507378,44608598.875,-39601083.375,1.1264489522314742,No,2_100_1.5_175_10.csv,0.1277271969804014,0.018608845716751612,62600870.5,-57606731.5,1.0866936705131414,No
2_40_0.75_125_16.csv,0.271836725,0.16682427191302948,26986273.623000003,-23672517.623000003,1.139983252004442,No,2_80_1.75_100_14.csv,0.41572994627366056,-0.05672423551247416,22532451.703,-21092391.202999998,1.0682739328196786,No,,,2_80_1.25_150_4.csv,0.3748672475142905,0.08050477723875821,50056050.25,-42410731.625,1.1802684917723345,No,2_100_1.75_175_16.csv,0.12197899700716389,0.019067888723859498,53339674.0,-49073125.0,1.0869426799291872,No
2_40_0.75_125_18.csv,0.271836725,0.16682427191302948,26986273.623000003,-23672517.623000003,1.139983252004442,No,2_80_1.75_125_18.csv,0.4157299359771222,-0.05672422887557521,20515153.842,-19204019.733,1.068273940936801,No,,,2_80_1.25_125_4.csv,0.3748672032216905,0.08050480975306233,37131061.626,-31459843.814,1.1802684668598464,No,2_100_1.75_150_18.csv,0.12197898018757158,0.019067859082253818,55085878.25,-50679655.25,1.0869426395713297,No
2_40_0.75_125_20.csv,0.271836725,0.16682427191302948,26986273.623000003,-23672517.623000003,1.139983252004442,No,2_80_1.75_100_20.csv,0.41572993739540953,-0.05672422793299714,21149597.057,-19797915.502,1.0682739329230622,No,,,2_80_1.25_175_4.csv,0.3748671372071176,0.08050471594274722,51942412.875,-44008984.0,1.1802683941760619,No,2_100_1.75_200_18.csv,0.12197896896584004,0.008571804751401776,42176281.25,-39075895.75,1.0793426597264888,No
2_40_0.75_125_6.csv,0.271836725,0.19620327308625965,27169434.873000003,-23510189.623000003,1.155645075972512,No,2_80_1.75_125_16.csv,0.4157299315080644,-0.05672421808235414,20987855.129,-19646510.434,1.0682739410393556,No,,,2_60_1.75_100_8.csv,0.37405893303347393,0.022196930183445707,40513541.748,-35732547.373,1.133799427314622,No,2_100_1.75_225_18.csv,0.12197896896584004,0.008571804751401776,42176281.25,-39075895.75,1.0793426597264888,No
2_40_0.75_125_8.csv,0.271836725,0.16682427191302948,26986273.623000003,-23672517.623000003,1.139983252004442,No,2_80_1.75_50_18.csv,0.4157299256042233,-0.056724236844709716,22997878.358000003,-21528072.202,1.0682739328542132,No,,,2_100_1.5_225_12.csv,0.3901704193389882,0.12772724249959044,57789945.437,-49776551.312,1.1609873306563958,No,2_100_1.75_200_16.csv,0.12197896652616777,0.008571809330633385,50794915.0,-47060972.5,1.0793426548930751,No
2_20_1_75_10.csv,0.268758475,0.05261612603377465,21915274.404,-19954875.654,1.0982415918791772,No,2_80_1.75_75_18.csv,0.4157299256042233,-0.056724236844709716,22997878.358000003,-21528072.202,1.0682739328542132,No,,,2_100_1.5_200_12.csv,0.3901703714077372,0.12772725074586344,57276359.31,-49334184.31,1.1609872568297461,No,2_100_1.75_225_16.csv,0.12197896652616777,0.008571809330633385,50794915.0,-47060972.5,1.0793426548930751,No
2_20_1_75_12.csv,0.268758475,0.05261612603377465,21915274.404,-19954875.654,1.0982415918791772,No,2_80_1.75_150_14.csv,0.4157299225781123,-0.056724229632395484,26868608.34,-25151421.965,1.0682739281059173,No,,,2_100_1.5_125_12.csv,0.39017033337359935,0.12772727669358602,68748996.875,-59215977.125,1.1609872911473975,No,2_100_1.75_100_16.csv,0.12197896512959805,0.019067859408909944,69559167.0,-63995251.5,1.0869426304231338,No
