Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,InSample2_RateOfReturn,OutSample2_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample2_AvgTrade,OutSample2_AvgTrade,Score_2,Pass2,Para3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5
1_20_0.75_50_8.csv,1.471710125,0.5437833754878517,71.0,71.0,0.02072831161971831,0.007658920781519038,0.369490816330323,No,2_100_1.5_75_8.csv,2.2432732066757843,-0.3392359790163531,7,8,0.3204676009536835,-0.04240449737704414,-0.13232070028562037,No,,,2_60_1.5_50_6.csv,2.0917016202413694,0.24107572076858227,14.0,16.0,0.14940725858866924,0.015067232548036392,0.10084672384972776,No,2_100_1.5_200_20.csv,0.6386362239115603,0.10656811795798472,6.0,10.0,0.10643937065192671,0.010656811795798473,0.10012095834959325,No
3_20_0.75_50_10.csv,1.471710125,0.5437833754878517,71.0,71.0,0.02072831161971831,0.007658920781519038,0.369490816330323,No,2_100_1.5_225_8.csv,2.228470836912243,-0.3866893230539262,6,8,0.37141180615204045,-0.04833616538174078,-0.13014170411684214,No,,,2_60_1.5_75_6.csv,2.091700863254872,0.24107550181076537,14.0,16.0,0.14940720451820513,0.015067218863172836,0.10084666875175292,No,2_100_1.5_225_18.csv,0.6386362175007396,0.040673956329359724,6.0,10.0,0.10643936958345661,0.004067395632935972,0.038213263089150705,No
3_20_0.75_50_12.csv,1.471710125,0.5437833754878517,71.0,71.0,0.02072831161971831,0.007658920781519038,0.369490816330323,No,2_120_1.5_225_8.csv,2.1421938923708868,-0.40308498018258865,5,8,0.42843877847417733,-0.05038562252282358,-0.11760285262287573,No,,,2_60_1_50_4.csv,2.0913535362534703,0.008596208069311257,25.0,24.0,0.08365414145013882,0.0003581753362213024,0.0042816210890741025,No,2_100_1.5_225_20.csv,0.6386362175007396,0.040673956329359724,6.0,10.0,0.10643936958345661,0.004067395632935972,0.038213263089150705,No
3_20_0.75_50_14.csv,1.471710125,0.5437833754878517,71.0,71.0,0.02072831161971831,0.007658920781519038,0.369490816330323,No,2_120_1.5_225_6.csv,2.1032287507078267,-0.1297616202011072,8,10,0.26290359383847833,-0.012976162020110722,-0.049357111596134984,No,,,2_60_1_75_4.csv,2.0913535022822796,0.008596263049501916,25.0,24.0,0.08365414009129118,0.00035817762706257986,0.00428164854329628,No,2_100_1.5_225_12.csv,0.6386362124979522,0.0406739443673311,6.0,10.0,0.1064393687496587,0.00406739443673311,0.038213252150146294,No
3_20_0.75_50_16.csv,1.471710125,0.5437833754878517,71.0,71.0,0.02072831161971831,0.007658920781519038,0.369490816330323,No,2_80_1.25_150_8.csv,2.1029825551359016,-0.3435837217552752,10,10,0.21029825551359016,-0.03435837217552752,-0.16337925434339692,No,,,2_60_1.5_225_6.csv,2.055449823667611,0.1320433203061951,14.0,14.0,0.14681784454768648,0.009431665736156792,0.0642405953119233,No,2_100_1.5_125_14.csv,0.6386361974408704,0.09304432228744952,6.0,10.0,0.10643936624014506,0.009304432228744951,0.08741532909687372,No
3_20_0.75_50_18.csv,1.471710125,0.5437833754878517,71.0,71.0,0.02072831161971831,0.007658920781519038,0.369490816330323,No,2_100_0.75_125_4.csv,2.084001642826901,-0.35841561045243825,10,15,0.2084001642826901,-0.02389437403016255,-0.11465621494304762,No,,,2_80_2_225_8.csv,2.0526479088177907,0.12320592815581008,8.0,9.0,0.25658098860222384,0.013689547572867786,0.05335370967055794,No,2_100_1.5_125_16.csv,0.6386361968245405,0.09304431619742368,6.0,10.0,0.10643936613742343,0.009304431619742367,0.08741532345964419,No
3_20_0.75_50_20.csv,1.471710125,0.5437833754878517,71.0,71.0,0.02072831161971831,0.007658920781519038,0.369490816330323,No,2_100_0.75_100_4.csv,2.0840015379256114,-0.3584157274016948,10,15,0.20840015379256113,-0.023894381826779654,-0.11465625812619994,No,,,2_80_2_50_8.csv,2.052647796503012,0.20269433543022236,8.0,9.0,0.2565809745628765,0.022521592825580264,0.0877757708417357,No,2_100_1.5_100_14.csv,0.6386361925637327,0.09304420891866177,6.0,10.0,0.10643936542728878,0.009304420891866177,0.08741522325424088,No
3_20_0.75_50_4.csv,1.471710125,0.5437833754878517,71.0,71.0,0.02072831161971831,0.007658920781519038,0.369490816330323,No,2_100_0.75_75_4.csv,2.0840015379256114,-0.3584157274016948,10,15,0.20840015379256113,-0.023894381826779654,-0.11465625812619994,No,,,2_80_2_75_8.csv,2.052647796503012,0.20269433543022236,8.0,9.0,0.2565809745628765,0.022521592825580264,0.0877757708417357,No,2_100_1.5_50_14.csv,0.6386361925637327,0.09304420891866177,6.0,10.0,0.10643936542728878,0.009304420891866177,0.08741522325424088,No
3_20_0.75_50_6.csv,1.471710125,0.5437833754878517,71.0,71.0,0.02072831161971831,0.007658920781519038,0.369490816330323,No,2_100_0.75_50_4.csv,2.084001505843342,-0.3584156579835853,10,15,0.2084001505843342,-0.02389437719890569,-0.11465623768460881,No,,,2_80_2_100_8.csv,2.052647537467031,0.20269433525831032,8.0,9.0,0.2565809421833789,0.022521592806478925,0.0877757818442443,No,2_100_1.5_75_14.csv,0.6386361925637327,0.09304420891866177,6.0,10.0,0.10643936542728878,0.009304420891866177,0.08741522325424088,No
3_20_0.75_50_8.csv,1.471710125,0.5437833754878517,71.0,71.0,0.02072831161971831,0.007658920781519038,0.369490816330323,No,2_100_1.25_125_8.csv,2.080967861559978,-0.3897042960601983,6,10,0.34682797692666295,-0.03897042960601983,-0.11236241652518177,No,,,2_60_1.5_100_6.csv,2.0073372014071813,0.24107574439650686,14.0,16.0,0.14338122867194153,0.015067234024781679,0.10508512281796485,No,2_100_1.5_200_14.csv,0.63863619033773,0.10656812245866755,6.0,10.0,0.10643936505628833,0.010656812245866756,0.10012096784146648,No
2_20_1_50_10.csv,1.466898875,0.2546172975979812,31.0,42.0,0.0473193185483871,0.006062316609475742,0.12811504466778462,No,2_100_1.25_100_8.csv,2.080967558013097,-0.38970437895339033,6,10,0.3468279263355161,-0.038970437895339036,-0.11236245681565912,No,,,2_80_0.75_50_4.csv,2.0728418790450753,0.14395420629639818,23.0,19.0,0.09012355995848154,0.007576537173494641,0.08406832993486973,No,2_100_1.5_225_10.csv,0.6386361825893846,0.0406739305869908,6.0,10.0,0.10643936376489743,0.00406739305869908,0.038213240993088905,No
2_20_1_50_12.csv,1.466898875,0.2546172975979812,31.0,42.0,0.0473193185483871,0.006062316609475742,0.12811504466778462,No,2_100_1.25_50_8.csv,2.080967558013097,-0.38970437895339033,6,10,0.3468279263355161,-0.038970437895339036,-0.11236245681565912,No,,,2_80_0.75_75_4.csv,2.0728418790450753,0.14395420629639818,23.0,19.0,0.09012355995848154,0.007576537173494641,0.08406832993486973,No,2_100_1.5_225_16.csv,0.6386361678793224,0.0406737575644267,6.0,10.0,0.1064393613132204,0.00406737575644267,0.03821307931821907,No
2_20_1_50_14.csv,1.466898875,0.2546172975979812,31.0,42.0,0.0473193185483871,0.006062316609475742,0.12811504466778462,No,2_100_1.25_75_8.csv,2.080967558013097,-0.38970437895339033,6,10,0.3468279263355161,-0.038970437895339036,-0.11236245681565912,No,,,2_80_1.25_100_4.csv,1.97122413426254,0.4025237803568701,17.0,18.0,0.11595436083897294,0.022362432242048338,0.192855465549099,No,2_100_1.5_150_10.csv,0.6386361607697454,0.09304425616653217,6.0,10.0,0.1064393601282909,0.009304425616653216,0.08741527199560982,No
2_20_1_50_16.csv,1.466898875,0.2546172975979812,31.0,42.0,0.0473193185483871,0.006062316609475742,0.12811504466778462,No,2_100_1.25_150_8.csv,2.0809675240148926,-0.38970438726253204,6,10,0.34682792066914875,-0.038970438726253206,-0.11236246104715562,No,,,2_80_1.25_50_4.csv,1.97122413426254,0.4025237803568701,17.0,18.0,0.11595436083897294,0.022362432242048338,0.192855465549099,No,2_100_1.5_125_18.csv,0.6386361360162683,0.09304434641386523,6.0,10.0,0.10643935600271139,0.009304434641386524,0.08741536017137784,No
2_20_1_50_18.csv,1.466898875,0.2546172975979812,31.0,42.0,0.0473193185483871,0.006062316609475742,0.12811504466778462,No,2_80_1.25_225_8.csv,2.088820409523214,-0.3044395997458899,9,9,0.23209115661369045,-0.03382662219398777,-0.14574713956159596,No,,,2_80_1.25_75_4.csv,1.97122413426254,0.4025237803568701,17.0,18.0,0.11595436083897294,0.022362432242048338,0.192855465549099,No,2_100_1.5_125_20.csv,0.6386361360162683,0.09304434641386523,6.0,10.0,0.10643935600271139,0.009304434641386524,0.08741536017137784,No
2_20_1_50_20.csv,1.466898875,0.2546172975979812,31.0,42.0,0.0473193185483871,0.006062316609475742,0.12811504466778462,No,2_80_1.75_125_20.csv,2.0786499875461906,-0.28362110375829186,6,7,0.34644166459103176,-0.04051730053689884,-0.11695273599591086,No,,,2_60_1.75_50_8.csv,1.95081479520177,0.11098479603696697,11.0,13.0,0.17734679956379729,0.008537292002843613,0.04813896852856641,No,2_100_1.5_200_16.csv,0.6386361288900231,0.10656819282580837,6.0,10.0,0.10643935481500384,0.010656819282580837,0.1001210435848925,No
2_20_1_50_6.csv,1.466898875,0.2546172975979812,31.0,42.0,0.0473193185483871,0.006062316609475742,0.12811504466778462,No,2_80_1.75_150_12.csv,2.078649969435938,-0.2575710234845179,6,7,0.3464416615726564,-0.03679586049778827,-0.1062108417641086,No,,,2_60_1.75_75_8.csv,1.9508147830634581,0.11098486659740425,11.0,13.0,0.17734679846031437,0.008537297430569558,0.04813899943324878,No,2_100_1.5_100_10.csv,0.6386361070040826,0.09304419495675244,6.0,10.0,0.1064393511673471,0.009304419495675243,0.08741522184822942,No
2_20_1_50_8.csv,1.466898875,0.2546172975979812,31.0,42.0,0.0473193185483871,0.006062316609475742,0.12811504466778462,No,2_80_1.75_150_20.csv,2.078649922507018,-0.2836211112388116,6,7,0.34644165375116964,-0.040517301605544516,-0.11695274273989556,No,,,2_80_1.25_225_4.csv,1.936384991914436,0.34030811669962596,17.0,18.0,0.11390499952437859,0.018906006483312553,0.16598047989338854,No,2_100_1.5_50_10.csv,0.6386361070040826,0.09304419495675244,6.0,10.0,0.1064393511673471,0.009304419495675243,0.08741522184822942,No
2_40_0.75_75_10.csv,1.426488,0.862412218707405,22.0,25.0,0.06484036363636364,0.0344964887482962,0.5320218273567786,Yes,2_80_1.75_50_20.csv,2.0786498432044374,-0.2836211033983834,6,7,0.3464416405340729,-0.04051730048548335,-0.11695274396871594,No,,,2_80_2_175_8.csv,1.9348760724502876,0.20269429181507764,8.0,9.0,0.24185950905628595,0.02252158797945307,0.09311847223758239,No,2_100_1.5_75_10.csv,0.6386361070040826,0.09304419495675244,6.0,10.0,0.1064393511673471,0.009304419495675243,0.08741522184822942,No
2_40_0.75_75_12.csv,1.426488,0.862412218707405,22.0,25.0,0.06484036363636364,0.0344964887482962,0.5320218273567786,Yes,2_80_1.75_75_20.csv,2.0786498432044374,-0.2836211033983834,6,7,0.3464416405340729,-0.04051730048548335,-0.11695274396871594,No,,,2_80_2_200_8.csv,1.9348758031401805,0.2026943196146784,8.0,9.0,0.24185947539252256,0.0225215910682976,0.09311849796972597,No,2_100_1.5_150_18.csv,0.6386360973144305,0.09304427679701481,6.0,10.0,0.10643934955240508,0.009304427679701481,0.08741530006363366,No
2_40_0.75_75_14.csv,1.426488,0.862412218707405,22.0,25.0,0.06484036363636364,0.0344964887482962,0.5320218273567786,Yes,2_80_1.75_150_18.csv,2.078649795911937,-0.283621087449844,6,7,0.3464416326519895,-0.04051729820712057,-0.11695274005310254,No,,,2_80_2_150_8.csv,1.93487578367238,0.20269433452490365,8.0,9.0,0.2418594729590475,0.022521592724989294,0.0931185057564511,No,2_100_1.5_150_20.csv,0.6386360973144305,0.09304427679701481,6.0,10.0,0.10643934955240508,0.009304427679701481,0.08741530006363366,No
2_40_0.75_75_16.csv,1.426488,0.862412218707405,22.0,25.0,0.06484036363636364,0.0344964887482962,0.5320218273567786,Yes,2_80_1.75_50_12.csv,2.078649795510839,-0.2575710762112013,6,7,0.3464416325851398,-0.03679586803017161,-0.10621087239314067,No,,,2_80_2_125_8.csv,1.9348755886540048,0.20269430653767656,8.0,9.0,0.2418594485817506,0.022521589615297394,0.09311850228454027,No,2_100_1.5_175_14.csv,0.6386360754980112,0.09304432585917302,6.0,10.0,0.10643934591633519,0.009304432585917302,0.08741534914382967,No
2_40_0.75_75_18.csv,1.426488,0.862412218707405,22.0,25.0,0.06484036363636364,0.0344964887482962,0.5320218273567786,Yes,2_80_1.75_75_12.csv,2.078649795510839,-0.2575710762112013,6,7,0.3464416325851398,-0.03679586803017161,-0.10621087239314067,No,,,2_60_1.75_225_8.csv,1.9162154350622027,0.09561239096585536,11.0,12.0,0.174201403187473,0.007967699247154613,0.04573843322363995,No,2_100_1.5_100_18.csv,0.6386360739404714,0.09304429352750171,6.0,10.0,0.10643934565674523,0.00930442935275017,0.08741531898134638,No
2_40_0.75_75_20.csv,1.426488,0.862412218707405,22.0,25.0,0.06484036363636364,0.0344964887482962,0.5320218273567786,Yes,2_80_1.75_50_16.csv,2.078649777947405,-0.28362110484103753,6,7,0.3464416296579009,-0.04051730069157679,-0.11695274823521129,No,,,2_40_1_75_6.csv,1.9137387986152743,0.2465911654292725,31.0,24.0,0.06173350963275078,0.010274631892886354,0.16643524649755972,No,2_100_1.5_100_20.csv,0.6386360739404714,0.09304429352750171,6.0,10.0,0.10643934565674523,0.00930442935275017,0.08741531898134638,No
2_40_0.75_75_6.csv,1.426488,0.5269666879870659,23.0,28.0,0.06202121739130435,0.018820238856680927,0.30344839473143925,No,2_80_1.75_75_16.csv,2.078649777947405,-0.28362110484103753,6,7,0.3464416296579009,-0.04051730069157679,-0.11695274823521129,No,,,2_60_1.5_125_6.csv,1.9092718488682976,0.34416838429189595,14.0,15.0,0.13637656063344983,0.022944558952793064,0.16824415314639726,No,2_100_1.5_50_18.csv,0.6386360739404714,0.09304429352750171,6.0,10.0,0.10643934565674523,0.00930442935275017,0.08741531898134638,No
2_40_0.75_75_8.csv,1.426488,0.862412218707405,22.0,25.0,0.06484036363636364,0.0344964887482962,0.5320218273567786,Yes,2_80_1.75_50_14.csv,2.078649737125822,-0.2836211717824862,6,7,0.3464416228543037,-0.040517310254640886,-0.11695277813567014,No,,,2_60_1.5_175_6.csv,1.9092715599197934,0.3441682650937889,14.0,15.0,0.13637653999427096,0.022944551006252593,0.16824412033929348,No,2_100_1.5_50_20.csv,0.6386360739404714,0.09304429352750171,6.0,10.0,0.10643934565674523,0.00930442935275017,0.08741531898134638,No
