Para1,InSample1_RateOfReturn,OutSample1_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample1_AvgTrade,OutSample1_AvgTrade,Score_1,Pass1,Para2,InSample2_RateOfReturn,OutSample2_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample2_AvgTrade,OutSample2_AvgTrade,Score_2,Pass2,Para3,InSample3_RateOfReturn,OutSample3_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample3_AvgTrade,OutSample3_AvgTrade,Score_3,Pass3,Para4,InSample4_RateOfReturn,OutSample4_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample4_AvgTrade,OutSample4_AvgTrade,Score_4,Pass4,Para5,InSample5_RateOfReturn,OutSample5_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample5_AvgTrade,OutSample5_AvgTrade,Score_5,Pass5,Para6,InSample6_RateOfReturn,OutSample6_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample6_AvgTrade,OutSample6_AvgTrade,Score_6,Pass6,Para7,InSample7_RateOfReturn,OutSample7_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample7_AvgTrade,OutSample7_AvgTrade,Score_7,Pass7,Para8,InSample8_RateOfReturn,OutSample8_RateOfReturn,Number_of_Transactions,Number_of_Transactions,InSample8_AvgTrade,OutSample8_AvgTrade,Score_8,Pass8,Para9,Pass9
2_40_0.75_50_4.csv,0.829507875,0.7276175977105318,22.0,17.0,0.03770490340909091,0.04280103515944305,1.1351583292777625,Yes,2_80_0.75_150_6.csv,1.5086001237521145,0.020143974669854143,3.0,8.0,0.5028667079173715,0.002517996833731768,0.005007284821379569,No,2_20_2_50_6.csv,0.8845463729738844,0.17195038955831232,13.0,14.0,0.0680420286902988,0.012282170682736595,0.18050859033966085,No,2_20_1.5_50_4.csv,0.6245899111797578,0.008044290441829614,21.0,20.0,0.02974237672284561,0.0004022145220914807,0.013523281136525081,No,2_60_1.25_200_6.csv,0.5464645541789458,0.6722397407857498,7.0,9.0,0.07806636488270655,0.07469330453174998,0.9567923989284689,Yes,2_80_0.75_150_4.csv,1.2578441880667168,0.9674821419122042,5,5,0.25156883761334337,0.19349642838244083,0.7691589714296858,Yes,2_20_0.75_50_4.csv,1.1117438082903428,0.12824905263446423,20.0,29.0,0.05558719041451714,0.004422381125326353,0.07955755799759588,No,2_120_1_100_12.csv,0.35590296002913874,-0.024401902007275576,3.0,5.0,0.11863432000971291,-0.004880380401455115,-0.041138014708185164,No,No Plateau,No
2_40_2_100_4.csv,0.785181125,0.46353930893146766,9.0,9.0,0.08724234722222222,0.05150436765905196,0.5903597197799013,Yes,2_80_0.75_125_6.csv,1.468138671076205,0.020143965719955945,4.0,8.0,0.36703466776905125,0.002517995714994493,0.006860375697749861,No,2_20_2_125_4.csv,0.8364587232233243,-0.06982130130178549,13.0,13.0,0.06434297870948648,-0.005370869330906576,-0.08347250063066657,No,2_20_1.5_150_4.csv,0.46590357050828674,-0.03133899988961254,16.0,16.0,0.02911897315676792,-0.001958687493100784,-0.06726499188538658,No,2_60_1.25_225_6.csv,0.5034568705739118,0.6722396810693307,6.0,9.0,0.08390947842898529,0.0746932978965923,0.8901652029669942,Yes,2_80_0.75_175_4.csv,1.2578441343366435,0.9674821789855678,5,5,0.25156882686732873,0.19349643579711356,0.7691590337588166,Yes,2_20_0.75_75_10.csv,1.0000766916195891,0.018850851906647103,18.0,23.0,0.05555981620108828,0.0008196022568107436,0.014751709290116218,No,2_120_1_100_14.csv,0.35590296002913874,-0.024401902007275576,3.0,5.0,0.11863432000971291,-0.004880380401455115,-0.041138014708185164,No,,
2_20_1.75_50_4.csv,0.712685125,0.13122194600715062,17.0,20.0,0.04192265441176471,0.006561097300357531,0.15650481565204272,No,2_80_0.75_100_6.csv,1.419744035397501,0.020143961625004855,5.0,8.0,0.2839488070795002,0.002517995203125607,0.008867778769785839,No,2_20_2_225_6.csv,0.8232986633615079,-0.05863685441238411,12.0,10.0,0.06860822194679232,-0.005863685441238411,-0.0854662207364282,No,2_20_1.75_50_6.csv,0.41860485391711827,-0.19773735915424598,15.0,18.0,0.02790699026114122,-0.010985408841902555,-0.39364362617057513,No,2_60_1_100_6.csv,0.4904527811973831,0.2562652337325204,11.0,8.0,0.04458661647248938,0.03203315421656505,0.7184477484702163,Yes,2_80_0.75_225_4.csv,1.2578439019258032,0.7988409728569905,5,5,0.2515687803851606,0.1597681945713981,0.6350875268655649,Yes,2_20_0.75_75_12.csv,1.0000766916195891,0.018850851906647103,18.0,23.0,0.05555981620108828,0.0008196022568107436,0.014751709290116218,No,2_120_1_50_12.csv,0.35590296002913874,-0.024401902007275576,3.0,5.0,0.11863432000971291,-0.004880380401455115,-0.041138014708185164,No,,
2_60_1.25_50_8.csv,0.682998063,0.8692466552173327,9.0,6.0,0.07588867366666667,0.14487444253622211,1.9090390638867727,Yes,2_80_0.75_50_6.csv,1.419744035397501,0.020143961625004855,5.0,8.0,0.2839488070795002,0.002517995203125607,0.008867778769785839,No,2_20_2_150_6.csv,0.7948130832316186,-0.022548305786513737,13.0,11.0,0.06113946794089374,-0.002049845980592158,-0.03352737682594549,No,2_20_1.75_50_10.csv,0.40986600757431296,-0.17248099962645858,15.0,17.0,0.0273244005049542,-0.010145941154497563,-0.37131431859440056,No,2_60_1_125_6.csv,0.4432498470079863,0.6375198899325557,10.0,8.0,0.04432498470079863,0.07968998624156946,1.797857050137541,Yes,2_80_0.75_200_4.csv,1.257843650257979,0.967482456395772,5,5,0.2515687300515958,0.19349649127915441,0.7691595503124296,Yes,2_20_0.75_75_14.csv,1.0000766916195891,0.018850851906647103,18.0,23.0,0.05555981620108828,0.0008196022568107436,0.014751709290116218,No,2_120_1_50_14.csv,0.35590296002913874,-0.024401902007275576,3.0,5.0,0.11863432000971291,-0.004880380401455115,-0.041138014708185164,No,,
2_60_1.25_75_8.csv,0.682998063,0.8692466552173327,9.0,6.0,0.07588867366666667,0.14487444253622211,1.9090390638867727,Yes,2_80_0.75_75_6.csv,1.419744035397501,0.020143961625004855,5.0,8.0,0.2839488070795002,0.002517995203125607,0.008867778769785839,No,2_20_2_200_6.csv,0.7890046804729847,-0.13440509251249783,13.0,11.0,0.06069266772869113,-0.01221864477386344,-0.20131994903376677,No,2_20_1.75_50_12.csv,0.40986600757431296,-0.17248099962645858,15.0,17.0,0.0273244005049542,-0.010145941154497563,-0.37131431859440056,No,2_60_1.25_200_10.csv,0.4429354899094345,0.6704814585269957,7.0,7.0,0.06327649855849064,0.09578306550385653,1.5137225934731189,Yes,2_20_0.75_225_10.csv,1.14239315505174,0.5471122634298674,20,22,0.057119657752587004,0.024868739246812155,0.43537969633030277,No,2_20_0.75_75_16.csv,1.0000766916195891,0.018850851906647103,18.0,23.0,0.05555981620108828,0.0008196022568107436,0.014751709290116218,No,2_120_1_75_12.csv,0.35590296002913874,-0.024401902007275576,3.0,5.0,0.11863432000971291,-0.004880380401455115,-0.041138014708185164,No,,
2_20_2_50_4.csv,0.666105313,0.44115289787807066,13.0,14.0,0.05123887023076923,0.03151092127700505,0.6149807974899993,Yes,2_100_1.25_200_6.csv,1.3518178091101523,-0.022330003522906067,5.0,5.0,0.2703635618220305,-0.004466000704581213,-0.016518500771642457,No,2_20_2_175_6.csv,0.7890046289781781,-0.061463236380381814,13.0,11.0,0.06069266376755216,-0.005587566943671074,-0.0920633005180163,No,2_20_1.75_50_14.csv,0.40986600757431296,-0.17248099962645858,15.0,17.0,0.0273244005049542,-0.010145941154497563,-0.37131431859440056,No,2_60_1.25_200_12.csv,0.44293548583419884,0.6704813579818508,7.0,7.0,0.06327649797631411,0.0957830511402644,1.513722380402883,Yes,2_20_0.75_225_12.csv,1.14239315505174,0.5471122634298674,20,22,0.057119657752587004,0.024868739246812155,0.43537969633030277,No,2_20_0.75_75_18.csv,1.0000766916195891,0.018850851906647103,18.0,23.0,0.05555981620108828,0.0008196022568107436,0.014751709290116218,No,2_120_1_75_14.csv,0.35590296002913874,-0.024401902007275576,3.0,5.0,0.11863432000971291,-0.004880380401455115,-0.041138014708185164,No,,
2_40_1_50_6.csv,0.655959875,0.6449598454189598,15.0,15.0,0.04373065833333333,0.042997323027930655,0.9832306365064781,Yes,2_100_1.25_100_6.csv,1.3518177789842554,-0.02232994913998574,5.0,5.0,0.27036355579685106,-0.004465989827997148,-0.016518460910289464,No,2_20_2_75_6.csv,0.78314634960339,-0.0275394259295407,13.0,13.0,0.06024202689256846,-0.0021184173791954385,-0.035165107956498215,No,2_20_1.75_50_16.csv,0.40986600757431296,-0.17248099962645858,15.0,17.0,0.0273244005049542,-0.010145941154497563,-0.37131431859440056,No,2_60_1.25_200_14.csv,0.44293544289808695,0.6704815157247163,7.0,7.0,0.06327649184258385,0.09578307367495946,1.5137228832667253,Yes,2_20_0.75_225_14.csv,1.14239315505174,0.5471122634298674,20,22,0.057119657752587004,0.024868739246812155,0.43537969633030277,No,2_20_0.75_75_20.csv,1.0000766916195891,0.018850851906647103,18.0,23.0,0.05555981620108828,0.0008196022568107436,0.014751709290116218,No,2_120_1_125_12.csv,0.3559028814216987,-0.02440193032335906,3.0,5.0,0.1186342938072329,-0.004880386064671812,-0.041138071531001644,No,,
2_40_1_50_8.csv,0.6544385629999999,0.6154802056557237,14.0,15.0,0.046745611642857135,0.04103201371038158,0.8777725281224636,Yes,2_100_1.25_125_6.csv,1.3518177789842554,-0.02232994913998574,5.0,5.0,0.27036355579685106,-0.004465989827997148,-0.016518460910289464,No,2_20_2_125_6.csv,0.6493336901665157,-0.10117151085396914,13.0,12.0,0.049948745397424284,-0.008430959237830762,-0.1687922123118136,No,2_20_1.75_50_18.csv,0.40986600757431296,-0.17248099962645858,15.0,17.0,0.0273244005049542,-0.010145941154497563,-0.37131431859440056,No,2_60_1.25_200_16.csv,0.44293544289808695,0.6704815157247163,7.0,7.0,0.06327649184258385,0.09578307367495946,1.5137228832667253,Yes,2_20_0.75_225_16.csv,1.14239315505174,0.5471122634298674,20,22,0.057119657752587004,0.024868739246812155,0.43537969633030277,No,2_20_0.75_75_8.csv,1.0000766916195891,0.018850851906647103,18.0,23.0,0.05555981620108828,0.0008196022568107436,0.014751709290116218,No,2_120_1_125_14.csv,0.3559028814216987,-0.02440193032335906,3.0,5.0,0.1186342938072329,-0.004880386064671812,-0.041138071531001644,No,,
2_60_1.75_125_10.csv,0.646584625,0.5949802762187215,4.0,4.0,0.16164615625,0.14874506905468038,0.9201893351836529,Yes,2_100_1.25_150_6.csv,1.3518177789842554,-0.02232994913998574,5.0,5.0,0.27036355579685106,-0.004465989827997148,-0.016518460910289464,No,1_40_1.25_225_10.csv,0.7315256711146207,-0.04172586738732775,15.0,22.0,0.04876837807430805,-0.0018966303357876252,-0.038890576448897735,No,2_20_1.75_50_20.csv,0.40986600757431296,-0.17248099962645858,15.0,17.0,0.0273244005049542,-0.010145941154497563,-0.37131431859440056,No,2_60_1.25_200_18.csv,0.44293544289808695,0.6704815157247163,7.0,7.0,0.06327649184258385,0.09578307367495946,1.5137228832667253,Yes,2_20_0.75_225_18.csv,1.14239315505174,0.5471122634298674,20,22,0.057119657752587004,0.024868739246812155,0.43537969633030277,No,2_20_0.75_75_6.csv,1.0000765905721811,0.04087324625569039,18.0,24.0,0.0555598105873434,0.0017030519273204328,0.030652586992591196,No,2_120_1_100_8.csv,0.35590287872437915,-0.024401914168482818,3.0,5.0,0.11863429290812638,-0.004880382833696564,-0.041138044608029695,No,,
2_60_1.75_150_10.csv,0.646584625,0.5949802762187215,4.0,4.0,0.16164615625,0.14874506905468038,0.9201893351836529,Yes,2_100_1.25_175_6.csv,1.3518177789842554,-0.02232994913998574,5.0,5.0,0.27036355579685106,-0.004465989827997148,-0.016518460910289464,No,1_40_1.25_225_12.csv,0.7315256711146207,-0.04172586738732775,15.0,22.0,0.04876837807430805,-0.0018966303357876252,-0.038890576448897735,No,2_20_1.75_50_8.csv,0.40986600757431296,-0.17248099962645858,15.0,17.0,0.0273244005049542,-0.010145941154497563,-0.37131431859440056,No,2_60_1.25_200_20.csv,0.44293544289808695,0.6704815157247163,7.0,7.0,0.06327649184258385,0.09578307367495946,1.5137228832667253,Yes,2_20_0.75_225_20.csv,1.14239315505174,0.5471122634298674,20,22,0.057119657752587004,0.024868739246812155,0.43537969633030277,No,2_20_0.75_75_4.csv,0.9903500919075077,0.0408731442721554,18.0,24.0,0.05501944955041709,0.001703047678006475,0.030953557186098102,No,2_120_1_50_8.csv,0.35590287872437915,-0.024401914168482818,3.0,5.0,0.11863429290812638,-0.004880382833696564,-0.041138044608029695,No,,
