AllPara,isExist1,Pass1,Score_1,isExist2,Pass2,Score_2,isExist3,Pass3,Score_3,isExist4,Pass4,Score_4,isExist5,Pass5,Score_5,isExist6,Pass6,Score_6,isExist7,Pass7,Score_7,isExist8,Pass8,Score_8,isExist9,CountExist,CountPass,TotalExistPercent,ExistPassPercent
2_20_2_50_4.csv,Y,Yes,1.5518109238283535,Y,Yes,1.552397011041393,Y,No,1.244257148321531,N,,,N,,,N,,,N,,,N,,,N,3,2,0.3333333333333333,0.6666666666666666
2_20_2_75_4.csv,Y,Yes,1.6155237980295754,Y,No,1.3868071932566353,Y,No,1.1103356524041732,N,,,N,,,N,,,N,,,N,,,N,3,1,0.3333333333333333,0.3333333333333333
2_20_1.75_50_4.csv,Y,No,1.458176492570533,Y,No,1.2357526905815752,N,,,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_10.csv,Y,No,1.2791437475496006,N,,,Y,No,1.0859324426946455,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_12.csv,Y,No,1.2791437475496006,N,,,Y,No,1.0859324426946455,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_14.csv,Y,No,1.2791437475496006,N,,,Y,No,1.0859324426946455,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_16.csv,Y,No,1.2791437475496006,N,,,Y,No,1.0859324426946455,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_18.csv,Y,No,1.2791437475496006,N,,,Y,No,1.0859324426946455,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_20.csv,Y,No,1.2791437475496006,N,,,Y,No,1.0859324426946455,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_4.csv,Y,No,1.2791437475496006,N,,,Y,No,1.0859324426946455,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_6.csv,Y,No,1.2791437475496006,N,,,Y,No,1.0859324426946455,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
1_20_1.25_50_8.csv,Y,No,1.2791437475496006,N,,,Y,No,1.0859324426946455,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
3_20_1.25_50_10.csv,Y,No,1.2791437475496006,N,,,Y,No,1.0859324426946455,N,,,N,,,N,,,N,,,N,,,N,2,0,0.2222222222222222,0.0
